Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0050896 response to stimulus,-2.9,2.3,3.7,30230,301,729,17,2.3,0.56,1634|1946|2147|3082|3479|3667|4653|4734|6934|8660|9530|9723|23239|29997|57333|80310|112464,DCN|EFNA5|F2|HGF|IGF1|IRS1|MYOC|NEDD4|TCF7L2|IRS2|BAG4|SEMA3E|PHLPP1|NOP53|RCN3|PDGFD|CAVIN3,-1.1
MyList,GO Biological Processes,19,GO:0050671,positive regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-2.9,3,3.9,30230,151,729,11,1.5,0.45,972|1026|1947|3133|3479|6777|8660|8772|29108|57181|58515,CD74|CDKN1A|EFNB1|HLA-E|IGF1|STAT5B|IRS2|FADD|PYCARD|SLC39A10|SELENOK,-1.1
MyList,GO Biological Processes,19,GO:0032922,circadian regulation of gene expression,19_GO:0048511 rhythmic process,-2.9,4.3,4.3,30230,67,729,7,0.96,0.36,1453|1454|8553|9500|9607|79365|112464,CSNK1D|CSNK1E|BHLHE40|MAGED1|CARTPT|BHLHE41|CAVIN3,-1.1
MyList,GO Biological Processes,19,GO:0043484,regulation of RNA splicing,19_GO:0050789 regulation of biological process,-2.9,2.7,3.8,30230,199,729,13,1.8,0.49,3007|5978|6628|6880|6881|10150|10179|11030|22927|29890|84530|84872|113146,H1-3|REST|SNRPB|TAF9|TAF10|MBNL2|RBM7|RBPMS|HABP4|RBM15B|SRRM4|ZC3H10|AHNAK2,-1.1
MyList,GO Biological Processes,19,GO:0006302,double-strand break repair,19_GO:0050896 response to stimulus,-2.9,2.6,3.8,30230,224,729,14,1.9,0.51,2067|2073|3014|5980|10524|50485|51720|58493|65980|79035|85456|119392|254225|375757,ERCC1|ERCC5|H2AX|REV3L|KAT5|SMARCAL1|UIMC1|INIP|BRD9|NABP2|TNKS1BP1|SFR1|RNF169|SWI5,-1.1
MyList,GO Biological Processes,19,GO:1902905,positive regulation of supramolecular fiber organization,19_GO:0048518 positive regulation of biological process,-2.9,2.8,3.8,30230,175,729,12,1.6,0.47,4653|6281|9530|10602|11135|11346|29108|55243|84722|122060|148170|253725,MYOC|S100A10|BAG4|CDC42EP3|CDC42EP1|SYNPO|PYCARD|KIRREL1|PSRC1|SLAIN1|CDC42EP5|WASHC2C,-1.1
MyList,Reactome Gene Sets,6,R-HSA-2024096,HS-GAG degradation,,-2.9,8.3,5.1,30230,20,729,4,0.55,0.27,2719|6383|10082|221914,GPC3|SDC2|GPC6|GPC2,-1.1
MyList,GO Biological Processes,19,GO:1904036,negative regulation of epithelial cell apoptotic process,19_GO:0048519 negative regulation of biological process,-2.9,8.3,5.1,30230,20,729,4,0.55,0.27,6934|9607|10413|26471,TCF7L2|CARTPT|YAP1|NUPR1,-1.1
MyList,GO Biological Processes,19,GO:0032946,positive regulation of mononuclear cell proliferation,19_GO:0048518 positive regulation of biological process,-2.9,3,3.9,30230,152,729,11,1.5,0.45,972|1026|1947|3133|3479|6777|8660|8772|29108|57181|58515,CD74|CDKN1A|EFNB1|HLA-E|IGF1|STAT5B|IRS2|FADD|PYCARD|SLC39A10|SELENOK,-1.1
MyList,GO Cellular Components,20,GO:1904949,ATPase complex,,-2.9,3,3.9,30230,152,729,11,1.5,0.45,605|10524|23506|26039|29998|54107|54815|65980|83444|124944|283899,BCL7A|KAT5|BICRAL|SS18L1|BICRA|POLE3|GATAD2A|BRD9|INO80B|BACC1|INO80E,-1.1
MyList,GO Biological Processes,19,GO:0050871,positive regulation of B cell activation,19_GO:0002376 immune system process,-2.9,3.8,4.1,30230,87,729,8,1.1,0.39,972|1026|6777|8660|30011|55122|57181|79155,CD74|CDKN1A|STAT5B|IRS2|SH3KBP1|AKIRIN2|SLC39A10|TNIP2,-1.1
MyList,GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-2.9,2.7,3.8,30230,200,729,13,1.8,0.49,972|2737|3297|3597|3707|4739|6666|6777|8772|9760|10524|50487|56998,CD74|GLI3|HSF1|IL13RA1|ITPKB|NEDD9|SOX12|STAT5B|FADD|TOX|KAT5|PLA2G3|CTNNBIP1,-1.1
MyList,GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2.9,2.7,3.8,30230,200,729,13,1.8,0.49,972|2737|3297|3597|3707|4739|6666|6777|8772|9760|10524|50487|56998,CD74|GLI3|HSF1|IL13RA1|ITPKB|NEDD9|SOX12|STAT5B|FADD|TOX|KAT5|PLA2G3|CTNNBIP1,-1.1
MyList,GO Biological Processes,19,GO:0001822,kidney development,19_GO:0032502 developmental process,-2.9,2.3,3.6,30230,303,729,17,2.3,0.56,1028|1948|2719|2737|4311|4854|5076|5125|6092|8772|10018|10220|10252|25937|25959|26146|56998,CDKN1C|EFNB2|GPC3|GLI3|MME|NOTCH3|PAX2|PCSK5|ROBO2|FADD|BCL2L11|GDF11|SPRY1|WWTR1|KANK2|TRAF3IP1|CTNNBIP1,-1.1
MyList,GO Molecular Functions,21,GO:0042393,histone binding,,-2.9,2.8,3.8,30230,176,729,12,1.6,0.47,1163|1164|3014|4300|8658|9759|26009|51720|80012|144108|148398|344658,CKS1B|CKS2|H2AX|MLLT3|TNKS|HDAC4|ZZZ3|UIMC1|PHC3|SPTY2D1|SAMD11|SAMD7,-1.1
MyList,GO Molecular Functions,21,GO:0005080,protein kinase C binding,,-2.9,5,4.4,30230,50,729,6,0.82,0.33,2869|3667|9734|11155|51564|112464,GRK5|IRS1|HDAC9|LDB3|HDAC7|CAVIN3,-1.1
MyList,WikiPathways,27,WP395,IL4 signaling,,-2.9,5,4.4,30230,50,729,6,0.82,0.33,2002|3667|6464|6777|8660|9846,ELK1|IRS1|SHC1|STAT5B|IRS2|GAB2,-1.1
MyList,KEGG Pathway,24,hsa05144,Malaria,,-2.9,5,4.4,30230,50,729,6,0.82,0.33,1311|3082|3383|6383|7059|7060,COMP|HGF|ICAM1|SDC2|THBS3|THBS4,-1.1
MyList,GO Cellular Components,20,GO:0097546,ciliary base,,-2.9,5,4.4,30230,50,729,6,0.82,0.33,2737|7802|23247|26146|84080|112942,GLI3|DNALI1|KATNIP|TRAF3IP1|ENKD1|CFAP36,-1.1
MyList,GO Biological Processes,19,GO:0000725,recombinational repair,19_GO:0050896 response to stimulus,-2.9,3.2,3.9,30230,130,729,10,1.4,0.43,2073|3014|5980|10524|58493|65980|79035|119392|254225|375757,ERCC5|H2AX|REV3L|KAT5|INIP|BRD9|NABP2|SFR1|RNF169|SWI5,-1.1
MyList,GO Biological Processes,19,GO:0051653,spindle localization,19_GO:0051179 localization,-2.9,4.3,4.2,30230,68,729,7,0.96,0.36,10252|10524|54820|54908|56776|81565|84080,SPRY1|KAT5|NDE1|SPDL1|FMN2|NDEL1|ENKD1,-1.1
MyList,Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-2.9,1.8,3.4,30230,742,729,32,4.4,0.76,705|1453|1454|1478|4848|5546|6628|7737|8233|8270|9724|9972|10179|11056|22794|23283|26017|51759|54901|54960|55094|55596|56006|65083|79159|84248|84946|85456|115939|129401|143884|196513,BYSL|CSNK1D|CSNK1E|CSTF2|CNOT2|PRCC|SNRPB|RNF113A|ZRSR2|LAGE3|UTP14C|NUP153|RBM7|DDX52|CASC3|CSTF2T|FAM32A|C9orf78|CDKAL1|GEMIN8|GPATCH1|ZCCHC8|SMG9|NOL6|NOL12|FYTTD1|LTV1|TNKS1BP1|TSR3|NUP35|CWF19L2|DCP1B,-1.1
MyList,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-2.9,2.3,3.6,30230,304,729,17,2.3,0.56,1026|2122|3082|3667|4734|5978|8658|8660|9846|23112|23239|51564|54815|57690|80012|84254|84335,CDKN1A|MECOM|HGF|IRS1|NEDD4|REST|TNKS|IRS2|GAB2|TNRC6B|PHLPP1|HDAC7|GATAD2A|TNRC6C|PHC3|CAMKK1|AKT1S1,-1.1
MyList,GO Molecular Functions,21,GO:0030545,signaling receptor regulator activity,,-2.9,1.9,3.4,30230,650,729,29,4,0.72,1489|1946|1948|2147|3082|3133|3383|3479|4969|6320|6387|6696|7044|7060|7087|7200|7424|9547|9607|9723|10220|10501|23767|53342|57715|58191|64111|80310|151647,CTF1|EFNA5|EFNB2|F2|HGF|HLA-E|ICAM1|IGF1|OGN|CLEC11A|CXCL12|SPP1|LEFTY2|THBS4|ICAM5|TRH|VEGFC|CXCL14|CARTPT|SEMA3E|GDF11|SEMA6B|FLRT3|IL17D|SEMA4G|CXCL16|NPVF|PDGFD|TAFA4,-1.1
MyList,Reactome Gene Sets,6,R-HSA-9730414,MITF-M-regulated melanocyte development,,-2.9,3,3.9,30230,153,729,11,1.5,0.45,595|605|1026|4286|6909|6934|7030|7942|23112|26039|57690,CCND1|BCL7A|CDKN1A|MITF|TBX2|TCF7L2|TFE3|TFEB|TNRC6B|SS18L1|TNRC6C,-1.1
MyList,KEGG Pathway,24,hsa04144,Endocytosis,,-2.9,2.5,3.7,30230,252,729,15,2.1,0.53,858|868|2869|3133|4734|6457|7456|8766|22841|25978|30011|84612|253725|387680|644150,CAV2|CBLB|GRK5|HLA-E|NEDD4|SH3GL3|WIPF1|RAB11A|RAB11FIP2|CHMP2B|SH3KBP1|PARD6B|WASHC2C|WASHC2A|WIPF3,-1.1
MyList,GO Biological Processes,19,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,19_GO:0048519 negative regulation of biological process,-2.9,3.8,4.1,30230,88,729,8,1.1,0.39,575|819|10362|54552|54984|55859|80254|131377,ADGRB1|CAMLG|HMG20B|GNL3L|PINX1|BEX1|CEP63|KLHL40,-1.1
MyList,GO Biological Processes,19,GO:0002761,regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-2.9,3.2,3.9,30230,131,729,10,1.4,0.43,972|3297|4286|4739|7030|8772|9607|27086|50487|56998,CD74|HSF1|MITF|NEDD9|TFE3|FADD|CARTPT|FOXP1|PLA2G3|CTNNBIP1,-1.1
MyList,GO Biological Processes,19,GO:0051259,protein complex oligomerization,19_GO:0009987 cellular process,-2.9,2.4,3.6,30230,279,729,16,2.2,0.54,735|972|1311|7087|23373|27153|29108|51133|57506|64375|64784|64856|79047|83892|90378|200186,C9|CD74|COMP|ICAM5|CRTC1|ZNF777|PYCARD|KCTD3|MAVS|IKZF4|CRTC3|VWA1|KCTD15|KCTD10|SAMD1|CRTC2,-1.1
MyList,GO Biological Processes,19,GO:1903311,regulation of mRNA metabolic process,19_GO:0050789 regulation of biological process,-2.9,2.1,3.5,30230,445,729,22,3,0.63,1478|3007|4848|5978|6628|9530|10179|11030|22794|23112|23283|29890|51564|55095|56006|56478|57523|57690|84530|85456|196513|340719,CSTF2|H1-3|CNOT2|REST|SNRPB|BAG4|RBM7|RBPMS|CASC3|TNRC6B|CSTF2T|RBM15B|HDAC7|SAMD4B|SMG9|EIF4ENIF1|NYNRIN|TNRC6C|SRRM4|TNKS1BP1|DCP1B|NANOS1,-1.1
MyList,GO Biological Processes,19,GO:0050821,protein stabilization,19_GO:0065007 biological regulation,-2.9,2.5,3.7,30230,253,729,15,2.1,0.53,173|819|868|972|1389|3479|6880|9530|29997|51616|57602|79155|80254|81572|252983,AFM|CAMLG|CBLB|CD74|CREBL2|IGF1|TAF9|BAG4|NOP53|TAF9B|USP36|TNIP2|CEP63|PDRG1|STXBP4,-1.1
MyList,GO Biological Processes,19,GO:0048762,mesenchymal cell differentiation,19_GO:0032502 developmental process,-2.9,2.8,3.8,30230,178,729,12,1.6,0.47,1947|3082|3479|5076|8751|9723|10252|10501|25937|57181|57715|359845,EFNB1|HGF|IGF1|PAX2|ADAM15|SEMA3E|SPRY1|SEMA6B|WWTR1|SLC39A10|SEMA4G|RFLNB,-1.1
MyList,GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-2.9,2.2,3.6,30230,361,729,19,2.6,0.59,1164|3297|3622|8766|10018|25978|27338|54820|54908|54984|56776|79080|79884|81565|84722|91272|119392|152185|375757,CKS2|HSF1|ING2|RAB11A|BCL2L11|CHMP2B|UBE2S|NDE1|SPDL1|PINX1|FMN2|CCDC86|MAP9|NDEL1|PSRC1|BOD1|SFR1|SPICE1|SWI5,-1.1
MyList,GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-2.9,2,3.5,30230,446,729,22,3,0.63,1946|2147|2737|3479|4739|5116|6769|6934|7424|8660|8766|9607|9854|10413|11143|25921|25937|54552|54984|57506|57555|79608,EFNA5|F2|GLI3|IGF1|NEDD9|PCNT|STAC|TCF7L2|VEGFC|IRS2|RAB11A|CARTPT|C2CD2L|YAP1|KAT7|ZDHHC5|WWTR1|GNL3L|PINX1|MAVS|NLGN2|RIC3,-1.1
MyList,GO Cellular Components,20,GO:0008023,transcription elongation factor complex,,-2.9,4.9,4.4,30230,51,729,6,0.82,0.33,904|4299|4300|27125|84337|84524,CCNT1|AFF1|MLLT3|AFF4|ELOF1|ZC3H8,-1.1
MyList,GO Cellular Components,20,GO:0097542,ciliary tip,,-2.9,4.9,4.4,30230,51,729,6,0.82,0.33,2737|6792|25876|26146|64792|112752,GLI3|CDKL5|SPEF1|TRAF3IP1|IFT22|IFT43,-1.1
MyList,Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-2.9,1.9,3.5,30230,534,729,25,3.4,0.67,71|1946|1947|1948|1949|2044|2049|3680|4756|5361|6091|6092|6383|6387|6464|7903|8660|8861|9723|9846|10398|22794|23767|30011|89884,ACTG1|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|ITGA9|NEO1|PLXNA1|ROBO1|ROBO2|SDC2|CXCL12|SHC1|ST8SIA4|IRS2|LDB1|SEMA3E|GAB2|MYL9|CASC3|FLRT3|SH3KBP1|LHX4,-1.1
MyList,Reactome Gene Sets,6,R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling,,-2.9,3.4,4,30230,110,729,9,1.2,0.41,2002|4793|5606|7322|8772|10010|10133|79155|257397,ELK1|NFKBIB|MAP2K3|UBE2D2|FADD|TANK|OPTN|TNIP2|TAB3,-1.1
MyList,Reactome Gene Sets,6,R-HSA-166166,MyD88-independent TLR4 cascade,,-2.9,3.4,4,30230,110,729,9,1.2,0.41,2002|4793|5606|7322|8772|10010|10133|79155|257397,ELK1|NFKBIB|MAP2K3|UBE2D2|FADD|TANK|OPTN|TNIP2|TAB3,-1.1
MyList,GO Cellular Components,20,GO:0098687,chromosomal region,,-2.8,2.1,3.5,30230,419,729,21,2.9,0.62,2067|3014|3297|8658|9878|10524|11143|25978|26039|51759|54107|54820|54908|54984|55791|79035|81565|84444|91272|152485|284058,ERCC1|H2AX|HSF1|TNKS|TOX4|KAT5|KAT7|CHMP2B|SS18L1|C9orf78|POLE3|NDE1|SPDL1|PINX1|LRIF1|NABP2|NDEL1|DOT1L|BOD1|ZNF827|KANSL1,-1.1
MyList,GO Biological Processes,19,GO:0099054,presynapse assembly,19_GO:0032502 developmental process,-2.8,7.9,5,30230,21,729,4,0.55,0.27,1948|22871|57555|266727,EFNB2|NLGN1|NLGN2|MDGA1,-1.1
MyList,GO Molecular Functions,21,GO:0008373,sialyltransferase activity,,-2.8,7.9,5,30230,21,729,4,0.55,0.27,6482|6489|7903|81849,ST3GAL1|ST8SIA1|ST8SIA4|ST6GALNAC5,-1.1
MyList,Reactome Gene Sets,6,R-HSA-2022870,CS-GAG biosynthesis,,-2.8,7.9,5,30230,21,729,4,0.55,0.27,1634|56548|63827|337876,DCN|CHST7|BCAN|CHSY3,-1.1
MyList,CORUM,33,CORUM:867,TRAP-SMCC mediator complex,,-2.8,12,5.7,30230,10,729,3,0.41,0.24,29079|112950|219541,MED4|MED8|MED19,-1.1
MyList,GO Molecular Functions,21,GO:0008140,cAMP response element binding protein binding,,-2.8,12,5.7,30230,10,729,3,0.41,0.24,23373|64784|200186,CRTC1|CRTC3|CRTC2,-1.1
MyList,Reactome Gene Sets,6,R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,,-2.8,12,5.7,30230,10,729,3,0.41,0.24,1026|6777|9846,CDKN1A|STAT5B|GAB2,-1.1
MyList,Reactome Gene Sets,6,R-HSA-74749,Signal attenuation,,-2.8,12,5.7,30230,10,729,3,0.41,0.24,3667|6464|8660,IRS1|SHC1|IRS2,-1.1
MyList,GO Cellular Components,20,GO:0036454,growth factor complex,,-2.8,12,5.7,30230,10,729,3,0.41,0.24,3479|3489|7424,IGF1|IGFBP6|VEGFC,-1.1
MyList,GO Biological Processes,19,GO:0046548,retinal rod cell development,19_GO:0032502 developmental process,-2.8,12,5.7,30230,10,729,3,0.41,0.24,6096|148398|344658,RORB|SAMD11|SAMD7,-1.1
MyList,GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,19_GO:0040007 growth,-2.8,3.1,3.8,30230,133,729,10,1.4,0.43,1946|5361|6909|10252|10413|23767|51199|81565|81628|84298,EFNA5|PLXNA1|TBX2|SPRY1|YAP1|FLRT3|NIN|NDEL1|TSC22D4|LLPH,-1.1
MyList,GO Biological Processes,19,GO:0045665,negative regulation of neuron differentiation,19_GO:0032502 developmental process,-2.8,4.1,4.1,30230,70,729,7,0.96,0.36,2737|3400|4211|4854|5978|10220|56478,GLI3|ID4|MEIS1|NOTCH3|REST|GDF11|EIF4ENIF1,-1.1
MyList,GO Biological Processes,19,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,19_GO:0050896 response to stimulus,-2.8,2.8,3.7,30230,180,729,12,1.6,0.47,858|1028|3621|3622|4052|7041|8425|9113|10252|11117|114990|283149,CAV2|CDKN1C|ING1|ING2|LTBP1|TGFB1I1|LTBP4|LATS1|SPRY1|EMILIN1|VASN|BCL9L,-1.1
MyList,GO Biological Processes,19,GO:0032204,regulation of telomere maintenance,19_GO:0050789 regulation of biological process,-2.8,3.4,3.9,30230,111,729,9,1.2,0.41,2067|4216|8658|26272|54552|54984|79035|83444|283899,ERCC1|MAP3K4|TNKS|FBXO4|GNL3L|PINX1|NABP2|INO80B|INO80E,-1
MyList,KEGG Pathway,24,hsa04390,Hippo signaling pathway,,-2.8,2.9,3.8,30230,157,729,11,1.5,0.45,71|595|1453|1454|6934|9113|10297|10413|25937|84612|126374,ACTG1|CCND1|CSNK1D|CSNK1E|TCF7L2|LATS1|APC2|YAP1|WWTR1|PARD6B|WTIP,-1
MyList,GO Biological Processes,19,GO:0032456,endocytic recycling,19_GO:0051179 localization,-2.8,3.6,4,30230,91,729,8,1.1,0.39,8766|23301|57724|79778|84079|253725|254102|644150,RAB11A|EHBP1|EPG5|MICALL2|ANKRD27|WASHC2C|EHBP1L1|WIPF3,-1
MyList,Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-2.8,2,3.4,30230,452,729,22,3,0.63,71|1026|3082|3667|5782|6464|6777|6934|8496|8658|8660|8805|9611|9734|9759|9846|10018|51564|57670|57690|84335|84441,ACTG1|CDKN1A|HGF|IRS1|PTPN12|SHC1|STAT5B|TCF7L2|PPFIBP1|TNKS|IRS2|TRIM24|NCOR1|HDAC9|HDAC4|GAB2|BCL2L11|HDAC7|KIAA1549|TNRC6C|AKT1S1|MAML2,-1
MyList,GO Biological Processes,19,GO:0001763,morphogenesis of a branching structure,19_GO:0032502 developmental process,-2.8,2.7,3.7,30230,182,729,12,1.6,0.47,2719|2737|3479|5076|5361|6692|6909|9723|10252|10413|10653|56998,GPC3|GLI3|IGF1|PAX2|PLXNA1|SPINT1|TBX2|SEMA3E|SPRY1|YAP1|SPINT2|CTNNBIP1,-1
MyList,GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.8,2.2,3.5,30230,339,729,18,2.5,0.57,71|350|1026|1265|1311|2147|2158|2162|3083|3479|10398|10413|25978|51129|57591|80274|221477|646960,ACTG1|APOH|CDKN1A|CNN2|COMP|F2|F9|F13A1|HGFAC|IGF1|MYL9|YAP1|CHMP2B|ANGPTL4|MRTFA|SCUBE1|C6orf89|PRSS56,-1
MyList,GO Cellular Components,20,GO:1902554,serine/threonine protein kinase complex,,-2.8,2.9,3.7,30230,158,729,11,1.5,0.45,595|904|1026|1163|1164|5218|10010|29108|56006|84612|257397,CCND1|CCNT1|CDKN1A|CKS1B|CKS2|CDK14|TANK|PYCARD|SMG9|PARD6B|TAB3,-1
MyList,GO Biological Processes,19,GO:2000406,positive regulation of T cell migration,19_GO:0040011 locomotion,-2.8,5.8,4.5,30230,36,729,5,0.69,0.31,6387|8772|29108|58515|83692,CXCL12|FADD|PYCARD|SELENOK|CD99L2,-1
MyList,WikiPathways,27,WP5603,Caffeine in myocytes,,-2.8,5.8,4.5,30230,36,729,5,0.69,0.31,71|4634|7136|7138|10398,ACTG1|MYL3|TNNI2|TNNT1|MYL9,-1
MyList,GO Cellular Components,20,GO:0044217,other organism part,,-2.8,5.8,4.5,30230,36,729,5,0.69,0.31,629|715|730|735|9972,CFB|C1R|C7|C9|NUP153,-1
MyList,WikiPathways,27,WP3850,Factors and pathways affecting insulin like growth factor IGF1 Akt signaling,,-2.8,5.8,4.5,30230,36,729,5,0.69,0.31,3479|3667|4703|5564|84335,IGF1|IRS1|NEB|PRKAB1|AKT1S1,-1
MyList,GO Molecular Functions,21,GO:0016755,aminoacyltransferase activity,,-2.8,1.9,3.4,30230,512,729,24,3.3,0.66,868|2162|4734|6047|7319|7322|7737|8805|9759|26272|27338|51070|51132|51564|57630|64219|64320|79596|83892|90850|140432|149603|254225|284996,CBLB|F13A1|NEDD4|RNF4|UBE2A|UBE2D2|RNF113A|TRIM24|HDAC4|FBXO4|UBE2S|NOSIP|RLIM|HDAC7|SH3RF1|PJA1|RNF25|OBI1|KCTD10|ZNF598|RNF113B|RNF187|RNF169|RNF149,-1
MyList,GO Biological Processes,19,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-2.8,2.7,3.7,30230,183,729,12,1.6,0.47,858|1028|3621|3622|4052|7041|8425|9113|10252|11117|114990|283149,CAV2|CDKN1C|ING1|ING2|LTBP1|TGFB1I1|LTBP4|LATS1|SPRY1|EMILIN1|VASN|BCL9L,-1
MyList,GO Biological Processes,19,GO:0072001,renal system development,19_GO:0032502 developmental process,-2.8,2.3,3.5,30230,313,729,17,2.3,0.56,1028|1948|2719|2737|4311|4854|5076|5125|6092|8772|10018|10220|10252|25937|25959|26146|56998,CDKN1C|EFNB2|GPC3|GLI3|MME|NOTCH3|PAX2|PCSK5|ROBO2|FADD|BCL2L11|GDF11|SPRY1|WWTR1|KANK2|TRAF3IP1|CTNNBIP1,-1
MyList,GO Biological Processes,19,GO:0001890,placenta development,19_GO:0032502 developmental process,-2.8,2.9,3.7,30230,159,729,11,1.5,0.45,1028|3297|4216|4311|6692|6696|6881|7942|10653|56977|89884,CDKN1C|HSF1|MAP3K4|MME|SPINT1|SPP1|TAF10|TFEB|SPINT2|STOX2|LHX4,-1
MyList,GO Biological Processes,19,GO:1901874,negative regulation of post-translational protein modification,19_GO:0048519 negative regulation of biological process,-2.8,3.6,3.9,30230,92,729,8,1.1,0.39,575|819|10362|54552|54984|55859|80254|131377,ADGRB1|CAMLG|HMG20B|GNL3L|PINX1|BEX1|CEP63|KLHL40,-1
MyList,GO Biological Processes,19,GO:0007549,sex-chromosome dosage compensation,19_GO:0050789 regulation of biological process,-2.8,7.5,4.8,30230,22,729,4,0.55,0.27,25792|29890|51132|55791,CIZ1|RBM15B|RLIM|LRIF1,-1
MyList,GO Biological Processes,19,GO:0009048,dosage compensation by inactivation of X chromosome,19_GO:0048519 negative regulation of biological process,-2.8,7.5,4.8,30230,22,729,4,0.55,0.27,25792|29890|51132|55791,CIZ1|RBM15B|RLIM|LRIF1,-1
MyList,WikiPathways,27,WP2572,Primary focal segmental glomerulosclerosis FSGS,,-2.8,4,4,30230,72,729,7,0.96,0.36,1026|1028|4288|4311|5076|11346|50485,CDKN1A|CDKN1C|MKI67|MME|PAX2|SYNPO|SMARCAL1,-1
MyList,GO Biological Processes,19,GO:0031570,DNA integrity checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.7,3.3,3.8,30230,114,729,9,1.2,0.41,595|1026|3014|29997|51149|51322|51720|80254|84444,CCND1|CDKN1A|H2AX|NOP53|MRNIP|WAC|UIMC1|CEP63|DOT1L,-0.99
MyList,GO Biological Processes,19,GO:1901890,positive regulation of cell junction assembly,19_GO:0048518 positive regulation of biological process,-2.7,3.3,3.8,30230,114,729,9,1.2,0.41,575|1307|1946|2049|4653|6281|22871|23767|57555,ADGRB1|COL16A1|EFNA5|EPHB3|MYOC|S100A10|NLGN1|FLRT3|NLGN2,-0.99
MyList,GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-2.7,1.8,3.3,30230,606,729,27,3.7,0.7,350|972|2147|3133|3263|3660|4739|6387|6777|7060|7424|8772|9113|10133|10318|10524|11117|22841|25921|26471|29108|50487|55122|57506|57724|79155|80310,APOH|CD74|F2|HLA-E|HPX|IRF2|NEDD9|CXCL12|STAT5B|THBS4|VEGFC|FADD|LATS1|OPTN|TNIP1|KAT5|EMILIN1|RAB11FIP2|ZDHHC5|NUPR1|PYCARD|PLA2G3|AKIRIN2|MAVS|EPG5|TNIP2|PDGFD,-0.97
MyList,GO Biological Processes,19,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0048518 positive regulation of biological process,-2.7,2.6,3.6,30230,210,729,13,1.8,0.49,1634|1946|2147|3082|3479|3667|4653|4734|6934|8660|9530|9723|80310,DCN|EFNA5|F2|HGF|IGF1|IRS1|MYOC|NEDD4|TCF7L2|IRS2|BAG4|SEMA3E|PDGFD,-0.97
MyList,GO Biological Processes,19,GO:0030490,maturation of SSU-rRNA,19_GO:0009987 cellular process,-2.7,4,4,30230,73,729,7,0.96,0.36,705|11056|65083|84294|85395|115939|153443,BYSL|DDX52|NOL6|UTP23|SLX9|TSR3|SRFBP1,-0.97
MyList,GO Biological Processes,19,GO:0051053,negative regulation of DNA metabolic process,19_GO:0048519 negative regulation of biological process,-2.7,3,3.7,30230,138,729,10,1.4,0.43,1026|2067|3007|3297|7270|8658|10524|54552|54984|254225,CDKN1A|ERCC1|H1-3|HSF1|TTF1|TNKS|KAT5|GNL3L|PINX1|RNF169,-0.96
MyList,GO Biological Processes,19,GO:0051260,protein homooligomerization,19_GO:0009987 cellular process,-2.7,2.6,3.6,30230,211,729,13,1.8,0.49,735|1311|7087|23373|29108|51133|64375|64784|64856|79047|83892|90378|200186,C9|COMP|ICAM5|CRTC1|PYCARD|KCTD3|IKZF4|CRTC3|VWA1|KCTD15|KCTD10|SAMD1|CRTC2,-0.96
MyList,GO Biological Processes,19,GO:1900182,positive regulation of protein localization to nucleus,19_GO:0051179 localization,-2.7,3.5,3.9,30230,94,729,8,1.1,0.39,2147|2737|6934|10413|11143|25937|54984|57506,F2|GLI3|TCF7L2|YAP1|KAT7|WWTR1|PINX1|MAVS,-0.95
MyList,GO Molecular Functions,21,GO:0008046,axon guidance receptor activity,,-2.7,11,5.4,30230,11,729,3,0.41,0.24,2049|6091|6092,EPHB3|ROBO1|ROBO2,-0.95
