"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"UNC93B1",-0.689,0.61742538031473,-0.7,0.62,"-0.7","0.62","NS",NA
"UNCX",0.534,0.190128072149722,0.5,0.19,"0.5","0.19","NS",NA
"UNG",-0.346,0.384951928726231,-0.3,0.38,"-0.3","0.38","NS",NA
"UNK",0.139,0.82815671399292,0.1,0.83,"0.1","0.83","NS",NA
"UPF1",0.338,0.0973700532915249,0.3,0.1,"0.3","0.10","NS",NA
"UPF2",0.707,0.00468831890467033,0.7,0,"0.7","<0.01","NS",NA
"UPF3B",0.788,0.0422844384975313,0.8,0.04,"0.8","0.04","NS",NA
"UPP1",-2.1,0.0226291963042864,-2.1,0.02,"-2.1","0.02","NS",NA
"UPRT",0.617,0.0175210910233605,0.6,0.02,"0.6","0.02","NS",NA
"UQCC1",-0.519,0.112397458784105,-0.5,0.11,"-0.5","0.11","NS",NA
"UQCC2",0.193,0.69043587446137,0.2,0.69,"0.2","0.69","NS",NA
"UQCC4",0.0103,0.98986093427963,0,0.99,"0.0","0.99","NS",NA
"UQCC5",-0.179,0.628497849543568,-0.2,0.63,"-0.2","0.63","NS",NA
"UQCC6",1.54,0.0195020762733259,1.5,0.02,"1.5","0.02","NS",NA
"UQCR10",-0.587,0.0356176781679668,-0.6,0.04,"-0.6","0.04","NS",NA
"UQCRB",0.28,0.674750522950676,0.3,0.67,"0.3","0.67","NS",NA
"UQCRC1",-0.688,0.0177227082894633,-0.7,0.02,"-0.7","0.02","NS",NA
"UQCRC2",-1.01,0.00061445341172962,-1,0,"-1.0","<0.01","Down",NA
"UQCRFS1",-0.757,0.0143533103818186,-0.8,0.01,"-0.8","0.01","NS",NA
"UQCRH",-0.576,0.385298714267006,-0.6,0.39,"-0.6","0.39","NS",NA
"UQCRQ",-0.823,0.0102359650228991,-0.8,0.01,"-0.8","0.01","NS",NA
"URB1",0.918,0.0572405840999042,0.9,0.06,"0.9","0.06","NS",NA
"URB2",1.09,0.0633643453716036,1.1,0.06,"1.1","0.06","NS",NA
"URGCP",0.117,0.727234155034634,0.1,0.73,"0.1","0.73","NS",NA
"URI1",-0.0467,0.92325028413258,0,0.92,"-0.0","0.92","NS",NA
"URM1",0.772,0.083361691868353,0.8,0.08,"0.8","0.08","NS",NA
"UROD",-0.0608,0.856408060052789,-0.1,0.86,"-0.1","0.86","NS",NA
"USB1",-0.251,0.471364743356297,-0.3,0.47,"-0.3","0.47","NS",NA
"USE1",-0.574,0.0647918241730667,-0.6,0.06,"-0.6","0.06","NS",NA
"USF1",0.0711,0.91898763094267,0.1,0.92,"0.1","0.92","NS",NA
"USF2",-0.624,0.224548495571567,-0.6,0.22,"-0.6","0.22","NS",NA
"USO1",1.27,0.0127409883787072,1.3,0.01,"1.3","0.01","NS",NA
"USP10",0.339,0.225664837764773,0.3,0.23,"0.3","0.23","NS",NA
"USP11",0.801,0.0253954302336634,0.8,0.03,"0.8","0.03","NS",NA
"USP12",-0.495,0.148586159683504,-0.5,0.15,"-0.5","0.15","NS",NA
"USP13",0.499,0.150903930037022,0.5,0.15,"0.5","0.15","NS",NA
"USP14",0.231,0.390829867418115,0.2,0.39,"0.2","0.39","NS",NA
"USP15",0.363,0.139293570779238,0.4,0.14,"0.4","0.14","NS",NA
"USP16",0.537,0.022015306955396,0.5,0.02,"0.5","0.02","NS",NA
"USP19",0.0118,0.955398647173184,0,0.96,"0.0","0.96","NS",NA
"USP22",0.406,0.301710816729418,0.4,0.3,"0.4","0.30","NS",NA
"USP24",0.0163,0.957314574498419,0,0.96,"0.0","0.96","NS",NA
"USP25",0.661,0.424789348712527,0.7,0.42,"0.7","0.42","NS",NA
