"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"SIDT2",-1.34,0.0987079113659072,-1.3,0.1,"-1.3","0.10","NS",NA
"SIGMAR1",-0.19,0.415925446271888,-0.2,0.42,"-0.2","0.42","NS",NA
"SIK2",0.798,0.572386267055879,0.8,0.57,"0.8","0.57","NS",NA
"SIKE1",0.59,0.757203114857484,0.6,0.76,"0.6","0.76","NS",NA
"SIL1",0.159,0.610484673976611,0.2,0.61,"0.2","0.61","NS",NA
"SIMC1",0.572,0.0369226279232756,0.6,0.04,"0.6","0.04","NS",NA
"SIN3A",-0.565,0.00785206076190004,-0.6,0.01,"-0.6","<0.01","NS",NA
"SIN3B",-0.374,0.660819882547903,-0.4,0.66,"-0.4","0.66","NS",NA
"SINHCAF",-0.0218,0.978974002258546,0,0.98,"-0.0","0.98","NS",NA
"SIPA1",-0.169,0.688008778508661,-0.2,0.69,"-0.2","0.69","NS",NA
"SIPA1L1",0.445,0.307221860087618,0.4,0.31,"0.4","0.31","NS",NA
"SIPA1L2",-0.191,0.731678663645215,-0.2,0.73,"-0.2","0.73","NS",NA
"SIPA1L3",0.822,0.0121024563455343,0.8,0.01,"0.8","0.01","NS",NA
"SIRPA",0.711,0.293842865747579,0.7,0.29,"0.7","0.29","NS",NA
"SIRT1",-0.424,0.0974598874031167,-0.4,0.1,"-0.4","0.10","NS",NA
"SIRT2",0.339,0.137179599156382,0.3,0.14,"0.3","0.14","NS",NA
"SIRT5",0.0623,0.854324408817724,0.1,0.85,"0.1","0.85","NS",NA
"SIRT6",0.309,0.683032157840317,0.3,0.68,"0.3","0.68","NS",NA
"SIX1",-0.281,0.614276971785493,-0.3,0.61,"-0.3","0.61","NS",NA
"SIX4",0.228,0.774604411621642,0.2,0.77,"0.2","0.77","NS",NA
"SKA1",1.53,2.53262047626016e-05,1.5,0,"1.5","<0.01","Up",NA
"SKA2",1.29,0.000213041830153999,1.3,0,"1.3","<0.01","Up",NA
"SKA3",1.42,0.00567562292992256,1.4,0.01,"1.4","<0.01","Up",NA
"SKI",0.25,0.423504664498544,0.2,0.42,"0.2","0.42","NS",NA
"SKIC2",0.11,0.848102168887252,0.1,0.85,"0.1","0.85","NS",NA
"SKIC3",0.173,0.685401912889983,0.2,0.69,"0.2","0.69","NS",NA
"SKIC8",-0.0947,0.641829471154061,-0.1,0.64,"-0.1","0.64","NS",NA
"SKIL",0.0433,0.970936014283828,0,0.97,"0.0","0.97","NS",NA
"SKP1",0.922,0.0897633383875345,0.9,0.09,"0.9","0.09","NS",NA
"SKP2",-0.118,0.801520839832879,-0.1,0.8,"-0.1","0.80","NS",NA
"SLAIN1",1.07,0.000687970920288946,1.1,0,"1.1","<0.01","Up",NA
"SLAIN2",1.63,0.00259534973964684,1.6,0,"1.6","<0.01","Up",NA
"SLBP",1.43,0.00512072649919854,1.4,0.01,"1.4","<0.01","Up",NA
"SLC12A2",-0.184,0.638282658902424,-0.2,0.64,"-0.2","0.64","NS",NA
"SLC12A4",-0.738,0.00254346963636226,-0.7,0,"-0.7","<0.01","NS",NA
