plot_id,plot_title,x_label,y_label,name,ID,x_ratio,y_ratio,x_padj,y_padj,significant_x,significant_y,significance_class,significant_either_axis,combined_abs_ratio
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBD1,Q9UIS9,-0.185,-0.351,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.536
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBD2,Q9UBB5,0.103,-0.152,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.255
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBD3,O95983,-0.138,-0.247,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.385
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBD4,O95243,-0.00606,-0.0734,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.07946
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBIP,Q9NS73,-0.239,-0.357,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.596
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBLAC2,Q68D91,-0.35,-0.226,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.576
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBNL1,Q9NR56,-0.804,-0.564,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.3679999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBNL3,Q9NUK0,-0.536,-0.128,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.664
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBOAT2,Q6ZWT7,0.115,0.547,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.662
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBOAT7,Q96N66,0.323,0.31,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.633
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBTD1,Q05BQ5,-0.104,0.0505,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1545
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MBTPS1,Q14703,-0.638,1.09,NA,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.7280000000000002
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCAM,P43121,-0.278,-0.448,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.726
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCAT,Q8IVS2,-0.22,0.396,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.616
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCC,P23508,-0.121,0.212,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.33299999999999996
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCCC1,Q96RQ3,-0.0301,0.295,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.3251
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCCC2,Q9HCC0,-0.151,0.137,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.28800000000000003
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCEE,Q96PE7,-0.437,-0.393,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.8300000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCL1,Q07820,-0.0368,0.105,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.14179999999999998
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM2,P49736,0.115,0.0611,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1761
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM3,P25205,0.0596,-0.00226,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.06186
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM3AP,O60318,-0.149,0.0754,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2244
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM4,P33991,0.0993,-0.0168,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1161
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM5,P33992,0.125,0.0606,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1856
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM6,Q14566,0.195,0.046,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.241
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM7,P33993,0.186,0.102,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.288
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM8,Q9UJA3,0.0552,-0.00857,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.06377
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCM9,Q9NXL9,-0.0678,-0.129,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1968
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCMBP,Q9BTE3,0.0255,0.0898,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1153
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCOLN1,Q9GZU1,-0.423,-0.444,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.867
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCOLN3,Q8TDD5,0.0698,0.0821,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1519
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCRIP1,C9JLW8,-0.272,-0.552,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.8240000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCRIP2,Q9BUT9,0.0402,-0.172,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2122
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCRS1,Q96EZ8,0.0792,-0.018,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.09720000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCTS1,Q9ULC4,-0.122,-0.218,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.33999999999999997
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCU,Q8NE86,-0.0559,0.317,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.3729
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCUB,Q9NWR8,-0.151,0.343,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.494
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MCUR1,Q96AQ8,-0.184,0.219,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.403
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MDC1,Q14676,0.0961,-0.309,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.4051
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MDFIC,Q9P1T7,-0.144,0.347,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.491
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MDH1,P40925,0.129,-0.00858,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.13758
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MDH2,P40926,-0.328,-0.326,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.654
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MDK,P21741,0.156,-0.669,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.8250000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MDN1,Q9NU22,-0.00323,0.311,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.31423
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ME1,P48163,0.238,0.151,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.389
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,ME2,P23368,0.0764,0.152,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2284
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEAF6,Q9HAF1,-0.135,-0.268,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.403
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEAK7,Q6P9B6,0.0711,-0.00528,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.07638
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MECOM,Q03112,-0.264,-0.105,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.369
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MECP2,P51608,0.186,-0.227,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.41300000000000003
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MECR,Q9BV79,-0.392,-0.0199,0.970585324685975,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.41190000000000004
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED1,Q15648,-0.189,-0.0914,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2804
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED10,Q9BTT4,-0.364,-0.413,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.7769999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED11,Q9P086,0.0384,-0.035,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.07339999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED12,Q93074,-0.151,0.23,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.381
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED13,Q9UHV7,-0.353,0.0965,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.4495
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED13L,Q71F56,-0.0864,0.168,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2544
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED14,O60244,0.0181,0.213,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2311
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED15,Q96RN5,-0.524,-0.506,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.03
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED16,Q9Y2X0,0.0633,0.0634,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.12669999999999998
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED17,Q9NVC6,0.0678,0.167,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2348
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED18,Q9BUE0,-0.0588,-0.0756,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1344
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED19,A0JLT2,-0.45,-0.277,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.7270000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED20,Q9H944,-0.0151,0.114,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1291
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED22,Q15528,-0.093,-0.239,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.33199999999999996
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED23,Q9ULK4,0.115,0.387,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.502
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED24,O75448,0.0324,0.365,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.3974
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED25,Q71SY5,0.143,0.186,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.32899999999999996
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED26,O95402,-0.375,-0.41,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.7849999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED27,Q6P2C8,-0.0466,-0.00558,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.052180000000000004
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED29,Q9NX70,-0.541,-0.693,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.234
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED30,Q96HR3,-0.479,-0.379,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.858
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED31,Q9Y3C7,-0.698,-0.162,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.86
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED4,Q9NPJ6,0.103,0.0179,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1209
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED6,O75586,-0.129,-0.0273,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1563
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED8,Q96G25,-0.57,-0.529,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.099
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MED9,Q9NWA0,-0.487,-3.87,0.999855980822395,0.627041869884396,FALSE,FALSE,Not significant,FALSE,4.357
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEF2A,Q02078,0.328,-0.305,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.633
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEF2C,Q06413,0.864,-0.238,0.990304803945765,0.999035847456636,FALSE,FALSE,Not significant,FALSE,1.1019999999999999
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEF2D,Q14814,-0.15,0.0952,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2452
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEGF8,Q7Z7M0,-0.355,-0.453,0.785783035108765,0.169377690912164,FALSE,FALSE,Not significant,FALSE,0.808
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MELK,Q14680,-0.0506,0.155,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2056
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEMO1,Q9Y316,-0.02,-0.0296,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.049600000000000005
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEN1,O00255,-0.0145,-0.0735,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.088
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MEPCE,Q7L2J0,-0.276,-0.152,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.42800000000000005
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MESD,Q14696,0.0322,-0.32,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.3522
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,MET,P08581,0.195,-0.207,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.402
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METAP1,P53582,-0.301,-0.525,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.8260000000000001
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METAP1D,Q6UB28,-0.0318,0.245,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2768
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METAP2,P50579,-0.0602,-0.606,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.6662
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL1,Q9UBP6,-0.235,0.0516,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.28659999999999997
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL13,Q8N6R0,0.0181,0.00591,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.024010000000000004
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL14,Q9HCE5,-0.089,-0.0727,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.1617
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL15,A6NJ78,0.689,0.301,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.99
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL16,Q86W50,0.0389,-0.0153,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.0542
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL21A,Q8WXB1,-0.0665,-0.228,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2945
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL2B,Q6P1Q9,-0.199,0.0864,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2854
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL3,Q86U44,-0.178,-0.0727,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.2507
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL5,Q9NRN9,0.193,0.072,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.265
genotype_comparison_100uM,100 uM treatment response: RDH12 vs GFP,RDH12 100 uM vs vehicle log2 ratio,GFP 100 uM vs vehicle log2 ratio,METTL9,Q9H1A3,-0.493,0.169,0.999855980822395,0.999035847456636,FALSE,FALSE,Not significant,FALSE,0.662
