"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"CFAP97",-0.0998,0.863881369809128,-0.1,0.86,"-0.1","0.86","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CHCHD4",0.928,0.554194889505744,0.9,0.55,"0.9","0.55","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CHKA",1.88,0.35066491741209,1.9,0.35,"1.9","0.35","NS","MAR_1of3","Present_3of3","MAR vs Present",NA
"CHPF",1.91,0.367777640865676,1.9,0.37,"1.9","0.37","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CHPF2",0.245,0.881101924290912,0.2,0.88,"0.2","0.88","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CHSY1",-0.00528,0.991096829667537,0,0.99,"-0.0","0.99","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CISD1",0.422,0.131162756012889,0.4,0.13,"0.4","0.13","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CKS1B",-0.603,0.134280080627479,-0.6,0.13,"-0.6","0.13","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CKS2",-0.593,0.103410440955685,-0.6,0.1,"-0.6","0.10","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CLK3",-0.161,0.63876579311738,-0.2,0.64,"-0.2","0.64","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CLOCK",0.59,0.814509498260153,0.6,0.81,"0.6","0.81","NS","MAR_2of3","MAR_2of3","MAR vs MAR",NA
"CLTCL1",0.68,0.568364254890816,0.7,0.57,"0.7","0.57","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CLU",-0.0899,0.818135941068396,-0.1,0.82,"-0.1","0.82","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CMTM6",0.355,0.839342006579095,0.4,0.84,"0.4","0.84","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CNBP",0.549,0.630278068822051,0.5,0.63,"0.5","0.63","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CNEP1R1",0.0724,0.967820681330854,0.1,0.97,"0.1","0.97","NS","Present_3of3","Present_3of3","Present vs Present",NA
"CNOT8",0.19,0.81177491447386,0.2,0.81,"0.2","0.81","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"CNOT9",-0.191,0.723317628355397,-0.2,0.72,"-0.2","0.72","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COL1A1",0.222,0.7965651727593,0.2,0.8,"0.2","0.80","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COL1A2",0.159,0.866080578168577,0.2,0.87,"0.2","0.87","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COL4A6",0.284,0.323419334576763,0.3,0.32,"0.3","0.32","NS","Present_3of3","Present_3of3","Present vs Present",NA
"COLEC12",0.979,0.0145931715894075,1,0.01,"1.0","0.01","Up","Present_3of3","Present_3of3","Present vs Present",NA
