name,ID,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
DKK1,O94907,0.6923705802870296,0.8808898497824593,0.23150324952629156,0.2412641597523445,0.21060128876418086,0.4676126004667528,0.21968031012250008,0.711567632934951,0.841,0.91,0.546,0.182,0.629,0.89,0.608,0.889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.288,0.109,0.885,0.866,0.928,0.531,0.909,-0.269,-0.563,-0.166,-0.275,-0.566,0.322,0.104,0.365,1.32,-0.544
DLAT,P10515,0.21983598063864745,0.028302497433684088,0.045572292992898,0.29151601970593677,0.19134727064421928,0.033819240212390425,0.07714043449920376,0.06543675513880556,0.468,0.703,0.249,0.258,0.609,0.749,0.281,0.451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.222,0.415,0.374,-0.19,0.237,-0.4,-0.327,0.342,-0.473,0.164,-0.25,-0.0365,-0.0984,0.39,-0.235,0.447,0.0916
DLD,P09622,0.269610328135475,0.9356054806038573,0.2701856257277232,0.5257684935662839,0.5124002888949666,0.5881290780267144,0.27897724941740487,0.5266611254106023,0.518,0.913,0.591,0.625,0.785,0.899,0.685,0.859,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.463,0.0334,0.463,-0.263,0.272,-0.225,-0.454,0.263,-0.88,-0.384,-0.417,-0.248,-0.418,1.09,-0.608,2.02,-0.154
DLG1,Q12959,0.44250601620747065,0.0976151662640131,0.4739009111533542,0.6049302243670367,0.0682294146118037,0.009247544545394672,0.5087200022380778,0.6420189116781061,0.719,0.798,0.733,0.707,0.391,0.64,0.83,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.154,-0.341,0.143,-0.103,0.378,0.565,0.132,0.0925,-0.123,-0.31,0.031,-0.12,0.0205,-0.105,0.255,0.227,0.124
DLG3,Q92796,0.5596192551820744,0.3089593508460407,0.9689837540216943,0.8204188972939523,0.12494979363067366,0.26328736085624305,0.08829335176030653,0.6914430223951532,0.79,0.864,0.858,0.835,0.516,0.866,0.315,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.111,0.195,0.00735,0.043,0.299,0.215,0.335,0.0752,-0.0766,0.00756,-0.187,0.00289,-0.0693,-0.0823,0.223,0.295,-0.112
DLG5,Q8TDM6,0.22948183811667933,0.11596371497278458,0.3555793000128249,0.9403624396282132,0.8145569916381453,0.5283965642218471,0.5343079848664156,0.7154510245946901,0.48,0.81,0.665,0.871,0.844,0.895,0.839,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.34,-1.77,1.02,0.0816,0.256,0.691,-0.681,-0.398,-0.308,-0.743,1.03,1.07,0.711,-0.382,-0.0517,-1.95,0.63
DLGAP4,Q9Y2H0,0.08002475811988724,0.003441921446970219,0.14781058024172203,0.371370619538093,0.01112085040492916,3.763185485058228e-4,0.7082633399280752,0.5713365814724025,0.214,0.476,0.45,0.383,0.174,0.325,0.882,0.868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.754,-1.36,0.615,-0.374,1.14,1.75,0.155,0.235,-0.625,-1.23,0.129,-0.36,-0.00994,-0.0675,0.519,1.28,0.364
DLST,P36957,0.2598962590763047,0.6861137856211688,0.4277059527858197,0.5153140658495194,0.19270102574180914,0.5560745504812616,0.9028559896834859,0.7580539840750671,0.509,0.9,0.71,0.612,0.611,0.897,0.91,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.511,-0.181,0.357,-0.292,0.594,0.264,-0.0545,0.138,-0.836,-0.506,-0.325,-0.412,-0.479,1.15,-0.242,1.84,-0.187
DLX6,P56179,0.304432460762504,0.7305106471663845,0.9799326156618279,0.9063938506682808,0.1990926856875919,0.5399827670986123,0.15642890838623802,0.24472317367548727,0.572,0.903,0.859,0.862,0.618,0.896,0.487,0.749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.14,0.709,0.0517,-0.242,-2.7,-1.27,-2.99,2.43,2.2,0.77,0.0606,-3.79,2.25,-0.944,-0.496,-2.55,2.5
DMAC2,Q9NW81,0.9836053844178114,0.907723664675294,0.19165166945300777,0.27713730067966846,0.0800937214550713,0.06659202825683903,0.5393005290429427,0.02379458860338176,0.899,0.912,0.499,0.236,0.415,0.794,0.841,0.299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00737,-0.0416,0.479,-0.396,0.654,0.688,-0.221,0.868,-0.291,-0.326,-0.284,0.191,0.188,0.605,0.362,-1.03,0.583
DMAC2L,Q99766,0.8075092423105683,0.1498040778335094,0.065859468380461,0.4540336094099755,0.05155314788260397,0.0010954153495897126,0.5302811193163762,0.007843506881186232,0.87,0.825,0.305,0.526,0.349,0.418,0.838,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0429,-0.26,0.338,-0.133,0.36,0.663,-0.111,0.514,-0.101,-0.405,-0.144,-0.233,0.237,-0.052,0.259,0.0708,0.37
DMAP1,Q9NPF5,0.7535394729714919,0.006984072376822232,0.5246688448374512,0.6004006159960134,0.13155110090453628,0.2769152155992693,0.6984354869108311,0.14982719073477568,0.857,0.559,0.755,0.703,0.528,0.868,0.88,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0661,0.624,0.134,-0.11,0.326,-0.232,0.0816,0.311,-0.182,0.376,-0.248,-0.293,-0.048,0.184,0.144,0.00543,0.0624
DMD,P11532,0.8529345802526598,0.9629673714499447,0.9747152824630383,0.9794641987002184,0.8382806034875411,0.9779127246867357,0.833638059350174,0.8482734892222007,0.879,0.914,0.858,0.88,0.848,0.918,0.902,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.208,0.052,-0.0355,-0.0288,0.228,-0.031,0.235,-0.214,0.182,0.442,0.39,0.447,0.147,-1.12,0.411,-1.07,0.176
DMTN,Q08495,0.8054918646339635,0.029061991511206236,0.6250244005749558,0.7633954245109176,0.39132213694777773,0.007457817004742029,0.9411841033261787,0.5870492883939324,0.869,0.705,0.789,0.811,0.744,0.619,0.914,0.871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.263,-2.48,0.524,-0.322,0.924,3.14,0.0788,0.582,0.845,-1.37,1.11,-2.92,1.37,-3.66,1.77,1.18,1.69
DNA2,P51530,0.9898341719952413,0.930307380227757,0.95143817927302,0.9389808966010578,0.9722415211064871,0.9128010788437213,0.8632865165661145,0.8806399710420548,0.9,0.913,0.855,0.871,0.863,0.915,0.905,0.907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0173,-0.119,-0.0826,0.104,0.0472,0.148,0.234,-0.204,1.08,0.981,1.1,0.509,1,-2.51,1.13,-4.19,0.896
DNAAF10,Q96MX6,0.7700523401121915,0.12334085853895399,0.2859812970816623,0.25976602027201223,0.4172079847504855,0.6332935240767419,0.38299235781917995,0.8183623463267667,0.861,0.813,0.607,0.209,0.754,0.902,0.77,0.902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0547,-0.297,-0.202,-0.214,-0.153,0.0895,-0.165,-0.043,-0.0719,-0.314,-0.0172,0.588,-0.274,0.128,-0.225,0.247,-0.0601
DNAAF2,Q9NVR5,0.6033338038858638,0.10305665096003881,0.9011621026925203,0.6585085824461976,0.03737128784625442,0.3061287789902645,0.11325868666901137,0.28344587924364895,0.81,0.802,0.848,0.75,0.303,0.873,0.377,0.774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.179,-0.581,-0.0427,0.152,-0.758,-0.357,-0.563,-0.375,0.167,-0.235,0.346,-0.224,0.124,0.344,-0.592,0.098,-0.0285
DNAAF5,Q86Y56,0.7395855514234582,0.9820445023757904,0.9330072551120889,0.7314847227155863,0.3918788077509917,0.5810621419711834,0.6631492733628754,0.9244299624752874,0.854,0.915,0.853,0.795,0.744,0.899,0.873,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0605,0.00409,-0.0153,0.0624,-0.157,-0.101,-0.0793,-0.0172,0.132,0.0753,0.0712,-0.18,0.116,0.288,-0.0254,-0.53,0.054
DNAJA1,P31689,0.1465914015746711,0.007971734210277925,0.31828004777865365,0.7656711705136652,0.03241035954165739,0.0013097562198478249,0.34134440279962286,0.8550814161753364,0.357,0.574,0.636,0.812,0.286,0.433,0.742,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.716,-1.4,0.485,-0.143,1.09,1.77,0.462,-0.0876,-0.652,-1.33,0.0639,-0.423,-0.167,0.402,0.438,1.7,-0.0237
DNAJA2,O60884,0.4641013411770054,0.09468402925193205,0.47308484952154284,0.6942689680950598,0.01838023495654123,0.0019057140049141604,0.1656445833379218,0.705272930548184,0.734,0.796,0.733,0.773,0.217,0.473,0.508,0.889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.177,-0.417,0.174,-0.0947,0.61,0.85,0.342,0.0911,-0.33,-0.569,-0.152,-0.171,-0.156,0.331,0.28,0.828,-0.0613
DNAJA3,Q96EY1,0.8656186778386936,0.042207488538237956,0.21349468405035749,0.43387214037251787,0.008948682917593886,0.5848624620942144,0.4250919304750371,0.07036228136470866,0.881,0.737,0.522,0.494,0.157,0.899,0.794,0.467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0302,0.382,0.226,-0.141,0.51,0.0978,0.143,0.337,-0.471,-0.0587,-0.441,-0.0324,-0.245,0.762,0.0391,0.552,-0.104
DNAJB1,P25685,0.2743715972478768,0.0015843347543638838,0.2692597058909451,0.9106545435468538,0.2202329137204549,0.0011404679655840381,0.03322349111819316,0.04435777395734067,0.526,0.406,0.59,0.864,0.638,0.421,0.136,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.252,-0.821,-0.255,-0.0255,0.284,0.853,0.514,-0.482,-0.0938,-0.663,0.159,0.0354,-0.349,0.0841,0.19,0.961,-0.324
DNAJB11,Q9UBS4,0.4551395612718959,0.8889142233323946,0.3803975054349388,0.7250169106883908,0.13612492214130612,0.3619265432312856,0.7675858578315901,0.6280195708023977,0.728,0.911,0.682,0.791,0.536,0.88,0.892,0.878,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.277,-0.0514,0.326,-0.13,0.565,0.339,0.109,0.179,-0.68,-0.455,-0.403,-0.175,-0.354,0.999,-0.116,1.41,-0.225
DNAJB12,Q9NXW2,0.423038296708073,0.22280824096803972,0.43241144802180953,0.5410070585274531,0.037705181884488244,0.014868987460307069,0.4310227317220239,0.5518196888268476,0.703,0.847,0.713,0.643,0.304,0.683,0.797,0.864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.24,-0.369,0.235,-0.182,0.653,0.782,0.236,0.177,-0.354,-0.483,-0.114,-0.403,-0.119,0.261,0.299,0.851,0.0633
DNAJB14,Q8TBM8,0.180894891089358,0.053438253425361466,0.3463599620564235,0.49516102086954483,0.06662687833615864,0.016923680526553513,0.7812450072710595,0.7879140687926527,0.414,0.755,0.658,0.586,0.387,0.694,0.894,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.464,-0.687,0.323,-0.233,0.649,0.873,0.0942,0.0912,-0.332,-0.555,0.132,-0.601,-0.00929,-0.119,0.317,0.945,0.223
DNAJB2,P25686,0.39758505408413003,0.8031661223044841,0.38899693958325965,0.9165481212568491,0.2373303628181023,0.9203243993729449,0.03941991126648242,0.07907018443900986,0.68,0.907,0.687,0.865,0.653,0.916,0.156,0.495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.228,0.0665,-0.232,0.0279,0.321,0.0267,0.58,-0.487,-0.495,-0.201,-0.267,0.212,-0.726,0.712,-0.174,1.69,-0.754
DNAJB4,Q9UDY4,0.38884755527865555,0.07388280875354815,0.024249159920219508,0.9663403638468508,0.3992486223202848,0.07668186011545296,0.003974759984957103,0.003801536516899865,0.672,0.779,0.162,0.877,0.747,0.803,0.0116,0.106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.159,-0.34,-0.439,-0.00769,0.155,0.336,0.586,-0.59,-0.177,-0.358,-0.0183,0.223,-0.616,0.328,-0.0218,1.25,-0.608
DNAJB5,O75953,0.12133947566847844,0.9410368642916495,0.029082338462692422,0.3946459891136289,0.007229536160696163,0.16262610809565556,0.14654361869760518,0.893386271597946,0.313,0.913,0.186,0.426,0.145,0.844,0.463,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.8,-0.0832,2.61,0.967,3.33,1.61,1.68,-0.151,-2.71,-0.999,-0.916,1.86,-0.1,1.47,0.612,1.85,-1.07
DNAJB6,O75190,0.41013429343679886,0.611109984318358,0.03139392896292204,0.315056837447356,0.002285461669989168,0.04485924331848097,0.038722985080223545,0.6618337970429435,0.692,0.895,0.196,0.291,0.0784,0.769,0.153,0.883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.125,0.0766,0.343,0.153,0.519,0.318,0.328,0.0658,-0.333,-0.132,-0.208,-0.13,0.0102,0.191,0.186,0.559,-0.143
DNAJB9,Q9UBS3,0.9043683589061904,0.9216558208712493,0.4358707671765676,0.33233944606376054,0.5355676843278233,0.5215204086683369,0.02530186845595729,0.11119420795347348,0.887,0.912,0.715,0.313,0.791,0.894,0.108,0.581,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.025,0.0205,-0.163,0.204,0.13,0.134,0.497,-0.343,0.0152,0.0107,-0.00978,-0.148,-0.148,-0.0571,0.145,0.545,-0.352
DNAJC1,Q96KC8,0.7539235948474325,0.774507777941436,0.07696606666681198,0.79822619983057,0.01114706174801047,0.04058601630167259,0.5077727631441967,0.08598516687793226,0.857,0.905,0.332,0.826,0.174,0.762,0.83,0.516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0929,0.0849,0.545,-0.0757,0.818,0.64,0.197,0.528,-0.319,-0.142,-0.227,-0.639,0.226,-0.0534,0.499,0.354,0.302
DNAJC10,Q8IXB1,0.7129579214371282,0.0016010642464840048,0.08386629734752225,0.9631504217901793,0.49154209682289163,0.01799196874778839,0.2573636514425105,0.03671323119372778,0.847,0.407,0.346,0.877,0.779,0.699,0.66,0.351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0812,0.795,0.396,-0.0102,0.153,-0.562,-0.254,0.488,-0.172,0.542,-0.253,0.0119,0.224,0.313,-0.0192,-0.883,0.235
DNAJC11,Q9NVH1,0.4975876973164547,2.569920097185301e-4,0.21496635547121365,0.5422182754137229,0.3417061370043114,0.011741339857470104,0.36506164106920336,0.017511511390484912,0.756,0.281,0.524,0.644,0.721,0.662,0.759,0.264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0911,0.585,0.169,-0.0817,0.128,-0.366,-0.122,0.342,-0.403,0.0916,-0.494,0.24,-0.234,0.761,-0.274,0.464,-0.152
DNAJC13,O75165,0.872685086177966,0.639192806853894,0.9638035057295606,0.9873812969961271,0.9036302292722784,0.6672459133838984,0.8554102163021986,0.8248120405470526,0.882,0.897,0.857,0.882,0.856,0.904,0.904,0.902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.123,0.361,0.0349,-0.0122,-0.0931,-0.331,-0.14,0.17,0.54,0.778,0.417,0.136,0.575,-0.601,0.447,-2.88,0.587
DNAJC16,Q9Y2G8,0.7987800747975811,0.2956534642516552,0.7507019728326192,0.9409847627332604,0.797184050458405,0.5848776702566795,0.9895308451653131,0.6187404980906145,0.868,0.862,0.821,0.871,0.842,0.899,0.919,0.876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.213,0.887,0.266,0.0619,0.215,-0.459,0.011,0.418,0.167,0.841,-0.0461,0.334,0.433,-0.993,0.382,-1.49,0.371
DNAJC17,Q9NVM6,0.33813402467114306,0.2996010660800631,0.3561113168725375,0.33621597718626384,0.006977718592576217,0.005780505004538404,0.2933623413105146,0.35412379743271094,0.616,0.863,0.665,0.318,0.142,0.594,0.7,0.809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.281,-0.305,0.27,-0.282,0.861,0.885,0.309,0.271,-0.285,-0.309,-0.00399,-0.606,-0.0145,-0.367,0.576,0.741,0.267
DNAJC19,Q96DA6,0.6174790685162661,0.0772531334846137,0.06783818327961127,0.42869814286320884,0.0010100910765179945,0.021528117803239075,0.2792369027483579,0.00407923840621324,0.815,0.782,0.31,0.485,0.0476,0.714,0.685,0.111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.108,0.395,0.409,-0.171,0.816,0.529,0.236,0.688,-0.435,-0.147,-0.542,-0.273,-0.0254,0.5,0.382,0.395,0.146
DNAJC2,Q99543,0.7203966524667651,8.223120723465079e-4,0.18155481260971182,0.8309916808365075,0.010524153226698961,3.1837682990260757e-6,0.11328129029402098,0.43017038819119713,0.849,0.356,0.49,0.839,0.17,0.0662,0.377,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0894,-0.97,0.341,0.0532,0.695,1.58,0.408,0.198,-0.0929,-0.973,-0.00354,-0.178,0.248,-0.304,0.602,0.507,0.195
DNAJC21,Q5F1R6,0.7648642126869492,0.01024921735817955,0.44414883921689463,0.7845648231603939,0.41604091247021613,0.003116128589956105,0.07369005846015075,0.18875856514635936,0.86,0.602,0.719,0.82,0.753,0.528,0.272,0.699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0871,-0.815,-0.224,0.0796,0.239,0.966,0.542,-0.391,0.116,-0.612,0.203,-0.314,-0.108,0.0408,0.355,0.508,-0.188
DNAJC28,Q9NX36,0.8441579316643721,0.6594766392243311,0.957337282886912,0.4605351109225059,0.7209335211189243,0.5484613391742641,0.7403306287801635,0.6230910005657021,0.877,0.898,0.856,0.536,0.83,0.896,0.888,0.877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.148,-0.333,-0.0404,-0.561,0.27,0.455,-0.251,0.372,-0.0825,-0.268,0.066,-2.11,-0.123,0.534,0.188,1.35,0.438
DNAJC3,Q13217,0.7294570708956472,0.001024771449637448,0.8330316745103743,0.3210945462928571,0.14104373275189122,0.06397926421965343,0.765843862288314,0.12947876559008548,0.851,0.373,0.837,0.299,0.543,0.792,0.892,0.617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.049,0.538,0.0299,-0.142,0.214,-0.274,0.0422,0.221,-0.265,0.224,-0.314,-0.0357,-0.235,0.499,-0.0502,0.268,-0.0924
DNAJC5,Q9H3Z4,0.8705023646750298,0.11470573587156416,0.18006969975745596,0.844224619431129,0.05938481643499588,0.8550880111388087,0.4277333600383143,0.3175308122053575,0.882,0.809,0.488,0.843,0.37,0.913,0.796,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0548,0.547,0.461,0.066,0.663,0.0614,0.268,0.34,-0.61,-0.00854,-0.556,0.137,-0.15,0.825,0.0528,0.525,-0.216
DNAJC6,O75061,0.7185038666999677,0.6657470369088845,0.5555195476544927,0.5829067130370692,0.36718960524756417,0.33138926759864495,0.8165433431414394,0.4375661715439332,0.848,0.899,0.767,0.687,0.733,0.876,0.899,0.837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.295,-0.354,0.484,-0.451,0.745,0.804,-0.19,0.64,0.0394,-0.0195,0.335,0.433,0.524,-0.676,0.784,-2.39,0.974
DNAJC7,Q99615,0.5586906729626958,0.06443113406887269,0.08389137166002168,0.4934616806243828,0.6393718769752619,0.08090368771350832,0.12581271622089701,0.10153597625881693,0.79,0.769,0.346,0.584,0.815,0.806,0.408,0.558,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0888,-0.292,-0.272,-0.104,0.071,0.275,0.239,-0.256,-0.02,-0.224,0.0687,0.0733,-0.292,0.0603,0.051,0.47,-0.188
DNAJC8,O75937,0.19318510422021182,0.009403643426279614,0.4479512123635676,0.5958870398886501,0.036416191906874465,0.0012127233283630663,0.3630228808557888,0.9733498827999243,0.433,0.593,0.721,0.699,0.3,0.426,0.757,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.455,-0.972,0.262,-0.182,0.758,1.27,0.315,-0.0114,-0.192,-0.709,0.263,-0.626,0.0692,-0.454,0.566,0.832,0.251
DNAJC9,Q8WXX5,0.36208150645399084,0.050018537542972225,0.5410859794638299,0.8070005102650523,0.015974569755585765,0.0011698872441107636,0.035230089659039954,0.5826811823391893,0.644,0.75,0.761,0.83,0.204,0.423,0.142,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.303,-0.678,0.202,0.0804,0.856,1.23,0.734,-0.181,-0.221,-0.596,0.0822,-0.531,-0.0188,-0.302,0.635,1.05,-0.0993
DNAL1,Q4LDG9,0.10141800716413604,1.1213230494386463e-5,0.6582006109410881,0.4005660043879947,0.0564429076402382,5.723245185453137e-6,0.48118844116928927,0.6864328286197472,0.271,0.118,0.798,0.437,0.362,0.0814,0.82,0.886,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.512,-1.73,0.134,-0.256,0.603,1.83,0.214,-0.122,-0.129,-1.35,0.382,-0.172,0.00428,-0.44,0.474,0.973,0.26
DNAL4,O96015,0.8847541910049433,7.259819596080766e-4,0.8540230405466549,0.8700449493572774,0.9568084883052367,0.0011602125596572967,0.9405600506257887,0.900880422469892,0.884,0.346,0.84,0.852,0.862,0.423,0.914,0.909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.162,-4.41,0.206,0.183,-0.0606,4.19,-0.0834,-0.139,0.508,-3.74,0.67,0.721,0.713,-0.0213,0.447,0.174,0.53
DNASE2,O00115,0.382571337714939,0.6779131970340287,0.08616341004028366,0.5351452547915623,0.02108004555523043,0.055556046727593615,0.945992862054055,0.1384069219320058,0.666,0.9,0.35,0.636,0.234,0.783,0.914,0.632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.415,-0.196,0.84,-0.293,1.16,0.946,0.0319,0.718,-0.955,-0.736,-0.54,-0.532,-0.116,0.757,0.21,1.73,0.178
DNM1,Q05193,0.8765568830623739,0.8439162631906478,0.7597944710766349,0.9969766838104708,0.7236995429346889,0.9986269768991024,0.9587221461274865,0.8832061625309839,0.883,0.909,0.822,0.884,0.831,0.919,0.916,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0815,-0.103,-0.161,-0.00199,-0.186,-9.03e-4,-0.0272,-0.0771,0.477,0.292,0.395,-0.329,0.316,-0.223,0.291,-1.54,0.318
