name,ID,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
UST,Q9Y2C2,0.04566202863218517,0.07506675815338167,0.10534215127674655,0.037953097083091025,0.6413462104993566,0.8287449350955203,0.00257361688257116,0.08902575520144063,0.114,0.78,0.384,0.00137,0.815,0.912,0.00569,0.525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.543,-0.478,0.432,-0.566,0.12,0.0558,-0.878,0.455,-0.51,-0.446,0.0326,-0.129,-0.0783,0.437,-0.39,0.595,0.488
UTP11,Q9Y3A2,0.5488410068143632,0.00147789227518271,0.5385701554601435,0.8173943945296201,0.6549977516509269,0.016326660697691203,0.9513219521119309,0.32853916404533956,0.785,0.401,0.76,0.834,0.818,0.691,0.915,0.798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.172,1.04,0.177,0.0661,0.128,-0.742,0.0175,0.283,0.0705,0.94,-0.102,-0.94,0.247,-0.125,0.199,-0.472,0.181
UTP14A,Q9BVJ6,0.7656702286300658,0.27173443320057167,0.14859763665309153,0.7459347526608051,0.033543835244066865,0.16111642206532015,0.6557589220836193,0.04556454933251573,0.86,0.858,0.451,0.802,0.291,0.843,0.872,0.384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0707,0.264,0.352,-0.0769,0.534,0.341,0.106,0.499,-0.141,0.0527,-0.212,-0.647,0.211,-0.0291,0.393,0.085,0.287
UTP15,Q8TED0,0.733964678200252,0.20267479302810237,0.7520752191886595,0.8074040213834992,0.8998592939369475,0.4079379295335097,0.957321771014741,0.6804796361017031,0.852,0.842,0.821,0.83,0.855,0.885,0.916,0.885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.133,0.509,0.124,0.0955,0.0493,-0.327,0.021,0.162,0.419,0.795,0.285,-0.726,0.542,-0.569,0.468,-1.66,0.447
UTP18,Q9Y5J1,0.8604028195359158,0.006274466573434219,0.2688712247667723,0.9840822176571299,0.5724391679288245,0.03213578102034161,0.5659329336009803,0.19671940552217504,0.88,0.547,0.589,0.881,0.8,0.745,0.849,0.708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0328,0.562,0.209,-0.0037200000000000002,0.106,-0.424,-0.107,0.246,0.0873,0.617,0.0545,-0.695,0.297,-0.135,0.193,-0.719,0.3
UTP20,O75691,0.929352094950216,0.5687129638404593,0.8081856820273683,0.9630700335455247,0.944479940177293,0.679518241734103,0.898957577964193,0.7756293407845156,0.891,0.892,0.832,0.876,0.86,0.905,0.909,0.897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0904,0.583,0.248,0.0472,0.071,-0.422,-0.129,0.291,0.518,1.01,0.428,-0.843,0.766,0.169,0.589,-3.36,0.719
UTP23,Q9BRU9,0.8359199291773475,0.023402725189973484,0.31556781451857013,0.8508292861370899,0.8599998085032307,0.021905034437851443,0.3101741042560326,0.3245062703672924,0.875,0.685,0.634,0.846,0.85,0.716,0.716,0.796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0555,0.649,0.272,-0.0503,0.0472,-0.657,-0.275,0.267,-0.0459,0.659,0.00958,-0.659,0.226,-0.137,0.00134,-0.33,0.277
UTP25,Q68CQ4,0.39195812716324996,0.01008923550208556,0.7236639799264313,0.6025237814761171,0.9380871171175549,0.054062158518728,0.9276710369143838,0.48926487536075436,0.675,0.6,0.815,0.705,0.86,0.781,0.913,0.851,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.18,0.585,0.0737,0.109,-0.0162,-0.421,0.0189,0.145,0.272,0.677,0.0919,-0.68,0.345,-0.155,0.256,-1.04,0.237
UTP3,Q9NQZ2,0.9635512179824393,0.10756292544823615,0.9900830544857009,0.850126657855307,0.49046733870052095,0.36016198842492464,0.38863367637254287,0.8958649415228861,0.896,0.805,0.86,0.845,0.779,0.88,0.774,0.909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0104,0.377,0.00282,0.0428,0.157,-0.21,0.197,-0.0297,0.0865,0.453,0.0762,-0.708,0.0894,-0.0707,0.244,-0.217,0.0465
UTP4,Q969X6,0.9069276138357198,0.0634372760790478,0.3789946834161285,0.8768460214517773,0.5979654364478029,0.2045168734773688,0.8381516924644917,0.3993705241552049,0.888,0.768,0.681,0.854,0.806,0.855,0.902,0.825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0413,0.686,0.314,0.0547,0.187,-0.458,-0.0722,0.3,0.156,0.8,0.115,-0.548,0.47,-0.354,0.343,-1.4,0.415
UTP6,Q9NYH9,0.9480166132107649,0.5434526998317786,0.826629816836311,0.9228715393795248,0.974208480663396,0.6091794071266874,0.9282932813554701,0.8513086685561179,0.894,0.89,0.835,0.867,0.864,0.9,0.913,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0531,0.497,0.179,0.0789,0.0263,-0.418,-0.0733,0.153,0.399,0.843,0.346,-0.282,0.577,-0.19,0.425,-2.62,0.498
UTRN,P46939,0.690159667360231,0.2521377950724152,0.7720248256280902,0.9768301054199461,0.6894050220414906,0.7156630284961666,0.5106697635944921,0.8899043645573022,0.84,0.854,0.825,0.88,0.825,0.906,0.831,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0867,0.253,-0.063,-0.0063,0.0869,-0.0792,0.144,0.0301,0.169,0.335,0.0822,-0.0138,0.106,-0.308,0.256,-0.738,0.112
UVRAG,Q9P2Y5,0.7917762736734072,0.6217727406816274,0.42235338587414806,0.9967273217771723,0.5391780123629744,0.699745044507943,0.16548305236121458,0.590100760848939,0.866,0.896,0.707,0.884,0.792,0.906,0.508,0.871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.546,1.02,-1.67,-0.00847,1.27,0.798,2.94,-1.12,-0.806,-0.33,-1.35,1.75,-2.48,2,0.468,3.21,-2.47
UVSSA,Q2YD98,0.23900327122308318,0.08555492827255141,0.7662446585664706,0.24593215638936222,0.15044097747609098,0.04958407141576351,0.5542359828774839,0.7524941991212977,0.49,0.79,0.824,0.189,0.558,0.775,0.845,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.335,-0.499,-0.0831,-0.33,0.412,0.577,0.166,-0.0882,-0.224,-0.388,0.111,-0.31,-0.307,0.1,0.188,0.809,0.0224
UXS1,Q8NBZ7,0.07045932524200713,0.5992591043840074,0.25801035855232507,0.5915674228891685,0.3938499834249607,0.003471866563961026,0.15176067609354132,0.21096357295853638,0.185,0.894,0.578,0.695,0.745,0.54,0.476,0.721,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.358,-0.0999,-0.218,-0.102,0.163,0.621,0.279,0.242,-0.125,-0.583,-0.483,0.416,-0.343,0.523,0.0376,0.8,-0.241
UXT,Q9UBK9,0.5181302062845837,8.76271207811986e-6,0.9525316503305019,0.9187080137983386,0.6175974104969353,1.220154241837438e-5,0.6476070412011051,0.5456275763510954,0.769,0.109,0.855,0.866,0.811,0.105,0.87,0.863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.122,-1.1,-0.0112,-0.0192,0.0944,1.08,0.0864,-0.114,-0.0885,-1.07,0.0339,0.0652,-0.0998,-0.153,0.00586,1.39,-0.0805
VAC14,Q08AM6,0.7592940630366256,0.762216281038134,0.6138664932987778,0.8019265944806897,0.6544131781670224,0.8722072761302003,0.7580024493287568,0.6531937338866693,0.859,0.904,0.786,0.827,0.818,0.914,0.891,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.107,-0.106,-0.177,0.0879,-0.157,0.0563,0.108,-0.158,0.376,0.163,0.269,0.193,0.199,-0.336,0.219,-1.19,0.111
VAMP3,Q15836,0.7683723237208822,0.21147987934380222,0.038808266532781396,0.5498474676195394,0.004838908026451272,4.882757461372932e-4,0.7296547233777325,0.020317773685706277,0.861,0.845,0.224,0.653,0.119,0.347,0.886,0.281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0928,-0.401,0.688,-0.189,0.986,1.29,0.109,0.784,-0.701,-1.01,-0.609,-0.101,-0.0136,0.73,0.284,1.24,0.175
VAMP4,O75379,0.3980359619080397,0.5054748889644146,0.10529464693178982,0.9922348735263915,0.0027360616127021053,0.004184153626954617,0.10208965941674385,0.40905537180315643,0.681,0.887,0.384,0.883,0.0872,0.56,0.351,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.249,-0.196,0.49,-0.00284,0.987,0.933,0.495,0.243,-0.447,-0.394,-0.198,-0.571,0.0422,0.433,0.54,0.551,0.0451
VAMP7,P51809,0.8305736764631221,0.008187473029619252,0.9449711380984154,0.9417914127225224,0.6665311177686256,0.004982932728126676,0.669418642338353,0.8336858036105845,0.874,0.577,0.854,0.872,0.82,0.578,0.875,0.903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0465,0.63,0.015,0.0159,-0.0938,-0.678,-0.093,0.0456,-0.234,0.35,-0.28,0.497,-0.219,0.773,-0.328,-0.325,-0.235
VAMP8,Q9BV40,0.3405904946631242,0.888627781314533,0.011782270297357312,0.06979970080098834,0.002947613743637522,0.034489313615756204,0.019936331943444487,0.9063099679453523,0.619,0.911,0.096,0.00913,0.0916,0.75,0.084,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.263,0.0381,0.746,0.516,0.911,0.611,0.681,-0.0321,-0.746,-0.445,-0.483,0.105,5.36e-4,0.613,0.166,1.3,-0.515
VANGL1,Q8TAA9,0.4880068278443247,0.026193891756566598,0.8541169509119367,0.7765867044485998,0.7051174962658906,0.2043749413305441,0.6327731895442299,0.5518675764975042,0.75,0.696,0.84,0.817,0.827,0.855,0.866,0.864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.208,0.708,0.0549,0.0847,0.113,-0.387,0.143,0.178,-0.131,0.369,-0.339,0.768,-0.0758,0.941,-0.0176,-1.35,-0.161
VANGL2,Q9ULK5,0.9429822973875215,0.0501973325886321,0.22132848573844005,0.7128640170124563,0.7453613890406635,0.08258451266983378,0.20625307525269573,0.13373369605488417,0.893,0.751,0.533,0.785,0.834,0.807,0.587,0.624,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0307,0.883,0.535,-0.158,0.139,-0.774,-0.553,0.662,0.00648,0.92,0.0371,0.493,0.541,0.764,0.146,-3.61,0.699
VAPA,Q9P0L0,0.9741703856553523,0.8777205733273078,0.19372589527239106,0.45934830753474043,0.02556426890945093,0.019687487736218316,0.7563032905533719,0.05204998796736538,0.898,0.91,0.501,0.534,0.257,0.707,0.89,0.408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00887,-0.0422,0.364,-0.204,0.653,0.687,0.0851,0.559,-0.25,-0.284,-0.241,-0.62,0.114,9.69e-5,0.403,0.56,0.318
VAPB,O95292,0.47895117487552885,0.04971536246371075,0.12432279214807408,0.3817128692345154,0.02636062419367899,0.0012265074376301827,0.92161447922873,0.09076210386910724,0.745,0.75,0.417,0.402,0.261,0.427,0.912,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.157,-0.455,0.349,-0.195,0.522,0.82,-0.0217,0.387,-0.0853,-0.383,0.0716,-0.655,0.264,-0.233,0.437,0.126,0.458
VARS1,P26640,0.609692904328226,0.03981508613435693,0.23014217114386187,0.5311991790327601,0.5040844740040251,0.05505045654117092,0.24619638315241482,0.19012874644658448,0.812,0.732,0.544,0.631,0.783,0.782,0.646,0.701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0962,-0.408,-0.23,0.118,-0.126,0.378,0.222,-0.252,0.21,-0.294,0.114,0.336,-0.0194,-0.155,0.0841,-0.139,-0.138
VARS2,Q5ST30,0.6287330661249406,0.10516772730352486,0.6487995125566379,0.9423212340673477,0.9393979333809451,0.21399445568540928,0.547032718263601,0.3168744373557406,0.819,0.803,0.796,0.872,0.86,0.857,0.843,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.262,0.905,0.247,-0.0391,-0.0411,-0.685,-0.327,0.548,0.233,0.876,-0.029,-0.0079,0.479,0.729,0.192,-2.99,0.519
VASH1,Q7L8A9,0.9363628098726523,0.009666331457463314,0.923116653448346,0.9646771594589555,0.794952255587122,0.020464231108079135,0.6890899682206754,0.9513952325572744,0.892,0.596,0.851,0.877,0.842,0.71,0.878,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0562,1.99,-0.0679,0.0312,0.183,-1.75,0.282,-0.0429,-0.803,1.13,-0.859,0.242,-0.871,1.51,-0.62,1.17,-0.902
VASN,Q6EMK4,0.32068197262199816,0.33618702970963343,0.21826231974485777,0.7650288784415177,0.5840524614005927,0.562192684874484,0.1430503339949994,0.9605884256699645,0.594,0.868,0.529,0.811,0.803,0.897,0.454,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.17,1.13,-1.46,-0.347,0.637,0.675,1.75,0.0573,-0.545,-0.582,-1.71,3.23,-2,0.322,0.0922,2.84,-1.65
VASP,P50552,0.3744829162215799,3.214875185118998e-4,0.6368222885513277,0.34080075107964025,0.007058602751527532,2.939158093967124e-6,0.13717573547297157,0.5904973914599112,0.658,0.294,0.793,0.326,0.143,0.0641,0.438,0.871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.181,-0.864,0.0953,-0.194,0.597,1.28,0.308,0.109,-0.127,-0.81,0.053900000000000003,-0.188,-0.0314,-0.418,0.471,0.887,0.163
VAT1,Q99536,0.26734333952388534,0.0034981089904691466,0.35442312908062235,0.30026918358191784,0.2212222262660582,0.002645557393620902,0.46275243127572985,0.39439629844763635,0.516,0.478,0.664,0.27,0.639,0.51,0.812,0.824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.177,0.514,-0.147,0.165,-0.196,-0.532,0.116,-0.135,0.171,0.508,-0.00568,-0.248,0.0242,-0.0485,-0.0245,-0.236,-0.141
VAV2,P52735,0.8605525830493973,0.9538094648943423,0.8606548472347167,0.8452270569367915,0.8504625460246692,0.9435604567601396,0.8350761148451514,0.8451251938963772,0.88,0.914,0.841,0.844,0.849,0.917,0.902,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.147,0.0486,-0.147,-0.164,-0.158,-0.0594,-0.175,0.164,0.548,0.449,0.4,0.143,0.4,-0.917,0.389,-1.98,0.564
VAX2,Q9UIW0,0.874637454818464,0.03839005430274531,0.9475688703667404,0.5357497504815808,0.841878214873159,0.03520542685137104,0.6262543779447484,0.5972471766041328,0.882,0.729,0.855,0.637,0.848,0.752,0.865,0.873,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.101,-1.4,0.0419,-0.397,0.127,1.42,-0.311,0.338,0.0302,-1.27,0.131,-1.06,0.0722,0.22,0.158,1.25,0.469
VBP1,P61758,0.21964305908424342,0.001943070977120757,0.2643303814914357,0.8427347275322596,0.013145787013948512,6.670570067545133e-5,0.09102273122270386,0.7524398800469676,0.468,0.422,0.585,0.843,0.187,0.188,0.323,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.377,-1.06,0.341,0.0597,0.809,1.49,0.528,-0.095,-0.342,-1.03,0.0344,-0.112,-8.96e-4,-0.232,0.467,1.27,-0.0606
VCAN,P13611,0.7666676865053138,0.4266341506280925,0.026583594430461203,0.9073455343919474,0.11644721160638147,0.6025446283647469,0.531771895272946,0.062106362670072544,0.861,0.879,0.174,0.863,0.5,0.9,0.838,0.442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.131,0.352,1.04,0.0512,0.712,0.23,-0.276,0.858,-0.773,-0.29,-0.642,-0.574,0.267,0.467,-0.0604,1.39,0.216
VCF1,Q969W3,0.493250742737838,4.7295829140539953e-4,0.8158698427508272,0.300613142729115,0.23882870495384295,1.4283510714785925e-4,0.05476501352812709,0.14308005492410053,0.754,0.317,0.833,0.271,0.655,0.245,0.211,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.265,-1.59,0.0896,0.404,0.461,1.78,0.775,-0.579,0.334,-0.988,0.599,-0.844,0.424,-0.65,0.795,0.308,0.0201
VCL,P18206,0.4932262484048824,9.431160210839113e-5,0.04225211359665504,0.6634393819739601,0.8706902348781589,3.232473284653739e-4,0.07287830269720917,0.024874613946770662,0.754,0.224,0.237,0.753,0.852,0.312,0.269,0.303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.102,-0.714,-0.318,-0.0647,0.0241,0.636,0.277,-0.356,-0.0133,-0.625,0.089,0.64,-0.331,-0.0866,0.0109,0.583,-0.267
VCP,P55072,0.8867538753878939,0.7951208616191967,0.39446468555257375,0.8141851938892135,0.6644176101100691,0.9740457250434742,0.5116721090932443,0.3464715547771273,0.885,0.906,0.691,0.832,0.82,0.918,0.831,0.805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0233,-0.0425,-0.141,0.0385,-0.0711,-0.00532,0.108,-0.156,-0.0842,-0.15,-0.107,0.386,-0.225,-0.109,-0.155,0.708,-0.263
VCPIP1,Q96JH7,0.8041600677981248,0.47759308795848365,0.3484323207877912,0.7863309441746827,0.9099221568142408,0.3997488257726769,0.5743950963247058,0.6687508845675285,0.869,0.884,0.66,0.821,0.857,0.884,0.851,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0544,-0.157,-0.208,-0.0595,-0.0248,0.186,0.124,-0.0941,0.125,-0.0865,0.0703,0.228,-0.0833,-0.17,0.0999,-0.159,-0.0238
VCPKMT,Q9H867,0.4646467573153178,0.06711158539473955,0.7187593152012206,0.9585738245742443,0.6743631136829322,0.45315767323975376,0.9105597573558202,0.3026486460260565,0.735,0.772,0.813,0.875,0.822,0.889,0.911,0.785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.386,-1,-0.189,-0.0272,-0.221,0.396,-0.0589,-0.548,-0.143,-0.76,0.243,0.382,-0.332,1.16,-0.364,0.119,-0.305
VDAC1,P21796,0.6219873818583166,0.2110067166569095,0.12668899622024327,0.8433480774874841,0.4222841084065255,0.3417592393403095,0.5719317092978695,0.3824072667076547,0.817,0.844,0.421,0.843,0.756,0.877,0.851,0.819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.154,0.397,0.49,0.0615,0.252,-0.299,-0.176,0.274,-0.468,0.0824,-0.314,-0.12,0.0213,0.699,-0.217,0.357,-0.0402
VDAC2,P45880,0.7856766126128537,0.7066557583321245,0.4175026066791261,0.6970962781356055,0.5068887835373722,0.4433884769503711,0.28069578614617685,0.48673753968184497,0.865,0.901,0.705,0.775,0.783,0.888,0.687,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0789,0.109,0.237,0.113,-0.194,-0.224,-0.318,0.203,-0.209,-0.179,-0.288,-0.0877,0.0277,0.659,-0.403,0.566,-0.0853
VDAC3,Q9Y277,0.3564771695496298,0.004794476718105354,0.9515464390514219,0.3745884145777909,0.0630428354474567,4.481905616066091e-4,0.00816832157452384,0.07018428555884486,0.638,0.516,0.855,0.389,0.379,0.34,0.0313,0.466,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,0.671,0.013,-0.192,-0.416,-0.888,-0.621,0.405,-6.97e-4,0.471,-0.2,-0.228,0.0123,0.279,-0.417,-0.121,0.204
VEGFA,P15692,0.7295068612553658,0.1460422423595033,0.9242688308012337,0.5870041747577827,0.6783391322393486,0.16467429651174104,0.2977650032152282,0.32977232330527195,0.851,0.824,0.851,0.691,0.823,0.844,0.704,0.798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.162,-0.698,0.0444,-0.255,-0.194,0.666,-0.493,0.461,0.105,-0.755,-0.0567,-0.375,0.15,0.0112,-0.0891,0.605,0.404
VEGFB,P49765,0.0570273421356603,0.12773822023829734,0.7503503151251643,0.3198921235965851,0.650304092386026,0.9770447610220511,0.3880286623173549,0.5056209509713501,0.147,0.816,0.821,0.297,0.817,0.918,0.774,0.855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-3.04,-2.39,0.485,-1.53,0.691,0.0438,-1.33,-1.02,-2.44,-1.79,0.595,1.8,-1.96,2.56,-1.75,3.4,-0.423
VEZF1,Q14119,0.538335506587146,0.45851446346555813,0.8971576446680919,0.22359493675667613,0.9998708835160455,0.8978583328175522,0.18081582779446945,0.4555477307431396,0.779,0.883,0.847,0.157,0.866,0.915,0.54,0.842,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.3,-0.362,0.0626,-0.601,7.84e-5,0.0622,-0.664,0.364,-0.136,-0.198,0.163,-0.756,-0.0737,0.00605,-0.136,0.604,0.527
VEZT,Q9HBM0,0.7680899266520471,0.6250473519065496,0.8969641830263124,0.9709729145666446,0.8928616158393055,0.9519199185131598,0.9668349922333528,0.6983199441349237,0.861,0.896,0.847,0.878,0.855,0.917,0.916,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.345,0.574,0.152,0.0426,0.158,-0.0706,0.0487,0.454,1.09,1.32,0.749,-2.19,1.25,-3.27,1.25,-1.41,1.2
VGLL4,Q14135,0.10910841879555774,2.8333336865886444e-5,0.2594437381791462,0.46773002256556717,0.04144602154071,9.279548890081367e-6,0.7828592939634672,0.8253310009340976,0.287,0.154,0.579,0.547,0.316,0.0955,0.895,0.902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.825,-2.66,0.571,-0.364,1.07,2.91,0.137,0.11,0.00866,-1.82,0.834,-0.809,0.58,-1.09,1.08,0.271,0.944
VIM,P08670,0.8143283406485544,0.007859312378492704,0.5331042639717232,0.44740172661158895,0.1554691380268203,0.22873384947985093,0.1215807521140135,0.9235485361804497,0.871,0.573,0.758,0.516,0.565,0.86,0.398,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0384,0.477,0.102,0.125,0.238,-0.2,0.261,0.0157,-0.152,0.286,-0.191,-0.45,-0.05,0.153,0.0859,0.493,-0.175
VIPAS39,Q9H9C1,0.7574721455897849,0.025350806989733077,0.6114867689406666,0.9107906823944757,0.648355181530944,0.018425879715071064,0.28765582780072707,0.35719456288170215,0.858,0.693,0.785,0.864,0.817,0.701,0.694,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0489,-0.378,-0.0806,0.0177,0.0723,0.401,0.171,-0.147,0.11,-0.219,0.159,-0.142,0.0291,0.0367,0.182,-0.167,0.0114
