condition,condition_label,condition_label_factor,Genetype,ExpType,Treatment,name,Genes,Protein.Group,ID,mean_log2_abundance,sd_log2_abundance,n_replicates,rank,highlight_rdh12,highlight_rdh_family
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RAB27A,RAB27A,P51159,P51159,21.247552794173068,0.27376174043323487,3,6106,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,MKNK1,MKNK1,Q9BUB5,Q9BUB5,21.2464287355461,0.14248894464887277,3,6107,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,SIRPA,SIRPA,P78324,P78324,21.246342345005502,0.1990908941334036,3,6108,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,TAF5L,TAF5L,O75529,O75529,21.246142539730133,0.07125019350979746,3,6109,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZC3H6,ZC3H6,P61129,P61129,21.2452637378953,0.17749540844793973,3,6110,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,BUB1,BUB1,O43683,O43683,21.245088900771567,0.13142837934933446,3,6111,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PLA2G12A,PLA2G12A,Q9BZM1,Q9BZM1,21.241364336879098,0.3938819320113329,3,6112,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZNF711,ZNF711,Q9Y462,Q9Y462,21.241111340682565,0.3130052067216795,3,6113,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,IL6ST,IL6ST,P40189,P40189,21.239537246790935,0.6472713209628745,3,6114,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CAV1,CAV1,Q03135,Q03135,21.238982938711267,0.21032456199999172,3,6115,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,INO80B,INO80B,Q9C086,Q9C086,21.238589439741133,0.2118953228763288,3,6116,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,OARD1,OARD1,Q9Y530,Q9Y530,21.237455783316534,0.4451366459448371,3,6117,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,TGS1,TGS1,Q96RS0,Q96RS0,21.236994952084533,0.054594611131523904,3,6118,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZBED3,ZBED3,Q96IU2,Q96IU2,21.236973844513066,0.6260691758631636,3,6119,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,EXOC3,EXOC3,O60645,O60645,21.23664381503423,0.08600907128765256,3,6120,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,AKAP5,AKAP5,P24588,P24588,21.236218331317,0.42002758508786203,3,6121,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,LRRC8C,LRRC8C,Q8TDW0,Q8TDW0,21.235875703424032,0.17315751680856217,3,6122,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,MCOLN3,MCOLN3,Q8TDD5,Q8TDD5,21.234490661022733,0.10048668063108811,3,6123,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,HCFC2,HCFC2,Q9Y5Z7,Q9Y5Z7,21.233938792228567,0.12385238426917068,3,6124,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,QSOX1,QSOX1,O00391,O00391,21.2338006398517,0.4404319113604199,3,6125,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PLEKHG3,PLEKHG3,A1L390,A1L390,21.2326759606486,0.36441639189099756,3,6126,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,AMZ2,AMZ2,Q86W34,Q86W34,21.231870134783833,0.1658913638137341,3,6127,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,NEK3,NEK3,P51956,P51956,21.2304428546933,0.16929321872910136,3,6128,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,FBXO3,FBXO3,Q9UK99,Q9UK99,21.230296632568134,0.1122757014297623,3,6129,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,SKIC3,SKIC3,Q6PGP7,Q6PGP7,21.22922058985767,0.18196415505956676,3,6130,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PPM1E,PPM1E,Q8WY54,Q8WY54,21.228204299883167,0.36479750004522843,3,6131,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PKN3,PKN3,Q6P5Z2,Q6P5Z2,21.227851033384667,0.05091288029073595,3,6132,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RND3,RND3,P61587,P61587,21.2275853349384,0.18658336603584277,3,6133,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CD320,CD320,Q9NPF0,Q9NPF0,21.225417151935467,0.6026081442852863,3,6134,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,DFFB,DFFB,O76075,O76075,21.225174302203566,0.08659018367158963,3,6135,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,SPRTN,SPRTN,Q9H040,Q9H040,21.2250442287246,0.24234465901881808,3,6136,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PIAS3,PIAS3,Q9Y6X2,Q9Y6X2,21.225017709695,2.0478411074607923,3,6137,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,MYO9B,MYO9B,Q13459,Q13459,21.223349875137533,0.2809887610404127,3,6138,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CCDC126,CCDC126,Q96EE4,Q96EE4,21.223305913411533,0.37016826619986987,3,6139,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RNF123,RNF123,Q5XPI4,Q5XPI4,21.222502179975333,0.1668809870994735,3,6140,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,TBCEL,TBCEL,Q5QJ74,Q5QJ74,21.2214107995605,0.4337713260494714,3,6141,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,GTF3A,GTF3A,Q92664,Q92664,21.2205816655956,0.6263855220245454,3,6142,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ACOX3,ACOX3,O15254,O15254,21.2201422445931,0.13219305540563708,3,6143,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,SS18L1,SS18L1,O75177,O75177,21.219542232607733,1.9171325770900274,3,6144,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CCK,CCK,P06307,P06307,21.219362624680066,0.5220380250273159,3,6145,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,FOXRED1,FOXRED1,Q96CU9,Q96CU9,21.2176215448144,0.14332970767370187,3,6146,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,FYCO1,FYCO1,Q9BQS8,Q9BQS8,21.217360467476933,0.12431689220426052,3,6147,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,FARP2,FARP2,O94887,O94887,21.2171609308556,0.018619412820612483,3,6148,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ARB2A,ARB2A,Q8WUF8,Q8WUF8,21.216868018325002,0.07722531731714537,3,6149,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ARVCF,ARVCF,O00192,O00192,21.21451970022837,0.23611927411922015,3,6150,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PTDSS1,PTDSS1,P48651,P48651,21.214458623694,0.23204463474081155,3,6151,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,UVSSA,UVSSA,Q2YD98,Q2YD98,21.213986825328966,0.45052082218143497,3,6152,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RBPMS,RBPMS,Q93062,Q93062,21.21165562977327,0.4544716516439802,3,6153,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,FAM161A,FAM161A,Q3B820,Q3B820,21.20602905074153,0.4143795333498816,3,6154,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,GPBP1,GPBP1,Q86WP2,Q86WP2,21.2030079148647,0.29874182487660117,3,6155,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,VEGFB,VEGFB,P49765,P49765,21.201926941026365,0.7807912948120371,3,6156,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,FGD1,FGD1,P98174,P98174,21.200363137837734,0.32216674163805353,3,6157,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ANKRD50,ANKRD50,Q9ULJ7,Q9ULJ7,21.199147499291236,0.5613675417896814,3,6158,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,BRCA2,BRCA2,P51587,P51587,21.1986198875072,0.09551149108916263,3,6159,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,KLC3,KLC3,Q6P597,Q6P597,21.197307004392368,0.33899343558972755,3,6160,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,STX2,STX2,P32856,P32856,21.1949270344337,0.0615191367933664,3,6161,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,MAN1B1,MAN1B1,Q9UKM7,Q9UKM7,21.194430436382632,0.11597882597607388,3,6162,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,NEK1,NEK1,Q96PY6,Q96PY6,21.192997319183235,0.21174391770697676,3,6163,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PTPN2,PTPN2,P17706,P17706,21.192127877614634,0.42358074555489644,3,6164,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,C11orf96,C11orf96,Q7Z7L8,Q7Z7L8,21.19077948778507,0.3557207836229392,3,6165,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZNF688,ZNF688,P0C7X2,P0C7X2,21.1866484065917,0.32505974492950096,3,6166,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,AFF3,AFF3,P51826,P51826,21.1865173973997,0.39391395455109257,3,6167,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,LRP4,LRP4,O75096,O75096,21.186202424537733,3.8416306958467774,3,6168,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,PHKG2,PHKG2,P15735,P15735,21.185829320111267,0.05835858554399287,3,6169,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,FAM117A,FAM117A,Q9C073,Q9C073,21.182362805099665,0.5130617343803298,3,6170,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CCDC28B,CCDC28B,Q9BUN5,Q9BUN5,21.181798321136366,0.4821102408788832,3,6171,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,KYAT1,KYAT1,Q16773,Q16773,21.181741967598633,0.23814553280951004,3,6172,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,VRK2,VRK2,Q86Y07,Q86Y07,21.179794601269666,0.0465477681879083,3,6173,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,REL,REL,Q04864,Q04864,21.1797513139323,0.05674228214776784,3,6174,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,GEMIN7,GEMIN7,Q9H840,Q9H840,21.178696223173066,0.4566502649760031,3,6175,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,AGFG2,AGFG2,O95081,O95081,21.17829951341773,0.2916105068318214,3,6176,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,COMMD7,COMMD7,Q86VX2,Q86VX2,21.177429827024202,0.17257725204571325,3,6177,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZFAND1,ZFAND1,Q8TCF1,Q8TCF1,21.176285958897434,0.24211932221416926,3,6178,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,KATNBL1,KATNBL1,Q9H079,Q9H079,21.175617921572766,1.9820707156228536,3,6179,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,SPRYD7,SPRYD7,Q5W111,Q5W111,21.172756485553567,0.1721420969018288,3,6180,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,MAP3K1,MAP3K1,Q13233,Q13233,21.170214854848734,0.3686559674399163,3,6181,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,VPS39,VPS39,Q96JC1,Q96JC1,21.1695790156534,0.06519106961530594,3,6182,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,NCR3LG1,NCR3LG1,Q68D85,Q68D85,21.169450721500034,0.1016385072447176,3,6183,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RARS2,RARS2,Q5T160,Q5T160,21.167443048783,0.1410241119575053,3,6184,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ME1,ME1,P48163,P48163,21.1651342567924,0.09979802812269949,3,6185,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,TYSND1,TYSND1,Q2T9J0,Q2T9J0,21.164530589454966,0.2150000510052834,3,6186,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CEP85L,CEP85L,Q5SZL2,Q5SZL2,21.164465327790534,0.5843551604868308,3,6187,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,KRTCAP2,KRTCAP2,Q8N6L1,Q8N6L1,21.160750914319536,0.32351301953309664,3,6188,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,GMPR,GMPR,P36959,P36959,21.159902222417934,0.2197787452244874,3,6189,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CDC25C,CDC25C,P30307,P30307,21.1594714259823,0.26500418399985254,3,6190,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,NRXN3,NRXN3,Q9Y4C0,Q9Y4C0,21.156712263687066,0.07736769814163838,3,6191,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,TUBGCP6,TUBGCP6,Q96RT7,Q96RT7,21.1539129069332,0.04656210298208953,3,6192,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,BAHCC1,BAHCC1,Q9P281,Q9P281,21.153778365242268,0.35582568738216863,3,6193,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,CCDC8,CCDC8,Q9H0W5,Q9H0W5,21.1533901880405,0.20726285450420306,3,6194,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,LYSMD3,LYSMD3,Q7Z3D4,Q7Z3D4,21.151344802243734,0.10930688516762536,3,6195,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RBPMS2,RBPMS2,Q6ZRY4,Q6ZRY4,21.151251003325932,0.17321180903711714,3,6196,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,MTHFR,MTHFR,P42898,P42898,21.1508261948349,0.13672787096193548,3,6197,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,SYVN1,SYVN1,Q86TM6,Q86TM6,21.1507904677952,0.11815736821571347,3,6198,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,HIVEP2,HIVEP2,P31629,P31629,21.145121048503132,0.14018176238218158,3,6199,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,AGPAT5,AGPAT5,Q9NUQ2,Q9NUQ2,21.144363537679865,2.129878171328883,3,6200,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ABHD17C,ABHD17C,Q6PCB6,Q6PCB6,21.1436323452395,4.099293750387122,3,6201,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RETSAT,RETSAT,Q6NUM9,Q6NUM9,21.140327159038968,0.23861762366115244,3,6202,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ARHGEF7,ARHGEF7,Q14155,Q14155,21.139772945447035,0.22627721833150924,3,6203,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RASAL2,RASAL2,Q9UJF2,Q9UJF2,21.138177895616032,0.14526750366755814,3,6204,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,LGALSL,LGALSL,Q3ZCW2,Q3ZCW2,21.1379723845291,0.37376966705802406,3,6205,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,SFXN4,SFXN4,Q6P4A7,Q6P4A7,21.135657974415633,0.07830539040567247,3,6206,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,HAUS7,HAUS7,Q99871,Q99871,21.1349368257222,0.20576128996463627,3,6207,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,LRFN1,LRFN1,Q9P244,Q9P244,21.1335295475127,0.4830750804185348,3,6208,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,HSD17B8,HSD17B8,Q92506,Q92506,21.132547704269566,0.0907518612962442,3,6209,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,RALGAPB,RALGAPB,Q86X10,Q86X10,21.132070396179934,0.03161441033280085,3,6210,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZNF189,ZNF189,O75820,O75820,21.1305954376108,0.18541263976983954,3,6211,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,NFIL3,NFIL3,Q16649,Q16649,21.129737070459633,0.10784045424084306,3,6212,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,MSRB3,MSRB3,Q8IXL7,Q8IXL7,21.129519208003234,0.05190677742346968,3,6213,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZNF143,ZNF143,P52747,P52747,21.1273687244794,0.21771369418096592,3,6214,FALSE,FALSE
RDH12_100_atRAL5hr.24h_recvr,Recvr RDH12 100uM,Recvr RDH12 100uM,RDH12,atRAL5hr+24h_recvr,100,ZNF428,ZNF428,Q96B54,Q96B54,21.126843534986566,0.5029977764627195,3,6215,FALSE,FALSE
