_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-10,C0751651,M1,1,0,DisGeNET,35,Mitochondrial Diseases,,-10,4.8,8.9,30230,283,584,26,4.5,0.85,22|1757|4508|4540|4547|5428|5580|6391|6392|9927|22868|23411|54802|54968|55005|55669|56997|57038|64745|79109|80324|84340|84947|91137|119559|124583,ABCB7|SARDH|ATP6|ND5|MTTP|POLG|PRKCD|SDHC|SDHD|MFN2|FASTKD2|SIRT1|TRIT1|TMEM70|RMND1|MFN1|COQ8A|RARS2|METTL17|MAPKAP1|PUS1|GFM2|SERAC1|SLC25A46|SFXN4|CANT1,-6.7,0
1,-10,C0026838,M1,1,0,DisGeNET,35,Muscle Spasticity,,-10,3.4,8.2,30230,579,584,38,6.5,1,1718|2068|2071|2733|2899|4508|4540|4541|5192|5428|5824|5873|6392|6515|6908|9374|9439|9915|10785|11154|11253|23400|23522|26503|26580|51324|54802|55624|55703|55764|56922|57570|60558|79867|84340|84942|84947|91869,DHCR24|ERCC2|ERCC3|GLE1|GRIK3|ATP6|ND5|ND6|PEX10|POLG|PEX19|RAB27A|SDHD|SLC2A3|TBP|PPT2|MED23|ARNT2|WDR4|AP4S1|MAN1B1|ATP13A2|KAT6B|SLC17A5|BSCL2|SPG21|TRIT1|POMGNT1|POLR3B|IFT122|MCCC1|TRMT5|GUF1|TCTN2|GFM2|WDR73|SERAC1|RFT1,-6.7,0
1,-9.9,C0151611,M1,1,0,DisGeNET,35,Electroencephalogram abnormal,,-9.9,5.2,9,30230,227,584,23,3.9,0.8,673|2068|2071|4514|4540|4541|5192|5428|5824|6515|7403|10157|10585|10785|23395|23461|29954|54802|55624|57520|84942|201163|285203,BRAF|ERCC2|ERCC3|COX3|ND5|ND6|PEX10|POLG|PEX19|SLC2A3|KDM6A|AASS|POMT1|WDR4|LARS2|ABCA5|POMT2|TRIT1|POMGNT1|HECW2|WDR73|FLCN|EOGT,-6.6,0
1,-9.5,C0026826,M1,1,0,DisGeNET,35,Muscle Hypertonia,,-9.5,5.5,8.9,30230,197,584,21,3.6,0.77,673|1798|2068|4285|4292|5290|5428|5873|7274|9927|10195|10585|10682|10785|23229|23400|29954|55624|84942|85378|285203,BRAF|DPAGT1|ERCC2|MIPEP|MLH1|PIK3CA|POLG|RAB27A|TTPA|MFN2|ALG3|POMT1|EBP|WDR4|ARHGEF9|ATP13A2|POMT2|POMGNT1|WDR73|TUBGCP6|EOGT,-6.2,0
1,-9.5,C4553743,M1,1,0,DisGeNET,35,"Spasticity, CTCAE",,-9.5,3.6,8,30230,477,584,33,5.7,0.96,1718|2068|2071|2733|4508|4540|4541|5192|5824|5873|6392|6515|6908|9439|9915|10785|11154|11253|23400|26503|26580|51324|54802|55624|55703|56922|57570|60558|79867|84340|84942|84947|91869,DHCR24|ERCC2|ERCC3|GLE1|ATP6|ND5|ND6|PEX10|PEX19|RAB27A|SDHD|SLC2A3|TBP|MED23|ARNT2|WDR4|AP4S1|MAN1B1|ATP13A2|SLC17A5|BSCL2|SPG21|TRIT1|POMGNT1|POLR3B|MCCC1|TRMT5|GUF1|TCTN2|GFM2|WDR73|SERAC1|RFT1,-6.2,0
1,-9.1,C1836440,M1,1,0,DisGeNET,35,Increased serum lactate,,-9.1,5.8,8.8,30230,169,584,19,3.3,0.73,4285|4508|4514|4540|4541|5428|6392|22868|51601|51660|54968|55005|56997|57038|57570|80324|84340|84947|119559,MIPEP|ATP6|COX3|ND5|ND6|POLG|SDHD|FASTKD2|LIPT1|MPC1|TMEM70|RMND1|COQ8A|RARS2|TRMT5|PUS1|GFM2|SERAC1|SFXN4,-5.8,0
1,-9,C0240635,M1,1,0,DisGeNET,35,Byzanthine arch palate,,-9,3.4,7.7,30230,497,584,33,5.7,0.96,673|1798|2733|3981|5192|5290|5824|5922|6016|6391|6392|6655|7403|8443|8925|9179|9382|9742|9772|10020|10195|10682|10785|11154|22868|23522|26503|51776|55764|56262|80324|84942|201163,BRAF|DPAGT1|GLE1|LIG4|PEX10|PIK3CA|PEX19|RASA2|RIT1|SDHC|SDHD|SOS2|KDM6A|GNPAT|HERC1|AP4M1|COG1|IFT140|TMEM94|GNE|ALG3|EBP|WDR4|AP4S1|FASTKD2|KAT6B|SLC17A5|MAP3K20|IFT122|LRRC8A|PUS1|WDR73|FLCN,-5.8,0
1,-8.8,C2674608,M1,1,0,DisGeNET,35,Feeding difficulties in infancy,,-8.8,4.2,8,30230,305,584,25,4.3,0.84,673|2068|4337|4514|4540|4541|5192|5824|5922|6016|6392|6655|7290|7403|9742|9897|10479|23522|26160|56922|57560|57728|79809|79867|201163,BRAF|ERCC2|MOCS1|COX3|ND5|ND6|PEX10|PEX19|RASA2|RIT1|SDHD|SOS2|HIRA|KDM6A|IFT140|WASHC5|SLC9A6|KAT6B|IFT172|MCCC1|IFT80|WDR19|TTC21B|TCTN2|FLCN,-5.6,0
1,-8.7,C1836830,M1,1,0,DisGeNET,35,Developmental regression,,-8.7,4,7.8,30230,333,584,26,4.5,0.85,673|2068|2071|4292|4508|4514|4540|4541|5192|5290|5428|5824|6392|6515|7274|10463|10479|23229|26580|51360|56997|57531|60558|84340|84342|84947,BRAF|ERCC2|ERCC3|MLH1|ATP6|COX3|ND5|ND6|PEX10|PIK3CA|POLG|PEX19|SDHD|SLC2A3|TTPA|SLC30A9|SLC9A6|ARHGEF9|BSCL2|MBTPS2|COQ8A|HACE1|GUF1|GFM2|COG8|SERAC1,-5.5,0
1,-8.4,C4551583,M1,1,0,DisGeNET,35,Cerebral cortical atrophy,,-8.4,4.4,7.9,30230,271,584,23,3.9,0.8,673|2068|2071|4508|4514|4540|4541|6515|6908|7403|9179|10479|10585|11154|23400|29954|30849|54968|55005|55703|60558|85378|91869,BRAF|ERCC2|ERCC3|ATP6|COX3|ND5|ND6|SLC2A3|TBP|KDM6A|AP4M1|SLC9A6|POMT1|AP4S1|ATP13A2|POMT2|PIK3R4|TMEM70|RMND1|POLR3B|GUF1|TUBGCP6|RFT1,-5.2,0
1,-8,C0018784,M1,1,0,DisGeNET,35,Sensorineural Hearing Loss (disorder),,-8,2.7,6.8,30230,783,584,41,7,1.1,24|90|673|1600|2068|2071|4508|4514|4540|4541|5145|5192|5428|5824|5922|6016|6392|6655|7403|8100|9742|9885|9915|9927|10682|22868|23395|23428|23522|26160|51300|51360|51776|55624|57531|80067|84131|84947|91869|92840|123016,ABCA4|ACVR1|BRAF|DAB1|ERCC2|ERCC3|ATP6|COX3|ND5|ND6|PDE6A|PEX10|POLG|PEX19|RASA2|RIT1|SDHD|SOS2|KDM6A|IFT88|IFT140|OSBPL2|ARNT2|MFN2|EBP|FASTKD2|LARS2|SLC7A8|KAT6B|IFT172|TIMMDC1|MBTPS2|MAP3K20|POMGNT1|HACE1|DCAF17|CEP78|SERAC1|RFT1|REEP6|TTC8,-4.8,0
1,-7.7,C0020534,M1,1,0,DisGeNET,35,Orbital separation excessive,,-7.7,3,6.8,30230,590,584,34,5.8,0.97,673|2068|2071|2710|2733|3981|4337|4508|4514|4540|4541|5290|5922|6016|6655|7290|8925|9382|9772|9897|10020|10682|10785|11154|11253|23405|23522|56262|57531|79867|83479|84942|89970|201163,BRAF|ERCC2|ERCC3|GK|GLE1|LIG4|MOCS1|ATP6|COX3|ND5|ND6|PIK3CA|RASA2|RIT1|SOS2|HIRA|HERC1|COG1|TMEM94|WASHC5|GNE|EBP|WDR4|AP4S1|MAN1B1|DICER1|KAT6B|LRRC8A|HACE1|TCTN2|DDX59|WDR73|RSPRY1|FLCN,-4.6,0
1,-7.5,C0001125,M1,1,0,DisGeNET,35,"Acidosis, Lactic",,-7.5,4.7,7.5,30230,209,584,19,3.3,0.73,4285|4514|4540|4541|5428|5609|22868|23395|51300|51601|51660|54704|54968|55005|56997|80324|84947|91947|119559,MIPEP|COX3|ND5|ND6|POLG|MAP2K7|FASTKD2|LARS2|TIMMDC1|LIPT1|MPC1|PDP1|TMEM70|RMND1|COQ8A|PUS1|SERAC1|ARRDC4|SFXN4,-4.4,0
1,-7.5,C0028077,M1,1,0,DisGeNET,35,Nyctalopia,,-7.5,5.2,7.7,30230,168,584,17,2.9,0.7,24|1121|3769|4514|4540|4541|5145|5192|5824|5959|7274|9927|26504|55624|84131|92840|123016,ABCA4|CHM|KCNJ13|COX3|ND5|ND6|PDE6A|PEX10|PEX19|RDH5|TTPA|MFN2|CNNM4|POMGNT1|CEP78|REEP6|TTC8,-4.4,0
1,-7.5,C1840077,M1,1,0,DisGeNET,35,Anteverted nostril,,-7.5,3.4,6.9,30230,407,584,27,4.6,0.87,24|673|1718|2182|5145|5192|5824|8100|8443|9382|9742|9772|10785|11253|26160|26503|54968|55624|55764|57520|57728|79867|85378|91137|92840|123016|124583,ABCA4|BRAF|DHCR24|ACSL4|PDE6A|PEX10|PEX19|IFT88|GNPAT|COG1|IFT140|TMEM94|WDR4|MAN1B1|IFT172|SLC17A5|TMEM70|POMGNT1|IFT122|HECW2|WDR19|TCTN2|TUBGCP6|SLC25A46|REEP6|TTC8|CANT1,-4.4,0
1,-7.3,C0007758,M1,1,0,DisGeNET,35,Cerebellar Ataxia,,-7.3,3.3,6.8,30230,440,584,28,4.8,0.88,20|22|1600|3551|4508|5192|5290|5428|5582|6095|6908|7274|9374|9742|10479|11200|23092|23400|51761|51776|54974|55703|56997|80013|84274|91137|124997|219285,ABCA2|ABCB7|DAB1|IKBKB|ATP6|PEX10|PIK3CA|POLG|PRKCG|RORA|TBP|TTPA|PPT2|IFT140|SLC9A6|CHEK2|ARHGAP26|ATP13A2|ATP8A2|MAP3K20|THG1L|POLR3B|COQ8A|MINDY3|COQ5|SLC25A46|WDR81|SAMD9L,-4.3,0
1,-7.3,C0027066,M1,1,0,DisGeNET,35,Myoclonus,,-7.3,4.1,7.1,30230,264,584,21,3.6,0.77,1600|2562|4508|5286|5428|5582|5602|5922|6392|6908|23400|26580|55005|55149|55624|56978|56997|60558|84342|91137|91869,DAB1|GABRB3|ATP6|PIK3C2A|POLG|PRKCG|MAPK10|RASA2|SDHD|TBP|ATP13A2|BSCL2|RMND1|MTPAP|POMGNT1|PRDM8|COQ8A|GUF1|COG8|SLC25A46|RFT1,-4.2,0
1,-7.2,C3164374,M1,1,0,DisGeNET,35,Abnormality of pulmonary valve,,-7.2,12,9.5,30230,40,584,9,1.5,0.51,673|1186|5922|6016|6655|7290|23522|54968|285203,BRAF|CLCN7|RASA2|RIT1|SOS2|HIRA|KAT6B|TMEM70|EOGT,-4.2,0
1,-7.2,C3279222,M1,1,0,DisGeNET,35,Aplasia/Hypoplasia of the cerebellum,,-7.2,6.2,7.9,30230,116,584,14,2.4,0.63,2068|4514|4540|4541|5290|9897|9915|10479|10585|29954|55624|84942|85378|219285,ERCC2|COX3|ND5|ND6|PIK3CA|WASHC5|ARNT2|SLC9A6|POMT1|POMT2|POMGNT1|WDR73|TUBGCP6|SAMD9L,-4.2,0
1,-7.2,C1963165,M1,1,0,DisGeNET,35,"Malabsorption, CTCAE",,-7.2,5,7.5,30230,175,584,17,2.9,0.7,2068|3981|4292|4514|4540|4541|4547|4615|5192|5290|5428|5824|7403|55135|56262|57570|79415,ERCC2|LIG4|MLH1|COX3|ND5|ND6|MTTP|MYD88|PEX10|PIK3CA|POLG|PEX19|KDM6A|WRAP53|LRRC8A|TRMT5|CYBC1,-4.2,0
1,-7.2,C3714745,M1,1,0,DisGeNET,35,Malabsorption,,-7.2,5,7.5,30230,175,584,17,2.9,0.7,2068|3981|4292|4514|4540|4541|4547|4615|5192|5290|5428|5824|7403|55135|56262|57570|79415,ERCC2|LIG4|MLH1|COX3|ND5|ND6|MTTP|MYD88|PEX10|PIK3CA|POLG|PEX19|KDM6A|WRAP53|LRRC8A|TRMT5|CYBC1,-4.2,0
1,-7.1,C0013421,M1,1,0,DisGeNET,35,Dystonia,,-7.1,3.2,6.6,30230,453,584,28,4.8,0.88,4508|4514|4540|4541|5428|6392|6908|7274|9179|9439|10463|10479|11154|11253|22868|23400|26580|51601|54802|55703|56997|57531|80067|84340|84942|84947|113612|197322,ATP6|COX3|ND5|ND6|POLG|SDHD|TBP|TTPA|AP4M1|MED23|SLC30A9|SLC9A6|AP4S1|MAN1B1|FASTKD2|ATP13A2|BSCL2|LIPT1|TRIT1|POLR3B|COQ8A|HACE1|DCAF17|GFM2|WDR73|SERAC1|CYP2U1|ACSF3,-4.1,0
1,-7,C1849367,M1,1,0,DisGeNET,35,Nasal bridge wide,,-7,3.3,6.6,30230,429,584,27,4.6,0.87,24|673|2068|3981|5145|5192|5286|5824|7290|7403|8100|8443|9382|9742|9772|9897|10020|10195|11154|11253|26160|54968|55624|55764|85378|92840|123016,ABCA4|BRAF|ERCC2|LIG4|PDE6A|PEX10|PIK3C2A|PEX19|HIRA|KDM6A|IFT88|GNPAT|COG1|IFT140|TMEM94|WASHC5|GNE|ALG3|AP4S1|MAN1B1|IFT172|TMEM70|POMGNT1|IFT122|TUBGCP6|REEP6|TTC8,-4.1,0
1,-6.7,C0678230,M1,1,0,DisGeNET,35,Congenital Epicanthus,,-6.7,3.2,6.4,30230,417,584,26,4.5,0.85,673|1718|2068|2071|3981|5192|5286|5290|5824|6016|7290|10020|10195|10682|10785|11253|23522|26503|55764|56262|57520|57560|57728|84342|84942|89970,BRAF|DHCR24|ERCC2|ERCC3|LIG4|PEX10|PIK3C2A|PIK3CA|PEX19|RIT1|HIRA|GNE|ALG3|EBP|WDR4|MAN1B1|KAT6B|SLC17A5|IFT122|LRRC8A|HECW2|IFT80|WDR19|COG8|WDR73|RSPRY1,-3.8,0
1,-6.6,C0024523,M1,1,0,DisGeNET,35,Malabsorption Syndrome,,-6.6,4.1,6.8,30230,239,584,19,3.3,0.73,2068|3981|4292|4514|4540|4541|4547|4615|5192|5290|5428|5824|7403|26504|54704|55135|56262|57570|79415,ERCC2|LIG4|MLH1|COX3|ND5|ND6|MTTP|MYD88|PEX10|PIK3CA|POLG|PEX19|KDM6A|CNNM4|PDP1|WRAP53|LRRC8A|TRMT5|CYBC1,-3.7,0
1,-6.6,C0026106,M1,1,0,DisGeNET,35,Mild Mental Retardation,,-6.6,3.5,6.5,30230,340,584,23,3.9,0.8,673|1757|4508|5192|6307|7274|7290|9382|9439|10020|10157|10479|10585|11253|23001|23522|26580|29954|55624|55703|80067|119559|201163,BRAF|SARDH|ATP6|PEX10|MSMO1|TTPA|HIRA|COG1|MED23|GNE|AASS|SLC9A6|POMT1|MAN1B1|WDFY3|KAT6B|BSCL2|POMT2|POMGNT1|POLR3B|DCAF17|SFXN4|FLCN,-3.7,0
1,-6.6,C0035229,M1,1,0,DisGeNET,35,Respiratory Insufficiency,,-6.6,3.6,6.5,30230,315,584,22,3.8,0.79,21|90|1959|3981|4514|4540|4541|4615|5192|5428|5824|9742|23395|26160|29954|51300|54968|56922|57560|57728|79809|91869,ABCA3|ACVR1|EGR2|LIG4|COX3|ND5|ND6|MYD88|PEX10|POLG|PEX19|IFT140|LARS2|IFT172|POMT2|TIMMDC1|TMEM70|MCCC1|IFT80|WDR19|TTC21B|RFT1,-3.7,0
1,-6.4,C0035334,M1,1,0,DisGeNET,35,Retinitis Pigmentosa,,-6.4,2.8,6.1,30230,546,584,30,5.1,0.91,24|1121|1540|2071|2710|4508|4540|4541|5145|5428|5582|5959|6392|6397|6533|7274|8100|9742|10585|22868|23411|26160|29954|51601|55624|57728|64852|84131|92840|123016,ABCA4|CHM|CYLD|ERCC3|GK|ATP6|ND5|ND6|PDE6A|POLG|PRKCG|RDH5|SDHD|SEC14L1|SLC6A6|TTPA|IFT88|IFT140|POMT1|FASTKD2|SIRT1|IFT172|POMT2|LIPT1|POMGNT1|WDR19|TUT1|CEP78|REEP6|TTC8,-3.6,0
1,-6.4,C0162671,M1,1,0,DisGeNET,35,MELAS Syndrome,,-6.4,7.1,7.7,30230,80,584,11,1.9,0.56,1757|4508|4514|4540|4541|5428|22868|56997|57038|79109|84340,SARDH|ATP6|COX3|ND5|ND6|POLG|FASTKD2|COQ8A|RARS2|MAPKAP1|GFM2,-3.6,0
1,-6.4,C0027092,M1,1,0,DisGeNET,35,Myopia,,-6.4,3,6.1,30230,490,584,28,4.8,0.88,406|673|1121|1958|2068|2071|2182|2353|2733|3726|3981|5290|5959|6391|6392|9772|10585|29954|51360|54802|55624|55703|55764|57531|57728|79809|83882|124583,BMAL1|BRAF|CHM|EGR1|ERCC2|ERCC3|ACSL4|FOS|GLE1|JUNB|LIG4|PIK3CA|RDH5|SDHC|SDHD|TMEM94|POMT1|POMT2|MBTPS2|TRIT1|POMGNT1|POLR3B|IFT122|HACE1|WDR19|TTC21B|TSPAN10|CANT1,-3.5,0
1,-6.4,C0424230,M1,1,0,DisGeNET,35,Motor retardation,,-6.4,6.3,7.4,30230,98,584,12,2.1,0.59,2068|2071|2710|10195|11253|23522|29929|54968|56922|57531|84947|91869,ERCC2|ERCC3|GK|ALG3|MAN1B1|KAT6B|ALG6|TMEM70|MCCC1|HACE1|SERAC1|RFT1,-3.5,0
1,-6.3,C1384666,M1,1,0,DisGeNET,35,hearing impairment,,-6.3,2.5,5.9,30230,739,584,36,6.2,1,90|673|1186|2068|2071|2182|3769|3981|4508|4615|5137|5286|5290|5428|5582|6391|6392|7403|9382|9742|10585|10682|23411|23522|26160|51360|51601|54974|55005|55135|55624|56997|80067|91869|123016|201163,ACVR1|BRAF|CLCN7|ERCC2|ERCC3|ACSL4|KCNJ13|LIG4|ATP6|MYD88|PDE1C|PIK3C2A|PIK3CA|POLG|PRKCG|SDHC|SDHD|KDM6A|COG1|IFT140|POMT1|EBP|SIRT1|KAT6B|IFT172|MBTPS2|LIPT1|THG1L|RMND1|WRAP53|POMGNT1|COQ8A|DCAF17|RFT1|TTC8|FLCN,-3.5,0
1,-6.3,C1531647,M1,1,0,DisGeNET,35,Cerebral ventriculomegaly,,-6.3,3.2,6.2,30230,410,584,25,4.3,0.84,1718|2068|2071|2353|4337|4508|4514|4540|4541|5290|7403|8925|9179|9213|10479|10585|26580|29954|51360|55624|55764|57520|84340|84342|729920,DHCR24|ERCC2|ERCC3|FOS|MOCS1|ATP6|COX3|ND5|ND6|PIK3CA|KDM6A|HERC1|AP4M1|XPR1|SLC9A6|POMT1|BSCL2|POMT2|MBTPS2|POMGNT1|IFT122|HECW2|GFM2|COG8|CRPPA,-3.5,0
1,-6.2,C1866934,M1,1,0,DisGeNET,35,Reduced tendon reflexes,,-6.2,5.6,7.1,30230,121,584,13,2.2,0.61,2068|2071|4514|4540|4541|4547|5192|5824|9927|10585|29954|51776|81839,ERCC2|ERCC3|COX3|ND5|ND6|MTTP|PEX10|PEX19|MFN2|POMT1|POMT2|MAP3K20|VANGL1,-3.4,0
