Protein.Group,Unique_to,Genes,SampleName,Group,CellType,Fraction,PG.MaxLFQ
Q8IXL7,WO,MSRB3,WO_F3,WO,WO,3,3128.419189453125
Q8IXL7,WO,MSRB3,WO_F1,WO,WO,1,15211.509765625
Q8IXL7,WO,MSRB3,WO_F4,WO,WO,4,17306.421875
Q9Y679,WO,AUP1,WO_F3,WO,WO,3,8662.6435546875
Q9Y679,WO,AUP1,WO_F4,WO,WO,4,2765.124267578125
Q9Y679,WO,AUP1,WO_F2,WO,WO,2,2108.162353515625
Q96QD9,WO,FYTTD1,WO_F1,WO,WO,1,10566.3837890625
Q96QD9,WO,FYTTD1,WO_F2,WO,WO,2,13242.88671875
Q96QD9,WO,FYTTD1,WO_F3,WO,WO,3,15495.7451171875
Q96QD9,WO,FYTTD1,WO_F4,WO,WO,4,12600.392578125
Q5W0V3,WO,FHIP2A,WO_F3,WO,WO,3,5508.33056640625
Q14511,WO,NEDD9,WO_F3,WO,WO,3,6120.5341796875
Q14511,WO,NEDD9,WO_F2,WO,WO,2,6079.41357421875
O75095,WO,MEGF6,WO_F1,WO,WO,1,14723.794921875
Q86X53,WO,ERICH1,WO_F2,WO,WO,2,11905.2197265625
P49069,WO,CAMLG,WO_F1,WO,WO,1,2253.375732421875
P49069,WO,CAMLG,WO_F4,WO,WO,4,3547.870361328125
P49069,WO,CAMLG,WO_F2,WO,WO,2,13755.9072265625
P49069,WO,CAMLG,WO_F3,WO,WO,3,13701.2216796875
Q9P2B7,WO,CFAP97,WO_F3,WO,WO,3,3315.66748046875
Q9P2B7,WO,CFAP97,WO_F2,WO,WO,2,6948.0703125
Q8IYN2,WO,TCEAL8,WO_F2,WO,WO,2,2534.481201171875
Q8IYN2,WO,TCEAL8,WO_F1,WO,WO,1,2762.6103515625
Q8TC76,WO,FAM110B,WO_F3,WO,WO,3,9909.375
Q8TC76,WO,FAM110B,WO_F2,WO,WO,2,11847.0439453125
P04233,WO,CD74,WO_F2,WO,WO,2,3878.4365234375
P04233,WO,CD74,WO_F1,WO,WO,1,6865.57080078125
P04233,WO,CD74,WO_F4,WO,WO,4,2804.28076171875
Q8ND83,WO,SLAIN1,WO_F3,WO,WO,3,1111.0899658203125
Q8ND83,WO,SLAIN1,WO_F2,WO,WO,2,5010.90478515625
Q8N9Q2,WO,SREK1IP1,WO_F2,WO,WO,2,6023.80078125
Q86U70,WO,LDB1,WO_F3,WO,WO,3,3837.679931640625
Q9P246,WO,STIM2,WO_F2,WO,WO,2,3345.879638671875
Q9P246,WO,STIM2,WO_F3,WO,WO,3,2210.409912109375
P51693,WO,APLP1,WO_F2,WO,WO,2,12874.1259765625
P51693,WO,APLP1,WO_F3,WO,WO,3,5240.3837890625
P51693,WO,APLP1,WO_F1,WO,WO,1,11128.162109375
Q5HYK7,WO,SH3D19,WO_F3,WO,WO,3,3159.5595703125
Q5HYK7,WO,SH3D19,WO_F2,WO,WO,2,10239.798828125
Q5HYK7,WO,SH3D19,WO_F4,WO,WO,4,6160.8193359375
Q96NY7,WO,CLIC6,WO_F1,WO,WO,1,3059.916259765625
Q96NY7,WO,CLIC6,WO_F2,WO,WO,2,2490.5380859375
Q96NY7,WO,CLIC6,WO_F3,WO,WO,3,3751.731201171875
P57682,WO,KLF3,WO_F1,WO,WO,1,3155.195556640625
P57682,WO,KLF3,WO_F2,WO,WO,2,13093.7080078125
P57682,WO,KLF3,WO_F3,WO,WO,3,2609.545166015625
P57682,WO,KLF3,WO_F4,WO,WO,4,4015.0126953125
Q2TBE0,WO,CWF19L2,WO_F2,WO,WO,2,60714.31640625
Q9HCS5,WO,EPB41L4A,WO_F1,WO,WO,1,10056.5498046875
O43521,WO,BCL2L11,WO_F3,WO,WO,3,3492.513916015625
O43521,WO,BCL2L11,WO_F4,WO,WO,4,13597.79296875
O43521,WO,BCL2L11,WO_F1,WO,WO,1,7203.2177734375
Q99469,WO,STAC,WO_F4,WO,WO,4,12967.5703125
Q6ZN08,WO,ZNF66,WO_F1,WO,WO,1,5611.4130859375
Q6ZN08,WO,ZNF66,WO_F2,WO,WO,2,3726.962890625
Q6ZN08,WO,ZNF66,WO_F4,WO,WO,4,7402.294921875
O14503,WO,BHLHE40,WO_F2,WO,WO,2,2055.722900390625
Q96D05,WO,FAM241B,WO_F1,WO,WO,1,4245.095703125
Q96D05,WO,FAM241B,WO_F2,WO,WO,2,6839.93212890625
Q96AY4,WO,TTC28,WO_F1,WO,WO,1,1436.27490234375
Q96AY4,WO,TTC28,WO_F3,WO,WO,3,5283.71630859375
Q96AY4,WO,TTC28,WO_F4,WO,WO,4,1724.7801513671875
Q96AY4,WO,TTC28,WO_F2,WO,WO,2,4545.51171875
Q9UHR6,WO,ZNHIT2,WO_F1,WO,WO,1,3120.095458984375
Q9Y478,WO,PRKAB1,WO_F2,WO,WO,2,1576.65380859375
Q9Y478,WO,PRKAB1,WO_F3,WO,WO,3,12860.4208984375
Q9Y478,WO,PRKAB1,WO_F4,WO,WO,4,3678.0625
O95390,WO,GDF11,WO_F1,WO,WO,1,9765.8291015625
O95390,WO,GDF11,WO_F4,WO,WO,4,8877.3525390625
O95390,WO,GDF11,WO_F3,WO,WO,3,5767.96435546875
O95390,WO,GDF11,WO_F2,WO,WO,2,2726.1904296875
Q7Z6V5,WO,ADAT2,WO_F1,WO,WO,1,7510.1982421875
Q7Z6V5,WO,ADAT2,WO_F2,WO,WO,2,1580.6683349609375
Q6UXS0,WO,CLEC19A,WO_F1,WO,WO,1,8763.4580078125
P0C7U0,WO,ELFN1,WO_F1,WO,WO,1,2248.494140625
P0C7U0,WO,ELFN1,WO_F4,WO,WO,4,4108.52197265625
P0C7U0,WO,ELFN1,WO_F2,WO,WO,2,2170.575439453125
Q9C0F1,WO,CEP44,WO_F3,WO,WO,3,6035.51171875
P34947,WO,GRK5,WO_F2,WO,WO,2,14420.962890625
O76039,WO,CDKL5,WO_F1,WO,WO,1,426.49884033203125
O76039,WO,CDKL5,WO_F3,WO,WO,3,1846.715087890625
O76039,WO,CDKL5,WO_F4,WO,WO,4,1256.731689453125
O76039,WO,CDKL5,WO_F2,WO,WO,2,9428.1845703125
Q9H334,WO,FOXP1,WO_F1,WO,WO,1,3422.375
Q9Y653,WO,ADGRG1,WO_F1,WO,WO,1,2365.01806640625
Q9Y653,WO,ADGRG1,WO_F3,WO,WO,3,2112.35888671875
Q5VT06,WO,CEP350,WO_F2,WO,WO,2,7268.1513671875
A1Z1Q3,WO,MACROD2,WO_F3,WO,WO,3,11012.7265625
A1Z1Q3,WO,MACROD2,WO_F4,WO,WO,4,9495.111328125
Q9GZM7,WO,TINAGL1,WO_F3,WO,WO,3,4278.25732421875
Q9GZM7,WO,TINAGL1,WO_F2,WO,WO,2,3924.025634765625
Q9GZV5,WO,WWTR1,WO_F1,WO,WO,1,13976.0458984375
Q9GZV5,WO,WWTR1,WO_F4,WO,WO,4,35010.85546875
O94900,WO,TOX,WO_F1,WO,WO,1,13663.8271484375
O94900,WO,TOX,WO_F2,WO,WO,2,17418.396484375
O94900,WO,TOX,WO_F4,WO,WO,4,24866.265625
O94900,WO,TOX,WO_F3,WO,WO,3,28775.197265625
Q15388,WO,TOMM20,WO_F1,WO,WO,1,332148.25
Q15388,WO,TOMM20,WO_F2,WO,WO,2,103548.5703125
Q15388,WO,TOMM20,WO_F3,WO,WO,3,23904.412109375
Q15388,WO,TOMM20,WO_F4,WO,WO,4,63032.53515625
Q05209,WO,PTPN12,WO_F3,WO,WO,3,8471.3173828125
Q05209,WO,PTPN12,WO_F2,WO,WO,2,13108.5478515625
Q8N2M8,WO,CLASRP,WO_F2,WO,WO,2,27488.763671875
Q8N2M8,WO,CLASRP,WO_F3,WO,WO,3,19077.25390625
Q9NPG3,WO,UBN1,WO_F1,WO,WO,1,4925.53173828125
P56181,WO,NDUFV3,WO_F1,WO,WO,1,19361.69140625
P56181,WO,NDUFV3,WO_F2,WO,WO,2,25524.830078125
P56181,WO,NDUFV3,WO_F3,WO,WO,3,36673.5390625
P56181,WO,NDUFV3,WO_F4,WO,WO,4,37301.84765625
Q86YL5,WO,TDRP,WO_F2,WO,WO,2,7094.1416015625
Q86YL5,WO,TDRP,WO_F1,WO,WO,1,10059.064453125
P13805,WO,TNNT1,WO_F3,WO,WO,3,3287.40966796875
Q96HW7,WO,INTS4,WO_F2,WO,WO,2,4603.46728515625
Q96HW7,WO,INTS4,WO_F1,WO,WO,1,4652.75048828125
Q53RD9,WO,FBLN7,WO_F1,WO,WO,1,31894.408203125
Q53RD9,WO,FBLN7,WO_F2,WO,WO,2,8846.568359375
Q53RD9,WO,FBLN7,WO_F3,WO,WO,3,6103.35986328125
Q53RD9,WO,FBLN7,WO_F4,WO,WO,4,41327.21875
Q6PGN9,WO,PSRC1,WO_F3,WO,WO,3,6817.49755859375
Q6PGN9,WO,PSRC1,WO_F4,WO,WO,4,4558.923828125
Q6PGN9,WO,PSRC1,WO_F1,WO,WO,1,8751.787109375
Q6PGN9,WO,PSRC1,WO_F2,WO,WO,2,15384.5361328125
Q9P203,WO,BTBD7,WO_F2,WO,WO,2,5337.59619140625
Q14207,WO,NPAT,WO_F3,WO,WO,3,1973.9049072265625
Q9GZP0,WO,PDGFD,WO_F4,WO,WO,4,5980.51953125
P0CW18,WO,PRSS56,WO_F4,WO,WO,4,1859.231689453125
P0CW18,WO,PRSS56,WO_F3,WO,WO,3,8856.87109375
Q8IYL3,WO,C1orf174,WO_F1,WO,WO,1,2376.650390625
Q8IYL3,WO,C1orf174,WO_F2,WO,WO,2,25105.29296875
Q8IYL3,WO,C1orf174,WO_F3,WO,WO,3,6134.421875
Q8IYL3,WO,C1orf174,WO_F4,WO,WO,4,2953.950927734375
Q96B54,WO,ZNF428,WO_F2,WO,WO,2,5606.97607421875
Q96B54,WO,ZNF428,WO_F3,WO,WO,3,9299.7744140625
Q96B54,WO,ZNF428,WO_F4,WO,WO,4,5001.49853515625
O15041,WO,SEMA3E,WO_F3,WO,WO,3,8062.22802734375
Q9BRT6,WO,LLPH,WO_F2,WO,WO,2,21149.5
Q9UKY0,WO,PRND,WO_F2,WO,WO,2,15760.470703125
Q9ULP0,WO,NDRG4,WO_F1,WO,WO,1,8351.0859375
Q9ULP0,WO,NDRG4,WO_F4,WO,WO,4,2835.15576171875
Q15464,WO,SHB,WO_F2,WO,WO,2,2946.606201171875
A5PKW4,WO,PSD,WO_F2,WO,WO,2,6027.109375
Q8IY33,WO,MICALL2,WO_F2,WO,WO,2,2158.233154296875
Q8IY33,WO,MICALL2,WO_F3,WO,WO,3,2369.79248046875
Q8IY33,WO,MICALL2,WO_F4,WO,WO,4,2693.929443359375
Q8IY33,WO,MICALL2,WO_F1,WO,WO,1,1726.622802734375
Q9UN70,WO,PCDHGC3,WO_F3,WO,WO,3,7911.552734375
Q9UN70,WO,PCDHGC3,WO_F1,WO,WO,1,10860.9169921875
Q9H2S9,WO,IKZF4,WO_F3,WO,WO,3,13066.6005859375
Q9H2S9,WO,IKZF4,WO_F4,WO,WO,4,4929.876953125
Q8NCN2,WO,ZBTB34,WO_F1,WO,WO,1,2064.3583984375
P38936,WO,CDKN1A,WO_F1,WO,WO,1,12343.751953125
Q9NSK7,WO,C19orf12,WO_F2,WO,WO,2,4875.22412109375
Q9H0X4,WO,FAM234A,WO_F1,WO,WO,1,5563.75146484375
Q5T1R4,WO,HIVEP3,WO_F2,WO,WO,2,4447.1259765625
Q5T1R4,WO,HIVEP3,WO_F4,WO,WO,4,4108.90185546875
Q5T1R4,WO,HIVEP3,WO_F3,WO,WO,3,3184.80029296875
Q8IWP9,WO,CCDC28A,WO_F1,WO,WO,1,2929.451171875
Q8IWP9,WO,CCDC28A,WO_F2,WO,WO,2,29235.849609375
Q8IWP9,WO,CCDC28A,WO_F3,WO,WO,3,11268.421875
Q8IWP9,WO,CCDC28A,WO_F4,WO,WO,4,5261.18212890625
A0JLT2,WO,MED19,WO_F1,WO,WO,1,1443.5106201171875
A0JLT2,WO,MED19,WO_F3,WO,WO,3,12880.345703125
A0JLT2,WO,MED19,WO_F4,WO,WO,4,8026.5224609375
Q66K79,WO,CPZ,WO_F1,WO,WO,1,5083.71728515625
Q66K79,WO,CPZ,WO_F4,WO,WO,4,1198.2080078125
Q8NCF5,WO,NFATC2IP,WO_F1,WO,WO,1,15709.482421875
Q8NCF5,WO,NFATC2IP,WO_F2,WO,WO,2,8230.40234375
Q8NCF5,WO,NFATC2IP,WO_F3,WO,WO,3,5676.0556640625
Q6XZF7,WO,DNMBP,WO_F2,WO,WO,2,10791.5244140625
Q8NES3,WO,LFNG,WO_F1,WO,WO,1,5433.45947265625
Q8NES3,WO,LFNG,WO_F2,WO,WO,2,2471.8388671875
Q9BSJ5,WO,MTNAP1,WO_F1,WO,WO,1,3206.58642578125
Q9BSJ5,WO,MTNAP1,WO_F2,WO,WO,2,7764.16650390625
Q9BSJ5,WO,MTNAP1,WO_F4,WO,WO,4,3167.563720703125
Q9BSJ5,WO,MTNAP1,WO_F3,WO,WO,3,6608.0556640625
Q9UGY1,WO,NOL12,WO_F1,WO,WO,1,1442.852294921875
Q9UGY1,WO,NOL12,WO_F4,WO,WO,4,4530.55224609375
Q9UGY1,WO,NOL12,WO_F2,WO,WO,2,11526.021484375
Q9UGY1,WO,NOL12,WO_F3,WO,WO,3,16602.45703125
Q9UPU3,WO,SORCS3,WO_F4,WO,WO,4,4697.79443359375
Q9H8M2,WO,BRD9,WO_F2,WO,WO,2,5023.48876953125
Q9H8M2,WO,BRD9,WO_F3,WO,WO,3,1589.152099609375
Q9BRU2,WO,TCEAL7,WO_F1,WO,WO,1,48029.9921875
Q9BRU2,WO,TCEAL7,WO_F2,WO,WO,2,37305.0625
Q9BRU2,WO,TCEAL7,WO_F4,WO,WO,4,85724.1328125
Q9BRU2,WO,TCEAL7,WO_F3,WO,WO,3,11045.3251953125
Q8WUA7,WO,TBC1D22A,WO_F1,WO,WO,1,6407.89501953125
Q9UHF7,WO,TRPS1,WO_F3,WO,WO,3,3707.812744140625
Q9NU19,WO,TBC1D22B,WO_F1,WO,WO,1,18359.2109375
Q9NU19,WO,TBC1D22B,WO_F2,WO,WO,2,8034.8994140625
Q6ZW13,WO,C16orf86,WO_F1,WO,WO,1,7981.51025390625
Q6ZW13,WO,C16orf86,WO_F2,WO,WO,2,4409.37548828125
Q6ZW13,WO,C16orf86,WO_F3,WO,WO,3,1850.4794921875
Q6ZW13,WO,C16orf86,WO_F4,WO,WO,4,1656.7730712890625
Q6UUV9,WO,CRTC1,WO_F3,WO,WO,3,17485.943359375
Q6UUV9,WO,CRTC1,WO_F4,WO,WO,4,55881.67578125
Q6UUV9,WO,CRTC1,WO_F1,WO,WO,1,56158.5390625
Q6UUV9,WO,CRTC1,WO_F2,WO,WO,2,35669.6640625
Q9Y4E1,WO,WASHC2C,WO_F3,WO,WO,3,8615.185546875
Q9Y4E1,WO,WASHC2C,WO_F4,WO,WO,4,2628.242919921875
P00736,WO,C1R,WO_F2,WO,WO,2,4037.711669921875
P00736,WO,C1R,WO_F3,WO,WO,3,5900.68603515625
P00736,WO,C1R,WO_F4,WO,WO,4,3204.816650390625
Q86X02,WO,CDR2L,WO_F4,WO,WO,4,4886.859375
Q5VWJ9,WO,SNX30,WO_F1,WO,WO,1,2677.033447265625
Q96I76,WO,GPATCH3,WO_F1,WO,WO,1,1160.13671875
Q9HBR0,WO,SLC38A10,WO_F2,WO,WO,2,2201.86279296875
Q9HBR0,WO,SLC38A10,WO_F1,WO,WO,1,7415.552734375
Q11201,WO,ST3GAL1,WO_F1,WO,WO,1,6438.166015625
Q11201,WO,ST3GAL1,WO_F4,WO,WO,4,4209.22314453125
Q9HCL0,WO,PCDH18,WO_F3,WO,WO,3,2583.18798828125
P02100,WO,HBE1,WO_F1,WO,WO,1,138325.078125
P02100,WO,HBE1,WO_F2,WO,WO,2,23550.419921875
P02100,WO,HBE1,WO_F3,WO,WO,3,6664.60498046875
P02100,WO,HBE1,WO_F4,WO,WO,4,57225.3203125
Q6UWU4,WO,C6orf89,WO_F2,WO,WO,2,7225.01318359375
Q6UWU4,WO,C6orf89,WO_F3,WO,WO,3,2015.38916015625
Q8TEK3,WO,DOT1L,WO_F2,WO,WO,2,25224.529296875
Q8TEK3,WO,DOT1L,WO_F3,WO,WO,3,25284.236328125
Q9Y5X9,WO,LIPG,WO_F4,WO,WO,4,7478.40869140625
O95251,WO,KAT7,WO_F1,WO,WO,1,7966.5390625
O95251,WO,KAT7,WO_F2,WO,WO,2,3973.58154296875
O95251,WO,KAT7,WO_F3,WO,WO,3,1575.1185302734375
Q9P242,WO,NYAP2,WO_F2,WO,WO,2,4894.08740234375
Q9P242,WO,NYAP2,WO_F3,WO,WO,3,1609.36328125
O75054,WO,IGSF3,WO_F2,WO,WO,2,4895.8154296875
O75054,WO,IGSF3,WO_F3,WO,WO,3,3229.97119140625
Q96KQ4,WO,PPP1R13B,WO_F1,WO,WO,1,6685.3994140625
Q96KQ4,WO,PPP1R13B,WO_F3,WO,WO,3,9563.9296875
Q96KQ4,WO,PPP1R13B,WO_F4,WO,WO,4,8030.77783203125
Q96KQ4,WO,PPP1R13B,WO_F2,WO,WO,2,7970.5771484375
Q9H3T3,WO,SEMA6B,WO_F2,WO,WO,2,5817.3486328125
Q8IUL8,WO,CILP2,WO_F1,WO,WO,1,4035.514404296875
Q8IUL8,WO,CILP2,WO_F4,WO,WO,4,7648.87939453125
Q96CW6,WO,SLC7A6OS,WO_F2,WO,WO,2,25599.169921875
Q96CW6,WO,SLC7A6OS,WO_F3,WO,WO,3,1597.3153076171875
Q96CW6,WO,SLC7A6OS,WO_F4,WO,WO,4,2129.215576171875
Q96G28,WO,CFAP36,WO_F3,WO,WO,3,6297.13916015625
Q96G28,WO,CFAP36,WO_F4,WO,WO,4,3814.93896484375
Q96G28,WO,CFAP36,WO_F1,WO,WO,1,22962.2109375
Q96G28,WO,CFAP36,WO_F2,WO,WO,2,5151.28857421875
Q9H7X7,WO,IFT22,WO_F1,WO,WO,1,10468.2724609375
Q96LW7,WO,CARD19,WO_F1,WO,WO,1,2567.1005859375
Q96LW7,WO,CARD19,WO_F2,WO,WO,2,3084.450439453125
Q96LW7,WO,CARD19,WO_F3,WO,WO,3,806.0814208984375
O75208,WO,COQ9,WO_F2,WO,WO,2,13143.2705078125
O75208,WO,COQ9,WO_F3,WO,WO,3,6275.638671875
Q2M2W7,WO,C17orf58,WO_F4,WO,WO,4,4406.9443359375
A8MTZ0,WO,BBIP1,WO_F1,WO,WO,1,1316.1571044921875
A8MTZ0,WO,BBIP1,WO_F2,WO,WO,2,1190.488525390625
A8MTZ0,WO,BBIP1,WO_F3,WO,WO,3,788.91705322265625
A8MTZ0,WO,BBIP1,WO_F4,WO,WO,4,2681.660888671875
Q8IZY2,WO,ABCA7,WO_F3,WO,WO,3,9766.5595703125
Q15696,WO,ZRSR2,WO_F2,WO,WO,2,1810.8338623046875
Q15696,WO,ZRSR2,WO_F3,WO,WO,3,3920.29296875
Q9NSA3,WO,CTNNBIP1,WO_F2,WO,WO,2,7412.1484375
Q9NSA3,WO,CTNNBIP1,WO_F3,WO,WO,3,13154.6865234375
Q8NDX5,WO,PHC3,WO_F1,WO,WO,1,3671.838623046875
Q8NDX5,WO,PHC3,WO_F4,WO,WO,4,7854.71484375
Q8NDX5,WO,PHC3,WO_F3,WO,WO,3,16105.38671875
O00470,WO,MEIS1,WO_F3,WO,WO,3,8181.3115234375
Q92185,WO,ST8SIA1,WO_F2,WO,WO,2,993.66302490234375
Q92185,WO,ST8SIA1,WO_F1,WO,WO,1,2099.6494140625
Q92185,WO,ST8SIA1,WO_F4,WO,WO,4,1285.619384765625
P48788,WO,TNNI2,WO_F1,WO,WO,1,3804.8916015625
P48788,WO,TNNI2,WO_F3,WO,WO,3,5601.9619140625
P48788,WO,TNNI2,WO_F2,WO,WO,2,6734.64404296875
P48788,WO,TNNI2,WO_F4,WO,WO,4,27117.5546875
Q9P275,WO,USP36,WO_F1,WO,WO,1,2337.051025390625
P60002,WO,ELOF1,WO_F1,WO,WO,1,9579.2861328125
O95715,WO,CXCL14,WO_F1,WO,WO,1,5930.86669921875
O95715,WO,CXCL14,WO_F2,WO,WO,2,8506.39453125
O95715,WO,CXCL14,WO_F3,WO,WO,3,1850.3953857421875
O95715,WO,CXCL14,WO_F4,WO,WO,4,4975.642578125
Q8IUW5,WO,RELL1,WO_F1,WO,WO,1,1028.1798095703125
Q8IUW5,WO,RELL1,WO_F3,WO,WO,3,8016.5615234375
Q8IUW5,WO,RELL1,WO_F4,WO,WO,4,1213.5595703125
P02790,WO,HPX,WO_F1,WO,WO,1,5661.1171875
Q6P9B9,WO,INTS5,WO_F2,WO,WO,2,5473.39990234375
Q96LJ8,WO,UBXN10,WO_F1,WO,WO,1,5270.14013671875
Q96LJ8,WO,UBXN10,WO_F2,WO,WO,2,8691.5458984375
Q9HCQ7,WO,NPVF,WO_F3,WO,WO,3,11839.8515625
Q9HCQ7,WO,NPVF,WO_F4,WO,WO,4,9629.673828125
Q9HCQ7,WO,NPVF,WO_F1,WO,WO,1,8213.419921875
Q9HCQ7,WO,NPVF,WO_F2,WO,WO,2,5645.4970703125
Q9UQC2,WO,GAB2,WO_F3,WO,WO,3,9463.1611328125
Q9UQC2,WO,GAB2,WO_F4,WO,WO,4,5399.84814453125
A6NFY7,WO,SDHAF1,WO_F1,WO,WO,1,6323.3798828125
A6NFY7,WO,SDHAF1,WO_F2,WO,WO,2,3334.974609375
Q8WYL5,WO,SSH1,WO_F2,WO,WO,2,12916.6953125
Q8WYL5,WO,SSH1,WO_F3,WO,WO,3,3381.992431640625
P16519,WO,PCSK2,WO_F3,WO,WO,3,4678.28369140625
Q9HCJ3,WO,RAVER2,WO_F3,WO,WO,3,1735.3101806640625
Q8NI37,WO,PPTC7,WO_F2,WO,WO,2,2486.806396484375
Q8NI37,WO,PPTC7,WO_F3,WO,WO,3,269.22430419921875
Q92610,WO,ZNF592,WO_F2,WO,WO,2,3352.046630859375
Q92610,WO,ZNF592,WO_F3,WO,WO,3,3318.12548828125
Q9P2E7,WO,PCDH10,WO_F1,WO,WO,1,10603.125
Q9P2E7,WO,PCDH10,WO_F3,WO,WO,3,3109.9267578125
Q9P2E7,WO,PCDH10,WO_F4,WO,WO,4,10970.291015625
P61952,WO,GNG11,WO_F2,WO,WO,2,5967.9921875
P61952,WO,GNG11,WO_F3,WO,WO,3,2828.97998046875
Q6IPX3,WO,TCEAL6,WO_F1,WO,WO,1,8124.48828125
P01040,WO,CSTA,WO_F2,WO,WO,2,5156.8095703125
Q8N6M6,WO,AOPEP,WO_F3,WO,WO,3,2409.34033203125
O95835,WO,LATS1,WO_F1,WO,WO,1,991.1339111328125
O95835,WO,LATS1,WO_F2,WO,WO,2,6776.8349609375
O95835,WO,LATS1,WO_F3,WO,WO,3,1105.4488525390625
Q8N4V1,WO,MMGT1,WO_F2,WO,WO,2,2957.107666015625
Q5VUE5,WO,C1orf53,WO_F2,WO,WO,2,22971.791015625
Q8IY57,WO,YAF2,WO_F3,WO,WO,3,10980.4248046875
Q8IY57,WO,YAF2,WO_F4,WO,WO,4,15083.7333984375
Q8IY57,WO,YAF2,WO_F1,WO,WO,1,11787.17578125
Q8IZP6,WO,RNF113B,WO_F3,WO,WO,3,3774.663330078125
Q8IZP6,WO,RNF113B,WO_F4,WO,WO,4,14476.9560546875
Q9BT92,WO,TCHP,WO_F2,WO,WO,2,7104.388671875
Q8IYM0,WO,FAM186B,WO_F3,WO,WO,3,9520.919921875
Q8IYM0,WO,FAM186B,WO_F2,WO,WO,2,33801.32421875
O94772,WO,LY6H,WO_F2,WO,WO,2,2821.44970703125
O94772,WO,LY6H,WO_F3,WO,WO,3,1830.772705078125
Q7L804,WO,RAB11FIP2,WO_F4,WO,WO,4,1095.92138671875
Q7L804,WO,RAB11FIP2,WO_F2,WO,WO,2,7840.89990234375
Q7L804,WO,RAB11FIP2,WO_F3,WO,WO,3,749.5008544921875
P16591,WO,FER,WO_F2,WO,WO,2,8948.1337890625
Q96CV9,WO,OPTN,WO_F2,WO,WO,2,8462.4921875
Q9UGR2,WO,ZC3H7B,WO_F3,WO,WO,3,4554.32861328125
Q9H7P9,WO,PLEKHG2,WO_F2,WO,WO,2,1779.6993408203125
Q9NQB0,WO,TCF7L2,WO_F1,WO,WO,1,7844.5322265625
Q9NQB0,WO,TCF7L2,WO_F2,WO,WO,2,5084.8623046875
Q9NQB0,WO,TCF7L2,WO_F3,WO,WO,3,2375.736083984375
Q8WYQ3,WO,CHCHD10,WO_F4,WO,WO,4,142069.96875
Q8WYQ3,WO,CHCHD10,WO_F1,WO,WO,1,18644.083984375
Q8WYQ3,WO,CHCHD10,WO_F2,WO,WO,2,4294.0263671875
Q8WYQ3,WO,CHCHD10,WO_F3,WO,WO,3,4383.451171875
Q13487,WO,SNAPC2,WO_F1,WO,WO,1,5979.86376953125
Q13487,WO,SNAPC2,WO_F2,WO,WO,2,4472.65478515625
Q9BVH7,WO,ST6GALNAC5,WO_F2,WO,WO,2,10707.60546875
Q96LR4,WO,TAFA4,WO_F2,WO,WO,2,10809.15234375
Q96LR4,WO,TAFA4,WO_F3,WO,WO,3,3874.63330078125
Q8NFV4,WO,ABHD11,WO_F4,WO,WO,4,1968.918701171875
O43677,WO,NDUFC1,WO_F2,WO,WO,2,26207.583984375
Q9UKV0,WO,HDAC9,WO_F2,WO,WO,2,3826.65087890625
Q9UKV0,WO,HDAC9,WO_F4,WO,WO,4,4911.24462890625
Q1MSJ5,WO,CSPP1,WO_F1,WO,WO,1,4987.3447265625
Q9NP08,WO,HMX1,WO_F3,WO,WO,3,7665.2255859375
Q0P6D2,WO,DIPK1C,WO_F1,WO,WO,1,10209.8740234375
Q0P6D2,WO,DIPK1C,WO_F2,WO,WO,2,3681.98974609375
Q0P6D2,WO,DIPK1C,WO_F3,WO,WO,3,3047.81640625
Q0P6D2,WO,DIPK1C,WO_F4,WO,WO,4,2835.347412109375
Q9UNL2,WO,SSR3,WO_F2,WO,WO,2,18549.06640625
Q06455,WO,RUNX1T1,WO_F3,WO,WO,3,30771.79296875
Q8WVI7,WO,PPP1R1C,WO_F1,WO,WO,1,32120.470703125
Q8WVI7,WO,PPP1R1C,WO_F2,WO,WO,2,13992.4462890625
Q8WVI7,WO,PPP1R1C,WO_F3,WO,WO,3,25406.04296875
Q8WVI7,WO,PPP1R1C,WO_F4,WO,WO,4,63376.33203125
Q9BZ67,WO,FRMD8,WO_F2,WO,WO,2,404.2864074707031
Q9BZ67,WO,FRMD8,WO_F3,WO,WO,3,80.36891174316406
Q08117,WO,TLE5,WO_F1,WO,WO,1,2301.56689453125
Q08117,WO,TLE5,WO_F4,WO,WO,4,1426.539794921875
P46734,WO,MAP2K3,WO_F2,WO,WO,2,5695.1845703125
Q969M3,WO,YIPF5,WO_F3,WO,WO,3,4926.611328125
Q969M3,WO,YIPF5,WO_F4,WO,WO,4,587.455810546875
Q9NWZ8,WO,GEMIN8,WO_F2,WO,WO,2,4599.4345703125
Q9NWZ8,WO,GEMIN8,WO_F1,WO,WO,1,13954.7353515625
Q13491,WO,GPM6B,WO_F4,WO,WO,4,13425.97265625
Q99952,WO,PTPN18,WO_F1,WO,WO,1,3183.601806640625
Q99952,WO,PTPN18,WO_F4,WO,WO,4,14795.6865234375
Q14CZ8,WO,HEPACAM,WO_F3,WO,WO,3,1052.0712890625
Q14CZ8,WO,HEPACAM,WO_F4,WO,WO,4,2370.1875
Q96NM4,WO,TOX2,WO_F2,WO,WO,2,4688.14990234375
P00740,WO,F9,WO_F1,WO,WO,1,2801.711669921875
P00740,WO,F9,WO_F4,WO,WO,4,5250.36181640625
