Protein.Group,Unique_to,Genes,SampleName,Group,CellType,Fraction,PG.MaxLFQ
A1A4S6,EP,ARHGAP10,EP_F3,EP,EP,3,7023.2509765625
A1A4S6,EP,ARHGAP10,EP_F4,EP,EP,4,7820.74609375
Q8TAA9,EP,VANGL1,EP_F1,EP,EP,1,3326.953369140625
Q8TAA9,EP,VANGL1,EP_F2,EP,EP,2,2357.776123046875
Q86YS6,EP,RAB43,EP_F2,EP,EP,2,9520.7265625
Q86YS6,EP,RAB43,EP_F4,EP,EP,4,6942.61376953125
Q9Y6A1,EP,POMT1,EP_F1,EP,EP,1,11723.81640625
Q9Y6A1,EP,POMT1,EP_F2,EP,EP,2,26020.611328125
Q9Y6A1,EP,POMT1,EP_F3,EP,EP,3,14775.548828125
Q9Y6A1,EP,POMT1,EP_F4,EP,EP,4,11412.3447265625
Q8IYU2,EP,HACE1,EP_F1,EP,EP,1,5660.2431640625
Q8IYU2,EP,HACE1,EP_F2,EP,EP,2,2881.052978515625
O94915,EP,FRYL,EP_F1,EP,EP,1,9962.1005859375
O94915,EP,FRYL,EP_F2,EP,EP,2,7806.3681640625
O94915,EP,FRYL,EP_F3,EP,EP,3,29956.19140625
O94915,EP,FRYL,EP_F4,EP,EP,4,13874.5966796875
Q86WJ1,EP,CHD1L,EP_F2,EP,EP,2,18708.33203125
Q86WJ1,EP,CHD1L,EP_F1,EP,EP,1,21488.017578125
Q86WJ1,EP,CHD1L,EP_F3,EP,EP,3,1431.2181396484375
Q9UKM7,EP,MAN1B1,EP_F3,EP,EP,3,15947.3525390625
O75923,EP,DYSF,EP_F2,EP,EP,2,8086.70556640625
Q9P2K6,EP,KLHL42,EP_F2,EP,EP,2,2025.649169921875
Q9P2K6,EP,KLHL42,EP_F3,EP,EP,3,2552.128662109375
Q9P2K6,EP,KLHL42,EP_F4,EP,EP,4,2436.605224609375
Q9BXJ8,EP,TMEM120A,EP_F3,EP,EP,3,4001.85986328125
Q9BXJ8,EP,TMEM120A,EP_F1,EP,EP,1,1537.5050048828125
Q9BXJ8,EP,TMEM120A,EP_F4,EP,EP,4,4670.14501953125
Q12768,EP,WASHC5,EP_F3,EP,EP,3,16672.673828125
Q12768,EP,WASHC5,EP_F2,EP,EP,2,7933.3974609375
Q12768,EP,WASHC5,EP_F1,EP,EP,1,934.00885009765625
Q12768,EP,WASHC5,EP_F4,EP,EP,4,1062.7381591796875
Q9P1U1,EP,ACTR3B,EP_F2,EP,EP,2,1411.8631591796875
Q9P1U1,EP,ACTR3B,EP_F3,EP,EP,3,1444.245361328125
Q53GT1,EP,KLHL22,EP_F2,EP,EP,2,8015.16357421875
Q53GT1,EP,KLHL22,EP_F1,EP,EP,1,6961.71630859375
Q53GT1,EP,KLHL22,EP_F4,EP,EP,4,5612.23486328125
Q9UHP3,EP,USP25,EP_F1,EP,EP,1,2657.8056640625
Q9UHP3,EP,USP25,EP_F4,EP,EP,4,4554.78076171875
Q9UHP3,EP,USP25,EP_F2,EP,EP,2,4307.7080078125
Q9UHP3,EP,USP25,EP_F3,EP,EP,3,3322.966552734375
Q13099,EP,IFT88,EP_F4,EP,EP,4,5069.1396484375
Q9UG56,EP,PISD,EP_F2,EP,EP,2,8127.9541015625
Q9UG56,EP,PISD,EP_F3,EP,EP,3,2447.3134765625
Q9UG56,EP,PISD,EP_F1,EP,EP,1,6327.93701171875
Q9NYL2,EP,MAP3K20,EP_F1,EP,EP,1,1212.959716796875
Q9NYL2,EP,MAP3K20,EP_F4,EP,EP,4,2049.916015625
P54793,EP,ARSF,EP_F3,EP,EP,3,7442.0615234375
P54793,EP,ARSF,EP_F1,EP,EP,1,6612.50244140625
Q96MH6,EP,TMEM68,EP_F1,EP,EP,1,4583.20458984375
Q96MH6,EP,TMEM68,EP_F3,EP,EP,3,5783.0146484375
Q96MH6,EP,TMEM68,EP_F4,EP,EP,4,2129.81982421875
Q7Z449,EP,CYP2U1,EP_F3,EP,EP,3,8132.16064453125
Q8IY31,EP,IFT20,EP_F3,EP,EP,3,2550.54541015625
Q8IY31,EP,IFT20,EP_F4,EP,EP,4,553.58709716796875
Q96DB2,EP,HDAC11,EP_F2,EP,EP,2,5011.2734375
Q14849,EP,STARD3,EP_F1,EP,EP,1,3170.952392578125
Q14849,EP,STARD3,EP_F3,EP,EP,3,5533.712890625
Q14849,EP,STARD3,EP_F4,EP,EP,4,10430.4716796875
Q14849,EP,STARD3,EP_F2,EP,EP,2,2220.65234375
Q6PII5,EP,HAGHL,EP_F2,EP,EP,2,8648.49609375
Q5NDL2,EP,EOGT,EP_F2,EP,EP,2,3099.93896484375
Q5NDL2,EP,EOGT,EP_F3,EP,EP,3,3448.35693359375
Q5NDL2,EP,EOGT,EP_F1,EP,EP,1,7614.4716796875
Q5NDL2,EP,EOGT,EP_F4,EP,EP,4,4684.7216796875
P38935,EP,IGHMBP2,EP_F2,EP,EP,2,10169.16015625
P38935,EP,IGHMBP2,EP_F3,EP,EP,3,11203.1875
P38935,EP,IGHMBP2,EP_F1,EP,EP,1,2740.173095703125
Q92636,EP,NSMAF,EP_F2,EP,EP,2,3896.061767578125
Q92636,EP,NSMAF,EP_F3,EP,EP,3,17314.626953125
Q92636,EP,NSMAF,EP_F4,EP,EP,4,2102.825439453125
Q92636,EP,NSMAF,EP_F1,EP,EP,1,1851.7845458984375
Q9Y689,EP,ARL5A,EP_F1,EP,EP,1,3886.164794921875
Q13563,EP,PKD2,EP_F2,EP,EP,2,1261.0748291015625
Q13563,EP,PKD2,EP_F3,EP,EP,3,6173.7041015625
Q13563,EP,PKD2,EP_F4,EP,EP,4,1338.285888671875
Q05823,EP,RNASEL,EP_F4,EP,EP,4,2895.570068359375
P40692,EP,MLH1,EP_F1,EP,EP,1,2565.97705078125
P40692,EP,MLH1,EP_F3,EP,EP,3,5908.88330078125
P40692,EP,MLH1,EP_F2,EP,EP,2,9707.9560546875
P40692,EP,MLH1,EP_F4,EP,EP,4,4431.109375
P03923,EP,MT-ND6,EP_F3,EP,EP,3,6552.25146484375
O43808,EP,SLC25A17,EP_F3,EP,EP,3,39222.390625
Q9BSK2,EP,SLC25A33,EP_F3,EP,EP,3,11761.125
Q9BSK2,EP,SLC25A33,EP_F4,EP,EP,4,7914.92578125
Q9BSK2,EP,SLC25A33,EP_F1,EP,EP,1,4948.857421875
Q6V1X1,EP,DPP8,EP_F3,EP,EP,3,16606.384765625
Q6V1X1,EP,DPP8,EP_F1,EP,EP,1,9079.5302734375
Q6V1X1,EP,DPP8,EP_F2,EP,EP,2,8796.8642578125
Q6V1X1,EP,DPP8,EP_F4,EP,EP,4,17342.69921875
O60499,EP,STX10,EP_F2,EP,EP,2,5688.73974609375
Q92903,EP,CDS1,EP_F4,EP,EP,4,12329.3037109375
Q92903,EP,CDS1,EP_F3,EP,EP,3,2230.383544921875
Q8IWT6,EP,LRRC8A,EP_F1,EP,EP,1,15134.1591796875
Q6P3X3,EP,TTC27,EP_F2,EP,EP,2,2857.99462890625
Q9NWS8,EP,RMND1,EP_F1,EP,EP,1,2540.198486328125
Q9NWS8,EP,RMND1,EP_F2,EP,EP,2,8360.341796875
Q9NWS8,EP,RMND1,EP_F3,EP,EP,3,9170.16015625
Q8N414,EP,PGBD5,EP_F2,EP,EP,2,11914.68359375
Q9Y606,EP,PUS1,EP_F3,EP,EP,3,3751.90625
Q9Y606,EP,PUS1,EP_F4,EP,EP,4,3162.85693359375
Q9Y606,EP,PUS1,EP_F1,EP,EP,1,3044.491943359375
Q9Y606,EP,PUS1,EP_F2,EP,EP,2,2043.6351318359375
Q96RQ3,EP,MCCC1,EP_F2,EP,EP,2,16791.96484375
Q96RQ3,EP,MCCC1,EP_F3,EP,EP,3,30260.78125
Q96RQ3,EP,MCCC1,EP_F4,EP,EP,4,7410.5986328125
Q96RQ3,EP,MCCC1,EP_F1,EP,EP,1,5450.16064453125
P52735,EP,VAV2,EP_F1,EP,EP,1,3113.610595703125
P52735,EP,VAV2,EP_F4,EP,EP,4,2614.08203125
Q8N4A0,EP,GALNT4,EP_F2,EP,EP,2,7121.87548828125
Q86X27,EP,RALGPS2,EP_F3,EP,EP,3,1447.4041748046875
Q15139,EP,PRKD1,EP_F1,EP,EP,1,1989.689697265625
Q15139,EP,PRKD1,EP_F2,EP,EP,2,1593.252197265625
Q9NX36,EP,DNAJC28,EP_F2,EP,EP,2,4248.6259765625
Q6BDS2,EP,BLTP3A,EP_F1,EP,EP,1,2653.054443359375
Q6BDS2,EP,BLTP3A,EP_F2,EP,EP,2,8963.73046875
Q9BVG9,EP,PTDSS2,EP_F3,EP,EP,3,1561.813232421875
Q9BVG9,EP,PTDSS2,EP_F4,EP,EP,4,1615.924560546875
P30536,EP,TSPO,EP_F2,EP,EP,2,7631.419921875
P30536,EP,TSPO,EP_F4,EP,EP,4,6940.212890625
P12273,EP,PIP,EP_F3,EP,EP,3,9410.5830078125
Q8NBP0,EP,TTC13,EP_F3,EP,EP,3,7547.7490234375
Q7Z4G4,EP,TRMT11,EP_F2,EP,EP,2,4913.8349609375
Q7Z4G4,EP,TRMT11,EP_F3,EP,EP,3,3168.716064453125
Q7Z4G4,EP,TRMT11,EP_F1,EP,EP,1,2549.6220703125
Q9Y519,EP,TMEM184B,EP_F1,EP,EP,1,3345.93994140625
Q9Y519,EP,TMEM184B,EP_F4,EP,EP,4,3288.984375
P54098,EP,POLG,EP_F2,EP,EP,2,8059.560546875
Q5SRE5,EP,NUP188,EP_F2,EP,EP,2,14236.0205078125
Q5SRE5,EP,NUP188,EP_F3,EP,EP,3,9118.265625
Q5SRE5,EP,NUP188,EP_F4,EP,EP,4,3378.1796875
P01100,EP,FOS,EP_F1,EP,EP,1,24931.8046875
P01100,EP,FOS,EP_F2,EP,EP,2,8683.5869140625
P01100,EP,FOS,EP_F4,EP,EP,4,1941.95947265625
Q96AQ8,EP,MCUR1,EP_F2,EP,EP,2,28759.380859375
O14920,EP,IKBKB,EP_F2,EP,EP,2,11800.0400390625
Q16798,EP,ME3,EP_F3,EP,EP,3,6874.03955078125
Q92777,EP,SYN2,EP_F4,EP,EP,4,5579.29150390625
Q92777,EP,SYN2,EP_F1,EP,EP,1,6798.62255859375
Q99490,EP,AGAP2,EP_F1,EP,EP,1,3244.19091796875
Q96EF6,EP,FBXO17,EP_F3,EP,EP,3,8498.6572265625
Q9Y294,EP,ASF1A,EP_F3,EP,EP,3,12579.908203125
Q9Y294,EP,ASF1A,EP_F4,EP,EP,4,10080.9560546875
Q9Y294,EP,ASF1A,EP_F1,EP,EP,1,3637.321533203125
Q10587,EP,TEF,EP_F2,EP,EP,2,12754.0126953125
Q96G97,EP,BSCL2,EP_F1,EP,EP,1,2240.539794921875
Q96G97,EP,BSCL2,EP_F2,EP,EP,2,1687.4703369140625
Q96G97,EP,BSCL2,EP_F3,EP,EP,3,3325.035400390625
Q96G97,EP,BSCL2,EP_F4,EP,EP,4,15490.8896484375
O15013,EP,ARHGEF10,EP_F2,EP,EP,2,7606.0576171875
Q8TDY2,EP,RB1CC1,EP_F2,EP,EP,2,6752.916015625
Q8IVV7,EP,GID4,EP_F3,EP,EP,3,5985.1337890625
Q8IVV7,EP,GID4,EP_F2,EP,EP,2,5293.3974609375
Q12767,EP,TMEM94,EP_F3,EP,EP,3,6797.47705078125
Q12767,EP,TMEM94,EP_F1,EP,EP,1,6087.39892578125
Q9NTW7,EP,ZFP64,EP_F2,EP,EP,2,8070.9052734375
Q9NTW7,EP,ZFP64,EP_F3,EP,EP,3,941.6429443359375
Q9NX95,EP,SYBU,EP_F1,EP,EP,1,4294.74609375
Q9UKW4,EP,VAV3,EP_F2,EP,EP,2,13090.4091796875
Q9UKW4,EP,VAV3,EP_F3,EP,EP,3,1239.9609375
Q9UKW4,EP,VAV3,EP_F4,EP,EP,4,5057.390625
A6NHX0,EP,CASTOR2,EP_F2,EP,EP,2,1549.8193359375
A6NHX0,EP,CASTOR2,EP_F3,EP,EP,3,1569.37646484375
Q9UNA1,EP,ARHGAP26,EP_F2,EP,EP,2,5250.37451171875
P00414,EP,MT-CO3,EP_F3,EP,EP,3,7763.52001953125
P00414,EP,MT-CO3,EP_F4,EP,EP,4,3409.553466796875
P49917,EP,LIG4,EP_F2,EP,EP,2,20792.23046875
P49917,EP,LIG4,EP_F1,EP,EP,1,12050.4345703125
P49917,EP,LIG4,EP_F3,EP,EP,3,13687.58203125
Q9ULQ0,EP,STRIP2,EP_F2,EP,EP,2,5072.06591796875
Q9ULQ0,EP,STRIP2,EP_F3,EP,EP,3,5775.46630859375
Q04771,EP,ACVR1,EP_F4,EP,EP,4,12351.5947265625
Q04771,EP,ACVR1,EP_F3,EP,EP,3,15654.3291015625
Q9Y223,EP,GNE,EP_F2,EP,EP,2,1662.960693359375
Q9Y223,EP,GNE,EP_F3,EP,EP,3,3494.359619140625
Q9Y223,EP,GNE,EP_F4,EP,EP,4,4825.26318359375
Q9Y223,EP,GNE,EP_F1,EP,EP,1,1720.8416748046875
Q9UKY4,EP,POMT2,EP_F1,EP,EP,1,4125.791015625
Q9UKY4,EP,POMT2,EP_F4,EP,EP,4,2782.041015625
Q9UKY4,EP,POMT2,EP_F3,EP,EP,3,4495.4140625
Q9Y673,EP,ALG5,EP_F1,EP,EP,1,3133.66650390625
Q9Y673,EP,ALG5,EP_F4,EP,EP,4,3492.242431640625
Q9Y673,EP,ALG5,EP_F2,EP,EP,2,7698.12744140625
Q9Y673,EP,ALG5,EP_F3,EP,EP,3,7833.29248046875
Q96RT7,EP,TUBGCP6,EP_F3,EP,EP,3,7370.05322265625
Q96RT7,EP,TUBGCP6,EP_F2,EP,EP,2,11959.3046875
Q5SZL2,EP,CEP85L,EP_F1,EP,EP,1,2730.734375
Q5SZL2,EP,CEP85L,EP_F4,EP,EP,4,1871.1312255859375
P52630,EP,STAT2,EP_F1,EP,EP,1,1298.3759765625
P52630,EP,STAT2,EP_F4,EP,EP,4,2703.7099609375
Q6NXT4,EP,SLC30A6,EP_F2,EP,EP,2,5129.59765625
Q6NXT4,EP,SLC30A6,EP_F3,EP,EP,3,8714.076171875
Q9UJG1,EP,MOSPD1,EP_F1,EP,EP,1,6397.451171875
Q9UJG1,EP,MOSPD1,EP_F4,EP,EP,4,10116.2294921875
P54198,EP,HIRA,EP_F4,EP,EP,4,7163.25244140625
P54198,EP,HIRA,EP_F3,EP,EP,3,3929.320068359375
P54198,EP,HIRA,EP_F1,EP,EP,1,6291.8017578125
Q96JN8,EP,NEURL4,EP_F3,EP,EP,3,4427.44091796875
Q96JG8,EP,MAGED4B,EP_F2,EP,EP,2,3062.88818359375
Q96JG8,EP,MAGED4B,EP_F3,EP,EP,3,1741.94287109375
Q6P1R3,EP,MSANTD2,EP_F2,EP,EP,2,9142.2421875
Q9UBX3,EP,SLC25A10,EP_F1,EP,EP,1,2252.8857421875
Q9UBX3,EP,SLC25A10,EP_F2,EP,EP,2,3688.46875
Q9UBX3,EP,SLC25A10,EP_F4,EP,EP,4,12151.7412109375
Q9UBX3,EP,SLC25A10,EP_F3,EP,EP,3,3638.415771484375
Q9P2G3,EP,KLHL14,EP_F2,EP,EP,2,1574.62548828125
Q9P2G3,EP,KLHL14,EP_F3,EP,EP,3,4301.43212890625
Q9P2G3,EP,KLHL14,EP_F1,EP,EP,1,984.6348876953125
Q9P2G3,EP,KLHL14,EP_F4,EP,EP,4,5803.416015625
Q6ZPD9,EP,DPY19L3,EP_F2,EP,EP,2,2645.19873046875
Q6ZPD9,EP,DPY19L3,EP_F3,EP,EP,3,6824.97705078125
Q6ZPD9,EP,DPY19L3,EP_F1,EP,EP,1,2737.267333984375
Q6ZPD9,EP,DPY19L3,EP_F4,EP,EP,4,2973.533447265625
Q92800,EP,EZH1,EP_F2,EP,EP,2,545.71405029296875
Q92800,EP,EZH1,EP_F3,EP,EP,3,462.21868896484375
Q9NPL8,EP,TIMMDC1,EP_F3,EP,EP,3,3667.102294921875
Q9NPL8,EP,TIMMDC1,EP_F4,EP,EP,4,1081.8353271484375
Q9NPL8,EP,TIMMDC1,EP_F1,EP,EP,1,1008.7877807617188
Q8IUX4,EP,APOBEC3F,EP_F1,EP,EP,1,1663.9190673828125
Q8IUX4,EP,APOBEC3F,EP_F4,EP,EP,4,2307.085693359375
Q8IUX4,EP,APOBEC3F,EP_F3,EP,EP,3,1539.2410888671875
Q92888,EP,ARHGEF1,EP_F1,EP,EP,1,1317.188720703125
Q92888,EP,ARHGEF1,EP_F4,EP,EP,4,2837.2080078125
Q6PI78,EP,TMEM65,EP_F2,EP,EP,2,16214.6591796875
Q6PI78,EP,TMEM65,EP_F3,EP,EP,3,11979.984375
Q9Y4P8,EP,WIPI2,EP_F3,EP,EP,3,15854.1748046875
Q9Y4P8,EP,WIPI2,EP_F4,EP,EP,4,16763.615234375
Q9Y4P8,EP,WIPI2,EP_F2,EP,EP,2,11451.3486328125
Q9Y4P8,EP,WIPI2,EP_F1,EP,EP,1,12991.4482421875
Q14644,EP,RASA3,EP_F4,EP,EP,4,6961.83203125
Q9P0M2,EP,AKAP7,EP_F3,EP,EP,3,7502.69970703125
Q9P0M2,EP,AKAP7,EP_F4,EP,EP,4,2874.428466796875
Q9P0M2,EP,AKAP7,EP_F1,EP,EP,1,2436.274169921875
Q9P0M2,EP,AKAP7,EP_F2,EP,EP,2,2996.796142578125
Q9UJV8,EP,PURG,EP_F2,EP,EP,2,6485.31787109375
Q9UJV8,EP,PURG,EP_F4,EP,EP,4,4983.93798828125
Q9UJV8,EP,PURG,EP_F1,EP,EP,1,3587.205078125
Q9UJV8,EP,PURG,EP_F3,EP,EP,3,4198.443359375
Q8TB22,EP,SPATA20,EP_F3,EP,EP,3,11769.681640625
Q8TB22,EP,SPATA20,EP_F4,EP,EP,4,10225.173828125
Q8TB22,EP,SPATA20,EP_F2,EP,EP,2,9618.6376953125
Q92781,EP,RDH5,EP_F2,EP,EP,2,6324.56640625
Q92781,EP,RDH5,EP_F4,EP,EP,4,3005.322021484375
Q92781,EP,RDH5,EP_F3,EP,EP,3,4316.88916015625
P51797,EP,CLCN6,EP_F3,EP,EP,3,3048.374267578125
P51797,EP,CLCN6,EP_F1,EP,EP,1,4140.49609375
P51797,EP,CLCN6,EP_F4,EP,EP,4,3669.39306640625
Q14188,EP,TFDP2,EP_F2,EP,EP,2,9275.615234375
Q9Y672,EP,ALG6,EP_F4,EP,EP,4,5463.3662109375
Q99836,EP,MYD88,EP_F1,EP,EP,1,3822.055419921875
Q99836,EP,MYD88,EP_F2,EP,EP,2,5769.640625
Q9H7H0,EP,METTL17,EP_F2,EP,EP,2,7218.62158203125
Q9H7H0,EP,METTL17,EP_F3,EP,EP,3,1486.0494384765625
Q86W56,EP,PARG,EP_F4,EP,EP,4,4065.082763671875
Q86W56,EP,PARG,EP_F3,EP,EP,3,3875.30224609375
Q9H1Z9,EP,TSPAN10,EP_F3,EP,EP,3,3142.43896484375
Q9H1Z9,EP,TSPAN10,EP_F4,EP,EP,4,3524.913330078125
Q9H1Z9,EP,TSPAN10,EP_F2,EP,EP,2,3207.001220703125
Q9H1Z9,EP,TSPAN10,EP_F1,EP,EP,1,2226.1162109375
Q96FJ0,EP,STAMBPL1,EP_F1,EP,EP,1,17431.13671875
Q96FJ0,EP,STAMBPL1,EP_F2,EP,EP,2,327242
Q9ULK4,EP,MED23,EP_F4,EP,EP,4,1042.323486328125
Q9ULK4,EP,MED23,EP_F2,EP,EP,2,1764.32470703125
Q9ULK4,EP,MED23,EP_F1,EP,EP,1,1548.7613525390625
Q562E7,EP,WDR81,EP_F4,EP,EP,4,1163.707275390625
Q32NB8,EP,PGS1,EP_F1,EP,EP,1,2253.837646484375
Q32NB8,EP,PGS1,EP_F2,EP,EP,2,2579.087646484375
Q92963,EP,RIT1,EP_F2,EP,EP,2,10292.0390625
P59780,EP,AP3S2,EP_F1,EP,EP,1,1210.6444091796875
P59780,EP,AP3S2,EP_F3,EP,EP,3,3420.822265625
P59780,EP,AP3S2,EP_F4,EP,EP,4,7922.4072265625
P38571,EP,LIPA,EP_F2,EP,EP,2,10055.5205078125
P38571,EP,LIPA,EP_F3,EP,EP,3,6664.3662109375
Q8NCT1,EP,ARRDC4,EP_F4,EP,EP,4,52268.21875
Q8TDC3,EP,BRSK1,EP_F3,EP,EP,3,5953.24853515625
Q8IWT0,EP,ZBTB8OS,EP_F1,EP,EP,1,2192.853759765625
Q8IWT0,EP,ZBTB8OS,EP_F2,EP,EP,2,5914.07275390625
Q8IWT0,EP,ZBTB8OS,EP_F3,EP,EP,3,4804.48583984375
Q8IWT0,EP,ZBTB8OS,EP_F4,EP,EP,4,1546.73486328125
Q13003,EP,GRIK3,EP_F1,EP,EP,1,3404.158203125
Q13003,EP,GRIK3,EP_F2,EP,EP,2,6502.54833984375
Q13003,EP,GRIK3,EP_F4,EP,EP,4,2394.60693359375
P42226,EP,STAT6,EP_F2,EP,EP,2,5275.07177734375
Q8NBA8,EP,DTWD2,EP_F2,EP,EP,2,3034.561279296875
Q96CP6,EP,GRAMD1A,EP_F1,EP,EP,1,4295.853515625
Q96CP6,EP,GRAMD1A,EP_F2,EP,EP,2,1259.041015625
Q9BPZ7,EP,MAPKAP1,EP_F4,EP,EP,4,1985.2154541015625
Q9BPZ7,EP,MAPKAP1,EP_F2,EP,EP,2,14704.7646484375
Q9BPZ7,EP,MAPKAP1,EP_F3,EP,EP,3,1900.0115966796875
Q9BPZ7,EP,MAPKAP1,EP_F1,EP,EP,1,3791.171875
P0DTL6,EP,ZFTRAF1,EP_F4,EP,EP,4,4294.7197265625
P0DTL6,EP,ZFTRAF1,EP_F3,EP,EP,3,5414.3916015625
Q96QG7,EP,MTMR9,EP_F4,EP,EP,4,7111.0771484375
Q96QG7,EP,MTMR9,EP_F1,EP,EP,1,3313.19189453125
Q96QG7,EP,MTMR9,EP_F3,EP,EP,3,3902.069580078125
Q96QG7,EP,MTMR9,EP_F2,EP,EP,2,5490.52392578125
P31641,EP,SLC6A6,EP_F1,EP,EP,1,1869.4337158203125
P31641,EP,SLC6A6,EP_F2,EP,EP,2,13280.0078125
P31641,EP,SLC6A6,EP_F3,EP,EP,3,12005.7451171875
Q9NTI2,EP,ATP8A2,EP_F2,EP,EP,2,38758.6875
Q5T3F8,EP,TMEM63B,EP_F3,EP,EP,3,8963.697265625
Q5T3F8,EP,TMEM63B,EP_F1,EP,EP,1,7599.9775390625
Q9H497,EP,TOR3A,EP_F3,EP,EP,3,10300.103515625
Q96QA5,EP,GSDMA,EP_F1,EP,EP,1,6780.90478515625
Q96QA5,EP,GSDMA,EP_F4,EP,EP,4,6158.35302734375
P42336,EP,PIK3CA,EP_F1,EP,EP,1,9564.3974609375
P42336,EP,PIK3CA,EP_F3,EP,EP,3,35303.08984375
P42336,EP,PIK3CA,EP_F4,EP,EP,4,17382.359375
P42336,EP,PIK3CA,EP_F2,EP,EP,2,6848.97021484375
Q9Y5Z7,EP,HCFC2,EP_F1,EP,EP,1,1788.658203125
Q9Y5Z7,EP,HCFC2,EP_F2,EP,EP,2,2123.0556640625
Q8WWZ7,EP,ABCA5,EP_F3,EP,EP,3,14723.7353515625
O75140,EP,DEPDC5,EP_F2,EP,EP,2,4944.33447265625
O75140,EP,DEPDC5,EP_F3,EP,EP,3,889.08258056640625
Q8WYB5,EP,KAT6B,EP_F4,EP,EP,4,2889.1357421875
Q6UW02,EP,CYP20A1,EP_F3,EP,EP,3,6425.14501953125
Q6UW02,EP,CYP20A1,EP_F2,EP,EP,2,8023.27197265625
Q9H0U3,EP,MAGT1,EP_F1,EP,EP,1,5832.58251953125
Q9H0U3,EP,MAGT1,EP_F2,EP,EP,2,6479.978515625
Q9H0U3,EP,MAGT1,EP_F3,EP,EP,3,45585.296875
Q9H0U3,EP,MAGT1,EP_F4,EP,EP,4,11157.1796875
P25713,EP,MT3,EP_F1,EP,EP,1,2261.962646484375
Q9HAT8,EP,PELI2,EP_F3,EP,EP,3,6985.28759765625
Q9HAT8,EP,PELI2,EP_F4,EP,EP,4,3349.775634765625
Q32P51,EP,HNRNPA1L2,EP_F3,EP,EP,3,1878156.25
Q8N8R3,EP,SLC25A29,EP_F1,EP,EP,1,6721.09375
Q8N8R3,EP,SLC25A29,EP_F4,EP,EP,4,4465.06787109375
Q5T1V6,EP,DDX59,EP_F1,EP,EP,1,1945.781005859375
Q5T1V6,EP,DDX59,EP_F3,EP,EP,3,2562.581298828125
Q96Q15,EP,SMG1,EP_F2,EP,EP,2,2833.200927734375
Q96Q15,EP,SMG1,EP_F3,EP,EP,3,3056.778564453125
Q9UBH6,EP,XPR1,EP_F3,EP,EP,3,2251.29150390625
Q9UBH6,EP,XPR1,EP_F4,EP,EP,4,559.02203369140625
Q9UBH6,EP,XPR1,EP_F2,EP,EP,2,3038.8125
P54922,EP,ADPRH,EP_F1,EP,EP,1,2755.9716796875
P54922,EP,ADPRH,EP_F4,EP,EP,4,12441.9150390625
Q6P1Q0,EP,LETMD1,EP_F2,EP,EP,2,4918.14306640625
Q6P1Q0,EP,LETMD1,EP_F1,EP,EP,1,1281.984375
Q6P1Q0,EP,LETMD1,EP_F4,EP,EP,4,3258.725341796875
Q6P1Q0,EP,LETMD1,EP_F3,EP,EP,3,18071.806640625
O00750,EP,PIK3C2B,EP_F3,EP,EP,3,3093.18017578125
Q8IUC8,EP,GALNT13,EP_F3,EP,EP,3,6449.41162109375
Q8IUC8,EP,GALNT13,EP_F4,EP,EP,4,1156.1666259765625
Q8IUC8,EP,GALNT13,EP_F2,EP,EP,2,1079.6278076171875
Q6ZTN6,EP,ANKRD13D,EP_F2,EP,EP,2,9024.1513671875
Q15526,EP,SURF1,EP_F3,EP,EP,3,8646.37109375
Q15526,EP,SURF1,EP_F4,EP,EP,4,16880.078125
Q15526,EP,SURF1,EP_F1,EP,EP,1,7240.66162109375
Q9HCE6,EP,ARHGEF10L,EP_F1,EP,EP,1,246.58761596679688
Q9HCE6,EP,ARHGEF10L,EP_F2,EP,EP,2,3709.00244140625
Q9HCE6,EP,ARHGEF10L,EP_F4,EP,EP,4,1555.4832763671875
Q86XS8,EP,RNF130,EP_F2,EP,EP,2,1962.78271484375
Q8N4Q1,EP,CHCHD4,EP_F1,EP,EP,1,5673.27099609375
Q8N4Q1,EP,CHCHD4,EP_F2,EP,EP,2,9244.2734375
Q86V85,EP,GPR180,EP_F2,EP,EP,2,3912.807861328125
Q86V85,EP,GPR180,EP_F3,EP,EP,3,1299.6329345703125
Q86V85,EP,GPR180,EP_F1,EP,EP,1,1572.49267578125
Q86V85,EP,GPR180,EP_F4,EP,EP,4,1335.2156982421875
Q59FN2,EP,,EP_F3,EP,EP,3,6996.9375
Q59FN2,EP,,EP_F4,EP,EP,4,10901.4873046875
Q96AA3,EP,RFT1,EP_F2,EP,EP,2,7433.4931640625
Q96AA3,EP,RFT1,EP_F3,EP,EP,3,8372.650390625
Q96P53,EP,WDFY2,EP_F2,EP,EP,2,9440.8037109375
Q9HBD1,EP,RC3H2,EP_F2,EP,EP,2,7460.8359375
Q9HBD1,EP,RC3H2,EP_F3,EP,EP,3,1397.475341796875
Q9BV47,EP,DUSP26,EP_F3,EP,EP,3,9019.1650390625
Q9Y324,EP,FCF1,EP_F2,EP,EP,2,511821.0625
Q9P2P5,EP,HECW2,EP_F3,EP,EP,3,4910.82080078125
Q9P2P5,EP,HECW2,EP_F4,EP,EP,4,5867.60791015625
Q96R05,EP,RBP7,EP_F1,EP,EP,1,5114.794921875
Q96R05,EP,RBP7,EP_F4,EP,EP,4,8744.8037109375
Q59EK9,EP,RUNDC3A,EP_F3,EP,EP,3,2272.134521484375
Q59EK9,EP,RUNDC3A,EP_F1,EP,EP,1,4285.25439453125
Q59EK9,EP,RUNDC3A,EP_F4,EP,EP,4,1680.0721435546875
