Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0279550,Adult Rhabdomyosarcoma,,-2.8,1.9,3.4,30230,509,896,28,3.1,0.58,595|858|1026|1028|2737|3014|3082|3383|3479|3489|3667|4267|4288|4810|4854|6387|6696|6909|7030|7138|7903|8772|9734|9759|10252|10413|23528|58191,CCND1|CAV2|CDKN1A|CDKN1C|GLI3|H2AX|HGF|ICAM1|IGF1|IGFBP6|IRS1|CD99|MKI67|NHS|NOTCH3|CXCL12|SPP1|TBX2|TFE3|TNNT1|ST8SIA4|FADD|HDAC9|HDAC4|SPRY1|YAP1|ZNF281|CXCL16,-1,MyList
Transcription Factor Targets,16,M30167,SNAI1 TARGET GENES,,-2.8,1.9,3.4,30230,509,896,28,3.1,0.58,3955|4155|4300|4324|4717|4739|7286|8766|9325|10413|23518|25959|27086|29079|51070|51599|55798|56006|57117|57724|83860|84335|84872|85379|92105|339448|345757|728568,LFNG|MBP|MLLT3|MMP15|NDUFC1|NEDD9|TUFT1|RAB11A|TRIP4|YAP1|R3HDM1|KANK2|FOXP1|MED4|NOSIP|LSR|METTL2B|SMG9|INTS12|EPG5|TAF3|AKT1S1|ZC3H10|KIAA1671|INTS4|C1orf174|FAM174A|UQCC6,-1,MyList
DisGeNET,35,C0339467,Proliferative retinopathy,,-2.8,4.1,4.2,30230,57,896,7,0.78,0.29,1636|3479|6091|6387|9388|9723|51129,ACE|IGF1|ROBO1|CXCL12|LIPG|SEMA3E|ANGPTL4,-1,MyList
Transcription Factor Targets,16,M11698,YY1 Q6,,-2.8,2.3,3.6,30230,251,896,17,1.9,0.46,595|3297|4216|4335|5116|6925|8926|9611|10489|22794|23208|25921|26099|29890|51244|57456|93643,CCND1|HSF1|MAP3K4|MNT|PCNT|TCF4|SNURF|NCOR1|LRRC41|CASC3|SYT11|ZDHHC5|SZRD1|RBM15B|CCDC174|KIAA1143|TJAP1,-1,MyList
Transcription Factor Targets,16,M9645,GGGYGTGNY UNKNOWN,,-2.8,1.7,3.3,30230,686,896,35,3.9,0.65,819|1489|1947|2791|2869|4286|4772|5101|5662|6320|6522|6666|7030|7041|8553|8897|9686|9724|10282|10524|30011|55028|57630|64375|65078|80271|81558|84254|84668|91289|92105|127435|153443|221914|388272,CAMLG|CTF1|EFNB1|GNG11|GRK5|MITF|NFATC1|PCDH9|PSD|CLEC11A|SLC4A2|SOX12|TFE3|TGFB1I1|BHLHE40|MTMR3|VGLL4|UTP14C|BET1|KAT5|SH3KBP1|MTNAP1|SH3RF1|IKZF4|RTN4R|ITPKC|FAM117A|CAMKK1|HYCC1|LMF2|INTS4|PODN|SRFBP1|GPC2|C16orf87,-1,MyList
Transcription Factor Targets,16,M19101,MMEF2 Q6,,-2.8,2.2,3.5,30230,274,896,18,2,0.47,862|1454|4286|4734|5218|6660|6792|8553|9139|10150|10602|22807|23767|57468|59269|131377|283149|340719,RUNX1T1|CSNK1E|MITF|NEDD4|CDK14|SOX5|CDKL5|BHLHE40|CBFA2T2|MBNL2|CDC42EP3|IKZF2|FLRT3|SLC12A5|HIVEP3|KLHL40|BCL9L|NANOS1,-1,MyList
DisGeNET,35,C0201973,Creatine kinase measurement,,-2.8,5.8,4.5,30230,29,896,5,0.56,0.25,350|4703|9846|51271|57591,APOH|NEB|GAB2|UBAP1|MRTFA,-1,MyList
Transcription Factor Targets,16,M18230,ETS Q4,,-2.8,2.3,3.6,30230,252,896,17,1.9,0.46,2067|4734|5099|6777|6938|9530|9846|11278|27086|51132|51599|57804|79884|80774|81706|84872|129685,ERCC1|NEDD4|PCDH7|STAT5B|TCF12|BAG4|GAB2|KLF12|FOXP1|RLIM|LSR|POLD4|MAP9|LIMD2|PPP1R14C|ZC3H10|TAF8,-1,MyList
DisGeNET,35,C1397307,Cardiac fibrosis,,-2.8,2.2,3.5,30230,297,896,19,2.1,0.48,1489|1634|1636|2869|3082|3297|3479|4060|4286|4969|6047|6696|8553|9734|10631|57333|57591|64388|80310,CTF1|DCN|ACE|GRK5|HGF|HSF1|IGF1|LUM|MITF|OGN|RNF4|SPP1|BHLHE40|HDAC9|POSTN|RCN3|MRTFA|GREM2|PDGFD,-0.99,MyList
Cell Type Signatures,7,M41651,TRAVAGLINI LUNG BASAL CELL,,-2.8,2.5,3.6,30230,188,896,14,1.6,0.41,71|715|1265|1634|1946|2719|3487|3489|6002|6925|8425|64129|65062|84909,ACTG1|C1R|CNN2|DCN|EFNA5|GPC3|IGFBP4|IGFBP6|RGS12|TCF4|LTBP4|TINAGL1|TMEM237|AOPEP,-0.99,MyList
Transcription Factor Targets,16,M4873,OLF1 01,,-2.8,2.2,3.5,30230,275,896,18,2,0.47,2104|2122|4324|4756|5662|6660|7227|7554|9854|10524|23518|26099|57620|81558|81628|126299|160760|256643,ESRRG|MECOM|MMP15|NEO1|PSD|SOX5|TRPS1|ZNF8|C2CD2L|KAT5|R3HDM1|SZRD1|STIM2|FAM117A|TSC22D4|ZNF428|PPTC7|BCLAF3,-0.98,MyList
Transcription Factor Targets,16,M30340,ZNF528 TARGET GENES,,-2.8,1.7,3.3,30230,793,896,39,4.4,0.68,705|822|904|2002|2067|3083|4060|4750|6529|7041|7138|7145|7554|8425|9325|9759|10413|10524|11129|23767|51070|51271|57224|57724|79155|79884|80789|83636|84132|84909|115939|124790|126526|219541|253725|284058|344658|387680|728568,BYSL|CAPG|CCNT1|ELK1|ERCC1|HGFAC|LUM|NEK1|SLC6A1|TGFB1I1|TNNT1|TNS1|ZNF8|LTBP4|TRIP4|HDAC4|YAP1|KAT5|CLASRP|FLRT3|NOSIP|UBAP1|NHSL1|EPG5|TNIP2|MAP9|INTS5|C19orf12|USP42|AOPEP|TSR3|HEXIM2|C19orf47|MED19|WASHC2C|KANSL1|SAMD7|WASHC2A|UQCC6,-0.98,MyList
DisGeNET,35,C0241210,Speech Delay,,-2.8,4.1,4.1,30230,58,896,7,0.78,0.29,2077|5662|6660|6792|25792|27086|284058,ERF|PSD|SOX5|CDKL5|CIZ1|FOXP1|KANSL1,-0.98,MyList
Transcription Factor Targets,16,M2274,AR 03,,-2.8,4.1,4.1,30230,58,896,7,0.78,0.29,4900|9547|22807|57724|122060|140890|159195,NRGN|CXCL14|IKZF2|EPG5|SLAIN1|SREK1|USP54,-0.98,MyList
DisGeNET,35,C0202236,Triglycerides measurement,,-2.8,1.8,3.3,30230,563,896,30,3.3,0.6,350|1026|3083|3383|3479|4211|4299|4854|6934|8220|9411|9478|9846|10524|22864|23368|26037|51129|54487|54815|54984|55596|56776|57094|81849|85463|91050|94137|112752|284018,APOH|CDKN1A|HGFAC|ICAM1|IGF1|MEIS1|AFF1|NOTCH3|TCF7L2|ESS2|ARHGAP29|CABP1|GAB2|KAT5|R3HDM2|PPP1R13B|SIPA1L1|ANGPTL4|DGCR8|GATAD2A|PINX1|ZCCHC8|FMN2|CPA6|ST6GALNAC5|ZC3H12C|CCDC149|RP1L1|IFT43|C17orf58,-0.97,MyList
DisGeNET,35,C0085669,Acute leukemia,,-2.8,1.7,3.3,30230,639,896,33,3.7,0.63,173|595|664|862|1611|1636|2122|2147|2158|3014|3133|3400|4211|4291|4299|4300|4311|6387|6777|7456|8233|8805|8861|9611|9734|10413|10848|25901|57099|79870|84260|84444|129685,AFM|CCND1|BNIP3|RUNX1T1|DAP|ACE|MECOM|F2|F9|H2AX|HLA-E|ID4|MEIS1|MLF1|AFF1|MLLT3|MME|CXCL12|STAT5B|WIPF1|ZRSR2|TRIM24|LDB1|NCOR1|HDAC9|YAP1|PPP1R13L|CCDC28A|AVEN|BAALC|TCHP|DOT1L|TAF8,-0.97,MyList
Cell Type Signatures,7,M41718,FAN OVARY CL16 LYMPHATIC ENDOTHELIAL CELL,,-2.8,2.3,3.5,30230,232,896,16,1.8,0.44,595|2791|3133|3487|5806|6281|6464|6925|8496|8766|9411|9686|53826|57035|57509|114908,CCND1|GNG11|HLA-E|IGFBP4|PTX3|S100A10|SHC1|TCF4|PPFIBP1|RAB11A|ARHGAP29|VGLL4|FXYD6|RSRP1|MTUS1|TMEM123,-0.97,MyList
DisGeNET,35,C0039101,synovial sarcoma,,-2.8,2.1,3.5,30230,299,896,19,2.1,0.48,595|629|1026|1636|2002|2073|2147|3082|3383|3479|4267|4288|4734|5076|6387|9734|26039|26471|65980,CCND1|CFB|CDKN1A|ACE|ELK1|ERCC5|F2|HGF|ICAM1|IGF1|CD99|MKI67|NEDD4|PAX2|CXCL12|HDAC9|SS18L1|NUPR1|BRD9,-0.97,MyList
Transcription Factor Targets,16,M29962,F10 TARGET GENES,,-2.8,2.2,3.5,30230,277,896,18,2,0.47,1501|4052|4685|4739|6002|6383|6660|6938|8658|11030|23301|23635|25960|80789|84441|134637|153443|552889,CTNND2|LTBP1|NCAM2|NEDD9|RGS12|SDC2|SOX5|TCF12|TNKS|RBPMS|EHBP1|SSBP2|ADGRA2|INTS5|MAML2|ADAT2|SRFBP1|ATXN7L3B,-0.96,MyList
DisGeNET,35,C0678230,Congenital Epicanthus,,-2.8,1.9,3.4,30230,417,896,24,2.7,0.54,71|1501|2719|2961|4854|5980|6239|6628|6660|6909|6925|6942|7424|7737|9326|9723|10082|51322|54806|65062|79848|112752|136647|284058,ACTG1|CTNND2|GPC3|GTF2E2|NOTCH3|REV3L|RREB1|SNRPB|SOX5|TBX2|TCF4|TCF20|VEGFC|RNF113A|ZNHIT3|SEMA3E|GPC6|WAC|AHI1|TMEM237|CSPP1|IFT43|MPLKIP|KANSL1,-0.96,MyList
TRRUST,34,TRR00601,Regulated by: ING4,,-2.8,7.5,4.8,30230,18,896,4,0.45,0.22,595|1026|6696|150383,CCND1|CDKN1A|SPP1|CDPF1,-0.96,MyList
Transcription Factor Targets,16,M11469,AP2 Q3,,-2.8,2.2,3.5,30230,255,896,17,1.9,0.46,333|2077|2122|3667|4335|6666|8805|11143|23054|55139|57804|65056|81849|84872|89884|221477|388115,APLP1|ERF|MECOM|IRS1|MNT|SOX12|TRIM24|KAT7|NCOA6|ANKZF1|POLD4|GPBP1|ST6GALNAC5|ZC3H10|LHX4|C6orf89|CCDC9B,-0.95,MyList
Transcription Factor Targets,16,M14786,CREB Q3,,-2.8,2.2,3.5,30230,255,896,17,1.9,0.46,595|1501|2104|4286|6909|7087|10150|23208|23239|27125|29890|51199|51562|57602|80097|80303|91289,CCND1|CTNND2|ESRRG|MITF|TBX2|ICAM5|MBNL2|SYT11|PHLPP1|AFF4|RBM15B|NIN|MBIP|USP36|MZT2B|EFHD1|LMF2,-0.95,MyList
DisGeNET,35,C0393554,Amyotrophic Lateral Sclerosis With Dementia,,-2.8,5.6,4.4,30230,30,896,5,0.56,0.25,4750|6529|10133|25978|400916,NEK1|SLC6A1|OPTN|CHMP2B|CHCHD10,-0.94,MyList
DisGeNET,35,C4509816,Squamous non-small cell lung cancer,,-2.8,5.6,4.4,30230,30,896,5,0.56,0.25,3082|3479|7270|23373|84335,HGF|IGF1|TTF1|CRTC1|AKT1S1,-0.94,MyList
DisGeNET,35,C3494422,Retrognathia,,-2.8,2.5,3.6,30230,191,896,14,1.6,0.41,71|2077|2961|5116|7737|8220|8425|9326|27086|54487|54539|55906|55975|136647,ACTG1|ERF|GTF2E2|PCNT|RNF113A|ESS2|LTBP4|ZNHIT3|FOXP1|DGCR8|NDUFB11|ZC4H2|KLHL7|MPLKIP,-0.94,MyList
Transcription Factor Targets,16,M19224,ELK1 02,,-2.8,2.2,3.5,30230,256,896,17,1.9,0.46,1163|6464|6628|10489|11143|25921|51244|54552|55589|57337|81572|83444|84298|84335|112950|255057|345757,CKS1B|SHC1|SNRPB|LRRC41|KAT7|ZDHHC5|CCDC174|GNL3L|BMP2K|SENP7|PDRG1|INO80B|LLPH|AKT1S1|MED8|CBARP|FAM174A,-0.94,MyList
Transcription Factor Targets,16,M40807,SS18 SSX1 FUSION UNIPROT Q8IZH1 UNREVIEWED TARGET GENES,,-2.8,3.3,3.8,30230,93,896,9,1,0.33,6777|6934|7227|9723|54532|84939|136227|150275|200186,STAT5B|TCF7L2|TRPS1|SEMA3E|USP53|PWWP3A|COL26A1|CCDC117|CRTC2,-0.94,MyList
Cell Type Signatures,7,M39269,HU FETAL RETINA RGC,,-2.8,1.9,3.3,30230,443,896,25,2.8,0.55,333|664|665|2044|5126|6001|6092|6281|6880|9289|10133|11030|51155|51286|53822|53826|55859|56849|65009|65055|84969|89796|151242|165215|219738,APLP1|BNIP3|BNIP3L|EPHA5|PCSK2|RGS10|ROBO2|S100A10|TAF9|ADGRG1|OPTN|RBPMS|JPT1|CEND1|FXYD7|FXYD6|BEX1|TCEAL7|NDRG4|REEP1|TOX2|NAV1|PPP1R1C|FAM171B|FAM241B,-0.94,MyList
Transcription Factor Targets,16,M40847,ELF5 TARGET GENES,,-2.7,1.9,3.3,30230,444,896,25,2.8,0.55,904|2122|3621|3707|7270|8772|9325|9686|10082|10318|10413|29079|57117|65056|65980|79005|84285|84629|84872|85395|114908|124565|200186|388695|401466,CCNT1|MECOM|ING1|ITPKB|TTF1|FADD|TRIP4|VGLL4|GPC6|TNIP1|YAP1|MED4|INTS12|GPBP1|BRD9|SCNM1|EIF1AD|TNRC18|ZC3H10|SLX9|TMEM123|SLC38A10|CRTC2|LYSMD1|RBIS,-0.93,MyList
Transcription Factor Targets,16,M10627,GAANYNYGACNY UNKNOWN,,-2.7,3.6,3.9,30230,76,896,8,0.89,0.31,1026|1163|3479|5218|6464|6938|80789|89796,CDKN1A|CKS1B|IGF1|CDK14|SHC1|TCF12|INTS5|NAV1,-0.93,MyList
Transcription Factor Targets,16,M4998,MYOD Q6 01,,-2.7,2.2,3.5,30230,257,896,17,1.9,0.46,605|862|2861|5662|7059|11155|22807|27125|51155|54806|56849|57513|64084|65009|81628|84668|266727,BCL7A|RUNX1T1|GPR37|PSD|THBS3|LDB3|IKZF2|AFF4|JPT1|AHI1|TCEAL7|CASKIN2|CLSTN2|NDRG4|TSC22D4|HYCC1|MDGA1,-0.93,MyList
Transcription Factor Targets,16,M17997,TGACGTCA ATF3 Q6,,-2.7,2.3,3.5,30230,235,896,16,1.8,0.44,665|2824|4052|4286|9956|10150|27125|54806|58191|65056|79169|84530|84872|93380|317781|345757,BNIP3L|GPM6B|LTBP1|MITF|HS3ST2|MBNL2|AFF4|AHI1|CXCL16|GPBP1|C1orf35|SRRM4|ZC3H10|MMGT1|DDX51|FAM174A,-0.93,MyList
Transcription Factor Targets,16,M17319,SPZ1 01,,-2.7,2.3,3.5,30230,235,896,16,1.8,0.44,605|2162|2824|2869|5076|5126|5662|8861|10489|23635|26099|51132|51271|57513|57649|65056,BCL7A|F13A1|GPM6B|GRK5|PAX2|PCSK2|PSD|LDB1|LRRC41|SSBP2|SZRD1|RLIM|UBAP1|CASKIN2|PHF12|GPBP1,-0.93,MyList
Transcription Factor Targets,16,M829,YTAATTAA LHX3 01,,-2.7,2.5,3.5,30230,192,896,14,1.6,0.41,862|4661|4756|5116|5564|6096|6239|8233|8805|57555|79035|79047|79365|84631,RUNX1T1|MYT1|NEO1|PCNT|PRKAB1|RORB|RREB1|ZRSR2|TRIM24|NLGN2|NABP2|KCTD15|BHLHE41|SLITRK2,-0.93,MyList
Cell Type Signatures,7,M39255,MENON FETAL KIDNEY 5 PROXIMAL TUBULE CELLS,,-2.7,3,3.7,30230,112,896,10,1.1,0.35,2719|2791|3400|4717|6281|6696|8496|10653|23767|552889,GPC3|GNG11|ID4|NDUFC1|S100A10|SPP1|PPFIBP1|SPINT2|FLRT3|ATXN7L3B,-0.93,MyList
Transcription Factor Targets,16,M4372,STAT5A 04,,-2.7,2.4,3.5,30230,214,896,15,1.7,0.43,607|2122|3479|4286|6096|7227|22807|23301|23635|55872|64375|65056|84248|140890|147339,BCL9|MECOM|IGF1|MITF|RORB|TRPS1|IKZF2|EHBP1|SSBP2|PBK|IKZF4|GPBP1|FYTTD1|SREK1|ARK2N,-0.92,MyList
DisGeNET,35,C2732374,Edema of dorsum of hand,,-2.7,11,5.4,30230,9,896,3,0.33,0.19,4703|9326|131377,NEB|ZNHIT3|KLHL40,-0.92,MyList
DisGeNET,35,C0684354,Benign neoplasm of sweat gland,,-2.7,11,5.4,30230,9,896,3,0.33,0.19,4311|64784|84441,MME|CRTC3|MAML2,-0.92,MyList
DisGeNET,35,C1836933,Low-set nipples,,-2.7,11,5.4,30230,9,896,3,0.33,0.19,2961|7737|136647,GTF2E2|RNF113A|MPLKIP,-0.92,MyList
DisGeNET,35,C2717981,Poroma,,-2.7,11,5.4,30230,9,896,3,0.33,0.19,10413|25937|84441,YAP1|WWTR1|MAML2,-0.92,MyList
DisGeNET,35,C0155015,"Color Blindness, Red",,-2.7,11,5.4,30230,9,896,3,0.33,0.19,4810|5149|54714,NHS|PDE6H|CNGB3,-0.92,MyList
DisGeNET,35,C1333324,Barretts esophagus with dysplasia,,-2.7,11,5.4,30230,9,896,3,0.33,0.19,595|1636|3014,CCND1|ACE|H2AX,-0.92,MyList
Transcription Factor Targets,16,M2814,SREBP Q3,,-2.7,2.2,3.4,30230,258,896,17,1.9,0.46,4060|4900|5076|5980|7136|10379|11278|23301|25959|29903|30011|50487|51286|57649|65055|79047|127733,LUM|NRGN|PAX2|REV3L|TNNI2|IRF9|KLF12|EHBP1|KANK2|CCDC106|SH3KBP1|PLA2G3|CEND1|PHF12|REEP1|KCTD15|UBXN10,-0.92,MyList
Transcription Factor Targets,16,M16079,P53 DECAMER Q2,,-2.7,2.2,3.4,30230,258,896,17,1.9,0.46,1026|2785|3621|4052|4685|6764|10362|11155|25792|25978|57555|79778|80303|81550|84530|140890|147339,CDKN1A|GNG3|ING1|LTBP1|NCAM2|DENND2B|HMG20B|LDB3|CIZ1|CHMP2B|NLGN2|MICALL2|EFHD1|TDRD3|SRRM4|SREK1|ARK2N,-0.92,MyList
Transcription Factor Targets,16,M11407,MEF2 02,,-2.7,2.3,3.5,30230,236,896,16,1.8,0.44,2104|3667|4300|6660|6769|7136|8233|9734|22997|26037|27086|51564|81849|131377|255743|283149,ESRRG|IRS1|MLLT3|SOX5|STAC|TNNI2|ZRSR2|HDAC9|IGSF9B|SIPA1L1|FOXP1|HDAC7|ST6GALNAC5|KLHL40|NPNT|BCL9L,-0.92,MyList
Transcription Factor Targets,16,M6568,TAAWWATAG RSRFC4 Q2,,-2.7,2.6,3.6,30230,172,896,13,1.5,0.4,1026|1501|4634|4703|5101|6660|6925|7227|8233|9759|27086|56849|81849,CDKN1A|CTNND2|MYL3|NEB|PCDH9|SOX5|TCF4|TRPS1|ZRSR2|HDAC4|FOXP1|TCEAL7|ST6GALNAC5,-0.92,MyList
DisGeNET,35,C0027809,Neurilemmoma,,-2.7,2.4,3.5,30230,193,896,14,1.6,0.41,595|2147|3479|4155|4288|4653|4810|6696|6777|9113|25937|29108|58191|80310,CCND1|F2|IGF1|MBP|MKI67|MYOC|NHS|SPP1|STAT5B|LATS1|WWTR1|PYCARD|CXCL16|PDGFD,-0.92,MyList
DisGeNET,35,C0392885,High density lipoprotein measurement,,-2.7,1.8,3.3,30230,545,896,29,3.2,0.59,2147|3082|3383|3479|4211|4299|4854|6934|7200|7227|9388|9530|9611|9846|22864|23054|26037|51129|54901|55553|55596|56776|58506|80310|83892|85463|94137|146206|158038,F2|HGF|ICAM1|IGF1|MEIS1|AFF1|NOTCH3|TCF7L2|TRH|TRPS1|LIPG|BAG4|NCOR1|GAB2|R3HDM2|NCOA6|SIPA1L1|ANGPTL4|CDKAL1|SOX6|ZCCHC8|FMN2|SCAF1|PDGFD|KCTD10|ZC3H12C|RP1L1|CARMIL2|LINGO2,-0.92,MyList
Transcription Factor Targets,16,M29890,ARNT2 TARGET GENES,,-2.7,1.7,3.2,30230,673,896,34,3.8,0.64,550|1389|1453|2067|3621|4299|4863|9813|9857|23301|51335|54806|54815|55095|55850|55975|56006|56181|57035|57117|58493|79035|80789|80817|84132|84909|116840|126299|126526|150864|196513|375449|401474|644096,AUP1|CREBL2|CSNK1D|ERCC1|ING1|AFF1|NPAT|EFCAB14|CEP350|EHBP1|NGRN|AHI1|GATAD2A|SAMD4B|USE1|KLHL7|SMG9|MTFR1L|RSRP1|INTS12|INIP|NABP2|INTS5|CEP44|USP42|AOPEP|CNTROB|ZNF428|C19orf47|FAM117B|DCP1B|MAST4|SAMD12|SDHAF1,-0.91,MyList
Transcription Factor Targets,16,M10411,MYOGENIN Q6,,-2.7,2.2,3.4,30230,259,896,17,1.9,0.46,664|1389|2077|3270|3321|5076|7286|9478|11155|22983|54751|57664|64856|65124|84080|127435|219654,BNIP3|CREBL2|ERF|HRC|IGSF3|PAX2|TUFT1|CABP1|LDB3|MAST1|FBLIM1|PLEKHA4|VWA1|SOWAHC|ENKD1|PODN|ZCCHC24,-0.91,MyList
Transcription Factor Targets,16,M2549,NFKB Q6 01,,-2.7,2.3,3.5,30230,237,896,16,1.8,0.44,2869|3383|4286|4793|5126|5980|6660|7030|10318|23368|51286|55589|65056|81558|84441|93643,GRK5|ICAM1|MITF|NFKBIB|PCSK2|REV3L|SOX5|TFE3|TNIP1|PPP1R13B|CEND1|BMP2K|GPBP1|FAM117A|MAML2|TJAP1,-0.9,MyList
DisGeNET,35,C3501848,"Nephrosis, congenital",,-2.7,5.4,4.3,30230,31,896,5,0.56,0.25,333|1636|2719|5076|6383,APLP1|ACE|GPC3|PAX2|SDC2,-0.9,MyList
DisGeNET,35,C0346629,Malignant neoplasm of large intestine,,-2.7,2.5,3.5,30230,173,896,13,1.5,0.4,595|2044|6047|6934|7942|55094|56478|64784|79870|84294|84969|152485|162427,CCND1|EPHA5|RNF4|TCF7L2|TFEB|GPATCH1|EIF4ENIF1|CRTC3|BAALC|UTP23|TOX2|ZNF827|RETREG3,-0.9,MyList
Cell Type Signatures,7,M39263,HU FETAL RETINA BLOOD,,-2.7,2.2,3.4,30230,282,896,18,2,0.47,1164|1997|2039|2791|3046|3133|3297|4288|4501|5118|6001|6387|7145|10133|11135|51274|84337|388588,CKS2|ELF1|DMTN|GNG11|HBE1|HLA-E|HSF1|MKI67|MT1X|PCOLCE|RGS10|CXCL12|TNS1|OPTN|CDC42EP1|KLF3|ELOF1|SMIM1,-0.9,MyList
Cell Type Signatures,7,M39216,ZHENG CORD BLOOD C7 PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1,,-2.7,3.2,3.7,30230,95,896,9,1,0.33,605|4267|6934|7270|8805|57602|84140|359845|388341,BCL7A|CD99|TCF7L2|TTF1|TRIM24|USP36|FAM161A|RFLNB|LRRC75A,-0.9,MyList
Transcription Factor Targets,16,M15966,TTTNNANAGCYR UNKNOWN,,-2.7,2.8,3.6,30230,133,896,11,1.2,0.37,862|2824|2869|3007|3400|4211|4772|6529|6906|6925|27086,RUNX1T1|GPM6B|GRK5|H1-3|ID4|MEIS1|NFATC1|SLC6A1|SERPINA7|TCF4|FOXP1,-0.9,MyList
Transcription Factor Targets,16,M9525,SP1 Q6,,-2.7,2.2,3.4,30230,260,896,17,1.9,0.46,1453|1636|2002|3622|6666|6792|6882|6925|7703|8861|9854|23054|25959|29890|30011|55033|112574,CSNK1D|ACE|ELK1|ING2|SOX12|CDKL5|TAF11|TCF4|PCGF2|LDB1|C2CD2L|NCOA6|KANK2|RBM15B|SH3KBP1|FKBP14|SNX18,-0.9,MyList
DisGeNET,35,C0085167,Granular cell tumor,,-2.7,7.1,4.7,30230,19,896,4,0.45,0.22,4288|6696|7030|7270,MKI67|SPP1|TFE3|TTF1,-0.9,MyList
DisGeNET,35,C0162869,"Aneurysm, Ruptured",,-2.7,7.1,4.7,30230,19,896,4,0.45,0.22,1636|3383|7456|51129,ACE|ICAM1|WIPF1|ANGPTL4,-0.9,MyList
Transcription Factor Targets,16,M12298,CEBP Q2,,-2.7,2.3,3.4,30230,238,896,16,1.8,0.44,1028|1454|4286|4756|5782|5806|6906|6925|6938|9388|9759|11030|27086|56548|57109|84631,CDKN1C|CSNK1E|MITF|NEO1|PTPN12|PTX3|SERPINA7|TCF4|TCF12|LIPG|HDAC4|RBPMS|FOXP1|CHST7|REXO4|SLITRK2,-0.89,MyList
DisGeNET,35,C0158734,Polydactyly of toes,,-2.7,3.9,3.9,30230,61,896,7,0.78,0.29,2737|6239|23247|54806|65062|79140|79848,GLI3|RREB1|KATNIP|AHI1|TMEM237|CCDC28B|CSPP1,-0.89,MyList
Cell Type Signatures,7,M39303,CUI DEVELOPING HEART C6 EPICARDIAL CELL,,-2.7,2.4,3.5,30230,195,896,14,1.6,0.41,629|715|3400|6281|7138|23767|26471|51303|57035|57664|65055|140597|151887|255743,CFB|C1R|ID4|S100A10|TNNT1|FLRT3|NUPR1|FKBP11|RSRP1|PLEKHA4|REEP1|TCEAL2|CCDC80|NPNT,-0.89,MyList
Transcription Factor Targets,16,M12043,EVI1 05,,-2.7,2.5,3.5,30230,174,896,13,1.5,0.4,862|2104|3479|4685|4969|5218|6660|7737|10150|22807|114990|127733|348980,RUNX1T1|ESRRG|IGF1|NCAM2|OGN|CDK14|SOX5|RNF113A|MBNL2|IKZF2|VASN|UBXN10|HCN1,-0.89,MyList
DisGeNET,35,C0019562,Von Hippel-Lindau Syndrome,,-2.7,2.5,3.5,30230,174,896,13,1.5,0.4,350|595|1026|1113|3479|4286|4288|4810|5076|6387|6696|51129|84260,APOH|CCND1|CDKN1A|CHGA|IGF1|MITF|MKI67|NHS|PAX2|CXCL12|SPP1|ANGPTL4|TCHP,-0.89,MyList
DisGeNET,35,C0392784,Dermatofibrosarcoma Protuberans,,-2.7,3.5,3.8,30230,78,896,8,0.89,0.31,595|2073|2162|4288|4311|7030|10631|80310,CCND1|ERCC5|F13A1|MKI67|MME|TFE3|POSTN|PDGFD,-0.88,MyList
DisGeNET,35,C0015310,Exotropia,,-2.7,3.5,3.8,30230,78,896,8,0.89,0.31,1947|5149|6660|9289|54714|55906|56776|57479,EFNB1|PDE6H|SOX5|ADGRG1|CNGB3|ZC4H2|FMN2|PRR12,-0.88,MyList
Transcription Factor Targets,16,M30144,RORA TARGET GENES,,-2.6,2.2,3.4,30230,262,896,17,1.9,0.46,2067|4300|4795|9325|9854|9972|23283|51070|51335|57117|80789|83444|83892|84285|136647|159195|728568,ERCC1|MLLT3|NFKBIL1|TRIP4|C2CD2L|NUP153|CSTF2T|NOSIP|NGRN|INTS12|INTS5|INO80B|KCTD10|EIF1AD|MPLKIP|USP54|UQCC6,-0.87,MyList
Cell Type Signatures,7,M39290,DURANTE ADULT OLFACTORY NEUROEPITHELIUM OLFACTORY ENSHEATHING GLIA,,-2.6,2.9,3.6,30230,115,896,10,1.1,0.35,2824|5101|6281|6696|57348|57664|64856|79006|80760|81628,GPM6B|PCDH9|S100A10|SPP1|TTYH1|PLEKHA4|VWA1|METRN|ITIH5|TSC22D4,-0.87,MyList
Transcription Factor Targets,16,M30268,ZNF169 TARGET GENES,,-2.6,4.4,4,30230,46,896,6,0.67,0.27,605|6792|10133|22794|81628|129138,BCL7A|CDKL5|OPTN|CASC3|TSC22D4|ANKRD54,-0.87,MyList
