Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:1901137,carbohydrate derivative biosynthetic process,19_GO:0009987 cellular process,-12,4.2,9.4,30230,561,467,36,7.7,1.2,1468|1798|2710|2977|3988|4249|4508|4540|4541|4706|4833|6391|6392|8693|9517|10195|10585|25875|26035|26289|29880|29929|29954|51422|54916|55454|55624|64924|65258|84061|84302|91869|93183|124583|128869|729920,SLC25A10|DPAGT1|GK|GUCY1A2|LIPA|MGAT5|ATP6|ND5|ND6|NDUFAB1|NME4|SDHC|SDHD|GALNT4|SPTLC2|ALG3|POMT1|LETMD1|GLCE|AK5|ALG5|ALG6|POMT2|PRKAG2|TMEM260|CSGALNACT2|POMGNT1|SLC30A5|MPPE1|MAGT1|PGAP4|RFT1|PIGM|CANT1|PIGU|CRPPA,-9.4
MyList,GO Biological Processes,19,GO:0010506,regulation of autophagy,19_GO:0050789 regulation of biological process,-12,5,9.8,30230,374,467,29,6.2,1.1,373|706|5286|5290|5563|5587|6721|8925|9517|9638|9681|9817|9821|10325|11043|23032|23400|23411|27244|30849|55062|60673|64121|66036|84219|84861|90423|201163|340061,TRIM23|TSPO|PIK3C2A|PIK3CA|PRKAA2|PRKD1|SREBF2|HERC1|SPTLC2|FEZ1|DEPDC5|KEAP1|RB1CC1|RRAGB|MID2|USP33|ATP13A2|SIRT1|SESN1|PIK3R4|WIPI1|ATG101|RRAGC|MTMR9|WDR24|KLHL22|ATP6V1E2|FLCN|STING1,-9.2
MyList,GO Biological Processes,19,GO:0070647,protein modification by small protein conjugation or removal,19_GO:0009987 cellular process,-11,3.5,8.8,30230,782,467,42,9,1.3,373|1540|1959|5192|7126|7328|8925|9817|9960|11043|23032|23038|23113|23411|26249|29761|29882|54542|55167|55958|57161|57448|57520|57542|57558|57559|57560|63891|64682|64750|80013|80067|84078|84219|84447|84669|84861|89890|91947|142678|151525|257218,TRIM23|CYLD|EGR2|PEX10|TNFAIP1|UBE2H|HERC1|KEAP1|USP3|MID2|USP33|WDTC1|CUL9|SIRT1|KLHL3|USP25|ANAPC2|RC3H2|MSL2|KLHL9|PELI2|BIRC6|HECW2|KLHL42|USP35|STAMBPL1|IFT80|RNF123|ANAPC1|SMURF2|MINDY3|DCAF17|KBTBD7|WDR24|SYVN1|USP32|KLHL22|KBTBD6|ARRDC4|MIB2|WDSUB1|SHPRH,-8.9
MyList,GO Biological Processes,19,GO:0006650,glycerophospholipid metabolic process,19_GO:0009987 cellular process,-11,5.7,9.9,30230,285,467,25,5.4,1,21|1040|5286|5287|5290|8443|9489|9926|10162|23049|23175|23761|27132|30849|51205|56261|64924|65258|66036|81490|84302|93183|114971|128869|200576,ABCA3|CDS1|PIK3C2A|PIK3C2B|PIK3CA|GNPAT|PGS1|LPGAT1|LPCAT3|SMG1|LPIN1|PISD|CPNE7|PIK3R4|ACP6|GPCPD1|SLC30A5|MPPE1|MTMR9|PTDSS2|PGAP4|PIGM|PTPMT1|PIGU|PIKFYVE,-8.9
MyList,GO Biological Processes,19,GO:0042594,response to starvation,19_GO:0050896 response to stimulus,-11,6.1,9.8,30230,232,467,22,4.7,0.98,2353|5287|5563|5587|6721|6845|9213|9681|10325|23411|26100|27072|27244|30849|51422|55062|64121|79726|84219|90550|201163|440275,FOS|PIK3C2B|PRKAA2|PRKD1|SREBF2|VAMP7|XPR1|DEPDC5|RRAGB|SIRT1|WIPI2|VPS41|SESN1|PIK3R4|PRKAG2|WIPI1|RRAGC|WDR59|WDR24|MCU|FLCN|EIF2AK4,-8.3
MyList,GO Biological Processes,19,GO:0006644,phospholipid metabolic process,19_GO:0009987 cellular process,-11,4.8,9.2,30230,362,467,27,5.8,1.1,20|21|1040|5286|5287|5290|8443|9489|9517|9926|10162|23049|23175|23761|27132|30849|51205|56261|64924|65258|66036|81490|84302|93183|114971|128869|200576,ABCA2|ABCA3|CDS1|PIK3C2A|PIK3C2B|PIK3CA|GNPAT|PGS1|SPTLC2|LPGAT1|LPCAT3|SMG1|LPIN1|PISD|CPNE7|PIK3R4|ACP6|GPCPD1|SLC30A5|MPPE1|MTMR9|PTDSS2|PGAP4|PIGM|PTPMT1|PIGU|PIKFYVE,-8.2
MyList,GO Biological Processes,19,GO:0008654,phospholipid biosynthetic process,19_GO:0009987 cellular process,-11,6,9.7,30230,238,467,22,4.7,0.98,1040|5286|5287|5290|8443|9489|9517|9926|10162|23049|23761|27132|30849|51205|64924|65258|81490|84302|93183|114971|128869|200576,CDS1|PIK3C2A|PIK3C2B|PIK3CA|GNPAT|PGS1|SPTLC2|LPGAT1|LPCAT3|SMG1|PISD|CPNE7|PIK3R4|ACP6|SLC30A5|MPPE1|PTDSS2|PGAP4|PIGM|PTPMT1|PIGU|PIKFYVE,-8.2
MyList,GO Biological Processes,19,GO:0046474,glycerophospholipid biosynthetic process,19_GO:0009987 cellular process,-11,6.7,10,30230,193,467,20,4.3,0.94,1040|5286|5287|5290|8443|9489|10162|23049|23761|27132|30849|51205|64924|65258|81490|84302|93183|114971|128869|200576,CDS1|PIK3C2A|PIK3C2B|PIK3CA|GNPAT|PGS1|LPCAT3|SMG1|PISD|CPNE7|PIK3R4|ACP6|SLC30A5|MPPE1|PTDSS2|PGAP4|PIGM|PTPMT1|PIGU|PIKFYVE,-8.2
MyList,GO Biological Processes,19,GO:0141124,intracellular signaling cassette,19_GO:0050896 response to stimulus,-10,3.3,8.1,30230,793,467,40,8.6,1.3,673|1052|1121|1600|1718|2353|2899|2977|3551|3611|3726|3988|4615|5286|5287|5290|5311|5580|5587|5602|5609|6016|6300|6655|7410|7867|9138|9986|10451|10454|23682|25875|30849|51776|57560|59338|64121|81704|90550|440275,BRAF|CEBPD|CHM|DAB1|DHCR24|FOS|GRIK3|GUCY1A2|IKBKB|ILK|JUNB|LIPA|MYD88|PIK3C2A|PIK3C2B|PIK3CA|PKD2|PRKCD|PRKD1|MAPK10|MAP2K7|RIT1|MAPK12|SOS2|VAV2|MAPKAPK3|ARHGEF1|RCE1|VAV3|TAB1|RAB38|LETMD1|PIK3R4|MAP3K20|IFT80|PLEKHA1|RRAGC|DOCK8|MCU|EIF2AK4,-7.8
MyList,Reactome Gene Sets,6,R-HSA-1483257,Phospholipid metabolism,,-9.8,6.1,9.3,30230,212,467,20,4.3,0.94,1040|5286|5287|5290|8443|9489|9926|10162|23175|23761|27132|30849|51205|54545|56261|59338|66036|81490|114971|200576,CDS1|PIK3C2A|PIK3C2B|PIK3CA|GNPAT|PGS1|LPGAT1|LPCAT3|LPIN1|PISD|CPNE7|PIK3R4|ACP6|MTMR12|GPCPD1|PLEKHA1|MTMR9|PTDSS2|PTPMT1|PIKFYVE,-7.5
MyList,GO Biological Processes,19,GO:0016567,protein ubiquitination,19_GO:0009987 cellular process,-9.5,3.6,8,30230,594,467,33,7.1,1.2,373|5192|7126|7328|8925|9817|11043|23038|23113|23411|26249|29882|54542|55167|55958|57161|57448|57520|57542|57560|63891|64682|64750|80067|84078|84219|84447|84861|89890|91947|142678|151525|257218,TRIM23|PEX10|TNFAIP1|UBE2H|HERC1|KEAP1|MID2|WDTC1|CUL9|SIRT1|KLHL3|ANAPC2|RC3H2|MSL2|KLHL9|PELI2|BIRC6|HECW2|KLHL42|IFT80|RNF123|ANAPC1|SMURF2|DCAF17|KBTBD7|WDR24|SYVN1|KLHL22|KBTBD6|ARRDC4|MIB2|WDSUB1|SHPRH,-7.2
MyList,KEGG Pathway,24,hsa04150,mTOR signaling pathway,,-9.3,7,9.4,30230,158,467,17,3.6,0.87,673|3551|5290|5563|5582|6655|9681|10325|23175|64121|79109|79726|84219|90423|201163|253260|729438,BRAF|IKBKB|PIK3CA|PRKAA2|PRKCG|SOS2|DEPDC5|RRAGB|LPIN1|RRAGC|MAPKAP1|WDR59|WDR24|ATP6V1E2|FLCN|RICTOR|CASTOR2,-7.1
MyList,GO Biological Processes,19,GO:0031667,response to nutrient levels,19_GO:0050896 response to stimulus,-9.3,3.8,8,30230,509,467,30,6.4,1.1,706|1143|2353|3988|5287|5563|5587|6721|6845|8850|9213|9681|10325|23411|26100|27072|27244|29086|30849|51422|55062|64121|79109|79726|84219|90550|114789|201163|253260|440275,TSPO|CHRNB4|FOS|LIPA|PIK3C2B|PRKAA2|PRKD1|SREBF2|VAMP7|KAT2B|XPR1|DEPDC5|RRAGB|SIRT1|WIPI2|VPS41|SESN1|BABAM1|PIK3R4|PRKAG2|WIPI1|RRAGC|MAPKAP1|WDR59|WDR24|MCU|SLC25A25|FLCN|RICTOR|EIF2AK4,-7
MyList,GO Cellular Components,20,GO:0005759,mitochondrial matrix,,-9.3,3.7,8,30230,541,467,31,6.6,1.2,1757|4285|4337|4706|4833|5428|6041|9238|9489|10873|22868|23395|25902|51106|51205|51601|54704|54802|55149|56922|57038|57570|60558|64745|79736|80324|81554|84274|84340|84461|197322,SARDH|MIPEP|MOCS1|NDUFAB1|NME4|POLG|RNASEL|TBRG4|PGS1|ME3|FASTKD2|LARS2|MTHFD1L|TFB1M|ACP6|LIPT1|PDP1|TRIT1|MTPAP|MCCC1|RARS2|TRMT5|GUF1|METTL17|TEFM|PUS1|RCC1L|COQ5|GFM2|NEURL4|ACSF3,-7
MyList,GO Cellular Components,20,GO:0030991,intraciliary transport particle A,,-8.9,23,13,30230,23,467,8,1.7,0.6,8100|9742|26160|55764|57560|57728|79809|90410,IFT88|IFT140|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-6.7
MyList,GO Biological Processes,19,GO:0032446,protein modification by small protein conjugation,19_GO:0009987 cellular process,-8.7,3.3,7.5,30230,671,467,34,7.3,1.2,373|1959|5192|7126|7328|8925|9817|11043|23038|23113|23411|26249|29882|54542|55167|55958|57161|57448|57520|57542|57560|63891|64682|64750|80067|84078|84219|84447|84861|89890|91947|142678|151525|257218,TRIM23|EGR2|PEX10|TNFAIP1|UBE2H|HERC1|KEAP1|MID2|WDTC1|CUL9|SIRT1|KLHL3|ANAPC2|RC3H2|MSL2|KLHL9|PELI2|BIRC6|HECW2|KLHL42|IFT80|RNF123|ANAPC1|SMURF2|DCAF17|KBTBD7|WDR24|SYVN1|KLHL22|KBTBD6|ARRDC4|MIB2|WDSUB1|SHPRH,-6.6
MyList,Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signaling,,-8.6,7.4,9.2,30230,132,467,15,3.2,0.82,1540|3551|4615|6655|7410|8439|9138|9639|10451|10454|23229|50649|51107|55160|142678,CYLD|IKBKB|MYD88|SOS2|VAV2|NSMAF|ARHGEF1|ARHGEF10|VAV3|TAB1|ARHGEF9|ARHGEF4|APH1A|ARHGEF10L|MIB2,-6.5
MyList,GO Cellular Components,20,GO:0030990,intraciliary transport particle,,-8.6,21,12,30230,25,467,8,1.7,0.6,8100|9742|26160|55764|57560|57728|79809|90410,IFT88|IFT140|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-6.5
MyList,KEGG Pathway,24,hsa05208,Chemical carcinogenesis - reactive oxygen species,,-8.5,5.4,8.4,30230,227,467,19,4.1,0.91,673|2353|3551|4508|4514|4540|4541|4706|5290|5580|5587|5602|5609|6300|6391|6392|6655|9817|10975,BRAF|FOS|IKBKB|ATP6|COX3|ND5|ND6|NDUFAB1|PIK3CA|PRKCD|PRKD1|MAPK10|MAP2K7|MAPK12|SDHC|SDHD|SOS2|KEAP1|UQCR11,-6.4
MyList,GO Cellular Components,20,GO:0005774,vacuolar membrane,,-8.5,3.6,7.5,30230,518,467,29,6.2,1.1,20|21|373|1185|1186|5587|6836|6845|9681|9821|10325|10948|23001|23400|23461|26100|27072|55062|56262|64121|79109|79726|84061|84219|200576|201163|201931|253260|340061,ABCA2|ABCA3|TRIM23|CLCN6|CLCN7|PRKD1|SURF4|VAMP7|DEPDC5|RB1CC1|RRAGB|STARD3|WDFY3|ATP13A2|ABCA5|WIPI2|VPS41|WIPI1|LRRC8A|RRAGC|MAPKAP1|WDR59|MAGT1|WDR24|PIKFYVE|FLCN|TMEM192|RICTOR|STING1,-6.4
MyList,GO Biological Processes,19,GO:0032006,regulation of TOR signaling,19_GO:0050896 response to stimulus,-8.4,6.5,8.7,30230,160,467,16,3.4,0.84,406|5290|5563|9681|10325|23411|27244|57559|64121|79726|84219|84669|84861|201163|253260|729438,BMAL1|PIK3CA|PRKAA2|DEPDC5|RRAGB|SIRT1|SESN1|STAMBPL1|RRAGC|WDR59|WDR24|USP32|KLHL22|FLCN|RICTOR|CASTOR2,-6.3
MyList,GO Cellular Components,20,GO:0097542,ciliary tip,,-8.3,13,10,30230,51,467,10,2.1,0.67,1540|8100|9742|22920|26160|55764|57560|57728|79809|90410,CYLD|IFT88|IFT140|KIFAP3|IFT172|IFT122|IFT80|WDR19|TTC21B|IFT20,-6.2
MyList,GO Biological Processes,19,GO:0010508,positive regulation of autophagy,19_GO:0048518 positive regulation of biological process,-8.2,6.4,8.6,30230,163,467,16,3.4,0.84,373|5286|5563|5587|9517|9681|9821|11043|23032|23411|27244|55062|60673|84219|201163|340061,TRIM23|PIK3C2A|PRKAA2|PRKD1|SPTLC2|DEPDC5|RB1CC1|MID2|USP33|SIRT1|SESN1|WIPI1|ATG101|WDR24|FLCN|STING1,-6.2
MyList,Reactome Gene Sets,6,R-HSA-1852241,Organelle biogenesis and maintenance,,-8,4.6,7.8,30230,297,467,21,4.5,0.96,4508|5311|5563|6300|8100|8834|9742|22920|23354|26160|50807|51106|51422|55764|57560|57728|79809|79867|84131|90410|123016,ATP6|PKD2|PRKAA2|MAPK12|IFT88|TMEM11|IFT140|KIFAP3|HAUS5|IFT172|ASAP1|TFB1M|PRKAG2|IFT122|IFT80|WDR19|TTC21B|TCTN2|CEP78|IFT20|TTC8,-6
MyList,GO Cellular Components,20,GO:0061695,"transferase complex, transferring phosphorus-containing groups",,-7.9,4.3,7.6,30230,331,467,22,4.7,0.98,90|2068|2071|2968|3551|4615|5129|5290|5428|5563|6908|9821|10454|23049|30849|51422|55181|55703|57169|60673|200576|340061,ACVR1|ERCC2|ERCC3|GTF2H4|IKBKB|MYD88|CDK18|PIK3CA|POLG|PRKAA2|TBP|RB1CC1|TAB1|SMG1|PIK3R4|PRKAG2|SMG8|POLR3B|ZNFX1|ATG101|PIKFYVE|STING1,-5.9
MyList,GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-7.9,4.5,7.6,30230,303,467,21,4.5,0.96,5587|6836|6845|8677|9179|9382|10079|10239|23041|23074|25837|27072|51542|55062|58485|65258|79591|80262|84342|134957|339122,PRKD1|SURF4|VAMP7|STX10|AP4M1|COG1|ATP9A|AP3S2|MON2|BLTP3B|RAB26|VPS41|VPS54|WIPI1|TRAPPC1|MPPE1|ARMH3|PHAF1|COG8|STXBP5|RAB43,-5.9
MyList,GO Cellular Components,20,GO:0005802,trans-Golgi network,,-7.7,4.6,7.6,30230,280,467,20,4.3,0.94,5286|5587|6845|8677|9179|9382|10079|11154|23682|26225|50807|51542|51761|55062|55676|57448|64924|80262|84342|339122,PIK3C2A|PRKD1|VAMP7|STX10|AP4M1|COG1|ATP9A|AP4S1|RAB38|ARL5A|ASAP1|VPS54|ATP8A2|WIPI1|SLC30A6|BIRC6|SLC30A5|PHAF1|COG8|RAB43,-5.7
MyList,GO Cellular Components,20,GO:0000151,ubiquitin ligase complex,,-7.4,3.8,7.1,30230,414,467,24,5.1,1,4289|5192|7126|9681|9817|23032|23038|23113|26249|29882|54620|55336|55958|57542|63891|64682|64750|79018|80067|84078|84447|84861|89890|142678,MKLN1|PEX10|TNFAIP1|DEPDC5|KEAP1|USP33|WDTC1|CUL9|KLHL3|ANAPC2|FBXL19|FBXL8|KLHL9|KLHL42|RNF123|ANAPC1|SMURF2|GID4|DCAF17|KBTBD7|SYVN1|KLHL22|KBTBD6|MIB2,-5.5
MyList,WikiPathways,27,WP5470,Effect of omega 3 PUFA on Huntington 39 s disease pathways,,-7.3,7,8.3,30230,120,467,13,2.8,0.76,2562|3551|5286|5287|5290|5563|5602|5609|6721|9252|30849|51422|253260,GABRB3|IKBKB|PIK3C2A|PIK3C2B|PIK3CA|PRKAA2|MAPK10|MAP2K7|SREBF2|RPS6KA5|PIK3R4|PRKAG2|RICTOR,-5.4
MyList,GO Biological Processes,19,GO:0046488,phosphatidylinositol metabolic process,19_GO:0009987 cellular process,-7.2,6.3,8,30230,144,467,14,3,0.79,1040|5286|5287|5290|9926|23049|30849|64924|65258|66036|84302|93183|128869|200576,CDS1|PIK3C2A|PIK3C2B|PIK3CA|LPGAT1|SMG1|PIK3R4|SLC30A5|MPPE1|MTMR9|PGAP4|PIGM|PIGU|PIKFYVE,-5.3
MyList,GO Biological Processes,19,GO:1903432,regulation of TORC1 signaling,19_GO:0050896 response to stimulus,-7.2,7.6,8.4,30230,102,467,12,2.6,0.73,5563|9681|10325|27244|57559|64121|79726|84219|84669|84861|201163|729438,PRKAA2|DEPDC5|RRAGB|SESN1|STAMBPL1|RRAGC|WDR59|WDR24|USP32|KLHL22|FLCN|CASTOR2,-5.3
MyList,KEGG Pathway,24,hsa04140,Autophagy - animal,,-7.2,5.7,7.7,30230,169,467,15,3.2,0.82,5290|5563|5580|5602|9821|10325|23001|26100|27072|30849|55062|57448|60673|64121|440275,PIK3CA|PRKAA2|PRKCD|MAPK10|RB1CC1|RRAGB|WDFY3|WIPI2|VPS41|PIK3R4|WIPI1|BIRC6|ATG101|RRAGC|EIF2AK4,-5.3
MyList,GO Cellular Components,20,GO:1902911,protein kinase complex,,-7.1,5.6,7.7,30230,172,467,15,3.2,0.82,90|2068|2071|2968|3551|4615|5129|5563|9821|10454|23049|51422|55181|60673|340061,ACVR1|ERCC2|ERCC3|GTF2H4|IKBKB|MYD88|CDK18|PRKAA2|RB1CC1|TAB1|SMG1|PRKAG2|SMG8|ATG101|STING1,-5.2
MyList,GO Cellular Components,20,GO:0000139,Golgi membrane,,-7.1,2.9,6.5,30230,711,467,32,6.9,1.2,373|757|1718|4249|6721|6836|8677|8693|9382|23461|25837|26035|50807|51107|51360|51761|55062|55454|55624|55638|56180|64924|79109|79591|83723|84302|84342|84669|90410|200576|339122|340061,TRIM23|TMEM50B|DHCR24|MGAT5|SREBF2|SURF4|STX10|GALNT4|COG1|ABCA5|RAB26|GLCE|ASAP1|APH1A|MBTPS2|ATP8A2|WIPI1|CSGALNACT2|POMGNT1|SYBU|MOSPD1|SLC30A5|MAPKAP1|ARMH3|TLCD3B|PGAP4|COG8|USP32|IFT20|PIKFYVE|RAB43|STING1,-5.2
MyList,GO Cellular Components,20,GO:0098791,Golgi apparatus subcompartment,,-7,3.7,6.9,30230,401,467,23,4.9,1,5286|5587|6845|8677|9179|9382|10079|11154|23682|26225|50807|51107|51542|51761|55062|55454|55676|57448|64924|80262|84342|124583|339122,PIK3C2A|PRKD1|VAMP7|STX10|AP4M1|COG1|ATP9A|AP4S1|RAB38|ARL5A|ASAP1|APH1A|VPS54|ATP8A2|WIPI1|CSGALNACT2|SLC30A6|BIRC6|SLC30A5|PHAF1|COG8|CANT1|RAB43,-5.2
