"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"REACTOME pathway","R-HSA-445355","Smooth Muscle Contraction",17,5,0.893,4.2274,2.08,0.00490833405157246,2.30906588770998,1,0.0965311870932974,0.811003067592664,"CALD1,SORBS1,PAK1,LMOD1,PDE5A","1441,14565,8590,6647,8784","smooth muscle contraction","CALD1;LMOD1;PAK1;PDE5A;SORBS1",5
NA,"REACTOME pathway","R-HSA-9816359","Maternal to zygotic transition (MZT)",26,5,0.893,2.7641,1.467,0.0311129883110363,1.50705827418008,1,0.172466675781797,1,"CNOT2,KDM5B,CNOT3,TNKS1BP1,YAP1","7878,18039,7879,19081,16262","maternal to zygotic transition mzt","CNOT2;CNOT3;KDM5B;TNKS1BP1;YAP1",5
NA,"REACTOME pathway","R-HSA-9614085","FOXO-mediated transcription",31,5,0.893,2.3183,1.213,0.0605693505794628,1.2177470827882,1,0.232244442405916,1,"PCBP4,SFN,CDKN1A,TXNIP,FOXG1","8652,10773,1784,16952,3811","foxo mediated transcription","CDKN1A;FOXG1;PCBP4;SFN;TXNIP",5
NA,"REACTOME pathway","R-HSA-9725554","Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin",10,4,0.714,5.7493,2.523,0.00347028330558859,2.45963506900411,1,0.0965311870932974,0.811003067592664,"SBSN,PRSS3,YAP1,CSPG4","24950,9486,16262,2466","differentiation of keratinocytes in interfollicular epidermis in mammalian skin","CSPG4;PRSS3;SBSN;YAP1",4
NA,"REACTOME pathway","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",19,4,0.714,3.0259,1.597,0.0388966849710126,1.41008741050321,1,0.195729501636728,1,"BIRC2,TAB3,TXNIP,TAB2","590,30681,16952,17075","nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways","BIRC2;TAB2;TAB3;TXNIP",4
NA,"REACTOME pathway","R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes",21,4,0.714,2.7378,1.453,0.0538534025296916,1.2687868521954,1,0.231112633032347,1,"UBE2S,UBE2L3,UBE2T,UCHL3","17895,12488,25009,12515","synthesis of active ubiquitin roles of e1 and e2 enzymes","UBE2L3;UBE2S;UBE2T;UCHL3",4
NA,"REACTOME pathway","R-HSA-9934037","Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF)",12,3,0.536,3.5933,1.845,0.045954375308318,1.33767313320499,1,0.204786145505433,1,"SS18,ARID1B,BCL11B","11340,18040,13222","formation of neuronal progenitor and neuronal baf npbaf and nbaf","ARID1B;BCL11B;SS18",3
NA,"REACTOME pathway","R-HSA-9825892","Regulation of MITF-M-dependent genes involved in cell cycle and proliferation",13,3,0.536,3.3169,1.73,0.0567431294065437,1.24608671636329,1,0.231112633032347,1,"TBX2,CCNB1,CDKN1A","11597,1579,1784","regulation of mitf m dependent genes involved in cell cycle and proliferation","CCNB1;CDKN1A;TBX2",3
NA,"REACTOME pathway","R-HSA-8940973","RUNX2 regulates osteoblast differentiation",14,3,0.536,3.08,1.623,0.0686097092824225,1.16361442089086,1,0.24930853663671,1,"YAP1,HEY1,MAF","16262,4880,6776","runx2 regulates osteoblast differentiation","HEY1;MAF;YAP1",3
NA,"REACTOME pathway","R-HSA-9662361","Sensory processing of sound by outer hair cells of the cochlea",14,3,0.536,3.08,1.623,0.0686097092824225,1.16361442089086,1,0.24930853663671,1,"PLS1,SPTBN1,EPS8","9090,11275,3420","sensory processing of sound by outer hair cells of the cochlea","EPS8;PLS1;SPTBN1",3
