"Lipid","LipidClass","sample","Intensity","Treatment","Rep","Genotype","Treatment_raw","Genotype_raw","Experiment","Condition","Detected","log2Intensity"
"DG 40:6 NL 16:1","DG","s13",3398.080231,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.7305042006037
"DG 40:6 NL 16:1","DG","s14",3970.040279,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.9549379293146
"DG 40:6 NL 16:1","DG","s15",4603.80035,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.1686095550761
"DG 40:6 NL 16:1","DG","s16",3208.640224,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.6477463179248
"DG 40:6 NL 16:1","DG","s17",4258.820297,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.0562381406136
"DG 40:6 NL 16:1","DG","s18",4925.360371,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.2660135699284
"DG 40:5 NL 22:5","DG","s1",13029.04094,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.6694432714349
"DG 40:5 NL 22:5","DG","s2",15100.46109,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.882304982219
"DG 40:5 NL 22:5","DG","s3",15150.14098,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.8870435983434
"DG 40:5 NL 22:5","DG","s4",11368.48072,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,13.4727518453737
"DG 40:5 NL 22:5","DG","s5",14389.10103,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,13.8126888409763
"DG 40:5 NL 22:5","DG","s6",21268.00156,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,14.376396856904
"DG 40:5 NL 22:5","DG","s7",13492.68092,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.7198894117284
"DG 40:5 NL 22:5","DG","s8",11252.32085,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.4579349750773
"DG 40:5 NL 22:5","DG","s9",15023.2611,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.874910392277
"DG 40:5 NL 22:5","DG","s10",16949.5011,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,14.0489551885365
"DG 40:5 NL 22:5","DG","s11",15745.3611,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.9426392237935
"DG 40:5 NL 22:5","DG","s12",14784.04107,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.851753049222
"DG 40:5 NL 22:5","DG","s13",12721.46091,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.6349767362243
"DG 40:5 NL 22:5","DG","s14",13268.70102,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.6957395201345
"DG 40:5 NL 22:5","DG","s15",16556.2411,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,14.0150875426071
"DG 40:5 NL 22:5","DG","s16",9188.780701,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.1656577214402
"DG 40:5 NL 22:5","DG","s17",13633.94095,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.7349150192582
"DG 40:5 NL 22:5","DG","s18",16318.62108,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.994231534586
"DG 40:5 NL 20:0","DG","s1",5733.160461,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.4851149427409
"DG 40:5 NL 20:0","DG","s2",6326.20047,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.6271235585845
"DG 40:5 NL 20:0","DG","s3",6363.400417,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.6355821907
"DG 40:5 NL 20:0","DG","s4",4923.920403,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.2655917249724
"DG 40:5 NL 20:0","DG","s5",5917.460468,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.5307624476311
"DG 40:5 NL 20:0","DG","s6",9795.580738,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,13.2579153108963
"DG 40:5 NL 20:0","DG","s7",5896.540459,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.5256530482037
"DG 40:5 NL 20:0","DG","s8",5096.74036,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.3153591454821
"DG 40:5 NL 20:0","DG","s9",7089.140404,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.7913949882806
"DG 40:5 NL 20:0","DG","s10",8543.820583,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.0606656359556
"DG 40:5 NL 20:0","DG","s11",6749.340504,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.7205308241453
"DG 40:5 NL 20:0","DG","s12",6949.70052,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.7627350944954
"DG 40:5 NL 20:0","DG","s13",5354.440445,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.3865201015792
"DG 40:5 NL 20:0","DG","s14",5706.840366,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.4784764926035
"DG 40:5 NL 20:0","DG","s15",8170.120621,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.99614166267
"DG 40:5 NL 20:0","DG","s16",3611.980259,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.8185742925637
"DG 40:5 NL 20:0","DG","s17",5521.600395,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.4308707667546
"DG 40:5 NL 20:0","DG","s18",6679.600437,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.7055460902358
"DG 42:11 NL 22:5","DG","s1",14253.96099,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.799075260691
"DG 42:11 NL 22:5","DG","s2",37884.56271,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,15.209322474946
"DG 42:11 NL 22:5","DG","s3",16100.14116,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.9747857169539
"DG 42:11 NL 22:5","DG","s4",18063.30128,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,14.1407739658917
"DG 42:11 NL 22:5","DG","s5",29698.32228,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,14.8580938120337
"DG 42:11 NL 22:5","DG","s6",25201.36192,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,14.6212140808198
"DG 42:11 NL 22:5","DG","s7",12869.32095,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.6516483112811
"DG 42:11 NL 22:5","DG","s8",27002.28188,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,14.7207937097091
"DG 42:11 NL 22:5","DG","s9",18212.66127,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,14.1526541267136
"DG 42:11 NL 22:5","DG","s10",25492.76184,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,14.6378000603645
"DG 42:11 NL 22:5","DG","s11",33641.50234,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,15.0379545135037
"DG 42:11 NL 22:5","DG","s12",18263.40137,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,14.1566678569554
"DG 42:11 NL 22:5","DG","s13",64282.70453,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,15.9721430075347
"DG 42:11 NL 22:5","DG","s14",15254.10111,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.8969095471845
"DG 42:11 NL 22:5","DG","s15",27301.58188,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,14.7366969242592
"DG 42:11 NL 22:5","DG","s16",20816.70152,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,14.345453866163
"DG 42:11 NL 22:5","DG","s17",20013.06134,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,14.2886542485534
"DG 42:11 NL 22:5","DG","s18",19248.64139,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,14.2324690004697
"DG 42:11 NL 16:0","DG","s1",3589.840233,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.80970392253
"DG 42:11 NL 16:0","DG","s2",7419.500546,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.8571063577533
"DG 42:11 NL 16:0","DG","s3",4272.040306,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.060709543343
"DG 42:11 NL 16:0","DG","s4",4554.38031,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.1530390522987
"DG 42:11 NL 16:0","DG","s5",5356.780346,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.3871504244319
"DG 42:11 NL 16:0","DG","s6",4533.220329,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.1463205671811
"DG 42:11 NL 16:0","DG","s7",3083.680225,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.5904374514306
"DG 42:11 NL 16:0","DG","s8",6268.160503,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.6138264067057
"DG 42:11 NL 16:0","DG","s9",4411.480324,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.1070471349418
"DG 42:11 NL 16:0","DG","s10",4736.540344,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.2096179575086
"DG 42:11 NL 16:0","DG","s11",6727.500473,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.7158548719614
"DG 42:11 NL 16:0","DG","s12",4171.000271,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.0261776906246
"DG 42:11 NL 16:0","DG","s13",8251.420597,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.0104268054524
"DG 42:11 NL 16:0","DG","s14",3701.000252,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.8536995185329
"DG 42:11 NL 16:0","DG","s15",7126.840515,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.7990469246467
"DG 42:11 NL 16:0","DG","s16",3908.940289,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.9325618315759
"DG 42:11 NL 16:0","DG","s17",4181.84029,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.029922249214
"DG 42:11 NL 16:0","DG","s18",3562.820225,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.7988039735657
"DG 42:10 NL 22:5","DG","s1",6332.340454,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.6285231077451
"DG 42:10 NL 22:5","DG","s2",8431.020569,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.0414915636013
"DG 42:10 NL 22:5","DG","s3",6609.260448,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.6902731331432
"DG 42:10 NL 22:5","DG","s4",6647.440475,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.6985832380829
"DG 42:10 NL 22:5","DG","s5",7685.480564,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.9079197574114
"DG 42:10 NL 22:5","DG","s6",7871.580563,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.9424376334132
"DG 42:10 NL 22:5","DG","s7",6337.540447,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.6297073342732
"DG 42:10 NL 22:5","DG","s8",7306.560482,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.8349767109034
"DG 42:10 NL 22:5","DG","s9",6375.720459,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.6383726609705
"DG 42:10 NL 22:5","DG","s10",7478.560535,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.868544893162
"DG 42:10 NL 22:5","DG","s11",7626.88055,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.8968773895238
"DG 42:10 NL 22:5","DG","s12",6298.720436,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.6208430643649
"DG 42:10 NL 22:5","DG","s13",10303.44067,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.3308385624586
"DG 42:10 NL 22:5","DG","s14",6515.080433,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.669567274595
"DG 42:10 NL 22:5","DG","s15",7240.880524,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.8219494309162
"DG 42:10 NL 22:5","DG","s16",6815.400478,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.7345827180167
"DG 42:10 NL 22:5","DG","s17",6921.16048,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.7567982413643
"DG 42:10 NL 22:5","DG","s18",6754.960495,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.7217316169319
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s1",1877.500137,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.8745972976742
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s2",1552.440105,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.6003218932777
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s3",2067.280159,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0135182015392
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s4",1863.24015,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.863597917549
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s5",2085.700165,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0263160592222
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s6",2173.760174,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0859770645551
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s7",2534.040157,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.3072236717476
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s8",1798.240131,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8123699710711
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s9",2019.560127,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9798253837278
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s10",2156.14016,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.0742352482648
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s11",2610.520142,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.3501215747984
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s12",1957.860138,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,10.9350619926983
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s13",2944.840179,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.5239736235665
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s14",2598.280155,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.3433412798969
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s15",2258.240143,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1409831962351
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s16",1898.180138,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.8904011958132
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s17",2176.900154,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.0880595228577
"LPC(14:0)_PC(O-14:0)_LPC(O-15:0)","LPC","s18",1824.06012,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.832937565369
"LPC 16:1_LPC O-17:1","LPC","s1",2182.020164,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0914487182981
"LPC 16:1_LPC O-17:1","LPC","s2",2562.120182,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.3231224347791
"LPC 16:1_LPC O-17:1","LPC","s3",3496.660301,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.771761930321
"LPC 16:1_LPC O-17:1","LPC","s4",3502.280289,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.7740788325594
"LPC 16:1_LPC O-17:1","LPC","s5",3523.620239,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.7828427296825
"LPC 16:1_LPC O-17:1","LPC","s6",3429.840275,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.743925677436
"LPC 16:1_LPC O-17:1","LPC","s7",4499.300297,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.1354849446519
"LPC 16:1_LPC O-17:1","LPC","s8",3173.840248,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.6320137980846
"LPC 16:1_LPC O-17:1","LPC","s9",3053.76022,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.5763710714211
"LPC 16:1_LPC O-17:1","LPC","s10",3648.020256,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.8328980248965
"LPC 16:1_LPC O-17:1","LPC","s11",4401.800255,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.1038779647259
"LPC 16:1_LPC O-17:1","LPC","s12",2975.640202,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.5389843789269
"LPC 16:1_LPC O-17:1","LPC","s13",4802.940243,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.2297021436926
"LPC 16:1_LPC O-17:1","LPC","s14",4788.140327,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.2252497189194
"LPC 16:1_LPC O-17:1","LPC","s15",2640.400192,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.3665408927527
"LPC 16:1_LPC O-17:1","LPC","s16",3476.600224,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.7634614650402
"LPC 16:1_LPC O-17:1","LPC","s17",3362.340275,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.7152500200076
"LPC 16:1_LPC O-17:1","LPC","s18",2795.400192,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.4488391200327
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s1",8510.580639,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.0550418485862
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s2",5579.4804,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.4459150591812
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s3",10421.24076,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.3472394356431
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s4",7717.840641,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.9139815398897
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s5",11491.78089,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,13.4883147704037
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s6",9076.440556,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,13.1479109214964
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s7",13603.68113,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.7317094743627
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s8",9194.000847,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.1664770837255
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s9",9933.060631,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.2780226022972
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s10",9349.940849,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.1907415226972
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s11",17575.56138,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,14.1012831506229
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s12",8086.320637,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.981267694831
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s13",11156.62067,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.4456124819024
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s14",14733.34072,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.8467969717507
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s15",9618.760712,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.2316353127712
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s16",12434.02081,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.6020052780829
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s17",10379.581,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.3414605861139
"LPC 16:0_PC O-16:0_LPC O-17:0","LPC","s18",11233.38072,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.4555045560839
"LPC 17:1_LPC O-18:1","LPC","s1",2212.74015,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.1116183249029
"LPC 17:1_LPC O-18:1","LPC","s2",2061.640144,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0095768192238
"LPC 17:1_LPC O-18:1","LPC","s3",1960.620132,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9370943266854
"LPC 17:1_LPC O-18:1","LPC","s4",1715.680138,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.744564894414
"LPC 17:1_LPC O-18:1","LPC","s5",2079.840137,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0222569272493
"LPC 17:1_LPC O-18:1","LPC","s6",2184.520157,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0931007025384
"LPC 17:1_LPC O-18:1","LPC","s7",2332.500164,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.1876614671762
"LPC 17:1_LPC O-18:1","LPC","s8",2086.020138,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.0265373700617
"LPC 17:1_LPC O-18:1","LPC","s9",2065.12014,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.0120099986751
"LPC 17:1_LPC O-18:1","LPC","s10",2186.580158,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.0944605219124
"LPC 17:1_LPC O-18:1","LPC","s11",2426.860191,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.2448752833197
"LPC 17:1_LPC O-18:1","LPC","s12",2278.70015,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.1539953801434
"LPC 17:1_LPC O-18:1","LPC","s13",2257.440151,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1404720243062
"LPC 17:1_LPC O-18:1","LPC","s14",2687.860172,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.3922423727753
"LPC 17:1_LPC O-18:1","LPC","s15",2243.360172,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.131445548708
"LPC 17:1_LPC O-18:1","LPC","s16",2023.080112,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.9823377350065
"LPC 17:1_LPC O-18:1","LPC","s17",2123.080166,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.0519431320745
