"Lipid","LipidClass","sample","Intensity","Treatment","Rep","Genotype","Treatment_raw","Genotype_raw","Experiment","Condition","Detected","log2Intensity"
"LPC 17:1_LPC O-18:1","LPC","s18",2285.940163,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.158571924578
"LPC 18:2_LPC O-19:2","LPC","s1",1887.820129,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.88250559631
"LPC 18:2_LPC O-19:2","LPC","s2",1929.480133,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9139964738276
"LPC 18:2_LPC O-19:2","LPC","s3",2186.720169,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0945528975374
"LPC 18:2_LPC O-19:2","LPC","s4",2156.320152,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0743556776936
"LPC 18:2_LPC O-19:2","LPC","s5",2195.820133,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.1005441678501
"LPC 18:2_LPC O-19:2","LPC","s6",2382.440174,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.2182242714071
"LPC 18:2_LPC O-19:2","LPC","s7",2012.060131,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9744577058091
"LPC 18:2_LPC O-19:2","LPC","s8",1902.960136,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8940296244151
"LPC 18:2_LPC O-19:2","LPC","s9",1969.480122,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9435991405393
"LPC 18:2_LPC O-19:2","LPC","s10",2092.900143,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.031287763654
"LPC 18:2_LPC O-19:2","LPC","s11",2576.820183,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.3313761504799
"LPC 18:2_LPC O-19:2","LPC","s12",1988.680134,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,10.9575955315718
"LPC 18:2_LPC O-19:2","LPC","s13",2334.50016,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1888979721204
"LPC 18:2_LPC O-19:2","LPC","s14",1832.680134,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,10.8397392923834
"LPC 18:2_LPC O-19:2","LPC","s15",1876.840137,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,10.8740900560992
"LPC 18:2_LPC O-19:2","LPC","s16",2049.660145,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.0011690003587
"LPC 18:2_LPC O-19:2","LPC","s17",1706.700115,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.7369938687395
"LPC 18:2_LPC O-19:2","LPC","s18",1752.26012,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.7750012410956
"LPC 18:1_PC O-18:1","LPC","s1",7974.300476,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.9611422525591
"LPC 18:1_PC O-18:1","LPC","s2",3212.700207,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.6495706467184
"LPC 18:1_PC O-18:1","LPC","s3",9295.700775,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.1823479143585
"LPC 18:1_PC O-18:1","LPC","s4",6628.240559,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.6944102479605
"LPC 18:1_PC O-18:1","LPC","s5",8018.740665,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.969159965355
"LPC 18:1_PC O-18:1","LPC","s6",9484.940735,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,13.2114230438983
"LPC 18:1_PC O-18:1","LPC","s7",11119.96099,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.4408641064929
"LPC 18:1_PC O-18:1","LPC","s8",7393.320557,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.8520067512212
"LPC 18:1_PC O-18:1","LPC","s9",8509.680584,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.05488926516
"LPC 18:1_PC O-18:1","LPC","s10",8479.320713,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.0497329783138
"LPC 18:1_PC O-18:1","LPC","s11",17925.18137,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,14.1297000959816
"LPC 18:1_PC O-18:1","LPC","s12",6405.760399,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.6451541212325
"LPC 18:1_PC O-18:1","LPC","s13",13860.2208,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.7586626200352
"LPC 18:1_PC O-18:1","LPC","s14",14729.10114,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.8463817705184
"LPC 18:1_PC O-18:1","LPC","s15",6377.28035,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.6387255892036
"LPC 18:1_PC O-18:1","LPC","s16",8769.680534,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.0983085731236
"LPC 18:1_PC O-18:1","LPC","s17",7750.320652,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.9200402845303
"LPC 18:1_PC O-18:1","LPC","s18",7132.900501,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.8002731337716
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s1",4490.900276,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.1327889709484
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s2",4747.320362,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.2128976946724
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s3",5116.880363,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.3210487869715
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s4",6268.88036,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.6139920812276
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s5",7399.500507,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.8532121715664
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s6",6844.520443,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.7407337481698
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s7",7331.780529,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.8399478852613
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s8",5532.920422,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.4338254588293
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s9",6884.380497,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.7491111214308
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s10",4539.980335,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.1484703331344
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s11",6567.880577,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.6812121796621
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s12",4016.7803,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.9718238392074
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s13",4620.520325,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.1738396099026
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s14",5278.780334,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.3659889170198
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s15",5070.580433,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.3079351876857
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s16",8146.760536,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.9920107872306
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s17",6163.040493,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.5894265547331
"LPC 18:0_PC O-18:0_LPC O-19:0","LPC","s18",6257.440472,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.6113569460597
"LPC O-20:5","LPC","s1",3877.60022,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.920948354132
"LPC O-20:5","LPC","s2",3317.300259,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.695793885442
"LPC O-20:5","LPC","s3",3428.020279,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.7431599286301
"LPC O-20:5","LPC","s4",3410.860176,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.7359198993243
"LPC O-20:5","LPC","s5",3479.660305,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.7647307573417
"LPC O-20:5","LPC","s6",4099.96027,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.0013942142582
"LPC O-20:5","LPC","s7",3734.800262,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.8668153740682
"LPC O-20:5","LPC","s8",4203.980324,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.0375402016943
"LPC O-20:5","LPC","s9",5643.580452,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.4623950255532
"LPC O-20:5","LPC","s10",4073.280285,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.9919753751799
"LPC O-20:5","LPC","s11",4297.080284,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.0691410164508
"LPC O-20:5","LPC","s12",4237.140202,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.0488751512406
"LPC O-20:5","LPC","s13",3380.360207,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.7229612711589
"LPC O-20:5","LPC","s14",3604.420204,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.8155514952832
"LPC O-20:5","LPC","s15",4791.400337,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.2262316450068
"LPC O-20:5","LPC","s16",4445.580357,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.1181560554632
"LPC O-20:5","LPC","s17",4629.48035,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.1766345475747
"LPC O-20:5","LPC","s18",4713.200367,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,12.2024912989949
"LPC O-20:4","LPC","s1",15680.6809,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.9367005863065
"LPC O-20:4","LPC","s2",13474.00106,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.7178906974841
"LPC O-20:4","LPC","s3",14219.5208,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,13.7955852262851
"LPC O-20:4","LPC","s4",16188.36098,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,13.982669304305
"LPC O-20:4","LPC","s5",18002.28148,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,14.1358921345102
"LPC O-20:4","LPC","s6",18460.78096,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,14.1721759652139
"LPC O-20:4","LPC","s7",13329.02106,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.702283206207
"LPC O-20:4","LPC","s8",13676.74072,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,13.7394368446177
"LPC O-20:4","LPC","s9",16644.64108,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,14.0227701405241
"LPC O-20:4","LPC","s10",13074.00093,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.6744130844611
"LPC O-20:4","LPC","s11",15358.96084,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.9067929887274
"LPC O-20:4","LPC","s12",16284.08163,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,13.9911747382022
"LPC O-20:4","LPC","s13",15434.66145,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.913886218203
"LPC O-20:4","LPC","s14",17291.22105,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,14.0777521305758
"LPC O-20:4","LPC","s15",15422.90082,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,13.9127865199668
"LPC O-20:4","LPC","s16",13806.26093,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,13.7530350352686
"LPC O-20:4","LPC","s17",18756.28134,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,14.1950862039841
"LPC O-20:4","LPC","s18",17718.60104,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,14.1129770809408
"LPC 24:0","LPC","s1",1948.560139,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9281927431889
"LPC 24:0","LPC","s2",2057.920155,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0069712930261
"LPC 24:0","LPC","s3",1980.380138,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9515616697996
"LPC 24:0","LPC","s4",2189.820164,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0965966799869
"LPC 24:0","LPC","s5",2164.800137,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.0800181203905
"LPC 24:0","LPC","s6",1987.760136,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,10.9569279613402
"LPC 24:0","LPC","s7",2075.720165,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.0193962467689
"LPC 24:0","LPC","s8",1864.020126,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.8642017216519
"LPC 24:0","LPC","s9",1947.460121,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,10.9273780705487
"LPC 24:0","LPC","s10",1737.860115,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,10.7630962451126
"LPC 24:0","LPC","s11",2149.500168,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.069785507741
"LPC 24:0","LPC","s12",1953.240116,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,10.931653598387
"LPC 24:0","LPC","s13",2211.320145,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.1106921918463
"LPC 24:0","LPC","s14",2109.580139,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.042740178544
"LPC 24:0","LPC","s15",2356.000179,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.202123933441
"LPC 24:0","LPC","s16",2601.50016,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.3451280807067
"LPC 24:0","LPC","s17",1900.740128,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.8923455827327
"LPC 24:0","LPC","s18",2032.900154,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,10.9893236435405
"LPE 18:1","LPE","s1",2524.740185,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.301919215854
"LPE 18:1","LPE","s2",1933.160137,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,10.9167454355515
"LPE 18:1","LPE","s3",3184.000229,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.6366247243053
"LPE 18:1","LPE","s4",2550.380184,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.316496609663
"LPE 18:1","LPE","s5",2753.460197,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.4270300382369
"LPE 18:1","LPE","s6",3269.640259,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.6749161971112
"LPE 18:1","LPE","s7",2094.540146,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.0324178212323
"LPE 18:1","LPE","s8",2574.68021,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.3301775371142
"LPE 18:1","LPE","s9",2251.040157,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.1363760783657
"LPE 18:1","LPE","s10",2765.720222,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.433439506679
"LPE 18:1","LPE","s11",4491.720306,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.1330523803192
"LPE 18:1","LPE","s12",2440.520149,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.2529729473719
"LPE 18:1","LPE","s13",3240.660221,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.6620720485527
"LPE 18:1","LPE","s14",2880.400223,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.4920535684205
"LPE 18:1","LPE","s15",3180.840206,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.635192182537
"LPE 18:1","LPE","s16",2716.200176,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.4073740905631
"LPE 18:1","LPE","s17",3196.880226,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.6424489779226
"LPE 18:1","LPE","s18",2559.86018,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.3218492967899
"LPE 18:0_LPE O-18:1;O","LPE","s1",2511.200165,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.2941613134879
"LPE 18:0_LPE O-18:1;O","LPE","s2",2481.800144,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.2771712265328
"LPE 18:0_LPE O-18:1;O","LPE","s3",2063.960152,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.0111994021931
"LPE 18:0_LPE O-18:1;O","LPE","s4",2689.0602,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.3928863378533
"LPE 18:0_LPE O-18:1;O","LPE","s5",2244.580158,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.1322299030738
"LPE 18:0_LPE O-18:1;O","LPE","s6",3174.280239,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.6322137857301
"LPE 18:0_LPE O-18:1;O","LPE","s7",2416.840164,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.2389063493132
"LPE 18:0_LPE O-18:1;O","LPE","s8",2659.360188,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.3768634760168
"LPE 18:0_LPE O-18:1;O","LPE","s9",2147.980141,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.0687649397111
"LPE 18:0_LPE O-18:1;O","LPE","s10",2436.420147,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.2505472240341
"LPE 18:0_LPE O-18:1;O","LPE","s11",2926.640224,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.515029688778
"LPE 18:0_LPE O-18:1;O","LPE","s12",2238.88015,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,11.1285615856849
"LPE 18:0_LPE O-18:1;O","LPE","s13",2419.420158,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.2404456150493
"LPE 18:0_LPE O-18:1;O","LPE","s14",2826.080219,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.4645867021779
"LPE 18:0_LPE O-18:1;O","LPE","s15",2585.100166,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.3360044670173
"LPE 18:0_LPE O-18:1;O","LPE","s16",2597.24017,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.3427637126357
"LPE 18:0_LPE O-18:1;O","LPE","s17",2744.600182,"200 µM","2","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.4223802854563
"LPE 18:0_LPE O-18:1;O","LPE","s18",2515.980179,"200 µM","3","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.2969048413105
"LPE(O-20:4)","LPE","s1",3531.360271,"Veh","1","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.78600829768
"LPE(O-20:4)","LPE","s2",4202.980354,"Veh","2","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,12.0371969975752
"LPE(O-20:4)","LPE","s3",4027.880295,"Veh","3","WT","Veh","Control","Recovery","Recovery | WT | Veh",TRUE,11.9758050930376
"LPE(O-20:4)","LPE","s4",4902.860405,"100 µM","1","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,12.259407970234
"LPE(O-20:4)","LPE","s5",3856.540283,"100 µM","2","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.9130914651207
"LPE(O-20:4)","LPE","s6",3624.840271,"100 µM","3","WT","100","Control","Recovery","Recovery | WT | 100 µM",TRUE,11.8237017086687
"LPE(O-20:4)","LPE","s7",3781.060276,"200 µM","1","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.8845751329804
"LPE(O-20:4)","LPE","s8",3482.680264,"200 µM","2","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,11.7659823135111
"LPE(O-20:4)","LPE","s9",5364.940395,"200 µM","3","WT","200","Control","Recovery","Recovery | WT | 200 µM",TRUE,12.3893464272533
"LPE(O-20:4)","LPE","s10",4812.48035,"Veh","1","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.2325649346525
"LPE(O-20:4)","LPE","s11",4329.860313,"Veh","2","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.0801047671215
"LPE(O-20:4)","LPE","s12",4187.620342,"Veh","3","RDH12","Veh","RDH12 ","Recovery","Recovery | RDH12 | Veh",TRUE,12.0319149352541
"LPE(O-20:4)","LPE","s13",4631.700298,"100 µM","1","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.1773261889871
"LPE(O-20:4)","LPE","s14",3826.460266,"100 µM","2","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,11.9017947034423
"LPE(O-20:4)","LPE","s15",4617.50032,"100 µM","3","RDH12","100","RDH12 ","Recovery","Recovery | RDH12 | 100 µM",TRUE,12.1728963458508
"LPE(O-20:4)","LPE","s16",3958.00024,"200 µM","1","RDH12","200","RDH12 ","Recovery","Recovery | RDH12 | 200 µM",TRUE,11.9505559845278
