"UNIPROT","ENTREZID","SYMBOL"
"Q9Y4R8","9894","TELO2"
"Q9P273","55714","TENM3"
"Q6PIY7","167153","TENT2"
"Q8NDF8","64282","TENT4B"
"Q96N21","146705","TEPSIN"
"P54274","7013","TERF1"
"Q15554","7014","TERF2"
"Q9NYB0","54386","TERF2IP"
"Q9UGI8","26136","TES"
"Q8NFU7","80312","TET1"
"Q9NXF1","54881","TEX10"
"Q8IWB9","55852","TEX2"
"Q9Y6I9","51368","TEX264"
"Q00059","7019","TFAM"
"P05549","7020","TFAP2A"
"Q7Z6R9","83741","TFAP2D"
"Q01664","7023","TFAP4"
"Q8WVM0","51106","TFB1M"
"Q12800","7024","TFCP2"
"Q14186","7027","TFDP1"
"Q14188","7029","TFDP2"
"P19532","7030","TFE3"
"P19484","7942","TFEB"
"Q92734","10342","TFG"
"P48307","7980","TFPI2"
"P0C1Z6","29844","TFPT"
"P02786","7037","TFRC"
"P36897","7046","TGFBR1"
"Q03167","7049","TGFBR3"
"Q8WUH2","9392","TGFBRAP1"
"Q9GZN2","60436","TGIF2"
"P21980","7052","TGM2"
"Q96RS0","96764","TGS1"
"Q6YHU6","63892","THADA"
"Q9NVV9","55145","THAP1"
"Q9P2Z0","56906","THAP10"
"Q96EK4","57215","THAP11"
"O43422","5612","THAP12"
"Q8WTV1","90326","THAP3"
"Q8WY91","51078","THAP4"
"Q5T1C6","117145","THEM4"
"Q8WUY1","51337","THEM6"
"Q9NWX6","54974","THG1L"
"Q8IYQ7","79896","THNSL1"
"Q96FV9","9984","THOC1"
"Q8NI27","57187","THOC2"
"Q96J01","84321","THOC3"
"Q13769","8563","THOC5"
"Q86W42","79228","THOC6"
"Q6I9Y2","80145","THOC7"
"P52888","7064","THOP1"
"Q9Y2W1","9967","THRAP3"
"Q9BU02","79178","THTPA"
"Q9NXG2","55623","THUMPD1"
"Q9BV44","25917","THUMPD3"
"Q9P016","29087","THYN1"
"P31483","7072","TIA1"
"Q01085","7073","TIAL1"
"Q13009","7074","TIAM1"
"Q7Z2Z1","90381","TICRR"
"Q9NQ88","57103","TIGAR"
"Q4W5G0","166815","TIGD2"
"P62072","26519","TIMM10"
"Q9Y5J6","26515","TIMM10B"
"Q9Y5L4","26517","TIMM13"
"O60830","10245","TIMM17B"
"Q9BVV7","29090","TIMM21"
"Q9Y584","29928","TIMM22"
"Q9BSF4","90580","TIMM29"
"Q3ZCQ8","92609","TIMM50"
"O60220","1678","TIMM8A"
"Q9Y5J9","26521","TIMM8B"
"Q9Y5J7","26520","TIMM9"
"Q9NPL8","51300","TIMMDC1"
"P01033","7076","TIMP1"
"P16035","7077","TIMP2"
"Q9BVW5","54962","TIPIN"
"O75663","261726","TIPRL"
"Q5JTD0","93643","TJAP1"
"Q07157","7082","TJP1"
"Q9UDY2","9414","TJP2"
"P04183","7083","TK1"
"Q3LXA3","26007","TKFC"
"P29401","7086","TKT"
"Q96CP7","116238","TLCD1"
"Q04724","7088","TLE1"
"Q04726","7090","TLE3"
"Q04727","7091","TLE4"
"Q08117","166","TLE5"
"Q9UKI8","9874","TLK1"
"Q86UE8","11011","TLK2"
"Q9Y490","7094","TLN1"
"Q9Y4G6","83660","TLN2"
"Q9BX74","83941","TM2D1"
"Q9BX73","83877","TM2D2"
"O76062","7108","TM7SF2"
"Q9NS93","51768","TM7SF3"
"O15321","10548","TM9SF1"
"Q99805","9375","TM9SF2"
"Q9HD45","56889","TM9SF3"
"Q92544","9777","TM9SF4"
"Q96EY4","55319","TMA16"
"Q9Y2S6","51372","TMA7"
"P55061","7009","TMBIM6"
"Q9ULS5","57458","TMCC3"
"Q13445","11018","TMED1"
"Q15363","10959","TMED2"
"Q9Y3Q3","23423","TMED3"
"Q7Z7H5","222068","TMED4"
"Q9Y3A6","50999","TMED5"
"Q9Y3B3","51014","TMED7"
"Q6PL24","283578","TMED8"
"Q9BVK6","54732","TMED9"
"Q8N9M5","284114","TMEM102"
"Q9NUM4","54664","TMEM106B"
"Q9BVX2","79022","TMEM106C"
"Q9BVC6","79073","TMEM109"
"Q12893","11070","TMEM115"
"Q9BXJ8","83862","TMEM120A"
"Q9H061","84233","TMEM126A"
"Q8IUX1","55863","TMEM126B"
"O75204","55654","TMEM127"
"Q5BJH2","85013","TMEM128"
"Q92545","23505","TMEM131"
"A2VDJ0","23240","TMEM131L"
"Q86UB9","65084","TMEM135"
"Q9P0S9","51522","TMEM14C"
"Q9NX00","54958","TMEM160"
"Q9NX61","54929","TMEM161A"
"Q9HC07","55858","TMEM165"
"Q8TBQ9","153339","TMEM167A"
"Q53S58","80775","TMEM177"
"Q7Z7N9","374395","TMEM179B"
"Q9P2C4","57583","TMEM181"
"Q9NVA4","55751","TMEM184C"
"Q8IY95","201931","TMEM192"
"Q8N511","147007","TMEM199"
"Q5SNT2","199953","TMEM201"
"Q6UW68","374882","TMEM205"
"Q96SK2","84928","TMEM209"
"Q6NUQ4","54867","TMEM214"
"Q86XT9","124446","TMEM219"
"Q96A57","29058","TMEM230"
"Q96Q45","65062","TMEM237"
"Q9H330","23731","TMEM245"
"Q4ZIN3","91304","TMEM259"
"Q8WUH6","90488","TMEM263"
"Q9NV96","55754","TMEM30A"
"P57088","55161","TMEM33"
"Q9GZU3","55116","TMEM39B"
"Q96HV5","90407","TMEM41A"
"Q5BJD5","440026","TMEM41B"
"Q9BTV4","79188","TMEM43"
"O94886","9725","TMEM63A"
"Q5T3F8","55362","TMEM63B"
"Q6PI78","157378","TMEM65"
"Q96MH6","137695","TMEM68"
"Q9BUB7","54968","TMEM70"
"Q8NBN3","25963","TMEM87A"
"Q9P0T7","252839","TMEM9"
"Q12767","9772","TMEM94"
"Q5BJF2","27346","TMEM97"
"Q9NQ34","56674","TMEM9B"
"P82094","7110","TMF1"
"Q9NVH6","55217","TMLHE"
"P28289","7111","TMOD1"
"Q9NZR1","29767","TMOD2"
"Q9NYL9","29766","TMOD3"
"P42166","7112","TMPO"
"Q6ZT21","643853","TMPPE"
"Q9H8H3","25840","TMT1A"
"Q6UX53","196410","TMT1B"
"Q9BVT8","83590","TMUB1"
"Q71RG4","79089","TMUB2"
"Q9H3N1","81542","TMX1"
"Q9Y320","51075","TMX2"
"Q96JJ7","54495","TMX3"
"Q9H1E5","56255","TMX4"
"O95379","25816","TNFAIP8"
"O75509","27242","TNFRSF21"
"Q9UKE5","23043","TNIK"
"Q15025","10318","TNIP1"
"Q8NFZ5","79155","TNIP2"
"Q07912","10188","TNK2"
"Q9C0C2","85456","TNKS1BP1"
"Q92973","3842","TNPO1"
"O14787","30000","TNPO2"
"Q9Y5L0","23534","TNPO3"
"O15417","84629","TNRC18"
"Q8NDV7","27327","TNRC6A"
"Q9UPQ9","23112","TNRC6B"
"Q14106","10766","TOB2"
"Q96GM8","114034","TOE1"
"Q9H0E2","54472","TOLLIP"
"O60784","10043","TOM1"
"O75674","10040","TOM1L1"
"Q6ZVM7","146691","TOM1L2"
"Q15388","9804","TOMM20"
"Q9NS69","56993","TOMM22"
"Q15785","10953","TOMM34"
"O96008","10452","TOMM40"
"Q8N4H5","401505","TOMM5"
"O94826","9868","TOMM70"
"Q96HA7","4796","TONSL"
"P11387","7150","TOP1"
"P11388","7153","TOP2A"
"Q02880","7155","TOP2B"
"Q13472","7156","TOP3A"
"O95985","8940","TOP3B"
"Q92547","11073","TOPBP1"
"Q9NS56","10210","TOPORS"
"O14656","1861","TOR1A"
"Q5JTV8","26092","TOR1AIP1"
"Q8NFQ8","163590","TOR1AIP2"
"O14657","27348","TOR1B"
"Q5JU69","27433","TOR2A"
"Q9H497","64222","TOR3A"
"Q96NM4","84969","TOX2"
"O94842","9878","TOX4"
"P04637","7157","TP53"
"Q12888","7158","TP53BP1"
"Q13625","7159","TP53BP2"
"O14683","9537","TP53I11"
"Q53FA7","9540","TP53I3"
"Q8IXH6","58476","TP53INP2"
"Q96S44","112858","TP53RK"
"O15350","7161","TP73"
"Q13641","7162","TPBG"
"Q9ULQ1","53373","TPCN1"
"P55327","7163","TPD52"
"Q16890","7164","TPD52L1"
"O43399","7165","TPD52L2"
"Q6ZTW0","91978","TPGS1"
"P60174","7167","TPI1"
"P09493","7168","TPM1"
"P06753","7170","TPM3"
"P67936","7171","TPM4"
"P51580","7172","TPMT"
"O14773","1200","TPP1"
"P29144","7174","TPP2"
"O94811","11076","TPPP"
"Q9BW30","51673","TPPP3"
"P12270","7175","TPR"
"Q5T0D9","127262","TPRG1L"
"Q9Y3C4","51002","TPRKB"
"Q4KMQ1","286262","TPRN"
"O60507","8460","TPST1"
"O60704","8459","TPST2"
"P13693","7178","TPT1"
"Q9ULW0","22974","TPX2"
"Q13595","29896","TRA2A"
"P62995","6434","TRA2B"
"Q9H4I3","80305","TRABD"
"Q15628","8717","TRADD"
"Q12933","7186","TRAF2"
"Q13114","7187","TRAF3"
"Q8TDR0","26146","TRAF3IP1"
"Q9BUZ4","9618","TRAF4"
"Q9Y4K3","7189","TRAF6"
"Q6Q0C0","84231","TRAF7"
"O14545","10906","TRAFD1"
"Q15629","23471","TRAM1"
"Q9Y5R8","58485","TRAPPC1"
"Q7Z392","60684","TRAPPC11"
"Q8WVT3","51112","TRAPPC12"
"A5PLN9","80006","TRAPPC13"
"Q8WVR3","55262","TRAPPC14"
"Q9UL33","51693","TRAPPC2L"
"O43617","27095","TRAPPC3"
"Q9Y296","51399","TRAPPC4"
"Q8IUR0","126003","TRAPPC5"
"Q86SZ2","122553","TRAPPC6B"
"Q9Y2L5","22878","TRAPPC8"
"Q96Q05","83696","TRAPPC9"
"O43715","51499","TRIAP1"
"Q96F44","81559","TRIM11"
"Q9C040","23321","TRIM2"
"O15164","8805","TRIM24"
"Q14258","7706","TRIM25"
"Q12899","7726","TRIM26"
"P14373","5987","TRIM27"
"Q13263","10155","TRIM28"
"O75382","10612","TRIM3"
"Q13049","22954","TRIM32"
"Q9UPN9","51592","TRIM33"
"Q9NQ86","55521","TRIM36"
"Q9C037","89122","TRIM4"
"Q8WV44","90933","TRIM41"
"Q96DX7","54765","TRIM44"
"Q9BRZ2","81844","TRIM56"
"Q6PJ69","201292","TRIM65"
"Q9C026","114088","TRIM9"
"O75962","7204","TRIO"
"Q9H2D6","11078","TRIOBP"
"Q15642","9322","TRIP10"
"Q15643","9321","TRIP11"
"Q14669","9320","TRIP12"
"Q15645","9319","TRIP13"
"Q15650","9325","TRIP4"
"Q15654","7205","TRIP6"
"Q629K1","286144","TRIQK"
"Q9BQ61","79002","TRIR"
"Q9NXH9","55621","TRMT1"
"Q8TBZ6","93587","TRMT10A"
"Q7L0Y3","54931","TRMT10C"
"Q7Z4G4","60487","TRMT11"
"Q9UI30","51504","TRMT112"
"Q9NUP7","54482","TRMT13"
"Q7Z2T5","81627","TRMT1L"
"Q8IZ69","27037","TRMT2A"
"Q96GJ1","79979","TRMT2B"
"Q32P41","57570","TRMT5"
"Q9UJA5","51605","TRMT6"
"Q96FX7","115708","TRMT61A"
"Q9BVS5","55006","TRMT61B"
"O75648","55687","TRMU"
"Q96Q11","51095","TRNT1"
"Q12816","7216","TRO"
"Q12815","10024","TROAP"
"Q9UHF7","7227","TRPS1"
"Q86TN4","83707","TRPT1"
"Q9Y4A5","8295","TRRAP"
"Q8WWH5","142940","TRUB1"
"O95900","26995","TRUB2"
"Q92574","7248","TSC1"
"P49815","7249","TSC2"
"Q15714","8848","TSC22D1"
"Q99576","1831","TSC22D3"
"Q9Y3Q8","81628","TSC22D4"
"Q8WW01","116461","TSEN15"
"Q8NCE0","80746","TSEN2"
"Q9BSV6","79042","TSEN34"
"Q7Z6J9","283989","TSEN54"
"P43897","10102","TSFM"
"Q99816","7251","TSG101"
"Q6ZSZ6","10194","TSHZ1"
"Q63HK5","57616","TSHZ3"
"Q15631","7247","TSN"
"Q99598","7257","TSNAX"
"Q9H0U9","7259","TSPYL1"
"Q2NL82","55720","TSR1"
"Q969E8","90121","TSR2"
"Q9UJK0","115939","TSR3"
"Q9Y5U2","10078","TSSC4"
"Q16762","7263","TST"
"Q5T7W7","158427","TSTD2"
"Q99614","7265","TTC1"
"Q9H892","54970","TTC12"
"Q96N46","151613","TTC14"
"Q96AE7","55761","TTC17"
"Q6DKK2","54902","TTC19"
"Q6P3X3","55622","TTC27"
"Q96AY4","23331","TTC28"
"Q6PID6","23548","TTC33"
"Q5R3I4","55020","TTC38"
"Q8N584","125488","TTC39C"
"O95801","7268","TTC4"
"Q8N0Z6","91875","TTC5"
"Q86TV6","145567","TTC7B"
"Q8N5M4","283237","TTC9C"
"Q15361","7270","TTF1"
"Q9UNY4","8458","TTF2"
"O43156","9675","TTI1"
"Q6NXR4","80185","TTI2"
"P33981","7272","TTK"
"Q8NG68","150465","TTL"
"Q14166","23170","TTLL12"
"Q14679","9654","TTLL4"
"Q9BTX7","79183","TTPAL"
"Q9BSA4","94015","TTYH2"
"Q9C0H2","80727","TTYH3"
"P50607","7275","TUB"
"Q9BQE3","84790","TUBA1C"
"A6NHL2","79861","TUBAL3"
"P07437","203068","TUBB"
"Q13885","7280","TUBB2A"
"Q9BVA1","347733","TUBB2B"
"Q13509","10381","TUBB3"
"P04350","10382","TUBB4A"
"P68371","10383","TUBB4B"
"Q9BUF5","84617","TUBB6"
"Q9UJT0","51175","TUBE1"
"P23258","7283","TUBG1"
"Q9BSJ2","10844","TUBGCP2"
"Q96CW5","10426","TUBGCP3"
"Q9UGJ1","27229","TUBGCP4"
"Q96RT8","114791","TUBGCP5"
"Q96RT7","85378","TUBGCP6"
"P49411","7284","TUFM"
"Q9NNX1","7286","TUFT1"
"O75386","7289","TULP3"
"Q2TAM9","286319","TUSC1"
"O75896","11334","TUSC2"
"Q9H6E5","64852","TUT1"
"Q5TAX3","23318","TUT4"
"Q5VYS8","79670","TUT7"
"Q12792","5756","TWF1"
"Q6IBS0","11344","TWF2"
"Q96RR1","56652","TWNK"
"Q9GZX9","57045","TWSG1"
"P40222","200081","TXLNA"
"Q9NUQ3","55787","TXLNG"
"Q99757","25828","TXN2"
"Q6PKC3","51061","TXNDC11"
"O95881","51060","TXNDC12"
"Q96J42","79770","TXNDC15"
"Q9P2K2","57544","TXNDC16"
"Q9BRA2","84817","TXNDC17"
"Q8NBS9","81567","TXNDC5"
"O14530","10190","TXNDC9"
"Q9H3M7","10628","TXNIP"
"O43396","9352","TXNL1"
"P83876","10907","TXNL4A"
"Q9NX01","54957","TXNL4B"
"Q16881","7296","TXNRD1"
"Q9NNW7","10587","TXNRD2"
"P29597","7297","TYK2"
"P04818","7298","TYMS"
"Q06418","7301","TYRO3"
"Q2T9J0","219743","TYSND1"
"Q6IPR3","127253","TYW3"
"Q01081","7307","U2AF1"
"Q01081","102724594","LOC102724594"
"P26368","11338","U2AF2"
"O15042","23350","U2SURP"
"Q9BZF9","55075","UACA"
"Q16222","6675","UAP1"
"Q3KQV9","91373","UAP1L1"
"P22314","7317","UBA1"
"Q9UBT2","10054","UBA2"
"Q8TBC4","9039","UBA3"
"Q9GZZ9","79876","UBA5"
"P62987","7311","UBA52"
"A0AVT1","55236","UBA6"
"Q9BSL1","10422","UBAC1"
"Q8NBM4","337867","UBAC2"
"Q9NZ09","51271","UBAP1"
"Q14157","9898","UBAP2L"
"Q8TF42","84959","UBASH3B"
"P49459","7319","UBE2A"
"P63146","7320","UBE2B"
"Q969T4","10477","UBE2E3"
"Q969M7","140739","UBE2F"
"P62253","7326","UBE2G1"
"P62256","7328","UBE2H"
"Q9Y385","51465","UBE2J1"
"Q8N2K1","118424","UBE2J2"
"P61086","3093","UBE2K"
"P68036","7332","UBE2L3"
"P61081","9040","UBE2M"
"P61088","7334","UBE2N"
"Q9C0C9","63893","UBE2O"
"Q7Z7E8","55585","UBE2Q1"
"Q712K3","54926","UBE2R2"
"Q16763","27338","UBE2S"
"Q13404","7335","UBE2V1"
"Q13404","387522","PEDS1-UBE2V1"
"Q15819","7336","UBE2V2"
"Q9H832","65264","UBE2Z"
"Q05086","7337","UBE3A"
"Q7Z3V4","89910","UBE3B"
"Q15386","9690","UBE3C"
"Q14139","9354","UBE4A"
"O95155","10277","UBE4B"
"O14562","56061","UBFD1"
"P11441","8266","UBL4A"
"Q9BZL1","59286","UBL5"
"Q96S82","84993","UBL7"
"Q8WVY7","134510","UBLCP1"
"Q9NZI7","7342","UBP1"
"Q9UMX0","29979","UBQLN1"
"Q9UHD9","29978","UBQLN2"
"Q9NRR5","56893","UBQLN4"
"Q8IWV7","197131","UBR1"
"Q8IWV8","23304","UBR2"
"Q5T4S7","23352","UBR4"
"O95071","51366","UBR5"
"Q8N806","55148","UBR7"
"Q9HAC8","80019","UBTD1"
"Q8WUN7","92181","UBTD2"
"P17480","7343","UBTF"
"Q04323","51035","UBXN1"
"P68543","165324","UBXN2A"
"Q14CS0","137886","UBXN2B"
"Q92575","23190","UBXN4"
"Q9BZV1","80700","UBXN6"
"O94888","26043","UBXN7"
"O00124","7993","UBXN8"
"P09936","7345","UCHL1"
"P15374","7347","UCHL3"
"Q9Y5K5","51377","UCHL5"
"Q9HA47","83549","UCK1"
"Q9BZX2","7371","UCK2"
"Q9NWZ5","54963","UCKL1"
"Q8IX04","55293","UEVLD"
"Q92890","7353","UFD1"
"O94874","23376","UFL1"
"P61960","51569","UFM1"
"Q9NUQ7","55325","UFSP2"
"Q16739","7357","UGCG"
"O60701","7358","UGDH"
"Q9NYU2","56886","UGGT1"
"Q9NYU1","55757","UGGT2"
"Q16851","7360","UGP2"
"Q16880","7368","UGT8"
"Q96T88","29128","UHRF1"
"Q96PU4","115426","UHRF2"
"Q96RL1","51720","UIMC1"
"Q9BZM5","80328","ULBP2"
"Q9BZM4","79465","ULBP3"
"O75385","8408","ULK1"
"Q6PHR2","25989","ULK3"
"P11172","7372","UMPS"
"Q13432","9094","UNC119"
"A6NIH7","84747","UNC119B"
"O14795","10497","UNC13B"
"Q9H3U1","55898","UNC45A"
"O95185","8633","UNC5C"
"Q9H1C4","81622","UNC93B1"
"A6NJT0","340260","UNCX"
"P13051","7374","UNG"
"Q9C0B0","85451","UNK"
"Q92900","5976","UPF1"
"Q9HAU5","26019","UPF2"
"Q9BZI7","65109","UPF3B"
"Q16831","7378","UPP1"
"Q96BW1","139596","UPRT"
"Q9NVA1","55245","UQCC1"
"Q9BRT2","84300","UQCC2"
"Q4G0I0","283951","UQCC4"
"Q8WVI0","440957","UQCC5"
"Q69YU5","728568","UQCC6"
"Q9UDW1","29796","UQCR10"
"P14927","7381","UQCRB"
"P31930","7384","UQCRC1"
"P22695","7385","UQCRC2"
"P47985","7386","UQCRFS1"
"P07919","7388","UQCRH"
"O14949","27089","UQCRQ"
"O60287","9875","URB1"
"Q14146","9816","URB2"
"Q8TCY9","55665","URGCP"
"O94763","8725","URI1"
"Q9BTM9","81605","URM1"
"P06132","7389","UROD"
"Q9BQ65","79650","USB1"
"Q9NZ43","55850","USE1"
"P22415","7391","USF1"
"Q15853","7392","USF2"
"O60763","8615","USO1"
"Q14694","9100","USP10"
"O75317","219333","USP12"
"Q92995","8975","USP13"
"P54578","9097","USP14"
"Q9Y4E8","9958","USP15"
"Q9Y5T5","10600","USP16"
"O94966","10869","USP19"
"Q9UPT9","23326","USP22"
"Q9UPU5","23358","USP24"
"Q9UHP3","29761","USP25"
"A6NNY8","389856","USP27X"
"Q96RU2","57646","USP28"
"Q9Y6I4","9960","USP3"
"Q70CQ4","57478","USP31"
"Q8TEY7","23032","USP33"
"Q70CQ2","9736","USP34"
"Q9P275","57602","USP36"
"Q86T82","57695","USP37"
"Q53GS9","10713","USP39"
"Q13107","7375","USP4"
"Q9H9J4","84132","USP42"
"Q96K76","55031","USP47"
"Q86UV5","84196","USP48"
"P45974","8078","USP5"
"Q70EL1","159195","USP54"
"Q93009","7874","USP7"
"P40818","9101","USP8"
"Q93008","8239","USP9X"
"Q9Y2C2","10090","UST"
"Q9Y3A2","51118","UTP11"
"Q9BVJ6","10813","UTP14A"
"Q8TED0","84135","UTP15"
"Q9Y5J1","51096","UTP18"
"Q9BRU9","84294","UTP23"
"Q68CQ4","27042","UTP25"
"Q9NQZ2","57050","UTP3"
"Q969X6","84916","UTP4"
"Q9NYH9","55813","UTP6"
"P46939","7402","UTRN"
"Q2YD98","57654","UVSSA"
"Q8NBZ7","80146","UXS1"
"Q9UBK9","8409","UXT"
"Q08AM6","55697","VAC14"
"P63027","6844","VAMP2"
"Q15836","9341","VAMP3"
"O75379","8674","VAMP4"
"P51809","6845","VAMP7"
"Q9BV40","8673","VAMP8"
"Q8TAA9","81839","VANGL1"
"Q9P0L0","9218","VAPA"
"O95292","9217","VAPB"
"P26640","7407","VARS1"
"Q5ST30","57176","VARS2"
"Q7L8A9","22846","VASH1"
"Q6EMK4","114990","VASN"
"P50552","7408","VASP"
"Q99536","10493","VAT1"
"P52735","7410","VAV2"
"Q9UIW0","25806","VAX2"
"P61758","7411","VBP1"
"P13611","1462","VCAN"
"Q969W3","84923","VCF1"
"P18206","7414","VCL"
"P55072","7415","VCP"
"Q96JH7","80124","VCPIP1"
"Q9H867","79609","VCPKMT"
"P21796","7416","VDAC1"
"P45880","7417","VDAC2"
"Q9Y277","7419","VDAC3"
"P15692","7422","VEGFA"
"P49765","7423","VEGFB"
"Q14119","7716","VEZF1"
"Q14135","9686","VGLL4"
"P08670","7431","VIM"
"Q9H9C1","63894","VIPAS39"
"Q69YN4","25962","VIRMA"
"Q9BQB6","79001","VKORC1"
"Q8N0U8","154807","VKORC1L1"
"P98155","7436","VLDLR"
"Q3ZAQ7","203547","VMA21"
"Q96GC9","81671","VMP1"
"Q9H270","55823","VPS11"
"Q96RL7","23230","VPS13A"
"Q709C8","54832","VPS13C"
"Q9H269","64601","VPS16"
"Q9P253","57617","VPS18"
"O75436","9559","VPS26A"
"Q4G0F5","112936","VPS26B"
"O14972","10311","VPS26C"
"Q9UK41","51160","VPS28"
"Q9UBQ0","51699","VPS29"
"Q96AX1","65082","VPS33A"
"Q9H267","26276","VPS33B"
"Q96QK1","55737","VPS35"
"Q7Z3J2","57020","VPS35L"
"Q86VN1","51028","VPS36"
"Q8NEZ2","137492","VPS37A"
"A5D8V6","55048","VPS37C"
"Q96JC1","23339","VPS39"
"P49754","27072","VPS41"
"Q9NRW7","11311","VPS45"
"Q9UN37","27183","VPS4A"
"O75351","9525","VPS4B"
"Q96JG6","55610","VPS50"
"Q9UID3","738","VPS51"
"Q8N1B4","6293","VPS52"
"Q5VIR6","55275","VPS53"
"Q15906","6944","VPS72"
"Q99986","7443","VRK1"
"Q86Y07","7444","VRK2"
"Q8IV63","51231","VRK3"
"Q9NP79","51534","VTA1"
"Q96AJ9","143187","VTI1A"
"Q9UEU0","10490","VTI1B"
"A3KMH1","23078","VWA8"
"Q9BTA9","51322","WAC"
"Q7Z5K2","23063","WAPL"
"P23381","7453","WARS1"
"Q9UGM6","10352","WARS2"
"Q9UPY6","10810","WASF3"
"Q9NQA3","100287171","WASHC1"
"Q9NQA3","124908094","LOC124908094"
"Q641Q2","387680","WASHC2A"
"Q9Y4E1","253725","WASHC2C"
"Q9Y3C0","51019","WASHC3"
"Q2M389","23325","WASHC4"
"Q12768","9897","WASHC5"
"O00401","8976","WASL"
"Q9Y2W2","51729","WBP11"
"Q9NX94","54838","WBP1L"
"Q969T9","23558","WBP2"
"O75554","11193","WBP4"
"Q9H6R7","80304","WDCP"
"Q8IWB7","57590","WDFY1"
"O75717","11169","WDHD1"
"O75083","9948","WDR1"
"Q9BZH6","55717","WDR11"
"Q9GZL7","55759","WDR12"
"Q9H1Z4","64743","WDR13"
"Q9BV38","57418","WDR18"
"Q8TBZ3","91833","WDR20"
"Q64LD2","79446","WDR25"
"Q9H7D7","80232","WDR26"
"Q9UNX4","10885","WDR3"
"Q9C0J8","55339","WDR33"
"Q8NI36","134430","WDR36"
"Q9Y2I8","22884","WDR37"
"P57081","10785","WDR4"
"Q9HAD4","55255","WDR41"
"Q15061","23160","WDR43"
"Q5JSH3","54521","WDR44"
"Q9Y484","11152","WDR45"
"Q5MNZ6","56270","WDR45B"
"O15213","9277","WDR46"
"O94967","22911","WDR47"
"Q8TAF3","57599","WDR48"
"P61964","11091","WDR5"
"Q9H977","84058","WDR54"
"Q9H6Y2","54853","WDR55"
"Q6PJI9","79726","WDR59"
"Q9NNW5","11180","WDR6"
"O43379","284403","WDR62"
"Q9NW82","55100","WDR70"
"Q6P4I2","84942","WDR73"
"Q6RFH5","54663","WDR74"
"Q8IWA0","84128","WDR75"
"Q9H967","79968","WDR76"
"Q9BQA1","79084","WDR77"
"Q562E7","124997","WDR81"
"Q6UXN9","80335","WDR82"
"Q9BRX9","84292","WDR83"
"Q96FK6","112840","WDR89"
"A4D1P6","29062","WDR91"
"Q8N9V3","151525","WDSUB1"
"Q8N5D0","23038","WDTC1"
"P30291","7465","WEE1"
"O76024","7466","WFS1"
"Q8TF30","123720","WHAMM"
"O43516","7456","WIPF1"
"Q8TF74","147179","WIPF2"
"A6NGB9","644150","WIPF3"
"Q9Y4P8","26100","WIPI2"
"O95785","58525","WIZ"
"Q5T9L3","79971","WLS"
"Q9Y3S1","65268","WNK2"
"Q9BYP7","65267","WNK3"
"Q9BUR4","55135","WRAP53"
"Q9P2S5","49856","WRAP73"
"Q96S55","56897","WRNIP1"
"Q15007","9589","WTAP"
"Q9NZC7","51741","WWOX"
"Q9H0M0","11059","WWP1"
"O00308","11060","WWP2"
"Q9HCS7","56949","XAB2"
"P17861","7494","XBP1"
"P98170","331","XIAP"
"P23025","7507","XPA"
"Q01831","7508","XPC"
"Q9NQW7","7511","XPNPEP1"
"Q9NQH7","63929","XPNPEP3"
"O14980","7514","XPO1"
"Q9C0E2","64328","XPO4"
"Q9HAV4","57510","XPO5"
"Q96QU8","23214","XPO6"
"Q9UIA9","23039","XPO7"
"O43592","11260","XPOT"
"Q9UBH6","9213","XPR1"
"P18887","7515","XRCC1"
"O43542","7517","XRCC3"
"Q13426","7518","XRCC4"
"P13010","7520","XRCC5"
"P12956","2547","XRCC6"
"Q8IZH2","54464","XRN1"
"Q9H0D6","22803","XRN2"
"Q8NBI6","152002","XXYLT1"
"O75191","9942","XYLB"
"Q9H1B5","64132","XYLT2"
"Q8IY57","10138","YAF2"
"P46937","10413","YAP1"
"P54577","8565","YARS1"
"Q9Y2Z4","51067","YARS2"
"P58557","54059","YBEY"
"P67809","4904","YBX1"
"Q9Y2T7","51087","YBX2"
"P16989","8531","YBX3"
"Q9ULM3","55689","YEATS2"
"O95619","8089","YEATS4"
"P07947","7525","YES1"
"O95070","10897","YIF1A"
"Q5BJH7","90522","YIF1B"
"Q9Y548","54432","YIPF1"
"Q9GZM5","25844","YIPF3"
"Q969M3","81555","YIPF5"
"Q96EC8","286451","YIPF6"
"Q9BW85","55702","YJU2"
"P13994","81576","YJU2B"
"O15498","10652","YKT6"
"P49750","56252","YLPM1"
"Q96TA2","10730","YME1L1"
"Q5VVQ6","55432","YOD1"
"P62699","51646","YPEL5"
"Q86U90","79693","YRDC"
"Q96MU7","91746","YTHDC1"
"Q9H6S0","64848","YTHDC2"
"Q9BYJ9","54915","YTHDF1"
"Q9Y5A9","51441","YTHDF2"
"Q7Z739","253943","YTHDF3"
"P31946","7529","YWHAB"
"P62258","7531","YWHAE"
"P61981","7532","YWHAG"
"Q04917","7533","YWHAH"
"P27348","10971","YWHAQ"
"P63104","7534","YWHAZ"
"P25490","7528","YY1"
"Q9H869","55249","YY1AP1"
"O96006","9189","ZBED1"
"Q9Y2K1","22890","ZBTB1"
"Q96DT7","65986","ZBTB10"
"O95625","27107","ZBTB11"
"O43829","7541","ZBTB14"
"Q8N680","57621","ZBTB2"
"Q9ULJ3","49854","ZBTB21"
"O43167","9841","ZBTB24"
"Q86T24","10009","ZBTB33"
