"","X","Gene","contrast","p.val","p.adj","ratio"
"47690",47840,"DPY30","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.00593414252397827,0.562,1.63
"47691",47841,"DPY30","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.282137723673838,0.38,-0.587
"47692",47842,"DPY30","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000772719658648566,1,-2.1
"47693",47843,"DPY30","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00102537191753371,0.639,2.03
"47694",47844,"DPY30","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.345090694815303,0.771,0.514
"47695",47845,"DPY30","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.00448671390599549,0.723,1.7
"47696",47846,"DPY30","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.891424454110713,0.93,-0.0734
"47697",47847,"DPY30","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.408404295022453,0.72,0.448
"47698",47848,"DPY30","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00549920163425824,0.129,-1.65
"47699",47849,"DPY30","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.103439157058641,0.6,0.906
"47700",47850,"DPY30","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.822496121372651,0.968,0.121
"47701",47851,"DPYSL2","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.861131077219533,0.967,-0.0234
"47702",47852,"DPYSL2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0018375968733564,0.465,-0.473
"47703",47853,"DPYSL2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.00121406393755417,0.477,-0.497
"47704",47854,"DPYSL2","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0125588674590219,0.195,-0.362
"47705",47855,"DPYSL2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0218946580426877,0.688,-0.328
"47706",47856,"DPYSL2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.593208858086406,0.776,-0.0718
"47707",47857,"DPYSL2","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0691651967977912,1,-0.254
"47708",47858,"DPYSL2","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.10902920991768,0.891,0.222
"47709",47859,"DPYSL2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.41412654500739,0.81,0.11
"47710",47860,"DPYSL2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.176914831613728,0.893,0.185
"47711",47861,"DPYSL2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.774002354077297,0.919,0.0385
"47712",47862,"DPYSL2","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.00628139213187047,0.355,-0.403
"47713",47863,"DPYSL2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",7.14359282247767e-05,0.0216,-0.657
"47714",47864,"DPYSL2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0276318946702981,0.339,-0.314
"47715",47865,"DPYSL2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.00095843802948178,0.887,-0.51
"47716",47866,"DPYSL4","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.935565620944649,0.97,-0.0284
"47717",47867,"DPYSL4","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.320220483317039,0.896,-0.353
"47718",47868,"DPYSL4","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.283869850429228,0.872,-0.382
"47719",47869,"DPYSL4","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.964099747333349,0.906,-0.0158
"47720",47870,"DPYSL4","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.656410920942765,0.893,-0.157
"47721",47871,"DPYSL4","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.878535620534617,0.886,0.0537
"47722",47872,"DPYSL4","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00310074898494404,1,1.16
"47723",47873,"DPYSL4","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.278582478536231,0.916,0.386
"47724",47874,"DPYSL4","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.890081358821179,0.915,0.0485
"47725",47875,"DPYSL4","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.181850626263843,0.894,0.48
"47726",47876,"DPYSL4","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.771207796255112,0.918,0.102
"47727",47877,"DPYSL4","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.105557360140586,0.567,-0.588
"47728",47878,"DPYSL4","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.111896569118488,0.309,0.576
"47729",47879,"DPYSL4","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.780658885199648,0.899,-0.0979
"47730",47880,"DPYSL4","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.0122537620936918,0.929,0.954
"47731",47881,"DPYSL5","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.428337275219066,0.924,0.165
"47732",47882,"DPYSL5","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0399869837750046,0.772,-0.447
"47733",47883,"DPYSL5","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.180635883475364,0.853,-0.283
"47734",47884,"DPYSL5","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.163079214011195,0.653,-0.295
"47735",47885,"DPYSL5","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.769738546628649,0.9,-0.0605
"47736",47886,"DPYSL5","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.791019386089772,0.864,-0.0547
"47737",47887,"DPYSL5","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0400617255179735,1,0.447
"47738",47888,"DPYSL5","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.714110807614773,0.938,0.0757
"47739",47889,"DPYSL5","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.710889302825596,0.892,-0.0766
"47740",47890,"DPYSL5","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0368481928841075,0.838,0.456
"47741",47891,"DPYSL5","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.526528594991526,0.88,-0.131
"47742",47892,"DPYSL5","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.00863133432999048,0.371,-0.593
"47743",47893,"DPYSL5","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.483732780287539,0.447,-0.145
"47744",47894,"DPYSL5","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.714750739429625,0.892,-0.0756
"47745",47895,"DPYSL5","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.0424250044552409,0.943,0.441
"47746",47896,"DR1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.320840924328628,0.892,-0.425
"47747",47897,"DR1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.722340391295326,0.927,0.15
"47748",47898,"DR1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.51836251926241,0.896,-0.275
"47749",47899,"DR1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.996991378398397,0.909,-0.00159
"47750",47900,"DR1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.218664381683973,0.843,-0.53
"47751",47901,"DR1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.513067071703588,0.714,-0.278
"47752",47902,"DR1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000733328812785388,1,-1.66
"47753",47903,"DR1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.687816965602041,0.937,0.17
"47754",47904,"DR1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.44916007343237,0.825,0.322
"47755",47905,"DR1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.107792985523181,0.878,-0.703
"47756",47906,"DR1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.916626626854914,0.932,0.0443
"47757",47907,"DR1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.249754180903621,0.664,0.495
"47758",47908,"DR1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0112573320478225,0.162,-1.16
"47759",47909,"DR1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.725741997679026,0.893,-0.149
"47760",47910,"DR1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.000177492559952048,0.843,-1.91
"47761",47911,"DRAP1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.494485958395385,0.936,-0.363
"47762",47912,"DRAP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.263284863166398,0.888,-0.6
"47763",47913,"DRAP1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0794957361864296,0.812,-0.963
"47764",47914,"DRAP1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.358413548866223,0.792,0.49
"47765",47915,"DRAP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0382482999354044,0.733,1.16
"47766",47916,"DRAP1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.957472698442082,0.901,0.0282
"47767",47917,"DRAP1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000109687408666966,1,-2.49
"47768",47918,"DRAP1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00649696254167738,0.772,1.58
"47769",47919,"DRAP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.356824849923694,0.779,0.492
"47770",47920,"DRAP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.116552901153734,0.88,0.855
"47771",47921,"DRAP1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.330561076466592,0.809,0.52
"47772",47922,"DRAP1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.143949718350165,0.603,0.793
"47773",47923,"DRAP1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0038463304986994,0.114,-1.7
"47774",47924,"DRAP1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.851193959358521,0.905,0.0991
"47775",47925,"DRAP1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.016281831454884,0.933,-1.37
"47776",47926,"DRG1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.785220170818037,0.963,0.0419
"47777",47927,"DRG1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.40321896117121,0.905,-0.13
"47778",47928,"DRG1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.569900330086889,0.899,-0.0877
"47779",47929,"DRG1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.882614946620339,0.899,-0.0227
"47780",47930,"DRG1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.175353740465022,0.831,-0.213
"47781",47931,"DRG1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.560576826935987,0.754,0.0898
"47782",47932,"DRG1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.265367579405661,1,-0.174
"47783",47933,"DRG1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.188322282759132,0.906,0.207
"47784",47934,"DRG1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.518443585925903,0.849,0.0998
"47785",47935,"DRG1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.510163616898041,0.922,0.102
"47786",47936,"DRG1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.225924069549816,0.728,0.19
"47787",47937,"DRG1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.17151087479812,0.623,-0.215
"47788",47938,"DRG1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0184317485349399,0.189,-0.389
"47789",47939,"DRG1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.646823188025069,0.883,-0.0706
"47790",47940,"DRG1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.00507861981753118,0.917,-0.477
"47791",47941,"DRG2","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.692301625685549,0.958,0.0636
"47792",47942,"DRG2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0127483728068018,0.664,-0.433
"47793",47943,"DRG2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0302146156237146,0.752,-0.369
"47794",47944,"DRG2","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.406520505771996,0.811,-0.134
"47795",47945,"DRG2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.00818568867035488,0.596,-0.464
"47796",47946,"DRG2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.0997459049108512,0.0588,0.273
"47797",47947,"DRG2","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.17608837388969,1,0.222
"47798",47948,"DRG2","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.102072461360534,0.889,0.271
"47799",47949,"DRG2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.865298372836472,0.913,-0.0272
"47800",47950,"DRG2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.96722513714105,0.937,0.00659
"47801",47951,"DRG2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.135852562625223,0.585,0.246
"47802",47952,"DRG2","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.00504646447678147,0.342,-0.498
"47803",47953,"DRG2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.096583952894589,0.297,-0.276
"47804",47954,"DRG2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0419542855417838,0.404,-0.344
"47805",47955,"DRG2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.00392397575130086,0.913,-0.516
"47806",47956,"DROSHA","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.820687788355556,0.965,0.12
"47807",47957,"DROSHA","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.231259112418068,0.882,0.644
"47808",47958,"DROSHA","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.158589371497704,0.847,0.763
"47809",47959,"DROSHA","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.264452899120013,0.74,0.599
"47810",47960,"DROSHA","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.101286751194883,0.8,0.895
"47811",47961,"DROSHA","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.910536862209964,0.893,-0.0593
"47812",47962,"DROSHA","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.320463714941851,1,-0.531
"47813",47963,"DROSHA","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.476475097599518,0.929,-0.378
"47814",47964,"DROSHA","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.529987054577588,0.853,-0.333
"47815",47965,"DROSHA","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.263744332690183,0.904,0.599
"47816",47966,"DROSHA","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.460248387735076,0.862,-0.393
"47817",47967,"DROSHA","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.9434656135022,0.81,-0.0374
"47818",47968,"DROSHA","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.288392332609908,0.39,-0.569
"47819",47969,"DROSHA","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.151333464902975,0.68,0.778
"47820",47970,"DROSHA","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.426238994178368,0.963,0.423
"47821",47986,"DSC2","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.328537302728499,0.895,-0.318
"47822",47987,"DSC2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.388489863699241,0.904,0.28
"47823",47988,"DSC2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.90574393198122,0.916,-0.0381
"47824",47989,"DSC2","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.0258410323500929,0.312,0.764
"47825",47990,"DSC2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0225574281241026,0.691,-0.784
"47826",47991,"DSC2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.475714547236537,0.677,-0.231
"47827",47992,"DSC2","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0101167488482804,1,0.901
"47828",47993,"DSC2","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.0629488036548773,0.874,0.625
"47829",47994,"DSC2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.66174407621554,0.884,0.141
"47830",47995,"DSC2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0598849584705157,0.857,-0.633
"47831",47996,"DSC2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.780269675792334,0.919,-0.0898
"47832",47997,"DSC2","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.974945756966177,0.814,-0.0101
"47833",47998,"DSC2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0108581429595473,0.16,0.891
"47834",47999,"DSC2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0455684020624281,0.418,0.677
"47835",48000,"DSC2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.286766319105045,0.96,0.348
"47836",48001,"DSCC1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.733126842927605,0.96,-0.169
"47837",48002,"DSCC1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.376107179252906,0.903,0.442
"47838",48003,"DSCC1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.582100221420863,0.9,0.273
"47839",48004,"DSCC1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.811369934247605,0.891,0.118
"47840",48005,"DSCC1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.662995313482932,0.893,-0.216
"47841",48006,"DSCC1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.937213194109377,0.898,-0.0389
"47842",48007,"DSCC1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.190159658575273,1,-0.662
"47843",48008,"DSCC1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.748636518393599,0.939,-0.159
"47844",48009,"DSCC1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.738574218894396,0.897,0.165
"47845",48010,"DSCC1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.799402640878631,0.933,0.126
"47846",48011,"DSCC1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.798551613609857,0.921,0.126
"47847",48012,"DSCC1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.721562538125222,0.783,-0.176
"47848",48013,"DSCC1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.101240605373412,0.301,-0.838
"47849",48014,"DSCC1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.980964954832035,0.916,-0.0118
"47850",48015,"DSCC1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.101032829887171,0.951,-0.839
"47851",48016,"DSG1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.757671306247543,0.962,-0.3
"47852",48017,"DSG1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.520836150791173,0.915,-0.627
"47853",48018,"DSG1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.345355704786364,0.88,-0.927
"47854",48019,"DSG1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.807539665831176,0.891,0.237
"47855",48020,"DSG1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.00599636238701354,0.564,2.94
"47856",48021,"DSG1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.955290112067452,0.901,0.0545
"47857",48022,"DSG1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000688184665570133,1,-3.84
"47858",48023,"DSG1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.0269649391146499,0.842,2.29
"47859",48024,"DSG1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.153060259307962,0.533,1.42
"47860",48025,"DSG1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.00764690364008333,0.758,2.84
"47861",48026,"DSG1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.138719087616855,0.592,1.48
"47862",48027,"DSG1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.12687090846772,0.589,1.53
"47863",48028,"DSG1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.025663238185348,0.208,-2.31
"47864",48029,"DSG1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.903555006331529,0.91,-0.118
"47865",48030,"DSG1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.334667147393991,0.961,-0.948
"47866",48031,"DSG2","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0601810418887335,0.409,-0.398
"47867",48032,"DSG2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.779397270343601,0.929,0.0568
"47868",48033,"DSG2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.103146302164781,0.825,-0.341
"47869",48034,"DSG2","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.00233688161380956,0.0432,0.696
"47870",48035,"DSG2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.804026148699048,0.901,0.0503
"47871",48036,"DSG2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.805350921587901,0.868,-0.0499
"47872",48037,"DSG2","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0313917913314208,1,-0.462
"47873",48038,"DSG2","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00722330703936489,0.778,0.597
"47874",48039,"DSG2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.83745068145341,0.91,-0.0416
"47875",48040,"DSG2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.21129075921592,0.898,-0.258
"47876",48041,"DSG2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.652187456088159,0.903,-0.0915
"47877",48042,"DSG2","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.196859263812288,0.639,0.267
"47878",48043,"DSG2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.339736750581955,0.407,-0.196
"47879",48044,"DSG2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0975310216734349,0.587,0.347
"47880",48045,"DSG2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.0849781108648105,0.95,-0.362
"47881",48046,"DSN1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.73828137742763,0.961,0.0484
