"","Gene","contrast","ratio","p.adj","direction"
"411","ATP5F1C","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.09,0.0031273026073508,"up"
"412","ABCB7","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.07,0.0197193540521643,"up"
"413","SLC25A5","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.05,0.0111345682286756,"up"
"414","SLC12A9","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.991,0.00911405982496124,"up"
"415","SLC25A17","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.984,0.000531210729470101,"up"
"416","SLC25A13","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.937,0.0155249547599408,"up"
"417","SLC39A14","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.902,0.00152769794710461,"up"
"418","ATP1A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.893,0.015177176453641,"up"
"419","SLC33A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.826,0.010999565569178,"up"
"420","ATP2B1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.819,0.0159541694117941,"up"
"421","ATP6V0A1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.755,0.0247894407893214,"up"
"422","SLC12A4","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.641,0.00412174552403701,"up"
