Protein.Group,Genes,protein_label,n_samples,n_missing,percent_missing
Q86UU0,BCL9L,BCL9L | Q86UU0,6,6,100
Q9BRP4,PAAF1,PAAF1 | Q9BRP4,6,0,0
Q9H8K7,PAAT,PAAT | Q9H8K7,6,0,0
Q96E09,PABIR1,PABIR1 | Q96E09,6,0,0
Q7Z309,PABIR2,PABIR2 | Q7Z309,6,0,0
P11940,PABPC1,PABPC1 | P11940,6,0,0
Q13310,PABPC4,PABPC4 | Q13310,6,0,0
Q86U42,PABPN1,PABPN1 | Q86U42,6,0,0
Q9H813,PACC1,PACC1 | Q9H813,6,0,0
Q6VY07,PACS1,PACS1 | Q6VY07,6,0,0
Q86VP3,PACS2,PACS2 | Q86VP3,6,0,0
Q9UNF0,PACSIN2,PACSIN2 | Q9UNF0,6,0,0
Q9UKS6,PACSIN3,PACSIN3 | Q9UKS6,6,0,0
Q8N7H5,PAF1,PAF1 | Q8N7H5,6,0,0
P43034,PAFAH1B1,PAFAH1B1 | P43034,6,0,0
P68402,PAFAH1B2,PAFAH1B2 | P68402,6,0,0
Q15102,PAFAH1B3,PAFAH1B3 | Q15102,6,0,0
Q99487,PAFAH2,PAFAH2 | Q99487,6,0,0
Q9NWQ8,PAG1,PAG1 | Q9NWQ8,6,0,0
Q9BTK6,PAGR1,PAGR1 | Q9BTK6,6,0,0
P22234,PAICS,PAICS | P22234,6,0,0
Q9H074,PAIP1,PAIP1 | Q9H074,6,0,0
Q13153,PAK1,PAK1 | Q13153,6,0,0
Q9NWT1,PAK1IP1,PAK1IP1 | Q9NWT1,6,0,0
Q13177,PAK2,PAK2 | Q13177,6,0,0
O96013,PAK4,PAK4 | O96013,6,0,0
Q86YC2,PALB2,PALB2 | Q86YC2,6,0,0
Q9ULE6,PALD1,PALD1 | Q9ULE6,6,0,0
Q8WX93,PALLD,PALLD | Q8WX93,6,0,0
O75781,PALM,PALM | O75781,6,0,0
Q9Y2D5,PALM2AKAP2,PALM2AKAP2 | Q9Y2D5,6,0,0
A6NDB9,PALM3,PALM3 | A6NDB9,6,0,0
Q8N3R9,PALS1,PALS1 | Q8N3R9,6,0,0
Q9NZW5,PALS2,PALS2 | Q9NZW5,6,0,0
P19021,PAM,PAM | P19021,6,0,0
Q9Y3D7,PAM16,PAM16 | Q9Y3D7,6,0,0
Q504Q3,PAN2,PAN2 | Q504Q3,6,0,0
Q58A45,PAN3,PAN3 | Q58A45,6,0,0
Q8TE04,PANK1,PANK1 | Q8TE04,6,0,0
Q9BZ23,PANK2,PANK2 | Q9BZ23,6,0,0
Q9H999,PANK3,PANK3 | Q9H999,6,0,0
Q9NVE7,PANK4,PANK4 | Q9NVE7,6,0,0
Q96RD7,PANX1,PANX1 | Q96RD7,6,0,0
P51003,PAPOLA,PAPOLA | P51003,6,0,0
Q9BWT3,PAPOLG,PAPOLG | Q9BWT3,6,0,0
O43252,PAPSS1,PAPSS1 | O43252,6,0,0
O95340,PAPSS2,PAPSS2 | O95340,6,0,0
Q8TEW0,PARD3,PARD3 | Q8TEW0,6,0,0
Q8TEW8,PARD3B,PARD3B | Q8TEW8,6,0,0
Q9BYG5,PARD6B,PARD6B | Q9BYG5,6,0,0
Q9BYG4,PARD6G,PARD6G | Q9BYG4,6,0,0
Q86W56,PARG,PARG | Q86W56,6,0,0
Q99497,PARK7,PARK7 | Q99497,6,0,0
Q9H300,PARL,PARL | Q9H300,6,0,0
O95453,PARN,PARN | O95453,6,0,0
P09874,PARP1,PARP1 | P09874,6,0,0
Q8N5Y8,PARP16,PARP16 | Q8N5Y8,6,0,0
Q9UGN5,PARP2,PARP2 | Q9UGN5,6,0,0
Q9UKK3,PARP4,PARP4 | Q9UKK3,6,0,0
Q8IXQ6,PARP9,PARP9 | Q8IXQ6,6,0,0
Q7L3T8,PARS2,PARS2 | Q7L3T8,6,0,0
Q9NVD7,PARVA,PARVA | Q9NVD7,6,0,0
Q9HBI1,PARVB,PARVB | Q9HBI1,6,0,0
Q96RG2,PASK,PASK | Q96RG2,6,0,0
Q8NI35,PATJ,PATJ | Q8NI35,6,0,0
Q86TB9,PATL1,PATL1 | Q86TB9,6,0,0
Q9HBE1,PATZ1,PATZ1 | Q9HBE1,6,0,0
Q96IZ0,PAWR,PAWR | Q96IZ0,6,0,0
P26367,PAX6,PAX6 | P26367,6,0,0
Q9Y5B6,PAXBP1,PAXBP1 | Q9Y5B6,6,0,0
Q6ZW49,PAXIP1,PAXIP1 | Q6ZW49,6,0,0
Q9BUH6,PAXX,PAXX | Q9BUH6,6,0,0
Q9BVG4,PBDC1,PBDC1 | Q9BVG4,6,0,0
Q96KB5,PBK,PBK | Q96KB5,6,0,0
P30039,PBLD,PBLD | P30039,6,0,0
Q86U86,PBRM1,PBRM1 | Q86U86,6,0,0
P40424,PBX1,PBX1 | P40424,6,0,0
P40425,PBX2,PBX2 | P40425,6,0,0
P40426,PBX3,PBX3 | P40426,6,0,0
Q96AQ6,PBXIP1,PBXIP1 | Q96AQ6,6,0,0
P11498,PC,PC | P11498,6,0,0
P61457,PCBD1,PCBD1 | P61457,6,0,0
Q15365,PCBP1,PCBP1 | Q15365,6,0,0
Q15366,PCBP2,PCBP2 | Q15366,6,0,0
P57721,PCBP3,PCBP3 | P57721,6,0,0
P57723,PCBP4,PCBP4 | P57723,6,0,0
P05165,PCCA,PCCA | P05165,6,0,0
P05166,PCCB,PCCB | P05166,6,0,0
Q9P2E7,PCDH10,PCDH10 | Q9P2E7,6,0,0
O60245,PCDH7,PCDH7 | O60245,6,0,0
Q9H1Q7,PCED1A,PCED1A | Q9H1Q7,6,0,0
O94913,PCF11,PCF11 | O94913,6,0,0
Q9BSM1,PCGF1,PCGF1 | Q9BSM1,6,0,0
P35227,PCGF2,PCGF2 | P35227,6,0,0
Q3KNV8,PCGF3,PCGF3 | Q3KNV8,6,0,0
Q86SE9,PCGF5,PCGF5 | Q86SE9,6,0,0
Q9BYE7,PCGF6,PCGF6 | Q9BYE7,6,0,0
Q5JVF3,PCID2,PCID2 | Q5JVF3,6,0,0
Q9H4Z3,PCIF1,PCIF1 | Q9H4Z3,6,0,0
Q16822,PCK2,PCK2 | Q16822,6,0,0
Q15004,PCLAF,PCLAF | Q15004,6,0,0
Q15154,PCM1,PCM1 | Q15154,6,0,0
P22061,PCMT1,PCMT1 | P22061,6,0,0
P12004,PCNA,PCNA | P12004,6,0,0
Q8WW12,PCNP,PCNP | Q8WW12,6,0,0
O95613,PCNT,PCNT | O95613,6,0,0
Q9H6A9,PCNX3,PCNX3 | Q9H6A9,6,0,0
P29122,PCSK6,PCSK6 | P29122,6,0,0
Q9UKL6,PCTP,PCTP | Q9UKL6,6,0,0
Q9UHG3,PCYOX1,PCYOX1 | Q9UHG3,6,0,0
Q8NBM8,PCYOX1L,PCYOX1L | Q8NBM8,6,0,0
P49585,PCYT1A,PCYT1A | P49585,6,0,0
Q99447,PCYT2,PCYT2 | Q99447,6,0,0
Q13442,PDAP1,PDAP1 | Q13442,6,0,0
Q9BUL8,PDCD10,PDCD10 | Q9BUL8,6,0,0
Q14690,PDCD11,PDCD11 | Q14690,6,0,0
Q16342,PDCD2,PDCD2 | Q16342,6,0,0
Q9BRP1,PDCD2L,PDCD2L | Q9BRP1,6,0,0
Q53EL6,PDCD4,PDCD4 | Q53EL6,6,0,0
O14737,PDCD5,PDCD5 | O14737,6,0,0
O75340,PDCD6,PDCD6 | O75340,6,0,0
Q8WUM4,PDCD6IP,PDCD6IP | Q8WUM4,6,0,0
Q8N8D1,PDCD7,PDCD7 | Q8N8D1,6,0,0
Q13371,PDCL,PDCL | Q13371,6,0,0
Q9H2J4,PDCL3,PDCL3 | Q9H2J4,6,0,0
Q9Y233,PDE10A,PDE10A | Q9Y233,6,0,0
Q6L8Q7,PDE12,PDE12 | Q6L8Q7,6,0,0
Q13370,PDE3B,PDE3B | Q13370,6,0,0
Q5VU43,PDE4DIP,PDE4DIP | Q5VU43,6,0,0
O76074,PDE5A,PDE5A | O76074,6,0,0
O43924,PDE6D,PDE6D | O43924,6,0,0
O60658,PDE8A,PDE8A | O60658,6,0,0
Q9HBH1,PDF,PDF | Q9HBH1,6,0,0
P08559,PDHA1,PDHA1 | P08559,6,0,0
P11177,PDHB,PDHB | P11177,6,0,0
O00330,PDHX,PDHX | O00330,6,0,0
P30101,PDIA3,PDIA3 | P30101,6,0,0
P13667,PDIA4,PDIA4 | P13667,6,0,0
Q14554,PDIA5,PDIA5 | Q14554,6,0,0
Q15084,PDIA6,PDIA6 | Q15084,6,0,0
Q15118,PDK1,PDK1 | Q15118,6,0,0
Q15119,PDK2,PDK2 | Q15119,6,0,0
Q15120,PDK3,PDK3 | Q15120,6,0,0
O00151,PDLIM1,PDLIM1 | O00151,6,0,0
Q96JY6,PDLIM2,PDLIM2 | Q96JY6,6,0,0
Q53GG5,PDLIM3,PDLIM3 | Q53GG5,6,0,0
P50479,PDLIM4,PDLIM4 | P50479,6,0,0
Q96HC4,PDLIM5,PDLIM5 | Q96HC4,6,0,0
Q9NR12,PDLIM7,PDLIM7 | Q9NR12,6,0,0
Q9P0J1,PDP1,PDP1 | Q9P0J1,6,0,0
O15530,PDPK1,PDPK1 | O15530,6,0,0
Q8NCN5,PDPR,PDPR | Q8NCN5,6,0,0
Q9NUG6,PDRG1,PDRG1 | Q9NUG6,6,0,0
Q29RF7,PDS5A,PDS5A | Q29RF7,6,0,0
Q9NTI5,PDS5B,PDS5B | Q9NTI5,6,0,0
Q5T2R2,PDSS1,PDSS1 | Q5T2R2,6,0,0
Q86YH6,PDSS2,PDSS2 | Q86YH6,6,0,0
Q6P996,PDXDC1,PDXDC1 | Q6P996,6,0,0
O00764,PDXK,PDXK | O00764,6,0,0
Q96GD0,PDXP,PDXP | Q96GD0,6,0,0
Q5EBL8,PDZD11,PDZD11 | Q5EBL8,6,0,0
Q8NEN9,PDZD8,PDZD8 | Q8NEN9,6,0,0
Q15121,PEA15,PEA15 | Q15121,6,0,0
Q9H792,PEAK1,PEAK1 | Q9H792,6,0,0
P30086,PEBP1,PEBP1 | P30086,6,0,0
Q9BY49,PECR,PECR | Q9BY49,6,0,0
A5PLL7,PEDS1,PEDS1 | A5PLL7,6,0,0
Q9UBV8,PEF1,PEF1 | Q9UBV8,6,0,0
Q9BRX2,PELO,PELO | Q9BRX2,6,0,0
Q8IZL8,PELP1,PELP1 | Q8IZL8,6,0,0
Q9UBM1,PEMT,PEMT | Q9UBM1,6,0,0
P12955,PEPD,PEPD | P12955,6,0,0
O00541,PES1,PES1 | O00541,6,0,0
P0DJ07,PET100,PET100 | P0DJ07,6,0,0
Q6UWS5,PET117,PET117 | Q6UWS5,6,0,0
O43933,PEX1,PEX1 | O43933,6,0,0
O60683,PEX10,PEX10 | O60683,6,0,0
O96011,PEX11B,PEX11B | O96011,6,0,0
Q92968,PEX13,PEX13 | Q92968,6,0,0
O75381,PEX14,PEX14 | O75381,6,0,0
Q9Y5Y5,PEX16,PEX16 | Q9Y5Y5,6,0,0
P40855,PEX19,PEX19 | P40855,6,0,0
Q7Z412,PEX26,PEX26 | Q7Z412,6,0,0
P56589,PEX3,PEX3 | P56589,6,0,0
P50542,PEX5,PEX5 | P50542,6,0,0
Q13608,PEX6,PEX6 | Q13608,6,0,0
O00628,PEX7,PEX7 | O00628,6,0,0
O15067,PFAS,PFAS | O15067,6,0,0
O60925,PFDN1,PFDN1 | O60925,6,0,0
Q9UHV9,PFDN2,PFDN2 | Q9UHV9,6,0,0
Q9NQP4,PFDN4,PFDN4 | Q9NQP4,6,0,0
Q99471,PFDN5,PFDN5 | Q99471,6,0,0
O15212,PFDN6,PFDN6 | O15212,6,0,0
O60825,PFKFB2,PFKFB2 | O60825,6,0,0
Q16875,PFKFB3,PFKFB3 | Q16875,6,0,0
P17858,PFKL,PFKL | P17858,6,0,0
P08237,PFKM,PFKM | P08237,6,0,0
Q01813,PFKP,PFKP | Q01813,6,0,0
P07737,PFN1,PFN1 | P07737,6,0,0
P35080,PFN2,PFN2 | P35080,6,0,0
P18669,PGAM1,PGAM1 | P18669,6,0,0
Q96HS1,PGAM5,PGAM5 | Q96HS1,6,0,0
Q75T13,PGAP1,PGAP1 | Q75T13,6,0,0
Q9BRR3,PGAP4,PGAP4 | Q9BRR3,6,0,0
Q8N414,PGBD5,PGBD5 | Q8N414,6,0,0
P52209,PGD,PGD | P52209,6,0,0
Q32M88,PGGHG,PGGHG | Q32M88,6,0,0
P53609,PGGT1B,PGGT1B | P53609,6,0,0
P00558,PGK1,PGK1 | P00558,6,0,0
P07205,PGK2,PGK2 | P07205,6,0,0
O95336,PGLS,PGLS | O95336,6,0,0
P36871,PGM1,PGM1 | P36871,6,0,0
Q96G03,PGM2,PGM2 | Q96G03,6,0,0
Q6PCE3,PGM2L1,PGM2L1 | Q6PCE3,6,0,0
O95394,PGM3,PGM3 | O95394,6,0,0
A6NDG6,PGP,PGP | A6NDG6,6,0,0
O00264,PGRMC1,PGRMC1 | O00264,6,0,0
O15173,PGRMC2,PGRMC2 | O15173,6,0,0
Q32NB8,PGS1,PGS1 | Q32NB8,6,0,0
O75167,PHACTR2,PHACTR2 | O75167,6,0,0
Q8IZ21,PHACTR4,PHACTR4 | Q8IZ21,6,0,0
Q9BSU1,PHAF1,PHAF1 | Q9BSU1,6,0,0
Q9H814,PHAX,PHAX | Q9H814,6,0,0
P35232,PHB1,PHB1 | P35232,6,0,0
Q99623,PHB2,PHB2 | Q99623,6,0,0
P78364,PHC1,PHC1 | P78364,6,0,0
Q8IXK0,PHC2,PHC2 | Q8IXK0,6,0,0
Q8NDX5,PHC3,PHC3 | Q8NDX5,6,0,0
Q8N4B1,PHETA1,PHETA1 | Q8N4B1,6,0,0
O43189,PHF1,PHF1 | O43189,6,0,0
Q8WUB8,PHF10,PHF10 | Q8WUB8,6,0,0
Q96QT6,PHF12,PHF12 | Q96QT6,6,0,0
O94880,PHF14,PHF14 | O94880,6,0,0
O75151,PHF2,PHF2 | O75151,6,0,0
A8MW92,PHF20L1,PHF20L1 | A8MW92,6,0,0
Q96BD5,PHF21A,PHF21A | Q96BD5,6,0,0
Q9BUL5,PHF23,PHF23 | Q9BUL5,6,0,0
Q92576,PHF3,PHF3 | Q92576,6,0,0
Q7RTV0,PHF5A,PHF5A | Q7RTV0,6,0,0
Q8IWS0,PHF6,PHF6 | Q8IWS0,6,0,0
Q9UPP1,PHF8,PHF8 | Q9UPP1,6,0,0
O43175,PHGDH,PHGDH | O43175,6,0,0
Q8WWQ0,PHIP,PHIP | Q8WWQ0,6,0,0
P46020,PHKA1,PHKA1 | P46020,6,0,0
P46019,PHKA2,PHKA2 | P46019,6,0,0
Q93100,PHKB,PHKB | Q93100,6,0,0
P15735,PHKG2,PHKG2 | P15735,6,0,0
Q9Y5J5,PHLDA3,PHLDA3 | Q9Y5J5,6,0,0
Q86UU1,PHLDB1,PHLDB1 | Q86UU1,6,0,0
Q86SQ0,PHLDB2,PHLDB2 | Q86SQ0,6,0,0
Q6NSJ2,PHLDB3,PHLDB3 | Q6NSJ2,6,0,0
Q6ZVD8,PHLPP2,PHLPP2 | Q6ZVD8,6,0,0
Q9NRX4,PHPT1,PHPT1 | Q9NRX4,6,0,0
Q9P1Y6,PHRF1,PHRF1 | Q9P1Y6,6,0,0
O14832,PHYH,PHYH | O14832,6,0,0
Q5SRE7,PHYHD1,PHYHD1 | Q5SRE7,6,0,0
Q9BTU6,PI4K2A,PI4K2A | Q9BTU6,6,0,0
Q8TCG2,PI4K2B,PI4K2B | Q8TCG2,6,0,0
P42356,PI4KA,PI4KA | P42356,6,0,0
Q9UBF8,PI4KB,PI4KB | Q9UBF8,6,0,0
O75925,PIAS1,PIAS1 | O75925,6,0,0
O75928,PIAS2,PIAS2 | O75928,6,0,0
Q9Y6X2,PIAS3,PIAS3 | Q9Y6X2,6,0,0
Q8N2W9,PIAS4,PIAS4 | Q8N2W9,6,0,0
Q8WXW3,PIBF1,PIBF1 | Q8WXW3,6,0,0
Q13492,PICALM,PICALM | Q13492,6,0,0
Q9NRD5,PICK1,PICK1 | Q9NRD5,6,0,0
Q92508,PIEZO1,PIEZO1 | Q92508,6,0,0
P37287,PIGA,PIGA | P37287,6,0,0
Q5H8A4,PIGG,PIGG | Q5H8A4,6,0,0
Q92643,PIGK,PIGK | Q92643,6,0,0
Q9Y2B2,PIGL,PIGL | Q9Y2B2,6,0,0
Q9H3S5,PIGM,PIGM | Q9H3S5,6,0,0
O95427,PIGN,PIGN | O95427,6,0,0
Q8TEQ8,PIGO,PIGO | Q8TEQ8,6,0,0
P57054,PIGP,PIGP | P57054,6,0,0
Q96S52,PIGS,PIGS | Q96S52,6,0,0
Q969N2,PIGT,PIGT | Q969N2,6,0,0
Q9H490,PIGU,PIGU | Q9H490,6,0,0
Q8TBF5,PIGX,PIGX | Q8TBF5,6,0,0
Q9NWS0,PIH1D1,PIH1D1 | Q9NWS0,6,0,0
O00443,PIK3C2A,PIK3C2A | O00443,6,0,0
O00750,PIK3C2B,PIK3C2B | O00750,6,0,0
Q8NEB9,PIK3C3,PIK3C3 | Q8NEB9,6,0,0
P42336,PIK3CA,PIK3CA | P42336,6,0,0
P42338,PIK3CB,PIK3CB | P42338,6,0,0
P27986,PIK3R1,PIK3R1 | P27986,6,0,0
O00459,PIK3R2,PIK3R2 | O00459,6,0,0
Q99570,PIK3R4,PIK3R4 | Q99570,6,0,0
Q9Y2I7,PIKFYVE,PIKFYVE | Q9Y2I7,6,0,0
Q9BSJ6,PIMREG,PIMREG | Q9BSJ6,6,0,0
Q13526,PIN1,PIN1 | Q13526,6,0,0
Q9Y237,PIN4,PIN4 | Q9Y237,6,0,0
Q96BK5,PINX1,PINX1 | Q96BK5,6,0,0
P48426,PIP4K2A,PIP4K2A | P48426,6,0,0
P78356,PIP4K2B,PIP4K2B | P78356,6,0,0
Q8TBX8,PIP4K2C,PIP4K2C | Q8TBX8,6,0,0
Q86T03,PIP4P1,PIP4P1 | Q86T03,6,0,0
Q8N4L2,PIP4P2,PIP4P2 | Q8N4L2,6,0,0
Q99755,PIP5K1A,PIP5K1A | Q99755,6,0,0
O60331,PIP5K1C,PIP5K1C | O60331,6,0,0
O00625,PIR,PIR | O00625,6,0,0
Q9UG56,PISD,PISD | Q9UG56,6,0,0
Q9GZP4,PITHD1,PITHD1 | Q9GZP4,6,0,0
Q00169,PITPNA,PITPNA | Q00169,6,0,0
P48739,PITPNB,PITPNB | P48739,6,0,0
Q9UKF7,PITPNC1,PITPNC1 | Q9UKF7,6,0,0
O00562,PITPNM1,PITPNM1 | O00562,6,0,0
Q5JRX3,PITRM1,PITRM1 | Q5JRX3,6,0,0
P78337,PITX1,PITX1 | P78337,6,0,0
Q8NG27,PJA1,PJA1 | Q8NG27,6,0,0
Q13563,PKD2,PKD2 | Q13563,6,0,0
P14618,PKM,PKM | P14618,6,0,0
Q99640,PKMYT1,PKMYT1 | Q99640,6,0,0
Q16512,PKN1,PKN1 | Q16512,6,0,0
Q16513,PKN2,PKN2 | Q16513,6,0,0
Q6P5Z2,PKN3,PKN3 | Q6P5Z2,6,0,0
P55347,PKNOX1,PKNOX1 | P55347,6,0,0
Q96KN3,PKNOX2,PKNOX2 | Q96KN3,6,0,0
Q99959,PKP2,PKP2 | Q99959,6,0,0
Q99569,PKP4,PKP4 | Q99569,6,0,0
Q8NCC3,PLA2G15,PLA2G15 | Q8NCC3,6,0,0
P47712,PLA2G4A,PLA2G4A | P47712,6,0,0
Q9Y263,PLAA,PLAA | Q9Y263,6,0,0
P00750,PLAT,PLAT | P00750,6,0,0
Q8NHP8,PLBD2,PLBD2 | Q8NHP8,6,0,0
Q9NQ66,PLCB1,PLCB1 | Q9NQ66,6,0,0
Q01970,PLCB3,PLCB3 | Q01970,6,0,0
Q15147,PLCB4,PLCB4 | Q15147,6,0,0
P51178,PLCD1,PLCD1 | P51178,6,0,0
Q8N3E9,PLCD3,PLCD3 | Q8N3E9,6,0,0
P19174,PLCG1,PLCG1 | P19174,6,0,0
P16885,PLCG2,PLCG2 | P16885,6,0,0
Q4KWH8,PLCH1,PLCH1 | Q4KWH8,6,0,0
Q15111,PLCL1,PLCL1 | Q15111,6,0,0
Q9UPR0,PLCL2,PLCL2 | Q9UPR0,6,0,0
Q13393,PLD1,PLD1 | Q13393,6,0,0
O14939,PLD2,PLD2 | O14939,6,0,0
Q8IV08,PLD3,PLD3 | Q8IV08,6,0,0
Q15149,PLEC,PLEC | Q15149,6,0,0
Q9HB21,PLEKHA1,PLEKHA1 | Q9HB21,6,0,0
Q9HB19,PLEKHA2,PLEKHA2 | Q9HB19,6,0,0
Q9HB20,PLEKHA3,PLEKHA3 | Q9HB20,6,0,0
Q9HAU0,PLEKHA5,PLEKHA5 | Q9HAU0,6,0,0
Q6IQ23,PLEKHA7,PLEKHA7 | Q6IQ23,6,0,0
Q96JA3,PLEKHA8,PLEKHA8 | Q96JA3,6,0,0
Q96S99,PLEKHF1,PLEKHF1 | Q96S99,6,0,0
Q9H8W4,PLEKHF2,PLEKHF2 | Q9H8W4,6,0,0
Q9ULL1,PLEKHG1,PLEKHG1 | Q9ULL1,6,0,0
A1L390,PLEKHG3,PLEKHG3 | A1L390,6,0,0
Q58EX7,PLEKHG4,PLEKHG4 | Q58EX7,6,0,0
Q7Z736,PLEKHH3,PLEKHH3 | Q7Z736,6,0,0
Q9NW61,PLEKHJ1,PLEKHJ1 | Q9NW61,6,0,0
Q8IWE5,PLEKHM2,PLEKHM2 | Q8IWE5,6,0,0
Q8TD55,PLEKHO2,PLEKHO2 | Q8TD55,6,0,0
Q9HBL7,PLGRKT,PLGRKT | Q9HBL7,6,0,0
Q99541,PLIN2,PLIN2 | Q99541,6,0,0
O60664,PLIN3,PLIN3 | O60664,6,0,0
P53350,PLK1,PLK1 | P53350,6,0,0
Q9Y342,PLLP,PLLP | Q9Y342,6,0,0
Q02809,PLOD1,PLOD1 | Q02809,6,0,0
O00469,PLOD2,PLOD2 | O00469,6,0,0
O60568,PLOD3,PLOD3 | O60568,6,0,0
Q04941,PLP2,PLP2 | Q04941,6,0,0
O94903,PLPBP,PLPBP | O94903,6,0,0
O14494,PLPP1,PLPP1 | O14494,6,0,0
O14495,PLPP3,PLPP3 | O14495,6,0,0
Q8IY26,PLPP6,PLPP6 | Q8IY26,6,0,0
O43660,PLRG1,PLRG1 | O43660,6,0,0
Q14651,PLS1,PLS1 | Q14651,6,0,0
P13797,PLS3,PLS3 | P13797,6,0,0
O15162,PLSCR1,PLSCR1 | O15162,6,0,0
Q9NRY6,PLSCR3,PLSCR3 | Q9NRY6,6,0,0
Q6UX71,PLXDC2,PLXDC2 | Q6UX71,6,0,0
Q9UIW2,PLXNA1,PLXNA1 | Q9UIW2,6,0,0
O75051,PLXNA2,PLXNA2 | O75051,6,0,0
P51805,PLXNA3,PLXNA3 | P51805,6,0,0
