Protein.Group,Genes,protein_label,n_samples,n_missing,percent_missing
Q86UU0,BCL9L,BCL9L | Q86UU0,6,6,100
Q9Y2Q0,ATP8A1,ATP8A1 | Q9Y2Q0,6,0,0
O75110,ATP9A,ATP9A | O75110,6,0,0
O43861,ATP9B,ATP9B | O43861,6,0,0
Q5TC12,ATPAF1,ATPAF1 | Q5TC12,6,0,0
Q8N5M1,ATPAF2,ATPAF2 | Q8N5M1,6,0,0
Q6P4H8,ATPSCKMT,ATPSCKMT | Q6P4H8,6,0,0
Q13535,ATR,ATR | Q13535,6,0,0
Q6UW56,ATRAID,ATRAID | Q6UW56,6,0,0
Q8WXE1,ATRIP,ATRIP | Q8WXE1,6,0,0
O75882,ATRN,ATRN | O75882,6,0,0
P46100,ATRX,ATRX | P46100,6,0,0
P54253,ATXN1,ATXN1 | P54253,6,0,0
Q9UBB4,ATXN10,ATXN10 | Q9UBB4,6,0,0
P0C7T5,ATXN1L,ATXN1L | P0C7T5,6,0,0
Q99700,ATXN2,ATXN2 | Q99700,6,0,0
Q8WWM7,ATXN2L,ATXN2L | Q8WWM7,6,0,0
P54252,ATXN3,ATXN3 | P54252,6,0,0
O15265,ATXN7,ATXN7 | O15265,6,0,0
Q5T6C5,ATXN7L2,ATXN7L2 | Q5T6C5,6,0,0
Q96GX2,ATXN7L3B,ATXN7L3B | Q96GX2,6,0,0
Q13825,AUH,AUH | Q13825,6,0,0
Q9Y679,AUP1,AUP1 | Q9Y679,6,0,0
O14965,AURKA,AURKA | O14965,6,0,0
Q9NWT8,AURKAIP1,AURKAIP1 | Q9NWT8,6,0,0
Q96GD4,AURKB,AURKB | Q96GD4,6,0,0
Q8WXX7,AUTS2,AUTS2 | Q8WXX7,6,0,0
Q9NQS1,AVEN,AVEN | Q9NQS1,6,0,0
Q8NBF6,AVL9,AVL9 | Q8NBF6,6,0,0
O15169,AXIN1,AXIN1 | O15169,6,0,0
Q9H6S1,AZI2,AZI2 | Q9H6S1,6,0,0
Q8NCR0,B3GALNT2,B3GALNT2 | Q8NCR0,6,0,0
Q96L58,B3GALT6,B3GALT6 | Q96L58,6,0,0
O94766,B3GAT3,B3GAT3 | O94766,6,0,0
Q6Y288,B3GLCT,B3GLCT | Q6Y288,6,0,0
P15291,B4GALT1,B4GALT1 | P15291,6,0,0
O60512,B4GALT3,B4GALT3 | O60512,6,0,0
O60513,B4GALT4,B4GALT4 | O60513,6,0,0
Q9UBV7,B4GALT7,B4GALT7 | Q9UBV7,6,0,0
O43505,B4GAT1,B4GAT1 | O43505,6,0,0
Q9UPM9,B9D1,B9D1 | Q9UPM9,6,0,0
Q9NWV8,BABAM1,BABAM1 | Q9NWV8,6,0,0
Q9NXR7,BABAM2,BABAM2 | Q9NXR7,6,0,0
O14867,BACH1,BACH1 | O14867,6,0,0
Q92934,BAD,BAD | Q92934,6,0,0
Q99933,BAG1,BAG1 | Q99933,6,0,0
O95816,BAG2,BAG2 | O95816,6,0,0
O95817,BAG3,BAG3 | O95817,6,0,0
O95429,BAG4,BAG4 | O95429,6,0,0
Q9UL15,BAG5,BAG5 | Q9UL15,6,0,0
P46379,BAG6,BAG6 | P46379,6,0,0
Q9P281,BAHCC1,BAHCC1 | Q9P281,6,0,0
Q8TBE0,BAHD1,BAHD1 | Q8TBE0,6,0,0
Q9UQB8,BAIAP2,BAIAP2 | Q9UQB8,6,0,0
Q9UHR4,BAIAP2L1,BAIAP2L1 | Q9UHR4,6,0,0
Q16611,BAK1,BAK1 | Q16611,6,0,0
O75531,BANF1,BANF1 | O75531,6,0,0
Q8N9N5,BANP,BANP | Q8N9N5,6,0,0
Q92560,BAP1,BAP1 | Q92560,6,0,0
Q8IXM2,BAP18,BAP18 | Q8IXM2,6,0,0
Q99728,BARD1,BARD1 | Q99728,6,0,0
P80723,BASP1,BASP1 | P80723,6,0,0
Q07812,BAX,BAX | Q07812,6,0,0
Q9NRL2,BAZ1A,BAZ1A | Q9NRL2,6,0,0
Q9UIG0,BAZ1B,BAZ1B | Q9UIG0,6,0,0
Q9UIF9,BAZ2A,BAZ2A | Q9UIF9,6,0,0
Q8NFJ9,BBS1,BBS1 | Q8NFJ9,6,0,0
Q9BXC9,BBS2,BBS2 | Q9BXC9,6,0,0
Q96RK4,BBS4,BBS4 | Q96RK4,6,0,0
Q8N3I7,BBS5,BBS5 | Q8N3I7,6,0,0
Q8IWZ6,BBS7,BBS7 | Q8IWZ6,6,0,0
Q3SYG4,BBS9,BBS9 | Q3SYG4,6,0,0
Q8WY36,BBX,BBX | Q8WY36,6,0,0
P50895,BCAM,BCAM | P50895,6,0,0
Q9UHQ4,BCAP29,BCAP29 | Q9UHQ4,6,0,0
P51572,BCAP31,BCAP31 | P51572,6,0,0
P56945,BCAR1,BCAR1 | P56945,6,0,0
O75934,BCAS2,BCAS2 | O75934,6,0,0
Q9H6U6,BCAS3,BCAS3 | Q9H6U6,6,0,0
P54687,BCAT1,BCAT1 | P54687,6,0,0
O15382,BCAT2,BCAT2 | O15382,6,0,0
Q9P287,BCCIP,BCCIP | Q9P287,6,0,0
Q7Z5W3,BCDIN3D,BCDIN3D | Q7Z5W3,6,0,0
P12694,BCKDHA,BCKDHA | P12694,6,0,0
P21953,BCKDHB,BCKDHB | P21953,6,0,0
O14874,BCKDK,BCKDK | O14874,6,0,0
O95999,BCL10,BCL10 | O95999,6,0,0
Q9H165,BCL11A,BCL11A | Q9H165,6,0,0
Q9C0K0,BCL11B,BCL11B | Q9C0K0,6,0,0
P10415,BCL2,BCL2 | P10415,6,0,0
Q07817,BCL2L1,BCL2L1 | Q07817,6,0,0
O43521,BCL2L11,BCL2L11 | O43521,6,0,0
Q9HB09,BCL2L12,BCL2L12 | Q9HB09,6,0,0
Q9BXK5,BCL2L13,BCL2L13 | Q9BXK5,6,0,0
Q92843,BCL2L2,BCL2L2 | Q92843,6,0,0
Q4VC05,BCL7A,BCL7A | Q4VC05,6,0,0
Q8WUZ0,BCL7C,BCL7C | Q8WUZ0,6,0,0
Q9NYF8,BCLAF1,BCLAF1 | Q9NYF8,6,0,0
A2AJT9,BCLAF3,BCLAF3 | A2AJT9,6,0,0
Q6W2J9,BCOR,BCOR | Q6W2J9,6,0,0
Q5H9F3,BCORL1,BCORL1 | Q5H9F3,6,0,0
P11274,BCR,BCR | P11274,6,0,0
Q9Y276,BCS1L,BCS1L | Q9Y276,6,0,0
Q02338,BDH1,BDH1 | Q02338,6,0,0
Q9BUT1,BDH2,BDH2 | Q9BUT1,6,0,0
A6H8Y1,BDP1,BDP1 | A6H8Y1,6,0,0
Q14457,BECN1,BECN1 | Q14457,6,0,0
Q5T5X7,BEND3,BEND3 | Q5T5X7,6,0,0
Q8N7W2,BEND7,BEND7 | Q8N7W2,6,0,0
O15155,BET1,BET1 | O15155,6,0,0
Q9NYM9,BET1L,BET1L | Q9NYM9,6,0,0
Q96G01,BICD1,BICD1 | Q96G01,6,0,0
Q8TD16,BICD2,BICD2 | Q8TD16,6,0,0
Q9NZM4,BICRA,BICRA | Q9NZM4,6,0,0
O00499,BIN1,BIN1 | O00499,6,0,0
Q9NQY0,BIN3,BIN3 | Q9NQY0,6,0,0
Q13490,BIRC2,BIRC2 | Q13490,6,0,0
O15392,BIRC5,BIRC5 | O15392,6,0,0
Q9NR09,BIRC6,BIRC6 | Q9NR09,6,0,0
P54132,BLM,BLM | P54132,6,0,0
Q13867,BLMH,BLMH | Q13867,6,0,0
P78537,BLOC1S1,BLOC1S1 | P78537,6,0,0
Q6QNY1,BLOC1S2,BLOC1S2 | Q6QNY1,6,0,0
Q6QNY0,BLOC1S3,BLOC1S3 | Q6QNY0,6,0,0
Q9NUP1,BLOC1S4,BLOC1S4 | Q9NUP1,6,0,0
Q8TDH9,BLOC1S5,BLOC1S5 | Q8TDH9,6,0,0
Q9UL45,BLOC1S6,BLOC1S6 | Q9UL45,6,0,0
Q14667,BLTP2,BLTP2 | Q14667,6,0,0
Q6BDS2,BLTP3A,BLTP3A | Q6BDS2,6,0,0
A0JNW5,BLTP3B,BLTP3B | A0JNW5,6,0,0
P53004,BLVRA,BLVRA | P53004,6,0,0
P30043,BLVRB,BLVRB | P30043,6,0,0
Q9H2G9,BLZF1,BLZF1 | Q9H2G9,6,0,0
P35226,BMI1,BMI1 | P35226,6,0,0
Q9NSY1,BMP2K,BMP2K | Q9NSY1,6,0,0
P36894,BMPR1A,BMPR1A | P36894,6,0,0
Q14692,BMS1,BMS1 | Q14692,6,0,0
Q12981,BNIP1,BNIP1 | Q12981,6,0,0
Q12982,BNIP2,BNIP2 | Q12982,6,0,0
Q96IK1,BOD1,BOD1 | Q96IK1,6,0,0
Q8NFC6,BOD1L1,BOD1L1 | Q8NFC6,6,0,0
Q9Y3E2,BOLA1,BOLA1 | Q9Y3E2,6,0,0
Q9H3K6,BOLA2B,BOLA2B | Q9H3K6,6,0,0
Q53S33,BOLA3,BOLA3 | Q53S33,6,0,0
Q14137,BOP1,BOP1 | Q14137,6,0,0
Q969J3,BORCS5,BORCS5 | Q969J3,6,0,0
Q96GS4,BORCS6,BORCS6 | Q96GS4,6,0,0
Q96B45,BORCS7,BORCS7 | Q96B45,6,0,0
P07738,BPGM,BPGM | P07738,6,0,0
Q86WA6,BPHL,BPHL | Q86WA6,6,0,0
O95861,BPNT1,BPNT1 | O95861,6,0,0
Q9NX62,BPNT2,BPNT2 | Q9NX62,6,0,0
Q12830,BPTF,BPTF | Q12830,6,0,0
P15056,BRAF,BRAF | P15056,6,0,0
Q7Z569,BRAP,BRAP | Q7Z569,6,0,0
Q6PJG6,BRAT1,BRAT1 | Q6PJG6,6,0,0
P38398,BRCA1,BRCA1 | P38398,6,0,0
P51587,BRCA2,BRCA2 | P51587,6,0,0
P46736,BRCC3,BRCC3 | P46736,6,0,0
O95696,BRD1,BRD1 | O95696,6,0,0
P25440,BRD2,BRD2 | P25440,6,0,0
Q15059,BRD3,BRD3 | Q15059,6,0,0
O60885,BRD4,BRD4 | O60885,6,0,0
Q9NPI1,BRD7,BRD7 | Q9NPI1,6,0,0
Q9H0E9,BRD8,BRD8 | Q9H0E9,6,0,0
Q9H8M2,BRD9,BRD9 | Q9H8M2,6,0,0
Q92994,BRF1,BRF1 | Q92994,6,0,0
Q9HAW0,BRF2,BRF2 | Q9HAW0,6,0,0
Q8WY22,BRI3BP,BRI3BP | Q8WY22,6,0,0
Q9BX63,BRIP1,BRIP1 | Q9BX63,6,0,0
Q8TDN6,BRIX1,BRIX1 | Q8TDN6,6,0,0
Q8WUW1,BRK1,BRK1 | Q8WUW1,6,0,0
Q9HCU9,BRMS1,BRMS1 | Q9HCU9,6,0,0
Q5PSV4,BRMS1L,BRMS1L | Q5PSV4,6,0,0
Q5VW32,BROX,BROX | Q5VW32,6,0,0
P55201,BRPF1,BRPF1 | P55201,6,0,0
Q9ULD4,BRPF3,BRPF3 | Q9ULD4,6,0,0
Q8IWQ3,BRSK2,BRSK2 | Q8IWQ3,6,0,0
Q9NSI6,BRWD1,BRWD1 | Q9NSI6,6,0,0
Q6RI45,BRWD3,BRWD3 | Q6RI45,6,0,0
Q96G97,BSCL2,BSCL2 | Q96G97,6,0,0
Q9NW68,BSDC1,BSDC1 | Q9NW68,6,0,0
P35613,BSG,BSG | P35613,6,0,0
O14981,BTAF1,BTAF1 | O14981,6,0,0
Q9BX70,BTBD2,BTBD2 | Q9BX70,6,0,0
P43251,BTD,BTD | P43251,6,0,0
P20290,BTF3,BTF3 | P20290,6,0,0
Q96K17,BTF3L4,BTF3L4 | Q96K17,6,0,0
Q7KYR7,BTN2A1,BTN2A1 | Q7KYR7,6,0,0
Q9Y297,BTRC,BTRC | Q9Y297,6,0,0
O43683,BUB1,BUB1 | O43683,6,0,0
O60566,BUB1B,BUB1B | O60566,6,0,0
O43684,BUB3,BUB3 | O43684,6,0,0
Q9BRD0,BUD13,BUD13 | Q9BRD0,6,0,0
O43709,BUD23,BUD23 | O43709,6,0,0
P41223,BUD31,BUD31 | P41223,6,0,0
Q13895,BYSL,BYSL | Q13895,6,0,0
Q7L1Q6,BZW1,BZW1 | Q7L1Q6,6,0,0
Q9Y6E2,BZW2,BZW2 | Q9Y6E2,6,0,0
Q9H0W9,C11orf54,C11orf54 | Q9H0W9,6,0,0
Q9H3H3,C11orf68,C11orf68 | Q9H3H3,6,0,0
E9PRG8,C11orf98,C11orf98 | E9PRG8,6,0,0
Q99622,C12orf57,C12orf57 | Q99622,6,0,0
Q6ZRI6,C15orf39,C15orf39 | Q6ZRI6,6,0,0
Q8WUR7,C15orf40,C15orf40 | Q8WUR7,6,0,0
A6NNL5,C15orf61,C15orf61 | A6NNL5,6,0,0
Q6PH81,C16orf87,C16orf87 | Q6PH81,6,0,0
Q9HAS0,C17orf75,C17orf75 | Q9HAS0,6,0,0
Q32NC0,C18orf21,C18orf21 | Q32NC0,6,0,0
Q9NSK7,C19orf12,C19orf12 | Q9NSK7,6,0,0
Q8N9M1,C19orf47,C19orf47 | Q8N9M1,6,0,0
Q9UNZ5,C19orf53,C19orf53 | Q9UNZ5,6,0,0
Q13901,C1D,C1D | Q13901,6,0,0
Q9NS00,C1GALT1,C1GALT1 | Q9NS00,6,0,0
Q96EU7,C1GALT1C1,C1GALT1C1 | Q96EU7,6,0,0
Q07021,C1QBP,C1QBP | Q07021,6,0,0
Q6ZSJ8,C1orf122,C1orf122 | Q6ZSJ8,6,0,0
Q8NDD1,C1orf131,C1orf131 | Q8NDD1,6,0,0
Q96HA4,C1orf159,C1orf159 | Q96HA4,6,0,0
Q8IYL3,C1orf174,C1orf174 | Q8IYL3,6,0,0
Q9H425,C1orf198,C1orf198 | Q9H425,6,0,0
A1L170,C1orf226,C1orf226 | A1L170,6,0,0
Q9BWL3,C1orf43,C1orf43 | Q9BWL3,6,0,0
Q9BV19,C1orf50,C1orf50 | Q9BV19,6,0,0
Q8N6N3,C1orf52,C1orf52 | Q8N6N3,6,0,0
O14523,C2CD2L,C2CD2L | O14523,6,0,0
Q4AC94,C2CD3,C2CD3 | Q4AC94,6,0,0
Q86YS7,C2CD5,C2CD5 | Q86YS7,6,0,0
Q9BVC5,C2orf49,C2orf49 | Q9BVC5,6,0,0
Q2NKX9,C2orf68,C2orf68 | Q2NKX9,6,0,0
Q8N8R5,C2orf69,C2orf69 | Q8N8R5,6,0,0
Q3KRA6,C2orf76,C2orf76 | Q3KRA6,6,0,0
P01024,C3,C3 | P01024,6,0,0
Q6P1S2,C3orf33,C3orf33 | Q6P1S2,6,0,0
Q5JPI3,C3orf38,C3orf38 | Q5JPI3,6,0,0
Q49AR2,C5orf22,C5orf22 | Q49AR2,6,0,0
Q7Z6I8,C5orf24,C5orf24 | Q7Z6I8,6,0,0
Q5SQH8,C6orf136,C6orf136 | Q5SQH8,6,0,0
O95873,C6orf47,C6orf47 | O95873,6,0,0
Q6UWU4,C6orf89,C6orf89 | Q6UWU4,6,0,0
Q9BPX7,C7orf25,C7orf25 | Q9BPX7,6,0,0
Q9BRJ6,C7orf50,C7orf50 | Q9BRJ6,6,0,0
Q9H7E9,C8orf33,C8orf33 | Q9H7E9,6,0,0
Q6P1X6,C8orf82,C8orf82 | Q6P1X6,6,0,0
Q8IXQ3,C9orf40,C9orf40 | Q8IXQ3,6,0,0
Q96LT7,C9orf72,C9orf72 | Q96LT7,6,0,0
Q9NZ63,C9orf78,C9orf78 | Q9NZ63,6,0,0
Q9Y2D0,CA5B,CA5B | Q9Y2D0,6,0,0
P35219,CA8,CA8 | P35219,6,0,0
Q9H8G2,CAAP1,CAAP1 | Q9H8G2,6,0,0
Q9Y376,CAB39,CAB39 | Q9Y376,6,0,0
Q9Y6J0,CABIN1,CABIN1 | Q9Y6J0,6,0,0
Q8TDN4,CABLES1,CABLES1 | Q8TDN4,6,0,0
Q5VU97,CACHD1,CACHD1 | Q5VU97,6,0,0
P54289,CACNA2D1,CACNA2D1 | P54289,6,0,0
Q9NY47,CACNA2D2,CACNA2D2 | Q9NY47,6,0,0
P54284,CACNB3,CACNB3 | P54284,6,0,0
Q8WUQ7,CACTIN,CACTIN | Q8WUQ7,6,0,0
Q86Y37,CACUL1,CACUL1 | Q86Y37,6,0,0
Q9HB71,CACYBP,CACYBP | Q9HB71,6,0,0
P27708,CAD,CAD | P27708,6,0,0
Q9BY67,CADM1,CADM1 | Q9BY67,6,0,0
Q8NFZ8,CADM4,CADM4 | Q8NFZ8,6,0,0
Q9P1Z2,CALCOCO1,CALCOCO1 | Q9P1Z2,6,0,0
Q13137,CALCOCO2,CALCOCO2 | Q13137,6,0,0
Q05682,CALD1,CALD1 | Q05682,6,0,0
P27797,CALR,CALR | P27797,6,0,0
O43852,CALU,CALU | O43852,6,0,0
Q14012,CAMK1,CAMK1 | Q14012,6,0,0
Q8IU85,CAMK1D,CAMK1D | Q8IU85,6,0,0
Q13554,CAMK2B,CAMK2B | Q13554,6,0,0
Q13557,CAMK2D,CAMK2D | Q13557,6,0,0
Q13555,CAMK2G,CAMK2G | Q13555,6,0,0
Q16566,CAMK4,CAMK4 | Q16566,6,0,0
Q8N5S9,CAMKK1,CAMKK1 | Q8N5S9,6,0,0
Q96RR4,CAMKK2,CAMKK2 | Q96RR4,6,0,0
Q7Z624,CAMKMT,CAMKMT | Q7Z624,6,0,0
P49069,CAMLG,CAMLG | P49069,6,0,0
Q5T5Y3,CAMSAP1,CAMSAP1 | Q5T5Y3,6,0,0
Q08AD1,CAMSAP2,CAMSAP2 | Q08AD1,6,0,0
Q9P1Y5,CAMSAP3,CAMSAP3 | Q9P1Y5,6,0,0
Q86VP6,CAND1,CAND1 | Q86VP6,6,0,0
O75155,CAND2,CAND2 | O75155,6,0,0
Q8WVQ1,CANT1,CANT1 | Q8WVQ1,6,0,0
P27824,CANX,CANX | P27824,6,0,0
Q01518,CAP1,CAP1 | Q01518,6,0,0
P40123,CAP2,CAP2 | P40123,6,0,0
P40121,CAPG,CAPG | P40121,6,0,0
P07384,CAPN1,CAPN1 | P07384,6,0,0
P17655,CAPN2,CAPN2 | P17655,6,0,0
O15484,CAPN5,CAPN5 | O15484,6,0,0
Q9Y6W3,CAPN7,CAPN7 | Q9Y6W3,6,0,0
P04632,CAPNS1,CAPNS1 | P04632,6,0,0
Q14444,CAPRIN1,CAPRIN1 | Q14444,6,0,0
P52907,CAPZA1,CAPZA1 | P52907,6,0,0
P47755,CAPZA2,CAPZA2 | P47755,6,0,0
P47756,CAPZB,CAPZB | P47756,6,0,0
Q96LW7,CARD19,CARD19 | Q96LW7,6,0,0
Q9Y2G2,CARD8,CARD8 | Q9Y2G2,6,0,0
Q9Y2V2,CARHSP1,CARHSP1 | Q9Y2V2,6,0,0
Q86X55,CARM1,CARM1 | Q86X55,6,0,0
Q5VZK9,CARMIL1,CARMIL1 | Q5VZK9,6,0,0
Q6F5E8,CARMIL2,CARMIL2 | Q6F5E8,6,0,0
Q8N4J0,CARNMT1,CARNMT1 | Q8N4J0,6,0,0
P49589,CARS1,CARS1 | P49589,6,0,0
Q9HA77,CARS2,CARS2 | Q9HA77,6,0,0
O15234,CASC3,CASC3 | O15234,6,0,0
O14936,CASK,CASK | O14936,6,0,0
Q8WXE0,CASKIN2,CASKIN2 | Q8WXE0,6,0,0
Q92851,CASP10,CASP10 | Q92851,6,0,0
P42575,CASP2,CASP2 | P42575,6,0,0
P42574,CASP3,CASP3 | P42574,6,0,0
P55212,CASP6,CASP6 | P55212,6,0,0
P55210,CASP7,CASP7 | P55210,6,0,0
Q14790,CASP8,CASP8 | Q14790,6,0,0
Q9UKL3,CASP8AP2,CASP8AP2 | Q9UKL3,6,0,0
P20810,CAST,CAST | P20810,6,0,0
A6NHX0,CASTOR2,CASTOR2 | A6NHX0,6,0,0
Q86V15,CASZ1,CASZ1 | Q86V15,6,0,0
Q03135,CAV1,CAV1 | Q03135,6,0,0
O43439,CBFA2T2,CBFA2T2 | O43439,6,0,0
Q13951,CBFB,CBFB | Q13951,6,0,0
P22681,CBL,CBL | P22681,6,0,0
Q75N03,CBLL1,CBLL1 | Q75N03,6,0,0
P16152,CBR1,CBR1 | P16152,6,0,0
O75828,CBR3,CBR3 | O75828,6,0,0
Q8N4T8,CBR4,CBR4 | Q8N4T8,6,0,0
P35520,CBS,CBS | P35520,6,0,0
P83916,CBX1,CBX1 | P83916,6,0,0
Q14781,CBX2,CBX2 | Q14781,6,0,0
Q13185,CBX3,CBX3 | Q13185,6,0,0
O00257,CBX4,CBX4 | O00257,6,0,0
P45973,CBX5,CBX5 | P45973,6,0,0
O95503,CBX6,CBX6 | O95503,6,0,0
O95931,CBX7,CBX7 | O95931,6,0,0
Q9HC52,CBX8,CBX8 | Q9HC52,6,0,0
Q9Y3M2,CBY1,CBY1 | Q9Y3M2,6,0,0
Q6P1N0,CC2D1A,CC2D1A | Q6P1N0,6,0,0
Q5T0F9,CC2D1B,CC2D1B | Q5T0F9,6,0,0
Q8IX12,CCAR1,CCAR1 | Q8IX12,6,0,0
Q8N163,CCAR2,CCAR2 | Q8N163,6,0,0
Q96A19,CCDC102A,CCDC102A | Q96A19,6,0,0
Q9BWC9,CCDC106,CCDC106 | Q9BWC9,6,0,0
Q96NT0,CCDC115,CCDC115 | Q96NT0,6,0,0
Q8IWD4,CCDC117,CCDC117 | Q8IWD4,6,0,0
Q8WUD4,CCDC12,CCDC12 | Q8WUD4,6,0,0
Q96CT7,CCDC124,CCDC124 | Q96CT7,6,0,0
Q96EE4,CCDC126,CCDC126 | Q96EE4,6,0,0
Q96BQ5,CCDC127,CCDC127 | Q96BQ5,6,0,0
Q9H6E4,CCDC134,CCDC134 | Q9H6E4,6,0,0
Q6PK04,CCDC137,CCDC137 | Q6PK04,6,0,0
Q49A88,CCDC14,CCDC14 | Q49A88,6,0,0
Q9P0B6,CCDC167,CCDC167 | Q9P0B6,6,0,0
Q6PII3,CCDC174,CCDC174 | Q6PII3,6,0,0
O60826,CCDC22,CCDC22 | O60826,6,0,0
Q86WR0,CCDC25,CCDC25 | Q86WR0,6,0,0
Q8IWP9,CCDC28A,CCDC28A | Q8IWP9,6,0,0
Q96MW1,CCDC43,CCDC43 | Q96MW1,6,0,0
Q96A33,CCDC47,CCDC47 | Q96A33,6,0,0
Q8IVM0,CCDC50,CCDC50 | Q8IVM0,6,0,0
Q96ER9,CCDC51,CCDC51 | Q96ER9,6,0,0
Q9P031,CCDC59,CCDC59 | Q9P031,6,0,0
Q16204,CCDC6,CCDC6 | Q16204,6,0,0
Q8IV32,CCDC71,CCDC71 | Q8IV32,6,0,0
Q8N9Z2,CCDC71L,CCDC71L | Q8N9Z2,6,0,0
Q9H0W5,CCDC8,CCDC8 | Q9H0W5,6,0,0
Q8N4S0,CCDC82,CCDC82 | Q8N4S0,6,0,0
A6NKD9,CCDC85C,CCDC85C | A6NKD9,6,0,0
Q9H6F5,CCDC86,CCDC86 | Q9H6F5,6,0,0
Q3V6T2,CCDC88A,CCDC88A | Q3V6T2,6,0,0
Q9P219,CCDC88C,CCDC88C | Q9P219,6,0,0
Q9Y3X0,CCDC9,CCDC9 | Q9Y3X0,6,0,0
Q9GZT6,CCDC90B,CCDC90B | Q9GZT6,6,0,0
Q7Z6B0,CCDC91,CCDC91 | Q7Z6B0,6,0,0
Q53HC0,CCDC92,CCDC92 | Q53HC0,6,0,0
Q567U6,CCDC93,CCDC93 | Q567U6,6,0,0
Q96F63,CCDC97,CCDC97 | Q96F63,6,0,0
Q8TD31,CCHCR1,CCHCR1 | Q8TD31,6,0,0
Q9BSQ5,CCM2,CCM2 | Q9BSQ5,6,0,0
P20248,CCNA2,CCNA2 | P20248,6,0,0
P14635,CCNB1,CCNB1 | P14635,6,0,0
O95067,CCNB2,CCNB2 | O95067,6,0,0
P24863,CCNC,CCNC | P24863,6,0,0
P51946,CCNH,CCNH | P51946,6,0,0
O75909,CCNK,CCNK | O75909,6,0,0
Q9UK58,CCNL1,CCNL1 | Q9UK58,6,0,0
Q96S94,CCNL2,CCNL2 | Q96S94,6,0,0
O60563,CCNT1,CCNT1 | O60563,6,0,0
O60583,CCNT2,CCNT2 | O60583,6,0,0
Q8ND76,CCNY,CCNY | Q8ND76,6,0,0
Q8N7R7,CCNYL1,CCNYL1 | Q8N7R7,6,0,0
O43303,CCP110,CCP110 | O43303,6,0,0
O14618,CCS,CCS | O14618,6,0,0
P78371,CCT2,CCT2 | P78371,6,0,0
P49368,CCT3,CCT3 | P49368,6,0,0
P50991,CCT4,CCT4 | P50991,6,0,0
P48643,CCT5,CCT5 | P48643,6,0,0
P40227,CCT6A,CCT6A | P40227,6,0,0
Q99832,CCT7,CCT7 | Q99832,6,0,0
P50990,CCT8,CCT8 | P50990,6,0,0
P48509,CD151,CD151 | P48509,6,0,0
Q5ZPR3,CD276,CD276 | Q5ZPR3,6,0,0
Q9Y5K6,CD2AP,CD2AP | Q9Y5K6,6,0,0
O95400,CD2BP2,CD2BP2 | O95400,6,0,0
Q8IX05,CD302,CD302 | Q8IX05,6,0,0
P15529,CD46,CD46 | P15529,6,0,0
Q08722,CD47,CD47 | Q08722,6,0,0
P08174,CD55,CD55 | P08174,6,0,0
P19256,CD58,CD58 | P19256,6,0,0
P13987,CD59,CD59 | P13987,6,0,0
P08962,CD63,CD63 | P08962,6,0,0
P60033,CD81,CD81 | P60033,6,0,0
P21926,CD9,CD9 | P21926,6,0,0
P14209,CD99,CD99 | P14209,6,0,0
Q8IWY9,CDAN1,CDAN1 | Q8IWY9,6,0,0
O75794,CDC123,CDC123 | O75794,6,0,0
Q13042,CDC16,CDC16 | Q13042,6,0,0
Q12834,CDC20,CDC20 | Q12834,6,0,0
Q9UJX2,CDC23,CDC23 | Q9UJX2,6,0,0
P30307,CDC25C,CDC25C | P30307,6,0,0
P30260,CDC27,CDC27 | P30260,6,0,0
P49427,CDC34,CDC34 | P49427,6,0,0
Q16543,CDC37,CDC37 | Q16543,6,0,0
O60508,CDC40,CDC40 | O60508,6,0,0
P60953,CDC42,CDC42 | P60953,6,0,0
Q5VT25,CDC42BPA,CDC42BPA | Q5VT25,6,0,0
Q9Y5S2,CDC42BPB,CDC42BPB | Q9Y5S2,6,0,0
Q00587,CDC42EP1,CDC42EP1 | Q00587,6,0,0
Q9H3Q1,CDC42EP4,CDC42EP4 | Q9H3Q1,6,0,0
Q9NRR3,CDC42SE2,CDC42SE2 | Q9NRR3,6,0,0
O75419,CDC45,CDC45 | O75419,6,0,0
Q99459,CDC5L,CDC5L | Q99459,6,0,0
O00311,CDC7,CDC7 | O00311,6,0,0
Q6P1J9,CDC73,CDC73 | Q6P1J9,6,0,0
Q69YH5,CDCA2,CDCA2 | Q69YH5,6,0,0
Q96FF9,CDCA5,CDCA5 | Q96FF9,6,0,0
Q9BWT1,CDCA7,CDCA7 | Q9BWT1,6,0,0
Q96GN5,CDCA7L,CDCA7L | Q96GN5,6,0,0
Q53HL2,CDCA8,CDCA8 | Q53HL2,6,0,0
P12830,CDH1,CDH1 | P12830,6,0,0
P19022,CDH2,CDH2 | P19022,6,0,0
O14735,CDIPT,CDIPT | O14735,6,0,0
P06493,CDK1,CDK1 | P06493,6,0,0
Q15131,CDK10,CDK10 | Q15131,6,0,0
Q9UQ88,CDK11A,CDK11A | Q9UQ88,6,0,0
P21127,CDK11B,CDK11B | P21127,6,0,0
Q9NYV4,CDK12,CDK12 | Q9NYV4,6,0,0
Q14004,CDK13,CDK13 | Q14004,6,0,0
Q00536,CDK16,CDK16 | Q00536,6,0,0
Q00537,CDK17,CDK17 | Q00537,6,0,0
Q07002,CDK18,CDK18 | Q07002,6,0,0
Q9BWU1,CDK19,CDK19 | Q9BWU1,6,0,0
P24941,CDK2,CDK2 | P24941,6,0,0
P11802,CDK4,CDK4 | P11802,6,0,0
