_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-3.3,GO:0005925,focal adhesion,M1,1,0
1,-2.9,GO:0010638,positive regulation of organelle organization,M1,1,0
1,-2,GO:0009416,response to light stimulus,M1,1,0
1,-4.3,GO:0051345,positive regulation of hydrolase activity,M1,1,0
1,-2.6,R-HSA-5633007,Regulation of TP53 Activity,M1,1,0
1,-3.3,GO:0051293,establishment of spindle localization,M1,1,0
1,-2.1,GO:0042692,muscle cell differentiation,M1,1,0
1,-5.5,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,M1,1,0
1,-2.2,WP3876,BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation,M1,1,0
1,-2.1,GO:0035019,somatic stem cell population maintenance,M1,1,0
1,-2.3,M13,PID ERBB4 PATHWAY,M1,1,0
1,-3,R-HSA-8878159,Transcriptional regulation by RUNX3,M1,1,0
1,-2.7,GO:0090398,cellular senescence,M1,1,0
1,-3.4,GO:0141188,nucleic acid catabolic process,M1,1,0
1,-2.3,GO:0046326,positive regulation of D-glucose import,M1,1,0
1,-2.8,R-HSA-9830364,Formation of the nephric duct,M1,1,0
1,-3.6,GO:0051965,positive regulation of synapse assembly,M1,1,0
1,-6.1,GO:0061695,"transferase complex, transferring phosphorus-containing groups",M1,1,0
1,-4.4,GO:0008064,regulation of actin polymerization or depolymerization,M1,1,0
1,-3.3,GO:0032432,actin filament bundle,M1,1,0
1,-4,GO:0031248,protein acetyltransferase complex,M1,1,0
1,-3.5,CORUM:469,TFIID-beta complex,M1,1,0
1,-4.6,GO:0097485,neuron projection guidance,M1,1,0
1,-2.3,GO:0004864,protein phosphatase inhibitor activity,M1,1,0
1,-5.7,GO:0050839,cell adhesion molecule binding,M1,1,0
1,-4.4,GO:0007420,brain development,M1,1,0
1,-2.2,GO:0016755,aminoacyltransferase activity,M1,1,0
1,-3,GO:0016591,"RNA polymerase II, holoenzyme",M1,1,0
1,-2.9,GO:0031647,regulation of protein stability,M1,1,0
1,-4.4,GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,M1,1,0
1,-2.3,GO:0042462,eye photoreceptor cell development,M1,1,0
1,-3.1,GO:0090066,regulation of anatomical structure size,M1,1,0
1,-2.6,GO:0002009,morphogenesis of an epithelium,M1,1,0
1,-2.2,GO:0043484,regulation of RNA splicing,M1,1,0
1,-2.6,GO:0061036,positive regulation of cartilage development,M1,1,0
1,-4.6,GO:2000036,regulation of stem cell population maintenance,M1,1,0
1,-6.2,GO:0097435,supramolecular fiber organization,M1,1,0
1,-2.6,WP3414,Initiation of transcription and translation elongation at the HIV 1 LTR,M1,1,0
1,-3.6,GO:0000118,histone deacetylase complex,M1,1,0
1,-4.6,GO:0005539,glycosaminoglycan binding,M1,1,0
1,-2.2,GO:0031396,regulation of protein ubiquitination,M1,1,0
1,-2.5,WP395,IL4 signaling,M1,1,0
1,-2.2,GO:0061035,regulation of cartilage development,M1,1,0
1,-5.4,GO:0098984,neuron to neuron synapse,M1,1,0
1,-4.1,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,M1,1,0
1,-3.5,GO:0032273,positive regulation of protein polymerization,M1,1,0
1,-3,GO:0050803,regulation of synapse structure or activity,M1,1,0
1,-2.4,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,M1,1,0
1,-2.1,GO:0007059,chromosome segregation,M1,1,0
1,-2.1,R-HSA-8983432,Interleukin-15 signaling,M1,1,0
1,-2.7,GO:1902911,protein kinase complex,M1,1,0
1,-2.1,GO:0002685,regulation of leukocyte migration,M1,1,0
1,-2.8,R-HSA-1852241,Organelle biogenesis and maintenance,M1,1,0
1,-4.6,GO:0090109,regulation of cell-substrate junction assembly,M1,1,0
1,-3.6,GO:0043296,apical junction complex,M1,1,0
1,-2.5,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-4.7,GO:0016251,RNA polymerase II general transcription initiation factor activity,M1,1,0
1,-5.7,GO:0099572,postsynaptic specialization,M1,1,0
1,-2.7,GO:0051294,establishment of spindle orientation,M1,1,0
1,-4,GO:0001763,morphogenesis of a branching structure,M1,1,0
1,-3.6,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M1,1,0
1,-2.2,WP2037,Prolactin signaling,M1,1,0
1,-3.2,GO:0030036,actin cytoskeleton organization,M1,1,0
1,-4.1,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,M1,1,0
1,-3.2,GO:0048018,receptor ligand activity,M1,1,0
1,-2.8,hsa04392,Hippo signaling pathway - multiple species,M1,1,0
1,-5.5,GO:0090575,RNA polymerase II transcription regulator complex,M1,1,0
1,-3.3,GO:0045229,external encapsulating structure organization,M1,1,0
1,-5.6,GO:0003714,transcription corepressor activity,M1,1,0
1,-3.2,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,M1,1,0
1,-3.7,GO:0045930,negative regulation of mitotic cell cycle,M1,1,0
1,-3.8,GO:0010975,regulation of neuron projection development,M1,1,0
1,-4.9,GO:0031344,regulation of cell projection organization,M1,1,0
1,-2.7,GO:0002696,positive regulation of leukocyte activation,M1,1,0
1,-2.1,GO:0055082,intracellular chemical homeostasis,M1,1,0
1,-2.2,GO:0035239,tube morphogenesis,M1,1,0
1,-9,GO:0005815,microtubule organizing center,M1,1,0
1,-2.4,WP545,Complement activation,M1,1,0
1,-6.7,GO:0051493,regulation of cytoskeleton organization,M1,1,0
1,-2.2,WP581,EPO receptor signaling,M1,1,0
1,-5.1,M5885,NABA MATRISOME ASSOCIATED,M1,1,0
1,-2.3,M276,PID FGF PATHWAY,M1,1,0
1,-2.2,GO:0048863,stem cell differentiation,M1,1,0
1,-2.1,GO:0031638,zymogen activation,M1,1,0
1,-4.8,GO:0048593,camera-type eye morphogenesis,M1,1,0
1,-6.2,hsa05202,Transcriptional misregulation in cancer,M1,1,0
1,-2.2,GO:0030990,intraciliary transport particle,M1,1,0
1,-2.4,R-HSA-2586552,Signaling by Leptin,M1,1,0
1,-2.1,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,M1,1,0
1,-2.6,GO:0071214,cellular response to abiotic stimulus,M1,1,0
1,-4.7,GO:0071824,protein-DNA complex organization,M1,1,0
1,-2.1,GO:1904950,negative regulation of establishment of protein localization,M1,1,0
1,-2,GO:0008360,regulation of cell shape,M1,1,0
1,-11,GO:0003713,transcription coactivator activity,M1,1,0
1,-4.4,hsa03022,Basal transcription factors,M1,1,0
1,-2.1,R-HSA-3700989,Transcriptional Regulation by TP53,M1,1,0
1,-2.9,hsa04510,Focal adhesion,M1,1,0
1,-2.8,GO:0016073,snRNA metabolic process,M1,1,0
1,-2.3,CORUM:1153,Integrator complex,M1,1,0
1,-2.4,GO:0042254,ribosome biogenesis,M1,1,0
1,-2.4,GO:0005158,insulin receptor binding,M1,1,0
1,-2.1,GO:0001890,placenta development,M1,1,0
1,-3.3,WP474,Endochondral ossification,M1,1,0
1,-2.4,GO:0001657,ureteric bud development,M1,1,0
1,-7.4,GO:0008017,microtubule binding,M1,1,0
1,-3.2,GO:0004180,carboxypeptidase activity,M1,1,0
1,-2.9,GO:0031334,positive regulation of protein-containing complex assembly,M1,1,0
1,-2.9,GO:0042060,wound healing,M1,1,0
1,-2.5,GO:0072073,kidney epithelium development,M1,1,0
1,-2.1,GO:0051053,negative regulation of DNA metabolic process,M1,1,0
1,-4.4,GO:0000123,histone acetyltransferase complex,M1,1,0
1,-6.6,GO:0007409,axonogenesis,M1,1,0
1,-3.8,GO:0008201,heparin binding,M1,1,0
1,-2.1,CORUM:1155,Integrator-RNAPII complex,M1,1,0
1,-2.9,GO:0001764,neuron migration,M1,1,0
1,-2.1,GO:0090199,regulation of release of cytochrome c from mitochondria,M1,1,0
1,-2.3,GO:0055037,recycling endosome,M1,1,0
1,-3.3,GO:0008277,regulation of G protein-coupled receptor signaling pathway,M1,1,0
1,-3.7,GO:0046530,photoreceptor cell differentiation,M1,1,0
1,-3,GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,M1,1,0
1,-2.2,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,M1,1,0
1,-2.3,GO:0097450,astrocyte end-foot,M1,1,0
1,-4.1,R-HSA-75953,RNA Polymerase II Transcription Initiation,M1,1,0
1,-2,GO:0000152,nuclear ubiquitin ligase complex,M1,1,0
1,-3.4,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,M1,1,0
1,-3.2,GO:0005178,integrin binding,M1,1,0
1,-2.2,GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,M1,1,0
1,-3.1,GO:0004857,enzyme inhibitor activity,M1,1,0
1,-2.8,GO:0042641,actomyosin,M1,1,0
1,-2.2,GO:0006259,DNA metabolic process,M1,1,0
1,-2.1,GO:0008285,negative regulation of cell population proliferation,M1,1,0
1,-2.1,M17,PID NOTCH PATHWAY,M1,1,0
1,-2,GO:0009743,response to carbohydrate,M1,1,0
1,-2,GO:0030097,hemopoiesis,M1,1,0
1,-2.2,GO:0032456,endocytic recycling,M1,1,0
1,-3.4,GO:0001099,basal RNA polymerase II transcription machinery binding,M1,1,0
1,-3.7,GO:0006367,transcription initiation at RNA polymerase II promoter,M1,1,0
1,-2.1,GO:1904353,regulation of telomere capping,M1,1,0
1,-5.9,GO:0048589,developmental growth,M1,1,0
1,-3.6,GO:0005614,interstitial matrix,M1,1,0
1,-2.2,GO:0001823,mesonephros development,M1,1,0
1,-4,GO:0060271,cilium assembly,M1,1,0
1,-2.4,GO:0003887,DNA-directed DNA polymerase activity,M1,1,0
1,-2.7,GO:0050919,negative chemotaxis,M1,1,0
1,-2.3,GO:0050678,regulation of epithelial cell proliferation,M1,1,0
1,-2.2,GO:0034367,protein-containing complex remodeling,M1,1,0
1,-2.7,GO:0031401,positive regulation of protein modification process,M1,1,0
1,-2.8,GO:0033276,transcription factor TFTC complex,M1,1,0
1,-3.4,GO:0070229,negative regulation of lymphocyte apoptotic process,M1,1,0
1,-2.1,M1718,SIG IL4RECEPTOR IN B LYPHOCYTES,M1,1,0
1,-2.6,GO:0048880,sensory system development,M1,1,0
1,-2,WP2858,Ectoderm differentiation,M1,1,0
1,-3,WP4970,Galanin receptor pathway,M1,1,0
1,-3.3,P00027,Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway,M1,1,0
1,-2.6,GO:0006282,regulation of DNA repair,M1,1,0
1,-2.2,GO:0097431,mitotic spindle pole,M1,1,0
1,-8.1,GO:0035770,ribonucleoprotein granule,M1,1,0
1,-5.7,GO:2000142,regulation of DNA-templated transcription initiation,M1,1,0
1,-3.7,GO:0035264,multicellular organism growth,M1,1,0
1,-2.9,GO:0005068,transmembrane receptor protein tyrosine kinase adaptor activity,M1,1,0
1,-3,GO:1905330,regulation of morphogenesis of an epithelium,M1,1,0
1,-4.4,GO:0030178,negative regulation of Wnt signaling pathway,M1,1,0
1,-4.8,CORUM:514,TFIID-beta complex,M1,1,0
1,-4.6,GO:0051893,regulation of focal adhesion assembly,M1,1,0
1,-3,GO:0050770,regulation of axonogenesis,M1,1,0
1,-2.7,GO:1901987,regulation of cell cycle phase transition,M1,1,0
1,-2.7,GO:0042575,DNA polymerase complex,M1,1,0
1,-5,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,M1,1,0
1,-2.1,GO:0048871,multicellular organismal-level homeostasis,M1,1,0
1,-2.6,GO:1904036,negative regulation of epithelial cell apoptotic process,M1,1,0
1,-2.5,GO:0000077,DNA damage checkpoint signaling,M1,1,0
1,-2.7,GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,M1,1,0
1,-2.6,GO:0048511,rhythmic process,M1,1,0
1,-2.1,GO:0051056,regulation of small GTPase mediated signal transduction,M1,1,0
1,-2.1,R-HSA-3247509,Chromatin modifying enzymes,M1,1,0
1,-2.4,GO:0009048,dosage compensation by inactivation of X chromosome,M1,1,0
1,-4.1,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,M1,1,0
1,-2.6,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-2.9,GO:0060341,regulation of cellular localization,M1,1,0
1,-3,GO:0030545,signaling receptor regulator activity,M1,1,0
1,-2.2,GO:0050769,positive regulation of neurogenesis,M1,1,0
1,-5.1,GO:0007167,enzyme-linked receptor protein signaling pathway,M1,1,0
1,-4,GO:0010948,negative regulation of cell cycle process,M1,1,0
1,-3.1,R-HSA-1630316,Glycosaminoglycan metabolism,M1,1,0
1,-2.6,GO:0046548,retinal rod cell development,M1,1,0
1,-2.4,GO:0042177,negative regulation of protein catabolic process,M1,1,0
1,-2.1,GO:0006913,nucleocytoplasmic transport,M1,1,0
1,-4,GO:1901991,negative regulation of mitotic cell cycle phase transition,M1,1,0
1,-4,GO:0051301,cell division,M1,1,0
1,-5.8,GO:1901888,regulation of cell junction assembly,M1,1,0
1,-4.4,GO:0010810,regulation of cell-substrate adhesion,M1,1,0
1,-3,GO:0005912,adherens junction,M1,1,0
1,-2.5,WP437,EGF EGFR signaling,M1,1,0
1,-2.7,GO:0042274,ribosomal small subunit biogenesis,M1,1,0
1,-4.1,GO:0046785,microtubule polymerization,M1,1,0
1,-3.8,GO:0070603,SWI/SNF superfamily-type complex,M1,1,0
1,-2.9,GO:0008235,metalloexopeptidase activity,M1,1,0
1,-3.2,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-3.1,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,M1,1,0
1,-3.2,R-HSA-3656237,Defective EXT2 causes exostoses 2,M1,1,0
1,-2.7,GO:0050840,extracellular matrix binding,M1,1,0
1,-2.1,GO:0035591,signaling adaptor activity,M1,1,0
1,-3.4,GO:1901873,regulation of post-translational protein modification,M1,1,0
1,-4.6,GO:1990907,beta-catenin-TCF complex,M1,1,0
1,-2.1,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,M1,1,0
1,-2.5,GO:0008373,sialyltransferase activity,M1,1,0
1,-2.3,GO:0033627,cell adhesion mediated by integrin,M1,1,0
1,-3.1,GO:0050807,regulation of synapse organization,M1,1,0
1,-2.2,GO:0072378,"blood coagulation, fibrin clot formation",M1,1,0
1,-3.2,GO:0031005,filamin binding,M1,1,0
1,-2.5,GO:0042752,regulation of circadian rhythm,M1,1,0
1,-4,R-HSA-9933947,Formation of the non-canonical BAF (ncBAF) complex,M1,1,0
1,-2.2,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,M1,1,0
1,-2.1,GO:0051223,regulation of protein transport,M1,1,0
1,-3.5,GO:0071889,14-3-3 protein binding,M1,1,0
1,-3.2,R-HSA-1474244,Extracellular matrix organization,M1,1,0
1,-2.3,GO:0072182,regulation of nephron tubule epithelial cell differentiation,M1,1,0
1,-2.6,GO:0001501,skeletal system development,M1,1,0
1,-2.6,GO:0005381,iron ion transmembrane transporter activity,M1,1,0
1,-4.3,GO:0060828,regulation of canonical Wnt signaling pathway,M1,1,0
1,-4.8,GO:1902459,positive regulation of stem cell population maintenance,M1,1,0
1,-4.2,GO:0070063,RNA polymerase binding,M1,1,0
1,-2,hsa00604,Glycosphingolipid biosynthesis - ganglio series,M1,1,0
1,-2,GO:0004865,protein serine/threonine phosphatase inhibitor activity,M1,1,0
1,-2.4,GO:0008023,transcription elongation factor complex,M1,1,0
1,-2.9,CORUM:513,TFTC complex (TATA-binding protein-free TAF-II-containing complex),M1,1,0
1,-6.1,WP5563,RNA polymerase II transcription the preinitiation complex,M1,1,0
1,-2.4,GO:0000724,double-strand break repair via homologous recombination,M1,1,0
1,-8.2,GO:0120039,plasma membrane bounded cell projection morphogenesis,M1,1,0
1,-2.9,GO:0061575,cyclin-dependent protein serine/threonine kinase activator activity,M1,1,0
1,-3,GO:0032330,regulation of chondrocyte differentiation,M1,1,0
1,-2,M223,PID BETA CATENIN NUC PATHWAY,M1,1,0
1,-2.1,GO:0016486,peptide hormone processing,M1,1,0
1,-2.4,GO:0032922,circadian regulation of gene expression,M1,1,0
1,-4.1,GO:0030031,cell projection assembly,M1,1,0
1,-2.4,GO:0051656,establishment of organelle localization,M1,1,0
1,-2.1,WP2806,Complement system,M1,1,0
1,-2.6,GO:0032280,symmetric synapse,M1,1,0
1,-5.9,GO:0040007,growth,M1,1,0
1,-2.3,WP3932,Focal adhesion PI3K Akt mTOR signaling,M1,1,0
1,-4.3,CORUM:492,DA complex,M1,1,0
1,-3.8,GO:0048592,eye morphogenesis,M1,1,0
1,-2.6,R-HSA-2022928,HS-GAG biosynthesis,M1,1,0
1,-2,GO:1900748,positive regulation of vascular endothelial growth factor signaling pathway,M1,1,0
1,-3.9,GO:0046875,ephrin receptor binding,M1,1,0
1,-2.2,GO:0022613,ribonucleoprotein complex biogenesis,M1,1,0
1,-3.1,GO:0051653,spindle localization,M1,1,0
1,-2.4,GO:0097542,ciliary tip,M1,1,0
1,-2.3,GO:0007610,behavior,M1,1,0
1,-2.3,GO:0000280,nuclear division,M1,1,0
1,-3.6,GO:0051052,regulation of DNA metabolic process,M1,1,0
1,-2.8,GO:2000403,positive regulation of lymphocyte migration,M1,1,0
1,-2.8,GO:0070064,proline-rich region binding,M1,1,0
1,-5.5,GO:0015631,tubulin binding,M1,1,0
1,-2.2,GO:0070847,core mediator complex,M1,1,0
1,-13,GO:0030312,external encapsulating structure,M1,1,0
1,-3.8,GO:1901988,negative regulation of cell cycle phase transition,M1,1,0
1,-2.5,R-HSA-9634815,Transcriptional Regulation by NPAS4,M1,1,0
1,-3.3,R-HSA-162587,HIV Life Cycle,M1,1,0
1,-2.1,GO:0060441,epithelial tube branching involved in lung morphogenesis,M1,1,0
1,-2.3,GO:0016485,protein processing,M1,1,0
1,-3.3,GO:0032786,"positive regulation of DNA-templated transcription, elongation",M1,1,0
1,-2.7,GO:0098982,GABA-ergic synapse,M1,1,0
1,-2.4,GO:0051336,regulation of hydrolase activity,M1,1,0
1,-6.8,GO:0000922,spindle pole,M1,1,0
1,-2.6,GO:0035102,PRC1 complex,M1,1,0
1,-5.4,GO:0006352,DNA-templated transcription initiation,M1,1,0
1,-5.8,GO:1903047,mitotic cell cycle process,M1,1,0
1,-3.4,GO:0097060,synaptic membrane,M1,1,0
1,-3.3,GO:0009896,positive regulation of catabolic process,M1,1,0
1,-2.1,GO:0007507,heart development,M1,1,0
1,-2.3,GO:0070507,regulation of microtubule cytoskeleton organization,M1,1,0
1,-3.9,CORUM:508,TFIID complex,M1,1,0
1,-2.6,R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,M1,1,0
1,-2.4,GO:0008046,axon guidance receptor activity,M1,1,0
1,-2.1,GO:0043175,RNA polymerase core enzyme binding,M1,1,0
1,-2.4,GO:0007549,sex-chromosome dosage compensation,M1,1,0
1,-3,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,M1,1,0
1,-2.1,GO:0140672,ATAC complex,M1,1,0
1,-4.3,hsa03082,ATP-dependent chromatin remodeling,M1,1,0
1,-2.2,GO:0035097,histone methyltransferase complex,M1,1,0
1,-5.3,GO:0009314,response to radiation,M1,1,0
1,-3.1,M118,PID INTEGRIN A9B1 PATHWAY,M1,1,0
1,-4.8,GO:0070897,transcription preinitiation complex assembly,M1,1,0
1,-3.5,CORUM:509,TFIID complex,M1,1,0
1,-2.3,GO:0061572,actin filament bundle organization,M1,1,0
1,-2.6,R-HSA-9675108,Nervous system development,M1,1,0
1,-2.9,GO:0019208,phosphatase regulator activity,M1,1,0
1,-2.7,WP4830,GDNF RET signaling axis,M1,1,0
1,-4.2,GO:0007411,axon guidance,M1,1,0
1,-2.7,GO:0002902,regulation of B cell apoptotic process,M1,1,0
1,-2.4,WP5603,Caffeine in myocytes,M1,1,0
1,-4.5,GO:0051962,positive regulation of nervous system development,M1,1,0
1,-2,GO:0008237,metallopeptidase activity,M1,1,0
1,-6.7,GO:0016607,nuclear speck,M1,1,0
1,-2.4,GO:0090734,site of DNA damage,M1,1,0
1,-2.4,GO:0048754,branching morphogenesis of an epithelial tube,M1,1,0
1,-2.6,GO:0048762,mesenchymal cell differentiation,M1,1,0
1,-2.7,GO:0150063,visual system development,M1,1,0
1,-2,GO:0000956,nuclear-transcribed mRNA catabolic process,M1,1,0
1,-2.4,GO:0008238,exopeptidase activity,M1,1,0
1,-4.2,GO:1902749,regulation of cell cycle G2/M phase transition,M1,1,0
1,-3.7,CORUM:6084,AFF4 super elongation complex (SEC),M1,1,0
1,-3.9,GO:0002693,positive regulation of cellular extravasation,M1,1,0
1,-4.1,R-HSA-167161,HIV Transcription Initiation,M1,1,0
1,-2.7,GO:0051299,centrosome separation,M1,1,0
1,-6.2,GO:0051960,regulation of nervous system development,M1,1,0
1,-2.2,GO:0032204,regulation of telomere maintenance,M1,1,0
1,-2.1,GO:0019212,phosphatase inhibitor activity,M1,1,0
1,-2.8,GO:0055029,nuclear DNA-directed RNA polymerase complex,M1,1,0
1,-2.9,GO:0045499,chemorepellent activity,M1,1,0
1,-2.1,GO:1902554,serine/threonine protein kinase complex,M1,1,0
1,-2.2,GO:0070828,heterochromatin organization,M1,1,0
1,-3.3,GO:0040008,regulation of growth,M1,1,0
1,-3.1,GO:0071478,cellular response to radiation,M1,1,0
1,-3.5,GO:0071786,endoplasmic reticulum tubular network organization,M1,1,0
1,-3,GO:0060221,retinal rod cell differentiation,M1,1,0
1,-2.2,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,M1,1,0
1,-2.1,GO:1903311,regulation of mRNA metabolic process,M1,1,0
1,-2.1,GO:0033599,regulation of mammary gland epithelial cell proliferation,M1,1,0
1,-3.5,GO:0032332,positive regulation of chondrocyte differentiation,M1,1,0
1,-2.3,GO:0016592,mediator complex,M1,1,0
1,-4.1,GO:2000050,regulation of non-canonical Wnt signaling pathway,M1,1,0
1,-2.9,GO:0072001,renal system development,M1,1,0
1,-2.5,GO:0005876,spindle microtubule,M1,1,0
1,-3.2,R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",M1,1,0
1,-2.6,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-2.1,GO:0051169,nuclear transport,M1,1,0
1,-2.1,CORUM:5386,MLL1-WDR5 complex,M1,1,0
1,-2.6,WP3594,Circadian rhythm genes,M1,1,0
1,-9.2,GO:0006351,DNA-templated transcription,M1,1,0
1,-2.4,GO:0044217,other organism part,M1,1,0
1,-5.4,GO:0007020,microtubule nucleation,M1,1,0
1,-3.4,GO:0022604,regulation of cell morphogenesis,M1,1,0
1,-2.3,R-HSA-1257604,PIP3 activates AKT signaling,M1,1,0
1,-3,GO:0019900,kinase binding,M1,1,0
1,-3.5,GO:0001558,regulation of cell growth,M1,1,0
1,-2.7,GO:0051054,positive regulation of DNA metabolic process,M1,1,0
1,-6,GO:0006338,chromatin remodeling,M1,1,0
1,-2.9,R-HSA-2682334,EPH-Ephrin signaling,M1,1,0
1,-2.2,R-HSA-8853884,Transcriptional Regulation by VENTX,M1,1,0
1,-2.1,GO:0048681,negative regulation of axon regeneration,M1,1,0
1,-3,GO:0040017,positive regulation of locomotion,M1,1,0
1,-6,GO:0000278,mitotic cell cycle,M1,1,0
1,-3.6,R-HSA-167172,Transcription of the HIV genome,M1,1,0
1,-3.2,GO:0030055,cell-substrate junction,M1,1,0
1,-3.8,GO:0140223,general transcription initiation factor activity,M1,1,0
1,-2.6,R-HSA-74749,Signal attenuation,M1,1,0
1,-2.4,GO:0060627,regulation of vesicle-mediated transport,M1,1,0
1,-2,CORUM:232,ARC complex,M1,1,0
1,-2.1,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,M1,1,0
1,-3.2,GO:0140288,GBAF complex,M1,1,0
1,-2.2,GO:1901875,positive regulation of post-translational protein modification,M1,1,0
1,-3.6,GO:0051259,protein complex oligomerization,M1,1,0
1,-2.5,GO:0050679,positive regulation of epithelial cell proliferation,M1,1,0
1,-2.5,GO:0031128,developmental induction,M1,1,0
1,-2.9,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-2.4,GO:0044093,positive regulation of molecular function,M1,1,0
1,-2.5,GO:0007389,pattern specification process,M1,1,0
1,-2.1,hsa04514,Cell adhesion molecule (CAM) interaction,M1,1,0
1,-2.4,GO:0050431,transforming growth factor beta binding,M1,1,0
1,-2.6,GO:0008047,enzyme activator activity,M1,1,0
1,-3,GO:0007015,actin filament organization,M1,1,0
1,-2.7,GO:2000096,"positive regulation of Wnt signaling pathway, planar cell polarity pathway",M1,1,0
1,-2.4,GO:0061458,reproductive system development,M1,1,0
1,-4.1,WP5053,Development of ureteric derived collecting system,M1,1,0
1,-2.6,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-3.4,GO:0000228,nuclear chromosome,M1,1,0
1,-2.7,R-HSA-9932451,SWI/SNF chromatin remodelers,M1,1,0
1,-4.6,R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,M1,1,0
1,-2.4,GO:2000406,positive regulation of T cell migration,M1,1,0
1,-3.1,GO:0016198,axon choice point recognition,M1,1,0
1,-2.6,GO:0010827,regulation of D-glucose transmembrane transport,M1,1,0
1,-4.4,GO:0031399,regulation of protein modification process,M1,1,0
1,-2.1,GO:0033500,carbohydrate homeostasis,M1,1,0
1,-2.8,GO:0008283,cell population proliferation,M1,1,0
