Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Cellular Components,20,GO:0005819,spindle,,-8.7,3,7.3,30230,427,896,38,4.2,0.67,822|1453|3297|4739|8658|8766|9113|9611|9857|10101|10524|23331|25978|26009|26586|51199|51562|54820|54908|54984|56776|57509|79848|79884|80097|80254|80817|81565|84080|84140|84722|85302|91272|126731|150275|152185|284058|653784,CAPG|CSNK1D|HSF1|NEDD9|TNKS|RAB11A|LATS1|NCOR1|CEP350|NUBP2|KAT5|TTC28|CHMP2B|ZZZ3|CKAP2|NIN|MBIP|NDE1|SPDL1|PINX1|FMN2|MTUS1|CSPP1|MAP9|MZT2B|CEP63|CEP44|NDEL1|ENKD1|FAM161A|PSRC1|FBF1|BOD1|CCSAP|CCDC117|SPICE1|KANSL1|MZT2A,-5.2,MyList
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-8.2,2.8,6.9,30230,501,896,41,4.6,0.7,71|333|575|605|1501|1946|1947|1948|1949|2044|2049|2737|4744|4756|4854|4917|5076|5361|6091|6092|6383|6387|9620|9723|10501|22871|23767|25987|51177|51199|57549|57624|57715|65078|81565|81628|84079|84298|84612|84631|89884,ACTG1|APLP1|ADGRB1|BCL7A|CTNND2|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|NEFH|NEO1|NOTCH3|NTN3|PAX2|PLXNA1|ROBO1|ROBO2|SDC2|CXCL12|CELSR1|SEMA3E|SEMA6B|NLGN1|FLRT3|TSKU|PLEKHO1|NIN|IGSF9|NYAP2|SEMA4G|RTN4R|NDEL1|TSC22D4|ANKRD27|LLPH|PARD6B|SLITRK2|LHX4,-4.8,MyList
GO Cellular Components,20,GO:0035770,ribonucleoprotein granule,,-8.1,2.4,6.7,30230,714,896,51,5.7,0.77,665|1979|2122|2737|2869|3014|3297|4848|4863|5546|6239|6938|7737|8926|9541|9759|11030|11170|11201|11269|22794|22927|23112|29890|51322|54815|55095|55105|55589|55643|55663|55833|56478|57496|57523|57602|57690|79005|80271|84248|84331|84441|84524|85463|124790|126374|140890|196513|284615|339287|374395,BNIP3L|EIF4EBP2|MECOM|GLI3|GRK5|H2AX|HSF1|CNOT2|NPAT|PRCC|RREB1|TCF12|RNF113A|SNURF|CIRSR|HDAC4|RBPMS|FAM107A|POLI|DDX19B|CASC3|HABP4|TNRC6B|RBM15B|WAC|GATAD2A|SAMD4B|GPATCH2|BMP2K|BTBD2|ZNF446|UBAP2|EIF4ENIF1|MRTFB|NYNRIN|USP36|TNRC6C|SCNM1|ITPKC|FYTTD1|MCRIP2|MAML2|ZC3H8|ZC3H12C|HEXIM2|WTIP|SREK1|DCP1B|ANKRD34A|MSL1|TMEM179B,-4.8,MyList
GO Molecular Functions,21,GO:0140297,DNA-binding transcription factor binding,,-8.1,2.8,6.9,30230,488,896,40,4.5,0.69,862|904|2002|3400|4772|5978|6777|6874|6880|6881|6882|6909|6934|6938|7041|8553|8805|8861|9113|9325|9326|9611|9734|9759|10413|10524|23054|23373|27086|29079|30812|51564|55791|57506|64320|64375|64784|79365|84444|200186,RUNX1T1|CCNT1|ELK1|ID4|NFATC1|REST|STAT5B|TAF4|TAF9|TAF10|TAF11|TBX2|TCF7L2|TCF12|TGFB1I1|BHLHE40|TRIM24|LDB1|LATS1|TRIP4|ZNHIT3|NCOR1|HDAC9|HDAC4|YAP1|KAT5|NCOA6|CRTC1|FOXP1|MED4|SOX8|HDAC7|LRIF1|MAVS|RNF25|IKZF4|CRTC3|BHLHE41|DOT1L|CRTC2,-4.8,MyList
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-8.1,2.7,6.8,30230,508,896,41,4.6,0.7,71|333|575|605|1501|1946|1947|1948|1949|2044|2049|2737|4744|4756|4854|4917|5076|5361|6091|6092|6383|6387|9620|9723|10501|22871|23767|25987|51177|51199|57549|57624|57715|65078|81565|81628|84079|84298|84612|84631|89884,ACTG1|APLP1|ADGRB1|BCL7A|CTNND2|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|NEFH|NEO1|NOTCH3|NTN3|PAX2|PLXNA1|ROBO1|ROBO2|SDC2|CXCL12|CELSR1|SEMA3E|SEMA6B|NLGN1|FLRT3|TSKU|PLEKHO1|NIN|IGSF9|NYAP2|SEMA4G|RTN4R|NDEL1|TSC22D4|ANKRD27|LLPH|PARD6B|SLITRK2|LHX4,-4.8,MyList
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-8,2.4,6.6,30230,717,896,51,5.7,0.77,71|333|575|605|1501|1946|1947|1948|1949|2044|2049|2737|3082|4744|4756|4854|4917|5076|5361|5978|6091|6092|6383|6387|9113|9620|9723|10413|10501|10653|22871|23767|25987|51177|51199|54434|57010|57348|57549|57619|57624|57715|65078|81565|81628|84079|84298|84612|84631|89884|286262,ACTG1|APLP1|ADGRB1|BCL7A|CTNND2|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|HGF|NEFH|NEO1|NOTCH3|NTN3|PAX2|PLXNA1|REST|ROBO1|ROBO2|SDC2|CXCL12|LATS1|CELSR1|SEMA3E|YAP1|SEMA6B|SPINT2|NLGN1|FLRT3|TSKU|PLEKHO1|NIN|SSH1|CABP4|TTYH1|IGSF9|SHROOM3|NYAP2|SEMA4G|RTN4R|NDEL1|TSC22D4|ANKRD27|LLPH|PARD6B|SLITRK2|LHX4|TPRN,-4.7,MyList
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-7.9,2.7,6.8,30230,496,896,40,4.5,0.69,71|333|575|605|1501|1946|1947|1948|1949|2044|2049|2737|4744|4756|4854|4917|5076|5361|6091|6092|6383|6387|9620|9723|10501|22871|23767|25987|51199|57549|57624|57715|65078|81565|81628|84079|84298|84612|84631|89884,ACTG1|APLP1|ADGRB1|BCL7A|CTNND2|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|NEFH|NEO1|NOTCH3|NTN3|PAX2|PLXNA1|ROBO1|ROBO2|SDC2|CXCL12|CELSR1|SEMA3E|SEMA6B|NLGN1|FLRT3|TSKU|NIN|IGSF9|NYAP2|SEMA4G|RTN4R|NDEL1|TSC22D4|ANKRD27|LLPH|PARD6B|SLITRK2|LHX4,-4.6,MyList
GO Molecular Functions,21,GO:0008017,microtubule binding,,-7.4,3.3,6.8,30230,286,896,28,3.1,0.58,4744|8766|9857|10018|10297|10749|22983|23247|25876|26146|29911|51199|51308|54462|54820|56890|57509|65055|79884|80817|81565|84080|84140|84722|126731|147700|152206|256714,NEFH|RAB11A|CEP350|BCL2L11|APC2|KIF1C|MAST1|KATNIP|SPEF1|TRAF3IP1|HOOK2|NIN|REEP2|CCSER2|NDE1|SAXO6|MTUS1|REEP1|MAP9|CEP44|NDEL1|ENKD1|FAM161A|PSRC1|CCSAP|KLC3|CCDC13|MAP7D2,-4.2,MyList
GO Molecular Functions,21,GO:0003682,chromatin binding,,-7.2,2.4,6.3,30230,629,896,45,5,0.73,904|1164|2002|2067|2737|3007|3297|3622|4211|4286|4300|4335|5978|6047|6777|6881|7270|7703|8805|8861|9760|9878|10413|10524|11143|23054|26471|27245|27324|51149|51322|51564|54107|79596|80012|81550|84629|84939|84969|85453|90378|148398|254225|339287|344658,CCNT1|CKS2|ELK1|ERCC1|GLI3|H1-3|HSF1|ING2|MEIS1|MITF|MLLT3|MNT|REST|RNF4|STAT5B|TAF10|TTF1|PCGF2|TRIM24|LDB1|TOX|TOX4|YAP1|KAT5|KAT7|NCOA6|NUPR1|AHDC1|TOX3|MRNIP|WAC|HDAC7|POLE3|OBI1|PHC3|TDRD3|TNRC18|PWWP3A|TOX2|TSPYL5|SAMD1|SAMD11|RNF169|MSL1|SAMD7,-4,MyList
Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-7.2,3.3,6.7,30230,275,896,27,3,0.57,1307|1311|1634|3487|3489|4052|4060|4917|4969|5118|6696|7059|7060|8425|10631|11117|25987|63827|64129|64856|90187|127435|129804|136227|145864|148113|255743,COL16A1|COMP|DCN|IGFBP4|IGFBP6|LTBP1|LUM|NTN3|OGN|PCOLCE|SPP1|THBS3|THBS4|LTBP4|POSTN|EMILIN1|TSKU|BCAN|TINAGL1|VWA1|EMILIN3|PODN|FBLN7|COL26A1|HAPLN3|CILP2|NPNT,-4,MyList
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-7.1,2.7,6.4,30230,449,896,36,4,0.66,71|333|575|1501|1946|1947|1948|1949|2044|2049|2737|4744|4756|4854|4917|5076|5978|6091|6092|6383|6387|9620|9723|10501|23767|25987|51199|57010|57549|57715|65078|81565|84612|84631|89884|286262,ACTG1|APLP1|ADGRB1|CTNND2|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|NEFH|NEO1|NOTCH3|NTN3|PAX2|REST|ROBO1|ROBO2|SDC2|CXCL12|CELSR1|SEMA3E|SEMA6B|FLRT3|TSKU|NIN|CABP4|IGSF9|SEMA4G|RTN4R|NDEL1|PARD6B|SLITRK2|LHX4|TPRN,-3.9,MyList
GO Cellular Components,20,GO:0000922,spindle pole,,-6.8,3.8,6.7,30230,185,896,21,2.3,0.51,3297|4739|8658|8766|9113|10101|10524|23331|26586|51199|54820|54908|79848|80254|80817|84080|84140|84722|85302|91272|284058,HSF1|NEDD9|TNKS|RAB11A|LATS1|NUBP2|KAT5|TTC28|CKAP2|NIN|NDE1|SPDL1|CSPP1|CEP63|CEP44|ENKD1|FAM161A|PSRC1|FBF1|BOD1|KANSL1,-3.7,MyList
GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-6.7,2.5,6.1,30230,547,896,40,4.5,0.69,71|822|1946|2039|2824|4653|4682|4703|4739|6047|6281|6387|6522|9113|9530|9620|10297|10602|11135|11170|11346|25876|25959|25978|26146|26586|27237|29108|54434|55243|56890|64857|79884|84722|122060|126731|146206|148170|253725|387680,ACTG1|CAPG|EFNA5|DMTN|GPM6B|MYOC|NUBP1|NEB|NEDD9|RNF4|S100A10|CXCL12|SLC4A2|LATS1|BAG4|CELSR1|APC2|CDC42EP3|CDC42EP1|FAM107A|SYNPO|SPEF1|KANK2|CHMP2B|TRAF3IP1|CKAP2|ARHGEF16|PYCARD|SSH1|KIRREL1|SAXO6|PLEKHG2|MAP9|PSRC1|SLAIN1|CCSAP|CARMIL2|CDC42EP5|WASHC2C|WASHC2A,-3.6,MyList
GO Cellular Components,20,GO:0016607,nuclear speck,,-6.7,2.7,6.2,30230,405,896,33,3.7,0.63,665|2122|2737|2869|3014|5546|6239|6938|7737|8926|9541|9759|11170|11201|22794|22927|29890|51322|54815|55105|55589|55663|56478|57496|57602|79005|80271|84248|84441|124790|140890|339287|374395,BNIP3L|MECOM|GLI3|GRK5|H2AX|PRCC|RREB1|TCF12|RNF113A|SNURF|CIRSR|HDAC4|FAM107A|POLI|CASC3|HABP4|RBM15B|WAC|GATAD2A|GPATCH2|BMP2K|ZNF446|EIF4ENIF1|MRTFB|USP36|SCNM1|ITPKC|FYTTD1|MAML2|HEXIM2|SREK1|MSL1|TMEM179B,-3.6,MyList
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-6.6,2.8,6.2,30230,369,896,31,3.5,0.61,71|333|575|1946|1947|1948|1949|2044|2049|2737|4744|4756|4854|4917|5076|6091|6092|6387|9620|9723|10501|23767|25987|51199|57549|57715|65078|81565|84612|84631|89884,ACTG1|APLP1|ADGRB1|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|NEFH|NEO1|NOTCH3|NTN3|PAX2|ROBO1|ROBO2|CXCL12|CELSR1|SEMA3E|SEMA6B|FLRT3|TSKU|NIN|IGSF9|SEMA4G|RTN4R|NDEL1|PARD6B|SLITRK2|LHX4,-3.6,MyList
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-6.6,2.7,6.1,30230,429,896,34,3.8,0.64,71|333|575|1946|1947|1948|1949|2044|2049|2737|2824|4685|4744|4756|4854|4917|5076|6091|6092|6387|9620|9723|10501|23767|25987|51199|57549|57715|65078|81565|84612|84631|89884|256714,ACTG1|APLP1|ADGRB1|EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|GPM6B|NCAM2|NEFH|NEO1|NOTCH3|NTN3|PAX2|ROBO1|ROBO2|CXCL12|CELSR1|SEMA3E|SEMA6B|FLRT3|TSKU|NIN|IGSF9|SEMA4G|RTN4R|NDEL1|PARD6B|SLITRK2|LHX4|MAP7D2,-3.6,MyList
GO Cellular Components,20,GO:0005814,centriole,,-6.6,3.9,6.7,30230,174,896,20,2.2,0.49,822|4682|5116|8766|9857|10101|50487|51199|54806|56890|80254|80817|84080|84140|85302|112752|116840|123811|126731|152185,CAPG|NUBP1|PCNT|RAB11A|CEP350|NUBP2|PLA2G3|NIN|AHI1|SAXO6|CEP63|CEP44|ENKD1|FAM161A|FBF1|IFT43|CNTROB|CEP20|CCSAP|SPICE1,-3.6,MyList
GO Cellular Components,20,GO:0140168,nuclear ribonucleoprotein granule,,-6.3,2.5,5.9,30230,481,896,36,4,0.66,665|2122|2737|2869|3014|3297|4863|5546|6239|6938|7737|8926|9541|9759|11170|11201|22794|22927|29890|51322|54815|55105|55589|55663|56478|57496|57602|79005|80271|84248|84441|84524|124790|140890|339287|374395,BNIP3L|MECOM|GLI3|GRK5|H2AX|HSF1|NPAT|PRCC|RREB1|TCF12|RNF113A|SNURF|CIRSR|HDAC4|FAM107A|POLI|CASC3|HABP4|RBM15B|WAC|GATAD2A|GPATCH2|BMP2K|ZNF446|EIF4ENIF1|MRTFB|USP36|SCNM1|ITPKC|FYTTD1|MAML2|ZC3H8|HEXIM2|SREK1|MSL1|TMEM179B,-3.3,MyList
GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-6.2,2.6,5.9,30230,445,896,34,3.8,0.64,575|1946|1949|2049|2147|2737|3400|3479|4311|5978|6091|6092|6281|6387|6692|6696|6792|7424|8553|10413|22871|23767|26039|30812|51132|51199|57555|64084|65078|79006|79365|84079|84631|158038,ADGRB1|EFNA5|EFNB3|EPHB3|F2|GLI3|ID4|IGF1|MME|REST|ROBO1|ROBO2|S100A10|CXCL12|SPINT1|SPP1|CDKL5|VEGFC|BHLHE40|YAP1|NLGN1|FLRT3|SS18L1|SOX8|RLIM|NIN|NLGN2|CLSTN2|RTN4R|METRN|BHLHE41|ANKRD27|SLITRK2|LINGO2,-3.2,MyList
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-6.2,2.4,5.7,30230,573,896,40,4.5,0.69,71|822|1265|1453|2039|4703|4739|4744|5116|7138|7456|8425|8496|8766|9972|10398|10529|11117|11155|11170|29911|30011|51199|54820|56776|57619|57701|79778|80097|80774|81565|84327|122060|126731|146206|152206|201191|359845|644150|653784,ACTG1|CAPG|CNN2|CSNK1D|DMTN|NEB|NEDD9|NEFH|PCNT|TNNT1|WIPF1|LTBP4|PPFIBP1|RAB11A|NUP153|MYL9|NEBL|EMILIN1|LDB3|FAM107A|HOOK2|SH3KBP1|NIN|NDE1|FMN2|SHROOM3|NCKAP5L|MICALL2|MZT2B|LIMD2|NDEL1|ZBED3|SLAIN1|CCSAP|CARMIL2|CCDC13|SAMD14|RFLNB|WIPF3|MZT2A,-3.2,MyList
KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,,-6.2,3.5,6.3,30230,201,896,21,2.3,0.51,862|904|1026|3479|4211|4286|4291|4299|4300|5218|5546|6692|7030|8861|9611|26039|26471|51274|55589|79058|84444,RUNX1T1|CCNT1|CDKN1A|IGF1|MEIS1|MITF|MLF1|AFF1|MLLT3|CDK14|PRCC|SPINT1|TFE3|LDB1|NCOR1|SS18L1|NUPR1|KLF3|BMP2K|ASPSCR1|DOT1L,-3.2,MyList
GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-6.1,2.4,5.7,30230,556,896,39,4.4,0.68,71|460|1311|1475|1501|1824|1946|3383|3680|4267|4685|4756|5098|5099|5101|6091|6092|6464|7060|7087|8641|9620|10318|10398|11135|22871|23767|54510|54751|55243|56100|57348|57549|57555|57575|64084|84631|255743|392617,ACTG1|ASTN1|COMP|CSTA|CTNND2|DSC2|EFNA5|ICAM1|ITGA9|CD99|NCAM2|NEO1|PCDHGC3|PCDH7|PCDH9|ROBO1|ROBO2|SHC1|THBS4|ICAM5|PCDHGB4|CELSR1|TNIP1|MYL9|CDC42EP1|NLGN1|FLRT3|PCDH18|FBLIM1|KIRREL1|PCDHGB6|TTYH1|IGSF9|NLGN2|PCDH10|CLSTN2|SLITRK2|NPNT|ELFN1,-3.2,MyList
