name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_100_atRAL5hr_centered,RDH12_200_atRAL5hr_centered,RDH12_control_atRAL5hr_centered
D2HGDH,Q8N465,0.06732862641894373,0.8976727117282908,0.05473086087300443,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2,0.125,2.12,0.624,0.75,-1.37
DACH1,Q9UI36,0.04643406867083421,0.09561137835680036,0.654914996739314,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.991,0.796,-0.196,-0.596,0.2,0.396
DAD1,P61803,0.019659996345509606,0.989647103152445,0.020068447682554648,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-1.19,0.00547,-1.18,-0.398,-0.392,0.79
DAG1,Q14118,0.010685458765075529,0.03843854785495822,0.42803545555006683,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.36,1.02,-0.343,-0.793,0.225,0.568
DAGLB,Q8NCG7,0.021460806742062327,0.4371213984180742,0.07666671491861649,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,6.02,-1.73,4.29,2.58,0.855,-3.44
DAP,P51397,0.6859825022624231,0.6500087603139191,0.9598546505303512,0.989,0.991,1,TRUE,TRUE,FALSE,TRUE,-0.726,0.816,0.0899,-0.514,0.302,0.212
DAP3,P51398,0.007319859980656441,0.8907325704404716,0.009015845588310846,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.25,0.0499,-1.2,-0.435,-0.385,0.82
DARS1,P14868,0.22675005668395695,0.017094607633985463,0.002575522511436834,0.988,0.987,1,FALSE,TRUE,TRUE,TRUE,-0.322,-0.736,-1.06,0.138,-0.598,0.46
DAXX,Q9UER7,0.0029442292254064535,0.18690019284660864,0.024428649161938036,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.814,0.279,-0.535,-0.364,-0.0852,0.45
DAZAP1,Q96EP5,0.013862762652965108,0.7589780387140845,0.008625424040667972,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.752,-0.0762,-0.828,-0.225,-0.301,0.527
DBI,P07108,0.0036490692090571063,0.9958824610210115,0.00367620453276523,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-1.86,0.00244,-1.85,-0.62,-0.617,1.24
DBNL,Q9UJU6,0.001632989821449137,0.29177567595180043,4.107719149029453e-4,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.83,-0.201,-1.03,-0.209,-0.411,0.62
DBT,P11182,0.8066814819868668,0.040899994568184835,0.06072634428501721,0.99,0.988,1,FALSE,TRUE,FALSE,TRUE,-0.0662,0.637,0.571,-0.234,0.403,-0.168
DCAF1,Q9Y4B6,0.0328136121310074,0.798583054279068,0.021799200288805286,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,4.05,0.415,4.46,1.21,1.63,-2.84
DCAF10,Q5QP82,0.5250609894257106,0.24535414564455996,0.0913104232748998,0.989,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.211,-0.399,-0.61,0.0624,-0.336,0.274
DCAF11,Q8TEB1,0.5919734903734759,0.19479959634504565,0.41660623653230533,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,0.751,-1.9,-1.15,0.885,-1.02,0.134
DCAF13,Q9NV06,0.19550563144026567,0.6076247668838339,0.08736399623912772,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,0.707,0.267,0.974,0.146,0.414,-0.56
DCAF16,Q9NXF7,0.02062447472310765,0.15117098782690574,0.23374048535774278,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.834,0.46,-0.374,-0.431,0.0289,0.403
DCAF5,Q96JK2,0.47018109991340407,0.5994421881330747,0.22818872937098908,0.988,0.99,1,FALSE,FALSE,TRUE,TRUE,0.395,0.285,0.68,0.0367,0.322,-0.358
DCAF6,Q58WW2,0.34438417770154073,0.3761317864205468,0.9476490810808376,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.36,-1.26,0.0914,0.873,-0.391,-0.482
DCAKD,Q8WVC6,0.09798041958007336,0.8889141715180825,0.12215856177608472,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.59,-0.122,1.46,0.57,0.447,-1.02
DCBLD2,Q96PD2,0.018051726940993083,0.04474640835593383,0.5744329540035112,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.77,1.42,-0.35,-1.06,0.357,0.707
DCD,P81605,0.09121428608567432,0.6583180328115977,0.18248080183532722,0.988,0.991,1,TRUE,TRUE,TRUE,TRUE,-2.47,0.591,-1.88,-1.02,-0.429,1.45
DCK,P27707,0.15001317480557808,0.08861941735018071,0.7385926676550892,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.996,-1.21,-0.216,0.736,-0.476,-0.26
DCP1B,Q8IZD4,0.6292668950999831,0.10136609193513967,0.046452314571614535,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.298,-1.1,-1.4,0.267,-0.832,0.565
DCP2,Q8IU60,0.4109139899431513,0.31422487620283984,0.8417727603708329,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.702,-0.869,-0.167,0.524,-0.345,-0.178
DCPS,Q96C86,0.676877098885692,0.15442329407942323,0.2872154003369422,0.989,0.989,1,FALSE,TRUE,FALSE,TRUE,0.186,-0.676,-0.49,0.287,-0.389,0.101
DCTD,P32321,3.322189132198331e-5,0.08218951679119861,6.776417600408114e-6,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.63,-0.629,-3.26,-0.666,-1.3,1.96
DCTN1,Q14203,0.039611201673817924,0.06641235539002116,0.7492610028417239,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.618,-0.534,0.0833,0.384,-0.15,-0.234
DCTN2,Q13561,0.05283202206329805,0.8324806206537329,0.07428734315754355,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.752,0.0724,-0.679,-0.275,-0.202,0.477
DCTN3,O75935,0.02023929442717068,0.09091436087484302,0.0013308267807399666,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.686,-0.456,-1.14,-0.0765,-0.533,0.609
DCTN6,O00399,0.0010996250329571536,0.6809190261616203,0.0019060137023247244,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.62,0.139,-1.48,-0.585,-0.446,1.03
DCTPP1,Q9H773,0.004110312995963813,0.5928086500420502,0.0019243188926051568,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.94,-0.272,-2.21,-0.555,-0.826,1.38
DCUN1D1,Q96GG9,0.0416425000518859,0.22695577357124583,0.005752252306477521,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.447,-0.241,-0.688,-0.0684,-0.31,0.378
DCUN1D4,Q92564,0.4222837449697423,0.0889428368220478,0.023834869011580707,0.988,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.272,-0.623,-0.896,0.117,-0.506,0.389
DCXR,Q7Z4W1,0.009342899131500304,0.2233207499400129,0.07120391659711318,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.31,0.895,-1.41,-1.07,-0.172,1.24
DDA1,Q9BW61,0.005629214584035735,0.3939804080912789,0.021588924795692705,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.55,0.374,-1.18,-0.643,-0.269,0.912
DDAH1,O94760,0.011625117579048919,0.7322476650048184,0.019912199665039914,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.17,0.128,-1.05,-0.434,-0.306,0.74
DDAH2,O95865,0.6963429285140698,0.07490466618995051,0.03982940716973654,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.146,-0.738,-0.883,0.197,-0.54,0.343
DDB2,Q92466,0.7792292836432758,0.11493527561356053,0.073496459681570675,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,0.148,0.901,1.05,-0.251,0.65,-0.399
DDHD2,O94830,0.04282989857136117,0.40947635217116063,0.16356818152845776,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,3.16,-1.14,2.02,1.44,0.291,-1.73
DDI2,Q5TDH0,0.06438829316239339,0.0835060412486374,0.0033280038635901104,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.404,-0.373,-0.777,-0.0105,-0.383,0.394
DDIT4,Q9NX09,0.11208810442632507,0.9507424389620254,0.10166095592782344,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-1.16,-0.0414,-1.2,-0.372,-0.414,0.786
DDOST,P39656,0.024471806213710437,0.15349298152690957,0.0024602728982466007,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.619,0.353,0.972,0.0886,0.442,-0.53
DDR2,Q16832,0.0305041704171067,0.5913262791380813,0.01293339548123567,0.988,0.99,1,FALSE,FALSE,TRUE,TRUE,0.533,0.114,0.647,0.14,0.253,-0.393
DDRGK1,Q96HY6,0.008728864611544377,0.11838002050828685,0.12832531820401716,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.16,0.588,-0.57,-0.582,0.00595,0.576
DDT,P30046,0.011615737003413975,0.9744477812176979,0.011054871382790389,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-1.22,-0.0124,-1.23,-0.402,-0.414,0.815
DDX10,Q13206,0.8888949322826775,0.024011318855066396,0.019228520482185655,0.99,0.988,1,FALSE,TRUE,TRUE,TRUE,0.0346,0.665,0.7,-0.21,0.455,-0.245
DDX18,Q9NVP1,0.36919190227970344,0.39421375499898104,0.101109529469318,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.44,0.416,0.856,0.00788,0.424,-0.432
DDX20,Q9UHI6,0.017029713162121877,0.3342547405795475,0.0037808592031419674,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.718,0.246,0.964,0.157,0.403,-0.56
DDX21,Q9NR30,0.7688992565853368,0.052433917863518247,0.08418358685080989,0.989,0.988,1,FALSE,TRUE,TRUE,TRUE,-0.0908,0.679,0.589,-0.257,0.423,-0.166
DDX27,Q96GQ7,0.5381616882487279,0.0701346564255405,0.18637337302420953,0.989,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.182,0.59,0.409,-0.257,0.333,-0.0756
DDX28,Q9NUL7,0.0036641647019262425,0.4245404105525675,0.0011969854133553792,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.853,0.177,1.03,0.225,0.403,-0.628
DDX31,Q9H8H2,0.5643440525952409,0.04502100212212797,0.11445024452997431,0.989,0.988,1,FALSE,TRUE,FALSE,TRUE,-0.15,0.592,0.442,-0.247,0.345,-0.0973
DDX39A,O00148,0.0019225473627415561,0.38657550853676903,0.006856362924018441,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.87,0.379,-1.49,-0.751,-0.372,1.12
DDX39B,Q13838,0.0026967064354856325,0.2922981585942575,0.013648657197633297,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.14,0.563,-1.57,-0.9,-0.336,1.24
DDX41,Q9UJV9,0.004419301083651232,0.044340382506811465,0.16353435284809817,0.988,0.988,1,TRUE,FALSE,FALSE,TRUE,-0.809,0.492,-0.317,-0.433,0.0584,0.375
DDX47,Q9H0S4,0.2365084022166267,0.176793369089174,0.024586971303072077,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.495,0.572,1.07,-0.026,0.546,-0.521
DDX49,Q9Y6V7,0.5405570443641129,0.039061308198656636,0.10555596991800037,0.989,0.988,1,FALSE,TRUE,FALSE,TRUE,-0.169,0.652,0.483,-0.274,0.378,-0.105
DDX50,Q9BQ39,0.5151937046799036,0.3954759629729756,0.15299361290055108,0.989,0.989,1,FALSE,FALSE,TRUE,TRUE,0.284,0.375,0.659,-0.0302,0.344,-0.314
DDX51,Q8N8A6,0.02821639311226713,0.021913783872229614,0.8742773981133533,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.07,1.13,0.0653,-0.734,0.4,0.334
DDX52,Q9Y2R4,0.2426055348868782,0.04743928004870303,0.006946760084709818,0.988,0.988,1,FALSE,TRUE,TRUE,TRUE,0.395,0.731,1.13,-0.112,0.619,-0.507
DDX54,Q8TDD1,0.5939487893778707,0.011569254022783198,0.0270169550870183,0.989,0.986,1,FALSE,TRUE,TRUE,TRUE,-0.144,0.842,0.698,-0.328,0.513,-0.185
DDX55,Q8NHQ9,0.21562287189482468,0.5809830292768259,0.09108556555359432,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,1.05,0.451,1.51,0.201,0.652,-0.853
DDX56,Q9NY93,0.19025431618941196,0.44726469782131073,0.05620514195994787,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.716,0.4,1.12,0.105,0.506,-0.611
DDX59,Q5T1V6,0.16166177585116578,0.9120847708862788,0.13632179288576277,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.881,0.0651,0.946,0.272,0.337,-0.609
DEAF1,O75398,0.0018553679699842712,0.08828716614908784,0.030964779087177655,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.34,0.571,-0.769,-0.637,-0.066,0.703
DECR1,Q16698,0.007356820170813159,0.0872911045295577,0.14519131835541382,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.46,1.35,-1.12,-1.27,0.0769,1.19
DECR2,Q9NUI1,0.005816093540050465,0.21846728230690754,0.043940136636435624,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.23,0.8,-1.43,-1.01,-0.21,1.22
DEGS1,O15121,0.04326621207686207,0.45483630860749913,0.14552276717570672,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.681,-0.223,0.458,0.301,0.0782,-0.38
DEK,P35659,0.041524324152659844,0.09717758626367788,0.5998194400852153,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.32,1.03,-0.298,-0.783,0.242,0.541
DENND4C,Q5VZ89,0.13074832500209416,0.8313725796857281,0.09341369721762456,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.669,-0.0875,-0.757,-0.194,-0.281,0.475
DENND6A,Q8IWF6,0.18856450323834917,0.6019650336085287,0.39733346399680725,0.988,0.99,1,TRUE,FALSE,FALSE,TRUE,0.894,-0.338,0.556,0.41,0.0728,-0.483
DENR,O43583,0.0030204963194414595,0.6323923099502565,0.006080878181533605,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.82,0.216,-1.6,-0.679,-0.463,1.14
DERA,Q9Y315,0.04912374638632047,0.07307303700952496,0.8055273341141357,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.658,-0.585,0.0723,0.414,-0.171,-0.243
DERPC,P0CG12,0.23230675777574075,0.7601737094278571,0.357480920574795,0.988,0.992,1,TRUE,FALSE,FALSE,TRUE,-0.735,0.18,-0.555,-0.305,-0.125,0.43
DESI1,Q6ICB0,0.8927497683230837,0.3293044548816318,0.27266441336300123,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.2,-1.49,-1.69,0.431,-1.06,0.632
DFFA,O00273,0.10664896446758756,0.6080068491680397,0.0465418581774379,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-0.786,-0.231,-1.02,-0.185,-0.416,0.601
DFFB,O76075,0.4498964893189126,0.43208880739960964,0.9746036367875358,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.12,-1.17,-0.0465,0.765,-0.406,-0.359
DGAT1,O75907,0.3723271979885006,0.6716420167597941,0.20342629108186383,0.988,0.991,1,FALSE,FALSE,TRUE,TRUE,0.583,0.271,0.854,0.104,0.375,-0.479
DGCR6L,Q9BY27,0.6128942809704375,0.48275944251628855,0.8392438630573362,0.989,0.989,1,TRUE,TRUE,FALSE,TRUE,0.759,-1.06,-0.302,0.607,-0.454,-0.152
DGUOK,Q16854,0.009621049311555448,0.04482112331573856,0.34491143273999886,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.85,1.3,-0.55,-1.05,0.251,0.801
DHCR24,Q15392,0.07134881608379565,0.882015783659543,0.090484462335072,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,3.16,-0.233,2.92,1.13,0.897,-2.03
DHCR7,Q9UBM7,0.025987238491182705,0.1513093039171538,0.2877049896871389,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.26,-0.735,0.528,0.666,-0.0691,-0.597
DHODH,Q02127,0.010764318546925241,0.012668617712482169,0.9161952318907668,0.988,0.987,1,TRUE,TRUE,FALSE,TRUE,-1.53,1.48,-0.0504,-1.01,0.477,0.528
DHPS,P49366,0.0040215942045636055,0.658182531348971,0.007770911975611078,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-2.15,0.248,-1.91,-0.801,-0.552,1.35
DHRS11,Q6UWP2,0.0013042293967115229,0.39004328765062235,0.0044253935420404695,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.54,0.478,-2.06,-1.01,-0.527,1.53
DHRS4,Q9BTZ2,0.006561732741512015,0.040429559656687486,0.2649841497566521,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.28,0.855,-0.42,-0.71,0.145,0.565
DHRS7,Q9Y394,0.05269312069777968,0.8421469955503146,0.03820709185489537,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.72,0.0652,0.785,0.218,0.283,-0.502
DHRS7B,Q6IAN0,0.3371349686978479,0.03311625260343632,0.16016141042883456,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,-0.25,0.628,0.378,-0.292,0.335,-0.0429
DHTKD1,Q96HY7,0.22687975708741745,0.6329430063953747,0.10859201043532199,0.988,0.991,1,FALSE,FALSE,TRUE,TRUE,0.462,0.175,0.637,0.0956,0.271,-0.367
DHX30,Q7L2E3,0.10745515854143417,0.3814765656870972,0.02545489398958335,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.391,0.2,0.591,0.0638,0.264,-0.327
DHX33,Q9H6R0,0.0828384261044557,0.6602079408148376,0.040651349415325395,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,1.32,0.305,1.63,0.34,0.645,-0.985
DHX34,Q14147,0.1489440667624905,0.7409296966083968,0.0884067341807248,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,1.56,0.334,1.89,0.408,0.742,-1.15
DHX35,Q9H5Z1,0.34617475277280835,0.7507876319971392,0.22024889696019725,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.1,0.36,1.46,0.245,0.605,-0.851
DHX37,Q8IY37,0.1645158040481139,0.05453296645640635,0.49223620824096037,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-0.712,1.05,0.335,-0.586,0.46,0.126
DHX9,Q08211,0.2112841033316733,0.6462785614001656,0.10369809614535654,0.988,0.991,1,FALSE,FALSE,TRUE,TRUE,0.568,0.199,0.767,0.123,0.322,-0.445
DIAPH1,O60610,0.06561423029197383,0.033346277778303235,0.6761378283087184,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,0.614,-0.739,-0.125,0.451,-0.288,-0.163
DIAPH2,O60879,0.1517822429070238,0.09559225241648327,0.7686582135791435,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.4,-1.67,-0.27,1.03,-0.648,-0.378
DICER1,Q9UPY3,0.4797209050877883,0.1975268289903849,0.5254084221912705,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,0.529,-1,-0.474,0.51,-0.492,-0.0184
DIDO1,Q9BTC0,0.029945166680460378,0.2431657382327891,0.20675617610532943,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.993,0.475,-0.518,-0.489,-0.0143,0.504
DIP2A,Q14689,0.539732123233196,0.6274123316916266,0.895273553461934,0.989,0.991,1,TRUE,TRUE,FALSE,TRUE,0.843,-0.664,0.179,0.502,-0.162,-0.341
DIP2C,Q9Y2E4,0.6752060626746406,0.17120084109877456,0.08857763664517006,0.989,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.443,-1.53,-1.98,0.363,-1.17,0.806
DIPK2A,Q8NDZ4,0.11839460270526764,0.8560808233868171,0.15699505615193943,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.16,-0.232,1.93,0.799,0.567,-1.37
DIRAS1,O95057,0.23592962819671429,0.30467012498130985,0.8581120038531712,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.13,0.965,-0.163,-0.698,0.268,0.43
DIS3,Q9Y2L1,0.045147888145994054,0.8255344869694567,0.06444080486123882,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.07,-0.102,0.963,0.389,0.287,-0.676
DIS3L,Q8TF46,0.19878438575152507,0.48958375348552785,0.517723120252227,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,1.05,-0.544,0.508,0.532,-0.0119,-0.52
DIS3L2,Q8IYB7,0.009938229869617114,0.7215730450817311,0.005791029534553982,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.867,-0.0954,-0.963,-0.257,-0.353,0.61
DKC1,O60832,0.016833349441342377,0.14830460376054855,0.1968264764346092,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.81,0.961,-0.846,-0.922,0.0384,0.884
DKK1,O94907,0.0037628704814334185,0.19039009295029458,0.03155405555217773,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.89,0.67,-1.22,-0.852,-0.183,1.03
DLD,P09622,0.005323402121325421,0.05564730650843631,0.16010247102659952,0.988,0.988,1,TRUE,TRUE,TRUE,TRUE,-2.27,1.34,-0.927,-1.2,0.137,1.06
DLGAP4,Q9Y2H0,0.002942893850760473,0.4742908372784769,0.008560706394136744,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.64,0.293,-1.35,-0.644,-0.352,0.996
DLST,P36957,0.003440000018158283,0.02198463839429617,0.24250187846964913,0.988,0.988,1,TRUE,TRUE,TRUE,TRUE,-2.25,1.56,-0.694,-1.27,0.288,0.982
DMAC2,Q9NW81,0.03756390132652641,0.4371024129688881,0.01072061598245783,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.26,0.415,1.68,0.282,0.697,-0.979
DMD,P11532,0.42328258319487944,0.3353688940277933,0.8607925059819881,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,2.16,-2.63,-0.464,1.6,-1.03,-0.566
DNAAF5,Q86Y56,0.22675706176067384,0.1181826534450343,0.015552997794293994,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.35,0.468,0.818,-0.0393,0.429,-0.389
DNAJA1,P31689,0.009780259812572276,0.226075215412881,0.07371020608729842,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.12,0.825,-1.29,-0.981,-0.156,1.14
DNAJA2,O60884,0.012327548604632027,0.14494519150803414,0.14865539092355848,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.999,0.502,-0.497,-0.5,0.00175,0.499
DNAJA3,Q96EY1,0.05341750827425981,0.015156972425485828,0.43955066193241565,0.988,0.987,1,FALSE,TRUE,FALSE,TRUE,-0.584,0.794,0.21,-0.459,0.335,0.125
DNAJB1,P25685,0.01037138700104791,0.865403769100441,0.01348727001463079,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.925,0.0487,-0.876,-0.325,-0.276,0.601
DNAJB11,Q9UBS4,0.01594397355832548,0.0541495782531092,0.4529832341071819,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.58,1.17,-0.411,-0.919,0.254,0.665
DNAJB12,Q9NXW2,0.009301481648089383,0.10927049432923652,0.1481543781938866,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.25,0.664,-0.59,-0.639,0.0247,0.615
DNAJB14,Q8TBM8,0.005151492104693297,0.26912604296180787,0.030563701331605193,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.55,0.482,-1.06,-0.676,-0.194,0.87
DNAJB2,P25686,0.002132568758777037,0.1714873932997561,0.018511052048716916,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.48,0.5,-0.98,-0.66,-0.16,0.82
DNAJB4,Q9UDY4,0.0037489672398121772,0.6902291906282899,0.0067523577020819564,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.03,0.105,-0.92,-0.377,-0.272,0.648
DNAJB5,O75953,0.3445901776508657,0.9990446051073723,0.34515055717264903,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,1.49,-0.00183,1.49,0.498,0.496,-0.994
DNAJB6,O75190,0.010792973899909304,0.16265843731889884,0.11567674317225626,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.689,0.321,-0.368,-0.337,-0.0157,0.352
DNAJB9,Q9UBS3,0.04907992725336604,0.7684562675190427,0.0789151700744603,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.693,0.0911,-0.602,-0.261,-0.17,0.432
DNAJC1,Q96KC8,0.040729854406890316,0.18861404316112054,0.34688360555877096,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.993,0.585,-0.407,-0.526,0.0594,0.467
DNAJC10,Q8IXB1,0.021355190123820155,0.3652733072870626,0.005122177828492403,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.894,0.301,1.2,0.198,0.499,-0.697
DNAJC13,O75165,0.03462436899248434,0.5284207494331516,0.09662966228298939,0.988,0.99,1,TRUE,TRUE,TRUE,TRUE,3.03,-0.785,2.24,1.27,0.485,-1.76
DNAJC16,Q9Y2G8,0.11137559762251185,0.4384722656019685,0.35884043293060897,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,2.71,-1.24,1.48,1.32,0.08,-1.4
DNAJC17,Q9NVM6,0.003155961010644747,0.4821754102910908,0.009043720979746935,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.35,0.239,-1.11,-0.529,-0.29,0.818
DNAJC19,Q96DA6,0.03822276447388674,0.020843138260470944,0.7061481688767208,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-0.668,0.773,0.105,-0.48,0.293,0.187
DNAJC2,Q99543,0.06317724734697876,0.7027938522059609,0.034063303861578256,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.685,-0.126,-0.811,-0.186,-0.312,0.499
DNAJC21,Q5F1R6,0.07723331783995348,0.4069795940818275,0.2829280718351021,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.822,0.355,-0.467,-0.392,-0.0373,0.43
DNAJC5,Q9H3Z4,0.42008712808401383,0.17006369381618616,0.529294370167135,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.388,0.688,0.3,-0.359,0.329,0.0293
DNAJC6,O75061,0.03638873011953781,0.1351337921677593,0.4215928692752843,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.98,-1.31,0.667,1.09,-0.214,-0.881
DNAJC8,O75937,0.0039731458485354415,0.6517281631867795,0.007779476761748279,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.46,0.171,-1.29,-0.543,-0.372,0.915
