name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_100_atRAL5hr_centered,RDH12_200_atRAL5hr_centered,RDH12_control_atRAL5hr_centered
ZNF888,P0CJ79,0.02633149035898865,0.8373266496545674,0.01898525146867242,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.13,0.166,2.3,0.655,0.821,-1.48
ZNFX1,Q9P2E3,0.11874614799965308,0.9346362885593134,0.134994937738653,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,1.68,-0.0816,1.6,0.588,0.507,-1.1
ZNHIT1,O43257,0.014391484503280705,0.25912153810965766,0.09452042311074921,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.55,0.607,-0.947,-0.72,-0.113,0.834
ZNHIT3,Q15649,0.005669060853824568,0.5713070514590013,0.013539611840043,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-2.32,0.366,-1.95,-0.894,-0.529,1.42
ZNRD2,O60232,0.0017427394064967927,0.32119740882400005,0.007560680881302355,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.69,0.387,-1.3,-0.691,-0.303,0.994
ZPR1,O75312,0.0049122747283564545,0.412172078674663,0.017653512054545635,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.67,0.376,-1.29,-0.682,-0.306,0.988
ZRANB2,O95218,0.0032486419552681337,0.17089633099188428,0.03000541522929751,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.27,0.825,-1.44,-1.03,-0.206,1.24
ZRSR2,Q15696,0.0712473210096848,0.8934628529378493,0.057431282068550873,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.98,0.198,3.18,0.928,1.13,-2.05
ZSCAN21,Q9Y5A6,0.03821634334439986,0.6016427451351801,0.08914590412817956,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.36,0.298,-1.06,-0.552,-0.254,0.806
ZSCAN25,Q6NSZ9,0.19809861299523138,0.09028591215159178,0.6157217527782319,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.72,0.987,0.268,-0.569,0.418,0.151
ZSCAN26,Q16670,0.042980332801256196,0.4887531499836246,0.13215302717136904,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.14,0.344,-0.795,-0.494,-0.15,0.645
ZSCAN30,Q86W11,0.0059968017240559736,0.04205604162429043,0.23436116640429944,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.13,0.736,-0.392,-0.622,0.115,0.507
ZSWIM8,A7E2V4,0.042274344977718176,0.7233987542881317,0.023897458394351426,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,0.971,0.148,1.12,0.274,0.422,-0.697
ZUP1,Q96AP4,0.39641823857785463,0.61742595245634,0.716435974706739,0.988,0.99,1,TRUE,FALSE,FALSE,TRUE,0.68,-0.394,0.285,0.358,-0.0362,-0.322
ZW10,O43264,0.013316200300611921,0.7398641005978298,0.007979689384808138,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,0.789,0.0858,0.875,0.235,0.32,-0.555
ZWILCH,Q9H900,0.2563296831241923,0.27419167123509963,0.9624951232781147,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.53,-1.47,0.0607,1,-0.469,-0.53
ZWINT,O95229,0.0010255944120717252,0.6589728870741624,5.868523292459121e-4,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.59,-0.146,-1.74,-0.482,-0.628,1.11
ZYX,Q15942,0.002015304143004411,0.6937008763369337,0.0011866730162592783,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.87,-0.17,-2.04,-0.567,-0.737,1.3
ZZEF1,O43149,0.23198684616430193,0.5435171328508732,0.5285543032143136,0.988,0.99,1,TRUE,TRUE,TRUE,TRUE,2.72,-1.34,1.39,1.35,0.0171,-1.37
ZZZ3,Q8IYH5,0.006794299504140983,0.10377569652900469,0.11277647711325715,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.852,0.433,-0.42,-0.428,0.00427,0.424
A2M,P01023,0.29347848844063795,0.10859506830275337,0.5150748517858545,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.252,0.405,0.153,-0.219,0.186,0.0331
AAGAB,Q6PD74,0.28383008639932317,0.5483603399571393,0.11367962815125131,0.988,0.99,1,FALSE,FALSE,FALSE,FALSE,0.338,0.184,0.522,0.0512,0.236,-0.287
AARSD1,Q9BTE6,0.740654508045371,0.3246711957126892,0.2013345129502529,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.0974,-0.298,-0.396,0.067,-0.231,0.164
AASDHPPT,Q9NRN7,0.18767406862493136,0.2924504009793176,0.7619069028644828,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.529,-0.414,0.115,0.314,-0.0995,-0.215
AATF,Q9NY61,0.23691509628122687,0.053472134351105205,0.35405271133188754,0.988,0.988,1,FALSE,FALSE,FALSE,FALSE,-0.27,0.478,0.208,-0.25,0.229,0.0208
ABAT,P80404,0.6938743303863928,0.024728030398118793,0.04669218465400616,0.989,0.988,1,FALSE,FALSE,FALSE,FALSE,-0.0778,0.525,0.448,-0.201,0.324,-0.123
ABCE1,P61221,0.09076981617209261,0.04194951012387515,0.6336112231014689,0.988,0.988,1,FALSE,FALSE,FALSE,FALSE,0.426,-0.535,-0.11,0.32,-0.215,-0.105
ABCF1,Q8NE71,0.4792238121884571,0.8409698097856436,0.6073076015186096,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.227,0.0635,-0.164,-0.0969,-0.0334,0.13
ABCF3,Q9NUQ8,0.23840708289518178,0.7178697163148201,0.3946181264010371,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,0.537,-0.158,0.379,0.231,0.0737,-0.305
ABHD5,Q8WTS1,0.9138945605507744,0.4701110106971256,0.5360424978197895,0.99,0.989,1,FALSE,FALSE,FALSE,FALSE,0.0384,-0.261,-0.222,0.0997,-0.161,0.0613
ABI2,Q9NYB9,0.08855180555993566,0.4670485339231317,0.02694805935398714,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.374,-0.147,-0.521,-0.0756,-0.223,0.298
ABL2,P42684,0.1810642219561196,0.7245456171116567,0.30338360180133594,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.511,0.127,-0.384,-0.213,-0.0854,0.298
ABRAXAS1,Q6UWZ7,0.39153552375444667,0.9048811788504497,0.33353261314412497,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,0.26,0.0354,0.295,0.0748,0.11,-0.185
ABRAXAS2,Q15018,0.13223103707451117,0.083671809863050145,0.7727563291187514,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.332,-0.392,-0.0593,0.241,-0.15,-0.0911
ACADSB,P45954,0.29742609130754105,0.3797341625050754,0.8580187873173076,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.32,0.267,-0.0531,-0.196,0.0714,0.124
ACBD3,Q9H3P7,0.7596671994826023,0.08591051396191095,0.05247667849557987,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.0648,-0.401,-0.465,0.112,-0.289,0.177
ACO2,Q99798,0.23513617879496507,0.8184601761246972,0.16671177763302214,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,0.285,0.0527,0.338,0.0775,0.13,-0.208
ACOT8,O14734,0.3718970567503026,0.026750554848126697,0.11630621261767066,0.988,0.988,1,FALSE,FALSE,FALSE,FALSE,-0.192,0.55,0.358,-0.247,0.302,-0.0551
ACSL4,O60488,0.16507270055398449,0.9227938080499463,0.19120916893639767,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,0.333,-0.0218,0.311,0.118,0.0963,-0.214
ACTA1,P68133,0.9187786666708185,0.59853135684274,0.5318107207661169,0.99,0.99,1,FALSE,FALSE,FALSE,FALSE,0.0526,0.274,0.327,-0.0738,0.2,-0.126
ACTR1A,P61163,0.4555026933194587,0.3452392671597579,0.8323545016678051,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.243,-0.31,-0.0677,0.184,-0.126,-0.0583
ACTR1B,P42025,0.6311938924591851,0.07376808578482376,0.1580896770734986,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,0.111,-0.457,-0.346,0.189,-0.268,0.0783
ACTR3,P61158,0.13312670715135064,0.08010558819575439,0.748925392763223,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.451,-0.54,-0.0894,0.33,-0.21,-0.12
ACTR6,Q9GZN1,0.06731109830339216,0.06531053644246339,0.9850285631078497,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.483,-0.487,-0.00442,0.324,-0.164,-0.16
ADAM15,Q13444,0.03325025204734814,0.2997166766964887,0.18301763773132776,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.534,0.231,-0.303,-0.255,-0.0242,0.279
ADAM17,P78536,0.44482139634915363,0.19027388393640307,0.5479646870691061,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.211,0.375,0.165,-0.195,0.18,0.0154
ADAMTS1,Q9UHI8,0.46302867997854713,0.6469497400852197,0.7755820898490746,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,0.151,-0.0935,0.058,0.0817,-0.0119,-0.0698
ADAR,P55265,0.04933846261628142,0.07125332053290898,0.8197364730451774,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.545,0.489,-0.0554,-0.345,0.145,0.2
ADD1,P35611,0.06303834906838351,0.016844702664591735,0.4199924664117456,0.988,0.987,1,FALSE,FALSE,FALSE,FALSE,0.403,-0.562,-0.159,0.321,-0.24,-0.0813
ADD3,Q9UEY8,0.6647834820617928,0.6285489562100707,0.9589259573258408,0.989,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.156,0.174,0.0184,-0.11,0.0643,0.0458
ADGRL2,O95490,0.38973526291917837,0.17104685929240931,0.5688069461065419,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.19,0.314,0.124,-0.168,0.146,0.0219
ADNP,Q9H2P0,0.7478541237537177,0.06759165396887791,0.11302546442810386,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.0736,0.467,0.393,-0.18,0.287,-0.107
ADPRS,Q9NX46,0.7480019585395418,0.3203145105956344,0.4880475755418082,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,0.0864,-0.275,-0.189,0.121,-0.155,0.0341
ADRM1,Q16186,0.10310578768160837,0.7115616924359012,0.18344802082399875,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.585,0.122,-0.463,-0.236,-0.114,0.349
AFDN,P55196,0.326673151783368,0.6768943599888104,0.17783999672667142,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.254,-0.105,-0.359,-0.0496,-0.155,0.204
AFG3L2,Q9Y4W6,0.364086291336133,0.8749703538329542,0.29328585001183727,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,0.283,0.0478,0.331,0.0785,0.126,-0.205
AGO1,Q9UL18,0.27557312010251783,0.24431155944079175,0.04133858739030124,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.246,-0.264,-0.51,0.00606,-0.258,0.252
AGO2,Q9UKV8,0.4539052315885337,0.14985525405849986,0.04449461696086418,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.155,-0.313,-0.468,0.0528,-0.261,0.208
AGTRAP,Q6RW13,0.8820820448623429,0.5546243363364648,0.6553787333179595,0.99,0.99,1,FALSE,FALSE,FALSE,FALSE,0.0438,-0.177,-0.133,0.0734,-0.103,0.0296
AHCY,P23526,0.10925675982953595,0.17867513679679373,0.7517686103889807,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.409,-0.335,0.0744,0.248,-0.0868,-0.161
AHSA1,O95433,0.7994662490814753,0.0962051783124191,0.0640112476937691,0.99,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.0659,-0.473,-0.538,0.136,-0.337,0.201
AIFM2,Q9BRQ8,0.7062222340065831,0.8397245773856756,0.8602935048605482,0.989,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.273,0.146,-0.127,-0.14,0.00634,0.133
AK4,P27144,0.10994029793504694,0.06645415008961274,0.7531086560100946,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.402,0.475,0.0729,-0.292,0.183,0.11
AKAP1,Q92667,0.7073157994148317,0.46082560535504424,0.7099437934901052,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.0773,0.154,0.0765,-0.077,0.0768,2.45e-4
AKAP13,Q12802,0.2429650577787088,0.6796828426842769,0.42947614866347816,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.563,0.191,-0.372,-0.252,-0.0601,0.312
AKAP9,Q99996,0.11662470537159493,0.8566616196326694,0.08757021970059123,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.37,-0.0392,-0.409,-0.11,-0.149,0.259
AKR7A2,O43488,0.13087043567679088,0.8401621422640038,0.09519854013915119,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.36,-0.0445,-0.404,-0.105,-0.15,0.255
ALDH1A2,O94788,0.09326519811726262,0.07339284927981102,0.8809045635555133,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.386,-0.418,-0.0314,0.268,-0.15,-0.118
ALDH1B1,P30837,0.46448814469689426,0.4577758810713476,0.16009146446172068,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.246,0.25,0.495,-0.00128,0.248,-0.247
ALDH1L2,Q3SY69,0.88555518984854,0.9388960203372396,0.8255988810698031,0.99,0.993,1,FALSE,FALSE,FALSE,FALSE,0.0383,0.0204,0.0586,0.00596,0.0263,-0.0323
ALDH2,P05091,0.9295299442171164,0.041801109886487206,0.048209333208488546,0.99,0.988,1,FALSE,FALSE,FALSE,FALSE,-0.0195,0.518,0.498,-0.179,0.339,-0.16
ALDH5A1,P51649,0.5347352911285806,0.43582937684155454,0.17998922363394437,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,0.143,0.181,0.324,-0.0126,0.168,-0.156
ALDH6A1,Q02252,0.3499078215054973,0.504566716497632,0.7762227914578183,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.309,0.218,-0.0916,-0.176,0.042,0.134
ALG13,Q9NP73,0.7928109026507544,0.8626023273225647,0.9282864706141473,0.99,0.992,1,FALSE,FALSE,FALSE,FALSE,0.0808,-0.0532,0.0276,0.0447,-0.00852,-0.0362
ALKBH1,Q13686,0.8680877055573345,0.15651145497239813,0.20136626122114581,0.99,0.989,1,FALSE,FALSE,FALSE,FALSE,0.0476,-0.434,-0.386,0.16,-0.273,0.113
AMOTL1,Q8IY63,0.20347113420350044,0.9082733743369148,0.24115263889255828,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.254,0.0218,-0.232,-0.092,-0.0701,0.162
ANK2,Q01484,0.6107692925961595,0.2800545020379695,0.1298032756559571,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.146,-0.32,-0.467,0.058,-0.262,0.204
ANK3,Q12955,0.3739019073307762,0.66178249273236,0.6389888915214221,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,0.245,-0.118,0.127,0.121,0.00289,-0.124
ANKHD1,Q8IWZ3,0.4449481541979905,0.13204319473872403,0.40791803370637647,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.14,-0.293,-0.152,0.144,-0.148,0.00407
ANKLE2,Q86XL3,0.7485089149235,0.8067101952124849,0.5747934741787681,0.989,0.992,1,FALSE,FALSE,FALSE,FALSE,0.0767,0.0585,0.135,0.00608,0.0645,-0.0706
ANKRD13A,Q8IZ07,0.4067358055365965,0.8074315464959279,0.5502094019930536,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.187,0.0538,-0.133,-0.0802,-0.0264,0.107
ANKRD17,O75179,0.23265909456099695,0.08713292816959081,0.5295029354398955,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.277,-0.419,-0.141,0.232,-0.187,-0.0454
ANKRD46,Q86W74,0.2424682405860915,0.7935896812880716,0.3505087022556409,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,0.409,-0.0878,0.322,0.166,0.0779,-0.244
ANKS1A,Q92625,0.4566390723311784,0.7207142769155113,0.6913319558271691,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.228,0.108,-0.12,-0.112,-0.00402,0.116
ANKZF1,Q9H8Y5,0.040738099276118094,0.7615060643715763,0.0665346373973134,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.509,0.0656,-0.443,-0.191,-0.126,0.317
ANLN,Q9NQW6,0.19341073707787867,0.535767375130753,0.07252340100298153,0.988,0.99,1,FALSE,FALSE,FALSE,FALSE,-0.341,-0.155,-0.496,-0.0618,-0.217,0.279
ANO6,Q4KMQ2,0.08190342768687396,0.5059834838119853,0.2323577536600383,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.58,-0.203,0.377,0.261,0.058,-0.319
ANXA11,P50995,0.6617497289343235,0.07897930037182231,0.15788543844508945,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.0973,0.431,0.334,-0.176,0.255,-0.0788
ANXA2,P07355,0.9472426200647943,0.028997202957462997,0.026082376174469995,0.99,0.988,1,FALSE,FALSE,FALSE,FALSE,0.0146,0.566,0.58,-0.184,0.382,-0.198
ANXA7,P20073,0.5071748651235798,0.11751958279164856,0.03999991559285522,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.144,0.364,0.508,-0.0733,0.291,-0.217
AP1G1,O43747,0.1284608171822327,0.2681057908994134,0.6272584385019505,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.464,-0.326,0.138,0.263,-0.0625,-0.201
AP1S1,P61966,0.1781307577774058,0.8323851617877527,0.24406481425779017,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,0.415,-0.0615,0.353,0.159,0.0973,-0.256
AP3D1,O14617,0.3580996543380355,0.22712452815826065,0.7476328898035584,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.358,0.48,0.122,-0.279,0.201,0.0786
AP3S1,Q92572,0.1147482087377696,0.46425097404969007,0.3462640082292094,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.409,-0.178,0.231,0.196,0.0179,-0.213
AP4S1,Q9Y587,0.5874530691465905,0.45577100995707476,0.2142479753507836,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,0.127,0.176,0.302,-0.0163,0.159,-0.143
API5,Q9BZZ5,0.9715846481857161,0.8516831037408037,0.8239660134254665,0.99,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.00885,-0.0465,-0.0553,0.0125,-0.0339,0.0214
APOBEC3C,Q9NRW3,0.6869604869262698,0.21708847074626336,0.38360441706761683,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.121,0.388,0.267,-0.169,0.218,-0.0486
APOBEC3F,Q8IUX4,0.13645068699583401,0.34967443941202664,0.5267190940571165,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.492,0.295,-0.197,-0.262,0.0328,0.229
APOL2,Q9BQE5,0.5685368756089293,0.4765234615962535,0.2165458068416426,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.122,-0.154,-0.276,0.0104,-0.143,0.133
APOO,Q9BUR5,0.7883643558975888,0.17619727413588174,0.2623083521845071,0.99,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.0629,0.336,0.273,-0.133,0.203,-0.0701
APRT,P07741,0.24583544716915282,0.4853076946244359,0.08249145309019386,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.353,-0.206,-0.559,-0.0489,-0.255,0.304
APTX,Q7Z2E3,0.8128878025303833,0.0937234079116115,0.06411421248443472,0.99,0.989,1,FALSE,FALSE,FALSE,FALSE,0.0529,0.411,0.464,-0.119,0.292,-0.172
ARAF,P10398,0.443332345122637,0.9620165066441109,0.4706207585382267,0.988,0.993,1,FALSE,FALSE,FALSE,FALSE,0.259,-0.0158,0.243,0.0914,0.0757,-0.167
ARFGAP1,Q8N6T3,0.37620710616405284,0.3132094976458771,0.8927039998806001,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.188,-0.216,-0.028,0.135,-0.0814,-0.0534
ARFGAP2,Q8N6H7,0.9546721810357579,0.13915408941991197,0.1519414916976968,0.99,0.989,1,FALSE,FALSE,FALSE,FALSE,0.011,-0.309,-0.298,0.107,-0.202,0.0956
ARFGAP3,Q9NP61,0.14184625620037053,0.18224488868650557,0.8701515928759225,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.344,-0.308,0.0356,0.217,-0.0908,-0.126
ARHGAP10,A1A4S6,0.6284467741437301,0.48546928800173483,0.25203505220639744,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,0.172,0.25,0.422,-0.026,0.224,-0.198
ARHGAP17,Q68EM7,0.07505620906356668,0.05726420138588552,0.8664916048004644,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.515,-0.559,-0.0437,0.358,-0.201,-0.157
ARHGAP21,Q5T5U3,0.762584335468515,0.05590666337642242,0.09090151809075761,0.989,0.988,1,FALSE,FALSE,FALSE,FALSE,0.0682,-0.487,-0.419,0.185,-0.302,0.117
ARHGEF1,Q92888,0.09220375824856236,0.6417724433915905,0.19099092587073707,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.391,0.0989,-0.292,-0.163,-0.0645,0.228
ARHGEF12,Q9NZN5,0.7572441485617254,0.7345771202318712,0.975866438945004,0.989,0.991,1,FALSE,FALSE,FALSE,FALSE,0.0624,-0.0685,-0.00609,0.0437,-0.0249,-0.0188
ARHGEF16,Q5VV41,0.18527513244848837,0.6780821706404838,0.3382413069980689,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.304,0.0902,-0.213,-0.131,-0.041,0.172
ARHGEF18,Q6ZSZ5,0.10882252551251201,0.8455667313802241,0.14759786397056232,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.532,0.0594,-0.473,-0.197,-0.138,0.335
ARHGEF6,Q15052,0.3250566525561851,0.2477055274189191,0.8477343804388506,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.337,0.401,0.0638,-0.246,0.155,0.0911
ARID1A,O14497,0.6480304699911976,0.966061901090294,0.6184077931184786,0.989,0.993,1,FALSE,FALSE,FALSE,FALSE,0.0913,0.00846,0.0998,0.0276,0.0361,-0.0637
ARID1B,Q8NFD5,0.5745581253579426,0.7326696005165483,0.3752179064580119,0.989,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.108,-0.0651,-0.173,-0.0142,-0.0793,0.0935
ARID3A,Q99856,0.0723533145462116,0.0700181776890435,0.9836968896681316,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.423,0.428,0.00431,-0.284,0.144,0.14
ARID5B,Q14865,0.9619636472735201,0.8102829481865498,0.8472818822286126,0.99,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.0144,0.0727,0.0583,-0.029,0.0436,-0.0146
ARL6,Q9H0F7,0.7661591469749596,0.6375584406468375,0.8602020456772984,0.989,0.991,1,FALSE,FALSE,FALSE,FALSE,0.0911,-0.145,-0.053900000000000003,0.0787,-0.0663,-0.0124
ARMC1,Q9NVT9,0.4081034641180581,0.9494798374431557,0.44266533992860746,0.988,0.993,1,FALSE,FALSE,FALSE,FALSE,-0.176,0.0132,-0.163,-0.063,-0.0498,0.113
ARMCX3,Q9UH62,0.3113825172800545,0.3116432334538892,0.9995190237516334,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.253,0.253,-1.46e-4,-0.169,0.0842,0.0843
ARPC1A,Q92747,0.2671849982527025,0.06801990449438873,0.38676041329712374,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.293,-0.517,-0.225,0.27,-0.247,-0.0227
ARPC1B,O15143,0.155058707399258,0.19742511246552194,0.873702167553649,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.366,-0.328,0.0383,0.231,-0.0966,-0.135
ARPC2,O15144,0.13350029710639286,0.09683381278255819,0.8385687401119762,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.413,-0.465,-0.052,0.293,-0.172,-0.12
ARPC4,P59998,0.4103844576007114,0.205897963090694,0.6251844849115092,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.225,-0.356,-0.131,0.194,-0.163,-0.0311
ARRB2,P32121,0.05749599527211089,0.6337679170432469,0.02655938066506383,0.988,0.991,1,FALSE,FALSE,FALSE,FALSE,-0.445,-0.0994,-0.544,-0.115,-0.215,0.33
ARRDC1,Q8N5I2,0.9554762851094495,0.7599768611469426,0.8025118174013631,0.99,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.0167,0.0917,0.075,-0.0361,0.0556,-0.0194
ASAP1,Q9ULH1,0.4667891846616935,0.7579908549848362,0.3103789088420956,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.209,-0.0871,-0.296,-0.0405,-0.128,0.168
ASCC2,Q9H1I8,0.030500408986763844,0.8570385371467715,0.04076525444422911,0.988,0.992,1,FALSE,FALSE,FALSE,FALSE,0.482,-0.0342,0.448,0.172,0.138,-0.31
ASPH,Q12797,0.6876217707675059,0.08657202349334192,0.1631472245124143,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.1,0.469,0.369,-0.19,0.279,-0.0896
ASPM,Q8IZT6,0.49936117890161835,0.4824968503835866,0.18669739831588777,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,0.23,0.239,0.469,-0.00314,0.236,-0.233
ATAD1,Q8NBU5,0.7698280684487162,0.8818628944137967,0.88502047014232,0.989,0.992,1,FALSE,FALSE,FALSE,FALSE,0.106,-0.053900000000000003,0.0524,0.0534,-4.84e-4,-0.0529
ATAD2,Q6PL18,0.11952918186677089,0.14744053404631446,0.8928941743248276,0.988,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.571,0.525,-0.0455,-0.365,0.16,0.205
ATAT1,Q5SQI0,0.8437399975641882,0.10327477275301471,0.07539665960211965,0.99,0.989,1,FALSE,FALSE,FALSE,FALSE,0.0473,0.427,0.475,-0.127,0.301,-0.174
ATE1,O95260,0.6687203226996787,0.43532290793783335,0.24131759620691956,0.989,0.989,1,FALSE,FALSE,FALSE,FALSE,-0.124,-0.23,-0.354,0.0352,-0.195,0.16
ATG13,O75143,0.548316241278346,0.9454965186769904,0.5053995326767472,0.989,0.993,1,FALSE,FALSE,FALSE,FALSE,0.227,0.0256,0.253,0.0672,0.0927,-0.16
ATIC,P31939,0.7246998571536423,0.7778613681321624,0.5298393685057433,0.989,0.992,1,FALSE,FALSE,FALSE,FALSE,-0.106,-0.0847,-0.19,-0.00706,-0.0917,0.0988
