"Lipid annotation","MRM transition","Precursor m/z","Product m/z","Lipid class","WT_Veh_rep1","WT_Veh_rep2","WT_Veh_rep3","WT_100_rep1","WT_100_rep2","WT_100_rep3","WT_200_rep1","WT_200_rep2","WT_200_rep3","RDH12_Veh_rep1","RDH12_Veh_rep2","RDH12_Veh_rep3","RDH12_100_rep1","RDH12_100_rep2","RDH12_100_rep3","RDH12_200_rep1","RDH12_200_rep2","RDH12_200_rep3"
"SM(34:0;O2)","705.591025 -> 184.1","705","184","SM","5102.120338","5195.960392","10208.96053","3837.100189","10336.58059","11526.66081","3954.760197","4409.640285","6683.600677","1948.460152","17019.30128","11060.58101","5944.440392","13053.28067","15252.92127","10040.08062","7656.460556","7921.320354"
"SM(34:1;O3)","719.606725 -> 184.1","719","184","SM","9855.44067","3697.540283","19557.50158","9835.320896","20702.50121","30521.20234","6710.360264","7757.460506","12204.54081","2419.700169","50278.24284","34712.30314","2684.300186","39089.62201","59193.80551","26140.04201","8597.580486","13378.14109"
"SM(36:2;O2)","729.591025 -> 184.1","729","184","SM","1315.800106","1040.340076","2497.020161","1110.460079","1859.920155","2258.16016","1398.5401","1579.540119","1468.780098","1000.860062","3111.160149","2345.580177","1078.160084","2139.900166","3179.140175","1320.7001","1082.82008","1944.500156"
"SM(36:1;O2)","731.606725 -> 184.1","731","184","SM","4274.780376","1389.240097","10727.90053","1506.640091","6213.500481","9951.980389","2308.180161","4101.040245","5286.060398","1335.660088","16618.86102","8655.660736","1455.160095","11186.36097","15779.88098","6267.080475","1297.800098","3448.12019"
"SM(36:0;O2)","733.622325 -> 184.1","733","184","SM","23066.40197","3644.08025","63231.38473","3434.10022","33498.64247","63803.40551","6272.280365","17629.7816","25990.98147","5112.640354","81989.90663","64237.74532","4713.140354","68780.56571","112334.3446","45993.74334","5274.06031","22847.26153"
"SM(38:3;O2)","755.606725 -> 184.1","755","184","SM","1302.240089","1183.420082","4198.240234","1037.08007","1206.560093","4359.780258","1256.520084","1277.200081","2739.80024","1214.640083","3587.960243","3437.500221","1331.280098","3517.740269","5082.120441","1368.680088","1365.400089","1400.820095"
"SM(38:2;O2)","757.622325 -> 184.1","757","184","SM","1113.400066","1167.080074","2681.300175","1144.340084","1075.340073","2934.060143","1070.300083","1167.540081","1895.04015","1183.100086","3677.620224","1554.180111","1108.180077","3474.420246","4000.840282","1284.460102","1200.280079","1162.420078"
"SM(38:1;O2)","759.638025 -> 184.1","759","184","SM","1881.320141","2334.720165","27273.50142","2125.340168","2422.580158","31520.02171","2008.840122","2029.160164","10905.72089","3096.160217","24371.38145","8622.380791","2565.800175","22701.88158","43346.54176","2512.260178","2789.980194","2779.62019"
"SM(38:0;O2)","761.653625 -> 184.1","761","184","SM","4635.820366","6993.640476","110044.1268","5432.760387","7836.32056","112517.6449","3553.96027","3589.680229","20125.88109","10283.78066","165012.7137","37346.58244","9025.840591","141515.4884","188035.6541","10392.50082","10065.78068","11565.04086"
"SM(40:3;O2)","783.638025 -> 184.1","783","184","SM","1182.820084","1285.200096","3109.64027","1119.540077","1179.66008","5214.280418","1205.600079","1154.58009","1084.340076","1225.10009","1238.020096","3243.380157","1169.800087","1255.560089","1926.160152","1218.960098","1342.020107","1347.08009"
"SM(40:2;O2)","785.653625 -> 184.1","785","184","SM","1322.380081","1320.660091","5071.380379","1192.62009","1169.660088","8953.020744","1212.360088","1267.820095","1352.960098","1772.860146","1657.220104","3361.560234","1289.700089","1763.180126","2654.000229","1318.2201","1425.2001","1438.520107"
"SM(40:1;O2)","787.669325 -> 184.1","787","184","SM","2835.520191","2475.780182","7209.120476","2604.660168","2485.740204","38989.80215","2404.680149","1838.060146","1815.360119","3884.520283","3862.900249","14846.94097","2898.300194","5631.140415","12209.38073","2761.20018","3133.660236","3066.32021"
"SM(40:0;O2)","789.684925 -> 184.1","789","184","SM","1529.580109","1658.620132","3802.92028","1798.000126","1704.700134","15529.72134","1342.600094","1433.340092","1462.32011","2524.18018","2898.940201","5575.480461","2256.500156","2941.520206","4891.320324","2160.020161","2554.04018","2651.700195"
"SM(42:3;O2)","811.669325 -> 184.1","811","184","SM","1258.480091","1132.980072","1356.520111","1064.660076","1308.960091","5247.960354","1103.140076","1115.060089","1116.66008","1010.880077","1476.100098","2989.920216","1118.000076","1225.500076","1312.220089","1307.020096","1102.720085","1327.460083"
"SM(42:2;O2)","813.684925 -> 184.1","813","184","SM","1317.720085","1031.06007","1684.580139","1073.62009","1294.680088","9836.760662","1276.760086","1116.12009","1073.240059","1350.080097","1374.540115","2351.920166","1161.620083","1108.300083","1270.44009","1031.640076","1463.280109","1183.50008"
"SM(42:1;O2)","815.700625 -> 184.1","815","184","SM","1213.600086","1052.24007","1614.880127","1258.220078","1314.900097","10228.44063","1016.060066","1164.100079","1133.740067","1192.040089","1391.480083","2749.920197","1275.260075","1393.580101","1639.820118","1159.960072","1389.740093","1388.020096"
"SM(42:0;O2)","817.716225 -> 184.1","817","184","SM","1006.260075","1002.90007","1185.760078","1057.780075","1070.480083","2779.820198","1105.340076","1009.480072","1023.560078","1154.340073","1205.400074","1492.680096","1101.980083","1190.180073","1114.940075","1060.580074","1171.700081","1099.700077"
"SM(44:2;O2)","841.716225 -> 184.1","841","184","SM","1100.420074","1068.780071","1230.300091","1013.700066","1166.120079","1309.100094","1032.980076","1103.980068","1052.58007","1154.000088","1011.460072","1005.300072","1026.58007","1036.860062","1010.620071","1102.800079","1041.320072","1006.060074"
"SM(44:1;O2)","843.731925 -> 184.1","843","184","SM","1047.90007","1063.020077","1075.240074","1008.480072","1047.400078","1506.180111","1270.0401","1043.360077","1128.32008","1063.640068","1022.780067","1095.420086","1007.500076","1257.260067","1098.060074","1006.460064","1026.90007","1032.020077"
"SM(44:0;O2)","845.747525 -> 184.1","845","184","SM","1028.860073","1377.940083","1079.480064","1009.88007","1005.800076","1498.400112","1033.72007","1027.820076","1008.860065","1001.620064","1018.980072","1097.220081","1006.280071","1063.940075","1215.520073","1037.520077","1046.480083","1004.820068"
"[TG34:2] NL 20:0","624.52027 -> 295.190891","624","295","TG","1938.460133","1838.42012","1945.480133","1895.640118","2007.640156","1754.640121","2146.400146","1871.480137","2393.620186","1954.300148","2026.800137","2112.180134","1914.02013","1846.600132","1848.520134","1804.96014","2024.580154","1928.720123"
"[TG36:0] NL 18:0","656.58287 -> 355.284791","656","355","TG","1679.960114","1894.360126","1971.66013","2022.580154","1992.480145","2403.920162","1627.220112","2096.100159","1698.440113","2030.720154","2158.400166","2091.840141","2484.060169","1838.580116","1919.740143","2118.020134","1902.980137","1834.620132"
"DG 38:0 NL 20:0","670.59857 -> 341.269191","670","341","TG","2629.440178","3969.980289","2859.880192","2866.800209","3369.380234","4865.060341","3208.400227","2466.80019","3394.520199","4084.640305","2363.320141","2932.460175","2711.720196","3452.120258","3967.44022","2341.200165","3700.500271","5054.620327"
"[TG38:0] NL 20:0","684.61417 -> 355.284791","684","355","TG","145527.8491","214229.4186","225123.1767","114708.0282","226845.9127","408416.5927","229382.9557","138668.7691","279402.7329","297640.3038","208273.5569","138638.688","126718.6686","240618.2999","273474.4181","83268.56571","314133.3666","301791.659"
"[TG44:5] NL 20:0","758.62987 -> 429.300491","758","429","TG","23817.70172","41585.44241","36546.12262","19813.52148","34240.58201","73542.12485","36638.12269","21942.98117","41974.56256","48054.16417","31317.24189","26416.46228","23781.88194","32903.76305","48375.14308","11320.52081","49755.52409","52731.62392"
"[TG44:4] NL 20:0","760.64547 -> 431.316091","760","431","TG","8365.620667","11569.88074","8794.300728","5970.080402","12212.26089","21132.72128","10986.16071","6788.560551","13607.52094","13232.96111","8119.540604","9111.740677","8435.260693","11863.16079","13840.38111","4941.460258","14422.36088","13400.54092"
"[TG46:0] NL 16:0","796.73937 -> 523.472591","796","523","TG","2296.06015","2243.440163","2385.74017","2227.160145","2423.740158","2340.900169","1976.580162","1973.180126","2290.960159","2919.380192","2641.000183","2333.060173","2216.880146","2671.640171","2902.280209","2504.500183","2297.74017","2219.080147"
"[TG48:8","808.73937 -> 535.472591","808","535","TG","1755.320126","1788.000134","1814.240131","1814.50013","1813.120136","1611.540112","1827.760128","1717.780113","1735.800114","1985.320145","2190.660149","2038.680138","1824.140121","1915.260128","2097.12014","1859.660126","1837.760128","1945.700127"
"[TG48:7","810.75507 -> 537.488291","810","537","TG","2485.900173","2693.020195","2551.600166","2458.240185","2089.980156","1984.760136","1964.780167","1978.460148","2020.220131","2101.000145","2500.780178","3005.30022","2447.380161","2736.380226","2336.660156","2570.300175","2055.780144","2851.4202"
"TG48:1] NL 16:0","822.75507 -> 549.488291","822","549","TG","2363.840183","2094.380142","2210.680157","2177.800156","1812.480129","2131.940136","1936.300137","1947.460136","2477.600174","2413.340149","2778.580212","3047.68021","2224.380173","2587.460167","3234.280228","2480.800182","2800.240189","2243.860142"
"TG48:1] NL 14:0","822.75507 -> 577.519591","822","577","TG","1779.320118","1738.140118","1969.220139","1991.820145","1759.100121","1795.800129","1755.020111","1835.24012","1955.400131","2208.040146","2527.660175","2229.900158","1977.260136","2115.280136","2379.960159","2009.620144","2336.060188","2135.380119"
"TG48:0] NL 16:0","824.77067 -> 551.503891","824","551","TG","2794.340206","2831.840183","2873.740208","2519.760189","2574.920177","2876.120209","2207.500172","2320.340141","2416.580158","2627.240196","2801.780182","3406.880253","3171.100231","3111.300201","4421.340328","3784.720257","3479.260235","3408.320248"
"[TG50:8","836.77067 -> 537.488241","836","537","TG","1960.420139","2034.260136","1931.960148","1825.94014","1968.900154","1834.140125","1802.820129","1920.060139","1784.780128","2174.280155","2280.720165","2046.000134","2142.680149","2314.940166","2359.080158","2080.980137","2242.980156","1935.900143"
"[TG50:8","836.77067 -> 563.503891","836","563","TG","2185.660156","2483.260178","2541.180164","1930.600136","1897.200138","2206.860161","2047.400124","2220.940166","1825.320133","2821.000206","2834.960213","2737.820183","2882.780197","2732.480175","3194.380219","2071.920135","2177.800133","2526.380161"
"[TG50:7","838.78637 -> 565.519591","838","565","TG","2339.320171","2160.380169","1955.020119","1947.700146","1740.480133","2048.620136","1913.20013","2022.980164","2020.980137","2092.040146","2350.700153","2685.400196","2329.340168","2525.280186","2518.760178","1943.760147","2057.780151","2043.76017"
"TG50:2] NL 18:1","848.77067 -> 549.488241","848","549","TG","2147.580151","1943.720139","1819.000122","1885.940136","2033.700134","1986.04015","1935.780136","2019.96014","2142.180145","2362.520172","2062.180138","2482.420185","1937.900131","2284.720165","2292.960155","2379.620148","2278.840183","2382.500145"
"TG50:2] NL 16:0","848.77067 -> 575.503891","848","575","TG","2063.760147","1777.300117","1970.640137","1883.280125","1799.880123","1730.820118","1827.060127","1747.480118","1783.320141","2017.800137","2371.140175","2347.00016","2042.60014","2069.60014","2352.920147","1814.66013","2064.16016","2333.14019"
"TG50:2]","848.77067 -> 577.519541","848","577","TG","2127.72015","1769.940132","1976.420139","2087.480156","2054.360146","2236.560154","1848.120144","1813.680122","2097.540157","2047.620148","3120.320232","2450.220184","2205.080158","2555.400185","2465.140175","2154.980152","2295.540154","2460.42017"
"TG50:1] NL 18:1","850.78637 -> 551.503941","850","551","TG","2333.800148","2039.800137","2514.700176","2299.040157","2143.940163","2136.180141","1949.780148","1987.220146","1953.060139","2760.460205","2365.700188","2765.540195","2982.620201","2831.200233","3575.360222","2626.620178","2720.440186","2857.280205"
"TG50:1] NL 16:0","850.78637 -> 577.519591","850","577","TG","2950.540222","3206.06023","2946.680187","2678.720181","2742.080177","3143.900238","2312.740158","2323.420147","2495.080177","3521.30027","3900.200291","4974.240341","4127.140305","4303.880306","5780.340351","3896.120289","4220.520279","4297.120308"
"[TG52:8","864.80197 -> 565.519541","864","565","TG","1899.720139","1755.000122","1885.20013","1919.180119","1892.940128","1719.620125","1884.280117","1786.24012","1714.920109","2049.320141","2004.380127","2074.580139","1942.620132","2123.960144","2308.400158","1972.640141","2018.280144","1988.940125"
"[TG52:8","864.80197 -> 591.535191","864","591","TG","2029.280128","1832.540127","1945.560127","1699.380104","1755.260113","1993.840141","1874.440128","1790.760113","1755.720123","2153.820148","2369.620178","2210.780144","1946.120132","2080.060146","2622.980183","1888.980137","2193.060169","2364.800152"
"TG52:3] NL 18:1","874.78637 -> 575.503941","874","575","TG","1913.880131","2041.68013","1758.12011","1783.280121","2072.320152","1722.280125","1840.34013","1916.100132","1942.820129","2450.300213","2235.20015","2423.880173","1906.940144","1732.940132","1900.140133","1813.800117","2129.840145","1761.520126"
"TG52:2] NL 18:1","876.80197 -> 577.519541","876","577","TG","2937.860157","2272.820152","2880.140209","2636.480206","2756.280178","2526.080158","2721.980179","2647.080185","2550.020187","3567.480259","4409.160316","4628.520363","3674.920296","3611.160236","5169.260323","2945.820225","3909.340321","4257.180309"
"TG52:2] NL 16:0","876.80197 -> 603.535191","876","603","TG","2043.080154","2137.020138","2056.92012","2121.220161","2293.40015","2237.06015","1802.020119","1946.020138","1897.440109","3134.780209","3063.720222","3031.820187","2664.86021","2890.460224","3689.200249","2420.540188","2882.9002","3319.460239"
"TG52:1] NL 18:0","878.81767 -> 577.519591","878","577","TG","1931.400139","1944.800133","1869.840141","1737.520126","2000.300152","1855.540123","1768.640114","1799.380123","1700.420116","2026.720154","2584.760197","2246.140152","2309.560165","2234.88018","2689.060173","2351.48019","2693.800163","2576.78019"
"TG52:1] NL 18:1","878.81767 -> 579.535241","878","579","TG","2089.760139","2029.52013","1943.760151","1880.220123","2023.640133","1873.640137","1793.000126","1874.78014","2079.260151","1969.720131","2571.100182","2260.54015","2083.140156","2531.14019","2393.640167","2340.100155","2263.060162","2755.160179"
"TG52:1] NL 16:0","878.81767 -> 605.550891","878","605","TG","2037.360146","1866.840134","2173.780132","1923.380135","1877.580135","1707.180126","2035.74015","1878.920128","1928.060146","2221.340149","2777.100174","2284.140141","2649.660179","2461.460155","2872.140213","2419.100174","2956.100224","2736.180183"
"TG54:3] NL 18:1","902.81767 -> 603.535241","902","603","TG","2883.980209","2508.540184","2109.060165","2742.300205","2471.120163","2285.360153","2360.480156","2328.640163","2270.60017","3447.260223","3713.92025","3366.040249","2752.960201","2808.780197","3380.72023","2625.980183","2991.700184","2958.060223"
"TG54:2] NL 18:1","904.83327 -> 605.550841","904","605","TG","2047.660145","2059.900158","2154.460171","2161.360165","1936.040131","2146.820141","2343.120155","2222.440174","2125.960167","2645.680202","3169.440208","2470.000175","3019.720211","2512.860191","2890.380184","2576.100174","2673.020218","2855.380222"
"TG54:1] NL 20:0","906.84897 -> 577.519591","906","577","TG","1653.800125","1823.120136","1668.680107","1583.540104","1717.820133","2330.020172","1973.820129","1592.220112","1671.020123","1865.02013","1750.360126","1964.340137","1666.720119","1883.420124","1822.080128","1795.700127","2025.600143","1904.480152"
