"","lipid_name","mrm","blank","s10","s11","s12","s13","s14","s15","s16","s17","s18","s1","s2","s3","s4","s5","s6","s7","s8","s9","lipid_class1","lipid_class","DG_TG_acyl_chains","NL_chain","maxvalue","max_divid_blank","mrm1","precursor","product","picked_candidate","C_total","DB_total","NL_C","NL_DB","cand_score"
"200","PC 44:8_PC 43:1","886.726525 -> 184.07",1600.180115,1746.080128,1731.960114,1821.840115,1786.520126,1883.380123,1997.980133,1920.420128,1981.860134,2154.240162,1747.40012,1653.120121,1669.460114,1704.640118,1914.420124,1995.580132,1684.360115,1757.700123,1868.920124,"PC","PC",NA,NA,2154.240162,1.34624855152634,"886 -> 184",886,184,"PC 44:8",44,8,44,8,5
"201","PC 44:5","892.679525 -> 184.07",1622.320118,1787.540119,1843.480141,1702.380119,1806.080116,1818.260136,2080.820148,1989.540131,1963.200127,2179.420147,1687.66013,1782.680126,1673.32011,1648.180126,1936.620144,2068.96014,1728.860115,1676.58012,1683.460121,"PC","PC",NA,NA,2179.420147,1.34339710320969,"892 -> 184",892,184,"PC 44:5",44,5,44,5,4
"202","PC 44:2","898.726525 -> 184.07",1597.440113,2028.500141,2158.560162,2422.320122,2089.820148,2035.700153,1975.740143,1953.240147,2264.600147,2355.380161,1788.480133,1647.540115,2005.320141,1755.820122,2123.400146,2103.920135,1917.940151,2034.500111,1897.880119,"PC","PC",NA,NA,2422.320122,1.51637617102958,"898 -> 184",898,184,"PC 44:2",44,2,44,2,4
"203","PC 44:1","900.742125 -> 184.07",1628.500114,2154.560165,2058.100163,2026.820126,2097.06015,2133.400158,2761.840176,2449.400192,2849.620216,2864.820217,1826.340111,1800.560127,2009.700134,1759.140118,2491.98019,2116.160152,1675.580124,1903.400139,2056.780144,"PC","PC",NA,NA,2864.820217,1.7591771669965,"900 -> 184",900,184,"PC 44:1",44,1,44,1,4
"204","PC 44:0","902.757825 -> 184.07",1684.500122,1637.260113,1876.020126,1780.600121,1861.460129,1845.540142,2020.260136,1968.640121,1925.440132,2216.720154,1786.14011,1643.100113,1683.220116,1803.760128,1828.500126,1815.420132,1647.780113,1632.340122,1676.34013,"PC","PC",NA,NA,2216.720154,1.31595131698067,"902 -> 184",902,184,"PC 44:0",44,0,44,0,4
"205","PC 46:2","926.757825 -> 184.07",1594.800117,2011.66013,2098.140141,1668.880112,1827.280117,1662.440113,2031.120129,1650.520107,2077.380146,1972.84013,1757.160133,1716.660122,1791.280121,1659.000111,1837.000126,1791.84013,1673.940121,1692.300117,1826.860119,"PC","PC",NA,NA,2098.140141,1.31561323493432,"926 -> 184",926,184,"PC 46:2",46,2,46,2,4
"206","PC 46:1","928.773425 -> 184.07",1596.500107,1874.340134,1893.340122,1817.640114,1750.66011,2159.320129,2220.100147,1728.640129,2186.06015,2143.480156,1694.740108,1611.600109,1717.840126,1760.800117,1787.040112,1695.460098,1811.240135,1618.780121,1829.160118,"PC","PC",NA,NA,2220.100147,1.39060444610418,"928 -> 184",928,184,"PC 46:1",46,1,46,1,4
"207","PC 48:2","954.789125 -> 184.07",1595.560108,2029.960155,2290.440178,1950.720116,1898.220131,1824.100132,2229.30014,1806.620125,1732.000114,2026.780136,1722.020119,1854.220123,1873.12011,1947.400143,1841.280128,1833.540123,1649.820114,1648.180134,1702.32011,"PC","PC",NA,NA,2290.440178,1.43550855058104,"954 -> 184",954,184,"PC 48:2",48,2,48,2,4
"208","PE 32:2_PE O-33:2_PE O-33:2","688.528125 -> 547.508125",1846.260139,2203.580166,2489.520161,2490.260181,2217.500149,2200.480164,2145.88015,1908.980114,2259.380146,1991.620129,1933.880127,1947.960133,2147.900143,1869.680126,1929.160133,2043.400154,1998.56015,1979.260139,2009.640141,"PE","PE",NA,NA,2490.260181,1.3488132730574,"688 -> 547",688,547,"PE 32:2",32,2,32,2,4
"209","PE 32:1_PE O-33:1_PE O-33:1","690.543725 -> 549.523725",2047.620144,4755.740353,5271.220333,5375.38036,3926.30024,4683.300301,6020.800354,4589.020405,4464.880268,4214.960342,3936.960274,3515.70023,4945.380424,3848.000256,3909.160286,4300.420296,2484.800186,2300.42017,2866.680222,"PE","PE",NA,NA,6020.800354,2.94038929615062,"690 -> 549",690,549,"PE 32:1",32,1,32,1,4
"210","PE 32:0_PE O-33:0","692.559425 -> 551.539425",1939.300137,2496.040184,2439.500179,1920.540142,2344.640163,2629.080193,2825.920185,2581.840183,2483.260193,2476.660145,2155.640152,2141.820137,2318.300167,2235.340164,2285.940155,2369.320175,2016.080143,1838.540127,1962.360142,"PE","PE",NA,NA,2825.920185,1.45718557488041,"692 -> 551",692,551,"PE 32:0",32,0,32,0,4
"211","PE 33:2_PE O-34:2_PE O-34:2","702.543725 -> 561.523725",1855.36013,3240.500244,2962.500206,3227.000244,3000.060234,3563.460217,3475.580257,3343.240192,3865.500271,3254.540195,2366.060165,2728.440159,2556.740181,2638.46019,2592.300175,2469.28017,2457.720165,2262.920158,2408.860165,"PE","PE",NA,NA,3865.500271,2.08342316324325,"702 -> 561",702,561,"PE O-34:2",34,2,34,2,4
"212","PE 33:1_PE O-34:1_PE O-34:1","704.559425 -> 563.539425",1825.360123,4699.10033,4265.160252,3906.740322,3754.180222,3991.000282,3913.480247,2976.68018,3213.220203,3540.940273,2586.120174,2292.500156,3145.80019,3038.740208,3186.240204,3197.180191,2127.840137,2289.000153,2856.040215,"PE","PE",NA,NA,4699.10033,2.57434150707586,"704 -> 563",704,563,"PE O-34:1",34,1,34,1,4
"213","PE 33:0_PE O-34:0","706.575025 -> 565.555025",1838.940128,2669.020172,2441.020153,2392.100166,2266.460175,2502.760151,2534.120193,2559.980194,2599.840183,2207.520157,2112.300148,2137.980156,2214.56015,2400.440174,2122.320145,1968.740131,2368.300156,2073.940132,2235.640171,"PE","PE",NA,NA,2669.020172,1.45139046745518,"706 -> 565",706,565,"PE O-34:0",34,0,34,0,4
"214","PE 34:4","712.491725 -> 571.471725",8963.000496,9346.620594,9258.260674,11207.18079,7677.680614,9035.180569,11709.60076,10229.62084,12472.70119,8396.400604,8643.440731,7588.600563,8162.000504,10037.8607,8954.900639,12388.8411,10926.04105,10242.38066,11824.06079,"PE","PE",NA,NA,12472.70119,1.39157653684905,"712 -> 571",712,571,"PE 34:4",34,4,34,4,4
"215","PE 34:3_PE O-35:3","714.543725 -> 573.523725",2010.620148,2813.680206,2339.100159,2320.280144,2055.260136,2424.78017,2315.320152,2662.800182,2612.080166,2391.940166,2084.320141,2322.480152,2369.060184,2020.880146,2521.920162,2214.080154,2098.840145,2209.60017,2804.840191,"PE","PE",NA,NA,2813.680206,1.39940913692664,"714 -> 573",714,573,"PE 34:3",34,3,34,3,4
"216","PE 34:2_PE O-35:2_PE O-35:2","716.559425 -> 575.539425",1980.300159,9391.380699,8068.440414,6749.780457,5758.160316,4544.700317,8459.980602,5232.260422,6358.840538,6472.160561,5432.820274,3724.920258,4702.460373,5861.920444,6425.040531,6164.220394,3221.080227,3134.620235,3687.880287,"PE","PE",NA,NA,9391.380699,4.7424026384679,"716 -> 575",716,575,"PE 34:2",34,2,34,2,4
"217","PE 34:1_PE O-35:1_PE O-35:1","718.575025 -> 577.555025",2266.800159,23690.16143,25269.742,23476.10156,11879.76077,18407.88109,22588.082,14358.74103,23816.00116,17078.64139,12036.30075,8104.640667,15007.58081,12004.84082,14932.08089,18116.08144,6689.120506,5450.920364,8162.960484,"PE","PE",NA,NA,25269.742,11.1477590557201,"718 -> 577",718,577,"PE 34:1",34,1,34,1,4
"218","PE 34:0_PE O-35:0","720.590725 -> 579.570725",1820.420139,3062.900234,3810.360233,3554.260262,2702.760181,3669.900234,4670.320301,3777.260189,4212.860325,3369.360241,2794.420227,2517.100174,3141.50021,3045.340202,3025.720219,3398.98024,2805.040188,2270.620159,2280.600159,"PE","PE",NA,NA,4670.320301,2.56551781698346,"720 -> 579",720,579,"PE 34:0",34,0,34,0,4
"219","PE 35:5_PE O-36:5_PE O-36:5","724.528125 -> 583.508125",1893.620129,2365.200172,3085.680199,2697.520203,2655.000198,3163.200256,3068.780205,2667.800194,2679.100163,2733.020164,2350.620129,2257.100155,2660.480171,2409.100163,2539.120193,2336.680153,2260.160149,2063.880154,2019.740154,"PE","PE",NA,NA,3163.200256,1.67045132630189,"724 -> 583",724,583,"PE O-36:5",36,5,36,5,4
"220","PE 35:4_PE O-36:4_PE O-36:4","726.543725 -> 585.523725",1874.320133,3158.500256,2401.840168,2480.760178,2587.860168,2664.140171,2678.420185,2453.720181,3043.620216,2594.600182,2559.120178,2014.400139,2603.980156,2333.880161,2348.280178,2367.680172,1918.960121,1966.840145,2147.220146,"PE","PE",NA,NA,3158.500256,1.68514449607099,"726 -> 585",726,585,"PE O-36:4",36,4,36,4,4
"221","PE 35:3_PE O-36:3_PE O-36:3","728.559425 -> 587.539425",1846.960125,2534.28019,2669.620167,2502.540165,2252.280163,2702.780193,2450.000168,2282.020157,2418.580185,2264.82016,2005.100155,2153.720154,2300.140152,2131.400146,2480.200188,2613.220177,2121.060135,2206.940166,2218.260162,"PE","PE",NA,NA,2702.780193,1.4633668352748,"728 -> 587",728,587,"PE O-36:3",36,3,36,3,4
"222","PE 35:2_PE O-36:2_PE O-36:2","730.575025 -> 589.555025",1884.52013,5138.080383,4365.020367,4880.160282,3527.900223,4185.840302,5121.680347,3835.280312,4214.320332,4520.020317,3079.78022,1955.500156,3218.160275,2711.380215,3822.600254,3349.560272,2470.180164,2918.940197,2506.180161,"PE","PE",NA,NA,5138.080383,2.72646617099282,"730 -> 589",730,589,"PE O-36:2",36,2,36,2,4
"223","PE 36:8_PE 35:1_PE O-36:1_PE O-36:1","732.590725 -> 591.570725",1863.260139,6976.660332,7231.200359,7235.540611,4682.000359,6826.580467,6560.820518,4726.920349,6572.780403,5650.000362,4040.720348,3684.120285,5239.440334,4376.440273,4229.460308,5366.180328,2396.640152,3170.900238,4102.920288,"PE","PE",NA,NA,7235.540611,3.88326914720736,"732 -> 591",732,591,"PE O-36:1",36,1,36,1,4
"224","PE 36:7_PE 35:0_PE O-36:0","734.606325 -> 593.586325",1983.100143,2541.500198,2545.440174,2347.000175,2091.960144,2493.360161,2475.040173,2467.22015,2755.70018,2433.840191,2238.080151,1983.800137,2271.300171,2413.780174,2409.620163,2440.940144,2084.580139,1907.360126,2364.240158,"PE","PE",NA,NA,2755.70018,1.38959204341099,"734 -> 593",734,593,"PE 36:7",36,7,36,7,4
"225","PE 36:5","738.564855 -> 597.49",1965.100143,2017.84013,2691.7402,2630.360191,2190.220161,2135.320156,2644.260189,2143.220158,2375.460159,2525.600189,2202.720158,2066.500153,2885.060223,2291.260159,2100.000137,2295.420162,2116.520164,2238.520153,2083.940147,"PE","PE",NA,NA,2885.060223,1.46814921024613,"738 -> 597",738,597,"PE 36:5",36,5,36,5,4
"226","PE 36:4","740.523025 -> 599.503025",1876.740139,4130.98032,4448.700386,4592.520294,3033.920212,4934.380371,4616.560371,3009.480179,3902.4203,3841.220226,3266.680237,2952.100224,2829.800205,3148.440262,3565.860237,3762.760254,2608.020176,2298.680176,2166.260139,"PE","PE",NA,NA,4934.380371,2.62922941139269,"740 -> 599",740,599,"PE 36:4",36,4,36,4,4
"227","PE 36:3_PE O-37:3","742.575025 -> 601.555025",2022.080147,4701.76033,4578.080345,4796.420383,2867.380203,4469.42038,4224.220318,3319.420204,4182.500313,2653.500202,3687.460262,3016.440224,4190.620308,2931.00021,3482.000217,3831.940281,2260.900158,2380.360153,2839.740208,"PE","PE",NA,NA,4796.420383,2.37202288451131,"742 -> 601",742,601,"PE 36:3",36,3,36,3,4
"228","PE 36:2_PE O-37:2_PE O-37:2","744.590725 -> 603.570725",2081.660141,23749.64169,27025.46179,28506.68248,15807.74125,23106.1416,29301.76215,19211.56155,26800.00195,22382.10159,12777.46091,10583.18066,14934.28077,13288.42107,17849.32128,18787.08121,7830.040466,8064.360645,9335.460499,"PE","PE",NA,NA,29301.76215,14.0761508436838,"744 -> 603",744,603,"PE 36:2",36,2,36,2,4
"229","PE 36:1_PE O-37:1_PE O-37:1","746.606325 -> 605.586325",2233.680168,21720.80117,22193.24162,22075.80149,13970.56131,23473.42178,33056.66232,24128.62177,27827.8219,26153.76194,10654.02087,10081.42062,14016.04091,12301.5609,17065.5009,19519.30115,9127.200623,7147.000484,9147.960686,"PE","PE",NA,NA,33056.66232,14.7991922897352,"746 -> 605",746,605,"PE 36:1",36,1,36,1,4
"230","PE 37:7_PE 36:0_PE O-38:7_PE O-37:0","748.622025 -> 607.602025",1935.080128,4229.720341,3749.960258,4489.060368,3152.700272,4327.980362,4819.960377,4725.320297,5276.500351,4016.300323,2949.600182,2704.600201,3266.820206,2262.860157,3190.240204,3455.620209,2520.580181,2003.380146,2869.300224,"PE","PE",NA,NA,5276.500351,2.72676065174289,"748 -> 607",748,607,"PE 36:0",36,0,36,0,4
"231","PE 37:6_PE O-38:6_PE O-38:6","750.543725 -> 609.523725",1842.880119,3261.180275,3868.240288,3437.420197,3084.400192,3282.340221,4083.960293,2996.680252,3433.120255,3057.420235,3103.30022,2657.140186,3296.080273,2638.000187,2833.100193,2779.760162,2149.400158,2502.640167,2378.60017,"PE","PE",NA,NA,4083.960293,2.21607485527386,"750 -> 609",750,609,"PE O-38:6",38,6,38,6,4
"232","PE 37:5_PE O-38:5_PE O-38:5","752.559425 -> 611.539425",1856.120125,3776.680241,4094.860298,3621.920235,2626.360191,3528.500256,3876.700287,3443.020267,3356.780251,3050.44025,2788.160191,2206.640156,2912.400208,2908.120197,2800.840179,3328.00024,2011.720161,2757.560196,2464.980164,"PE","PE",NA,NA,4094.860298,2.20613970122219,"752 -> 611",752,611,"PE O-38:5",38,5,38,5,4
"233","PE 37:4_PE O-38:4_PE O-38:4","754.575025 -> 613.555025",1842.060139,3429.140224,3264.220188,2974.400204,2630.980179,2882.440205,3424.680256,3404.30022,2870.560196,2619.680187,2178.680157,2088.160149,2529.020176,2703.780197,3001.320183,3593.740253,2213.360138,2269.220146,2336.860168,"PE","PE",NA,NA,3593.740253,1.95093535597102,"754 -> 613",754,613,"PE O-38:4",38,4,38,4,4
"234","PE 37:3_PE O-38:3_PE O-38:3","756.590725 -> 615.570725",1821.02013,2670.280197,2371.480156,2467.540165,2144.000149,2837.16024,2926.160225,2279.460163,2704.460201,1982.480148,2110.440128,2121.440147,2234.860157,2188.700157,2464.760178,2027.860134,2119.920147,2102.100147,2011.200142,"PE","PE",NA,NA,2926.160225,1.60687966969371,"756 -> 615",756,615,"PE O-38:3",38,3,38,3,4
"235","PE(38:9)_PE(dO-40:9)_PE(37:2)_PE(O-38:2)_PE(P-38:1)","758.606325 -> 617.54",1970.36013,2166.340157,2413.160172,2297.200176,2722.040173,2290.220161,3247.240211,2665.320179,2504.840172,3320.500263,2315.100155,2074.000145,2269.620155,2277.900146,2030.160137,2220.64016,2009.180141,2340.960163,2039.660156,"PE","PE",NA,NA,3320.500263,1.6852250573097,"758 -> 617",758,617,"PE(O-38:2)",38,2,NA,NA,4
"236","PE 38:8_PE 37:1_PE O-38:1_PE O-38:1","760.622025 -> 619.602025",1842.100121,2621.840199,2840.26022,2488.140163,2397.580196,2821.240177,2747.340191,2257.960167,2765.240181,2692.64019,2285.32016,2361.94017,2553.800194,2305.960167,2654.480156,2702.400192,1902.180119,2116.640148,2156.440147,"PE","PE",NA,NA,2840.26022,1.5418598520357,"760 -> 619",760,619,"PE O-38:1",38,1,38,1,4
"237","PE 38:6","764.523025 -> 623.503025",1881.94014,3268.700207,4323.900253,4200.740276,2861.160213,3322.00021,4243.660301,3173.300243,3721.760288,2843.340195,3081.760197,2745.580208,2966.820179,2948.440228,3053.540218,3562.800285,2069.260143,2405.260166,2250.700153,"PE","PE",NA,NA,4323.900253,2.29757586923036,"764 -> 623",764,623,"PE 38:6",38,6,38,6,4
"238","PE 38:5","766.538725 -> 625.518725",1934.480137,8180.380512,9793.400753,9423.900837,4448.060333,7375.460476,8577.200676,5410.020317,6571.420399,6227.000351,4131.500301,3542.260284,5954.620495,5609.940433,5320.300396,6722.480553,3715.700268,3805.080238,3827.240261,"PE","PE",NA,NA,9793.400753,5.06254913952626,"766 -> 625",766,625,"PE 38:5",38,5,38,5,4
"239","PE 38:4","768.554325 -> 627.534325",2157.40015,13842.70102,12736.86074,15094.60094,7511.06065,11295.10059,14381.66095,9694.540791,14798.50117,10308.2806,6532.560478,5308.84029,7385.560444,6972.660648,8673.140686,9365.54047,4760.620335,4466.480328,4900.4804,"PE","PE",NA,NA,15094.60094,6.99666259873024,"768 -> 627",768,627,"PE 38:4",38,4,38,4,4
"240","PE 38:3","770.570025 -> 629.550025",1870.980145,5977.220444,4596.900303,4316.860279,4065.620266,4817.220348,5378.1404,4600.320374,5519.660439,4935.980396,2864.020195,2866.680195,3362.240208,3508.700249,3551.860268,4576.120266,3156.760231,3078.16021,2909.620209,"PE","PE",NA,NA,5977.220444,3.19470009341013,"770 -> 629",770,629,"PE 38:3",38,3,38,3,4
"241","PE 38:2_PE O-39:2","772.622025 -> 631.602025",1827.340134,3400.160244,3902.040253,3958.600266,2196.840153,3440.26022,4359.68037,3346.080235,3757.300255,3526.780231,2186.200165,2606.0802,2896.760189,3192.100258,2970.340199,3559.900272,2448.32016,2396.300163,2547.160187,"PE","PE",NA,NA,4359.68037,2.38580671922133,"772 -> 631",772,631,"PE 38:2",38,2,38,2,4
"242","PE 39:8_PE 38:1_PE O-40:8_PE O-39:1_PE O-39:1","774.637625 -> 633.617625",1824.320129,2916.18021,3108.120232,2826.920216,2795.40023,3260.980202,3404.560226,3086.380207,3442.680241,2871.540199,2296.060146,2225.900162,2323.400185,2261.720169,2760.440205,3024.580227,2228.980156,2304.180153,2246.460155,"PE","PE",NA,NA,3442.680241,1.88710313846458,"774 -> 633",774,633,"PE 38:1",38,1,38,1,4
"243","PE 39:7_PE 38:0_PE O-40:7_PE O-39:0","776.653325 -> 635.633325",1857.200142,2237.180183,2350.180164,2245.040154,2009.400139,2167.700142,2029.70015,2454.880154,2632.300194,2199.380138,2014.940144,2272.280159,2411.600159,1996.740135,1945.780136,2084.240147,1916.740143,1970.660149,2074.660137,"PE","PE",NA,NA,2632.300194,1.41734869305217,"776 -> 635",776,635,"PE 38:0",38,0,38,0,4
"244","PE 39:6_PE O-40:6_PE O-40:6","778.575025 -> 637.555025",1928.980141,3007.140217,3221.360241,2828.880184,2568.640209,3017.0602,3443.500252,2417.920174,2881.720215,3127.520222,2139.380169,2141.100143,2496.720192,2421.280174,2177.880142,2768.320164,2377.960152,2186.620144,1895.220135,"PE","PE",NA,NA,3443.500252,1.78514033338615,"778 -> 637",778,637,"PE O-40:6",40,6,40,6,4
"245","PE 39:5_PE O-40:5_PE O-40:5","780.590725 -> 639.570725",1823.620125,3227.140202,2805.200161,2431.420197,2240.400158,2773.220219,2782.620193,2512.880192,2047.020145,2318.180157,1891.940128,2187.980164,2409.800167,2111.940147,2120.100163,2240.100174,2298.400177,1956.820126,2112.580124,"PE","PE",NA,NA,3227.140202,1.76963401410148,"780 -> 639",780,639,"PE O-40:5",40,5,40,5,4
"246","PE 39:4_PE O-40:4_PE O-40:4","782.606325 -> 641.586325",1848.460129,2097.260147,2340.260185,2155.280155,2194.300159,2585.900173,2609.400188,2046.340141,2012.660152,2128.960155,1850.160137,1927.300152,2100.28014,2027.740147,2156.780151,2108.800152,1977.840149,2111.100163,1953.200138,"PE","PE",NA,NA,2609.400188,1.41166160257493,"782 -> 641",782,641,"PE O-40:4",40,4,40,4,4
"247","PE(40:9)_PE(39:2)_PE(O-40:2)_PE(P-40:1)","786.637625 -> 645.57",1968.440132,2093.540142,2191.22015,2161.260155,1966.480133,1965.440132,2653.540215,1964.960133,2315.800163,2283.520172,2086.500145,2010.300144,2056.500153,2153.820152,1963.660152,2164.780144,2026.760143,2101.180149,2043.660141,"PE","PE",NA,NA,2653.540215,1.34804212323385,"786 -> 645",786,645,"PE(O-40:2)",40,2,NA,NA,4
"248","PE 40:7_PE 39:0_PE O-40:0","790.668925 -> 649.648925",1867.560135,3178.920231,3708.480228,3077.540241,2907.260235,3190.420219,3565.28022,2746.76022,3339.440239,3014.640228,2873.200195,2423.280167,3060.160198,2924.440208,2513.400169,3060.920231,2239.320164,2335.980167,2404.160168,"PE","PE",NA,NA,3708.480228,1.98573537660141,"790 -> 649",790,649,"PE 40:7",40,7,40,7,4
"249","PE 40:6_PE dO-40:0","792.684625 -> 651.664625",1932.360142,5862.040394,5539.04044,6117.080338,3578.600258,4169.900238,6693.800484,4950.200352,8254.140511,5017.360367,3896.760269,3536.920258,3515.420223,4199.220226,4689.060341,5842.940334,3001.620209,2679.20018,3495.840237,"PE","PE",NA,NA,8254.140511,4.27153320522174,"792 -> 651",792,651,"PE 40:6",40,6,40,6,4
"250","PE 40:5","794.570025 -> 653.550025",1889.780136,4943.720409,5495.920399,5103.100365,3923.640232,4263.740303,6261.840492,4271.900345,5309.760479,4763.480316,2841.000237,3669.50024,3508.860214,3492.280258,3652.920307,4374.340305,2951.620239,2722.380203,2839.100216,"PE","PE",NA,NA,6261.840492,3.31352858076608,"794 -> 653",794,653,"PE 40:5",40,5,40,5,4
"251","PE 40:4","796.585625 -> 655.565625",1877.760128,3402.880241,3232.100224,3714.320229,2784.800179,2882.200188,3944.48024,2700.800179,3209.600208,3268.420208,2273.74015,2385.940178,3185.320248,2575.400166,2940.640217,3595.660305,2129.980148,2208.840157,2628.340179,"PE","PE",NA,NA,3944.48024,2.10063052313357,"796 -> 655",796,655,"PE 40:4",40,4,40,4,4
"252","PE 40:3","798.601325 -> 657.581325",1820.800129,2200.420151,2159.560165,1965.580143,1944.200119,1833.980125,2452.240181,2090.960152,2490.180164,2137.120144,2084.620152,2123.200153,2015.980145,1959.120136,2137.040146,2346.040165,1935.000122,2017.160137,2051.720142,"PE","PE",NA,NA,2490.180164,1.36762960653327,"798 -> 657",798,657,"PE 40:3",40,3,40,3,4
"253","PE 40:2","800.616925 -> 659.596925",1874.720135,2544.220207,2466.920166,2255.600147,1834.220131,2397.260162,2515.960194,2225.720142,2581.200161,2441.500183,2183.620155,2155.180145,2053.60014,2215.660164,2255.920151,2297.100159,2353.50016,1929.96014,2054.000145,"PE","PE",NA,NA,2581.200161,1.37684559567607,"800 -> 659",800,659,"PE 40:2",40,2,40,2,4
"254","PE 40:1_PE O-41:1","802.668925 -> 661.648925",1852.880131,2188.360165,2534.020172,2349.920166,2076.120144,2215.700157,2878.740211,2460.28017,3080.800209,2359.000175,1964.540134,2069.240139,2110.72015,2327.840164,2085.900131,2019.620144,2046.960152,2065.640152,2097.480148,"PE","PE",NA,NA,3080.800209,1.6627088592813,"802 -> 661",802,661,"PE 40:1",40,1,40,1,4
"255","PE 42:1","830.663925 -> 689.643925",1870.940132,2058.340141,2081.480145,2252.98016,2282.180191,2255.24017,2447.260181,2288.28017,2923.920189,2247.54018,2073.360146,2020.860153,2268.220169,1842.300129,2373.500179,2190.080166,1893.080128,2095.600143,2096.860146,"PE","PE",NA,NA,2923.920189,1.56280799101486,"830 -> 689",830,689,"PE 42:1",42,1,42,1,4
"256","PG 20:0_LPG 21:0","572.39277 -> 383.352543",2782.800194,3371.220238,2673.100197,3614.30027,2660.440186,2591.140179,3254.900219,3253.100224,3199.000221,3147.740211,2983.240208,3187.240211,2893.32021,2828.420197,2906.300213,2923.0602,3067.18026,3618.480236,2914.720203,"PG","PG",NA,NA,3618.480236,1.300301848405,"572 -> 383",572,383,"PG 20:0",20,0,20,0,4
"257","PG 34:4","760.51287 -> 571.472643",7114.900528,8630.360634,10233.76062,11306.18085,7660.840435,7961.940426,11219.54082,8189.440559,8102.28054,9417.860592,7492.220375,9662.54068,10995.50065,7057.000389,7648.08062,10921.48059,9340.480686,7705.860573,10830.2007,"PG","PG",NA,NA,11306.18085,1.5890848797542,"760 -> 571",760,571,"PG 34:4",34,4,34,4,4
"258","PG 34:1_PG O-35:1_PG O-35:1","766.59617 -> 577.555943",2013.200123,3860.760323,5084.94035,5103.360401,3254.700249,3906.440269,5520.380394,4174.780273,4091.900303,4390.060337,2967.480202,2935.260197,3656.200279,2636.520161,2635.180206,2663.080193,2330.720161,2133.98016,2262.940166,"PG","PG",NA,NA,5520.380394,2.74209221971123,"766 -> 577",766,577,"PG 34:1",34,1,34,1,4
"259","PG 36:1","794.62747 -> 605.587243",2021.000149,2412.400162,2788.78019,2442.76017,2721.620174,3039.520206,3339.900242,2960.580231,3652.080246,4044.840271,2318.540173,2221.460167,2318.22015,2437.560188,2589.32019,2729.040192,2386.920189,2355.280178,2394.400143,"PG","PG",NA,NA,4044.840271,2.00140523146493,"794 -> 605",794,605,"PG 36:1",36,1,36,1,4
"260","LPI 19:0_LPI O-20:0","632.41387 -> 355.357598",2391.300148,2336.020149,3083.840225,2412.280159,3840.200325,2247.560154,2746.720207,2829.020191,2347.540165,2275.300159,2382.240162,2865.900196,2364.380169,2562.100178,2756.280209,2601.360199,2439.860172,2313.300152,2625.140194,"PI","PI",NA,NA,3840.200325,1.60590477452687,"632 -> 355",632,355,"LPI O-20:0",20,0,20,0,4
"261","PI 32:1_PI O-33:1_PI O-33:1","826.58097 -> 549.524698",2067.380142,2435.660172,3215.560234,2964.640209,3148.880192,2599.240185,3026.320229,2413.440163,2472.100182,3032.100174,2460.640167,2807.520184,2862.880161,2418.080177,2382.520157,2976.240189,2318.060165,2216.500145,2201.240143,"PI","PI",NA,NA,3215.560234,1.55537927866969,"826 -> 549",826,549,"PI 32:1",32,1,32,1,4
"262","PI 33:1_PI O-34:1_PI O-34:1","840.59657 -> 563.540298",2076.440136,2202.400154,2548.340191,2148.500141,2197.880161,2330.620171,2421.060158,2255.660152,2253.760162,2404.400173,2268.26017,2454.500168,2322.420151,2404.820168,2074.040138,2762.360172,2095.240143,2106.540157,2102.720154,"PI","PI",NA,NA,2762.360172,1.33033460686294,"840 -> 563",840,563,"PI O-34:1",34,1,34,1,4
"263","PI 34:2_PI O-35:2_PI O-35:2","852.59657 -> 575.540298",2054.500145,3151.440197,4063.340294,3485.160267,2453.40015,2769.720188,3336.300251,2637.800171,2822.800194,3116.980194,2448.200195,2724.180199,3227.780247,2592.560181,2821.560204,2687.82021,2381.260178,2456.360176,2278.520164,"PI","PI",NA,NA,4063.340294,1.97777561802022,"852 -> 575",852,575,"PI 34:2",34,2,34,2,4
"264","PI 34:1_PI O-35:1_PI O-35:1","854.61227 -> 577.555998",2104.340141,8576.660774,9155.360607,7750.020645,6366.320492,9491.300827,10546.22071,5552.920387,6831.460476,9203.240623,5656.020504,5215.480312,8120.060608,5223.280422,5771.540352,7165.680527,3996.860321,3290.80024,3957.000294,"PI","PI",NA,NA,10546.22071,5.01165211104529,"854 -> 577",854,577,"PI 34:1",34,1,34,1,4
"265","PI 34:0_PI O-35:0","856.62787 -> 579.571598",2068.060154,2697.260193,3598.200298,2601.600197,2853.340206,2933.240223,3281.80024,2628.060162,3060.180222,3735.860249,2687.080181,2473.100182,3021.480206,2196.440159,2360.320168,2800.86018,2148.900146,2106.340134,2175.320152,"PI","PI",NA,NA,3735.860249,1.80645627825389,"856 -> 579",856,579,"PI 34:0",34,0,34,0,4
"266","PI 36:8_PI 35:1_PI O-36:1_PI O-36:1","868.62787 -> 591.571598",2057.24015,3400.620213,4443.48035,3583.180252,2974.000206,2805.880207,3618.380215,2729.420189,2972.640213,3729.960247,2288.600174,2688.220196,2868.040203,2765.860203,3078.260216,3136.580193,2278.82016,2336.860165,2315.400154,"PI","PI",NA,NA,4443.48035,2.15992301627984,"868 -> 591",868,591,"PI O-36:1",36,1,36,1,4
