"","name","ID","RDH12_100_vs_RDH12_Veh_p.val","RDH12_200_vs_RDH12_100_p.val","RDH12_200_vs_RDH12_Veh_p.val","RDH12_100_vs_RDH12_Veh_p.adj","RDH12_200_vs_RDH12_100_p.adj","RDH12_200_vs_RDH12_Veh_p.adj","RDH12_100_vs_RDH12_Veh_significant","RDH12_200_vs_RDH12_100_significant","RDH12_200_vs_RDH12_Veh_significant","significant","RDH12_100_vs_RDH12_Veh_ratio","RDH12_200_vs_RDH12_100_ratio","RDH12_200_vs_RDH12_Veh_ratio","RDH12_100_centered","RDH12_200_centered","RDH12_Veh_centered"
"236","SM(42:1","815.700625 -> 184.1",0.0144112476562348,0.0893822277695779,0.268716398089132,0.737,0.379,1,FALSE,FALSE,FALSE,FALSE,-0.212,0.132,-0.0808,-0.115,0.0169,0.0977
"237","SM(42:2","813.684925 -> 184.1",0.20110061369486,0.948271353776597,0.182486896461608,0.971,0.832,1,FALSE,FALSE,FALSE,FALSE,0.118,0.00565,0.123,0.0373,0.043,-0.0803
"238","SM(42:3","811.669325 -> 184.1",0.378071619514305,0.637016233941316,0.669448538575486,0.981,0.781,1,FALSE,FALSE,FALSE,FALSE,0.105,-0.0553,0.05,0.0535,-0.00178,-0.0518
"239","SM(44:1","843.731925 -> 184.1",0.696103654054287,0.389373628461254,0.225206029056297,0.987,0.705,1,FALSE,FALSE,FALSE,FALSE,0.0416,0.0936,0.135,-0.0173,0.0763,-0.059
"240","TG 34:1 NL 16:1","626.57237 -> 355.321241",0.62589673795103,0.309532235108677,0.578726163845838,0.986,0.663,1,FALSE,FALSE,FALSE,FALSE,0.22,-0.471,-0.251,0.23,-0.241,0.0104
"241","TG48:1] NL 16:0","822.75507 -> 549.488291",0.179296362958489,0.21276375683205,0.908790321267328,0.968,0.586,1,FALSE,FALSE,FALSE,FALSE,-0.703,0.646,-0.0564,-0.45,0.197,0.253
"242","TG50:0] NL 16:0","852.80197 -> 579.535191",0.280786972579577,0.310352409451332,0.943002063636088,0.977,0.664,1,FALSE,FALSE,FALSE,FALSE,-1.01,0.941,-0.0641,-0.649,0.292,0.356
"243","TG50:1] NL 16:0","850.78637 -> 577.519591",0.147675368035296,0.299980499632028,0.633242476591306,0.963,0.657,1,FALSE,FALSE,FALSE,FALSE,-1.15,0.797,-0.356,-0.65,0.147,0.503
"244","TG50:1] NL 18:1","850.78637 -> 551.503941",0.713424246456228,0.567358446329756,0.357359181251002,0.988,0.765,1,FALSE,FALSE,FALSE,FALSE,-0.0213,-0.0334,-0.0547,0.00403,-0.0294,0.0253
"245","TG52:2] NL 16:0","876.80197 -> 603.535191",0.270100783718484,0.273122925581314,0.993757563271811,0.976,0.639,1,FALSE,FALSE,FALSE,FALSE,-0.629,0.624,-0.00428,-0.418,0.207,0.211
"246","TG52:2] NL 18:1","876.80197 -> 577.519541",0.0538695796786209,0.116402317042716,0.629847581166143,0.918,0.445,1,FALSE,FALSE,FALSE,FALSE,0.211,-0.165,0.0468,0.125,-0.0393,-0.086
"247","TG52:3] NL 18:1","874.78637 -> 575.503941",0.310861322312105,0.144808423171933,0.0274597192978955,0.978,0.498,1,FALSE,FALSE,FALSE,FALSE,0.103,0.154,0.258,-0.017,0.137,-0.12
"248","TG54:3] NL 18:1","902.81767 -> 603.535241",0.166186651529436,0.588883176027487,0.364332669174691,0.966,0.77,1,FALSE,FALSE,FALSE,FALSE,0.144,-0.0531,0.0907,0.0656,0.0125,-0.0782
