Lipid annotation,MRM transition,Contrast,log2 fold change,p value,BH adjusted p value
PC O-40:1,830.700225 -> 184.07,RDH12_200_vs_RDH12_100,0.114,0.327229877,0.626556431
PC O-40:1,830.700225 -> 184.07,RDH12_200_vs_RDH12_Veh,0.109,0.348674904,0.631395558
PC O-40:2,828.684625 -> 184.07,RDH12_100_vs_RDH12_Veh,0.043,0.675054302,0.840204003
PC O-40:2,828.684625 -> 184.07,RDH12_200_vs_RDH12_100,0.0142,0.889367552,0.953774807
PC O-40:2,828.684625 -> 184.07,RDH12_200_vs_RDH12_Veh,0.0572,0.578621432,0.793971778
PC O-40:3,826.668925 -> 184.07,RDH12_100_vs_RDH12_Veh,0.0598,0.507022558,0.814162794
PC O-40:3,826.668925 -> 184.07,RDH12_200_vs_RDH12_100,-0.0532,0.55336217,0.742293996
PC O-40:3,826.668925 -> 184.07,RDH12_200_vs_RDH12_Veh,0.00652,0.941536692,0.976856733
PC O-40:4,824.653325 -> 184.07,RDH12_100_vs_RDH12_Veh,0.0646,0.621900823,0.834931143
PC O-40:4,824.653325 -> 184.07,RDH12_200_vs_RDH12_100,-0.00045,0.997236431,0.998054198
PC O-40:4,824.653325 -> 184.07,RDH12_200_vs_RDH12_Veh,0.0641,0.624296531,0.79409564
PC O-40:5,822.637625 -> 184.07,RDH12_100_vs_RDH12_Veh,-0.0541,0.525559544,0.814162794
PC O-40:5,822.637625 -> 184.07,RDH12_200_vs_RDH12_100,0.0582,0.494980167,0.702425713
PC O-40:5,822.637625 -> 184.07,RDH12_200_vs_RDH12_Veh,0.00417,0.960495697,0.976856733
PC O-40:6,820.622025 -> 184.07,RDH12_100_vs_RDH12_Veh,0.055,0.584568201,0.829953473
PC O-40:6,820.622025 -> 184.07,RDH12_200_vs_RDH12_100,-0.0802,0.429842761,0.671969379
PC O-40:6,820.622025 -> 184.07,RDH12_200_vs_RDH12_Veh,-0.0252,0.800681062,0.875080629
PC O-42:5,850.668925 -> 184.07,RDH12_100_vs_RDH12_Veh,0.0543,0.576582313,0.829953473
PC O-42:5,850.668925 -> 184.07,RDH12_200_vs_RDH12_100,-0.0892,0.366327442,0.63100758
PC O-42:5,850.668925 -> 184.07,RDH12_200_vs_RDH12_Veh,-0.0349,0.717989642,0.836525667
PC O-42:6,848.653325 -> 184.07,RDH12_100_vs_RDH12_Veh,0.186,0.080341334,0.482615795
PC O-42:6,848.653325 -> 184.07,RDH12_200_vs_RDH12_100,-0.165,0.113456779,0.373832554
PC O-42:6,848.653325 -> 184.07,RDH12_200_vs_RDH12_Veh,0.0206,0.831356987,0.885108517
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_100_vs_RDH12_Veh,-0.0419,0.732283573,0.873787646
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_200_vs_RDH12_100,-0.196,0.134192267,0.392611556
PC(16:0/8:0(COOH)),652.455325 -> 184.07,RDH12_200_vs_RDH12_Veh,-0.238,0.077178838,0.389044347
PE 32:1,690.543725 -> 549.523725,RDH12_100_vs_RDH12_Veh,-0.145,0.19031191,0.587588021
PE 32:1,690.543725 -> 549.523725,RDH12_200_vs_RDH12_100,-0.0929,0.386125009,0.63100758
PE 32:1,690.543725 -> 549.523725,RDH12_200_vs_RDH12_Veh,-0.238,0.045659747,0.322227356
PE 34:0,720.590725 -> 579.570725,RDH12_100_vs_RDH12_Veh,0.0266,0.722796999,0.870882238
PE 34:0,720.590725 -> 579.570725,RDH12_200_vs_RDH12_100,-0.14,0.087210869,0.321508727
PE 34:0,720.590725 -> 579.570725,RDH12_200_vs_RDH12_Veh,-0.113,0.154001607,0.417829879
PE 34:1,718.575025 -> 577.555025,RDH12_100_vs_RDH12_Veh,-0.3,0.013294393,0.298519552
PE 34:1,718.575025 -> 577.555025,RDH12_200_vs_RDH12_100,-0.125,0.228850494,0.536176105
PE 34:1,718.575025 -> 577.555025,RDH12_200_vs_RDH12_Veh,-0.424,0.001914945,0.06742574
PE 34:2,716.559425 -> 575.539425,RDH12_100_vs_RDH12_Veh,-0.0979,0.274911332,0.665891157
PE 34:2,716.559425 -> 575.539425,RDH12_200_vs_RDH12_100,-0.195,0.046712843,0.252811277
PE 34:2,716.559425 -> 575.539425,RDH12_200_vs_RDH12_Veh,-0.293,0.007364057,0.125529555
PE 36:0,748.622025 -> 607.602025,RDH12_100_vs_RDH12_Veh,-0.198,0.105511146,0.482615795
PE 36:0,748.622025 -> 607.602025,RDH12_200_vs_RDH12_100,-0.0168,0.881858166,0.953774807
PE 36:0,748.622025 -> 607.602025,RDH12_200_vs_RDH12_Veh,-0.215,0.082914433,0.390902632
PE 36:1,746.606325 -> 605.586325,RDH12_100_vs_RDH12_Veh,-0.225,0.048089157,0.482615795
PE 36:1,746.606325 -> 605.586325,RDH12_200_vs_RDH12_100,-0.0246,0.806896099,0.904894807
PE 36:1,746.606325 -> 605.586325,RDH12_200_vs_RDH12_Veh,-0.249,0.032056706,0.271486265
PE 36:2,744.590725 -> 603.570725,RDH12_100_vs_RDH12_Veh,-0.277,0.133414042,0.534105211
PE 36:2,744.590725 -> 603.570725,RDH12_200_vs_RDH12_100,-0.0616,0.721425817,0.850701003
PE 36:2,744.590725 -> 603.570725,RDH12_200_vs_RDH12_Veh,-0.339,0.07490092,0.389044347
PE 36:3,742.575025 -> 601.555025,RDH12_100_vs_RDH12_Veh,-0.0339,0.699736737,0.855618683
PE 36:3,742.575025 -> 601.555025,RDH12_200_vs_RDH12_100,-0.142,0.130298611,0.392611556
PE 36:3,742.575025 -> 601.555025,RDH12_200_vs_RDH12_Veh,-0.176,0.069639575,0.389044347
PE 36:4,740.523025 -> 599.503025,RDH12_100_vs_RDH12_Veh,-0.125,0.179768918,0.578874408
PE 36:4,740.523025 -> 599.503025,RDH12_200_vs_RDH12_100,-0.249,0.017914475,0.179872799
PE 36:4,740.523025 -> 599.503025,RDH12_200_vs_RDH12_Veh,-0.374,0.00197991,0.06742574
PE 38:2,772.622025 -> 631.602025,RDH12_100_vs_RDH12_Veh,0.00797,0.943157344,0.959100111
PE 38:2,772.622025 -> 631.602025,RDH12_200_vs_RDH12_100,-0.128,0.269964578,0.584008697
PE 38:2,772.622025 -> 631.602025,RDH12_200_vs_RDH12_Veh,-0.12,0.298847977,0.577635722
PE 38:3,770.570025 -> 629.550025,RDH12_100_vs_RDH12_Veh,0.0537,0.687851515,0.84527027
PE 38:3,770.570025 -> 629.550025,RDH12_200_vs_RDH12_100,-0.0172,0.897008803,0.953774807
PE 38:3,770.570025 -> 629.550025,RDH12_200_vs_RDH12_Veh,0.0365,0.784372569,0.868789347
PE 38:4,768.554325 -> 627.534325,RDH12_100_vs_RDH12_Veh,-0.066,0.645852756,0.839608583
PE 38:4,768.554325 -> 627.534325,RDH12_200_vs_RDH12_100,-0.173,0.245549488,0.561580773
PE 38:4,768.554325 -> 627.534325,RDH12_200_vs_RDH12_Veh,-0.239,0.120670043,0.403684265
PE 38:5,766.538725 -> 625.518725,RDH12_100_vs_RDH12_Veh,-0.0809,0.420432713,0.774976718
PE 38:5,766.538725 -> 625.518725,RDH12_200_vs_RDH12_100,-0.267,0.021841205,0.179872799
PE 38:5,766.538725 -> 625.518725,RDH12_200_vs_RDH12_Veh,-0.348,0.005830907,0.119934186
PE 38:6,764.523025 -> 623.503025,RDH12_100_vs_RDH12_Veh,0.101,0.196425853,0.592534007
PE 38:6,764.523025 -> 623.503025,RDH12_200_vs_RDH12_100,-0.299,0.002757609,0.131052066
PE 38:6,764.523025 -> 623.503025,RDH12_200_vs_RDH12_Veh,-0.198,0.023586931,0.208070428
PE 40:5,794.570025 -> 653.550025,RDH12_100_vs_RDH12_Veh,-0.118,0.210669508,0.597480432
PE 40:5,794.570025 -> 653.550025,RDH12_200_vs_RDH12_100,-0.266,0.014813081,0.179872799
PE 40:5,794.570025 -> 653.550025,RDH12_200_vs_RDH12_Veh,-0.384,0.001945993,0.06742574
PE 40:6,792.684625 -> 651.664625,RDH12_100_vs_RDH12_Veh,0.0365,0.766807704,0.889208933
PE 40:6,792.684625 -> 651.664625,RDH12_200_vs_RDH12_100,-0.289,0.039576842,0.222170001
PE 40:6,792.684625 -> 651.664625,RDH12_200_vs_RDH12_Veh,-0.252,0.064696466,0.389044347
PE 40:7,790.668925 -> 649.648925,RDH12_100_vs_RDH12_Veh,0.146,0.263818412,0.658213613
PE 40:7,790.668925 -> 649.648925,RDH12_200_vs_RDH12_100,-0.162,0.217220165,0.519630609
PE 40:7,790.668925 -> 649.648925,RDH12_200_vs_RDH12_Veh,-0.0166,0.894900767,0.944617476
PE O-34:1,704.559425 -> 563.539425,RDH12_100_vs_RDH12_Veh,0.054,0.510202289,0.814162794
PE O-34:1,704.559425 -> 563.539425,RDH12_200_vs_RDH12_100,-0.231,0.017342167,0.179872799
PE O-34:1,704.559425 -> 563.539425,RDH12_200_vs_RDH12_Veh,-0.177,0.05218946,0.358077686
PE O-36:1,732.590725 -> 591.570725,RDH12_100_vs_RDH12_Veh,0.133,0.253937754,0.640026788
PE O-36:1,732.590725 -> 591.570725,RDH12_200_vs_RDH12_100,-0.157,0.18308037,0.475003133
PE O-36:1,732.590725 -> 591.570725,RDH12_200_vs_RDH12_Veh,-0.0245,0.826930535,0.885108517
PE O-36:2,730.575025 -> 589.555025,RDH12_100_vs_RDH12_Veh,0.0476,0.677153312,0.840204003
PE O-36:2,730.575025 -> 589.555025,RDH12_200_vs_RDH12_100,-0.116,0.322556497,0.62243324
PE O-36:2,730.575025 -> 589.555025,RDH12_200_vs_RDH12_Veh,-0.0684,0.55221124,0.779406722
PE O-36:5,724.528125 -> 583.508125,RDH12_100_vs_RDH12_Veh,0.0322,0.675061777,0.840204003
PE O-36:5,724.528125 -> 583.508125,RDH12_200_vs_RDH12_100,-0.148,0.07821486,0.303090773
PE O-36:5,724.528125 -> 583.508125,RDH12_200_vs_RDH12_Veh,-0.116,0.153671393,0.417829879
PE O-38:4,754.575025 -> 613.555025,RDH12_100_vs_RDH12_Veh,0.132,0.272783368,0.665891157
PE O-38:4,754.575025 -> 613.555025,RDH12_200_vs_RDH12_100,-0.166,0.176745772,0.469421566
PE O-38:4,754.575025 -> 613.555025,RDH12_200_vs_RDH12_Veh,-0.0339,0.771299418,0.858157461
PE O-38:5,752.559425 -> 611.539425,RDH12_100_vs_RDH12_Veh,-0.091,0.3531287,0.732964612
PE O-38:5,752.559425 -> 611.539425,RDH12_200_vs_RDH12_100,0.0468,0.626866596,0.798123965
PE O-38:5,752.559425 -> 611.539425,RDH12_200_vs_RDH12_Veh,-0.0443,0.644927222,0.800487557
PE O-38:6,750.543725 -> 609.523725,RDH12_100_vs_RDH12_Veh,0.0187,0.843643399,0.898721274
PE O-38:6,750.543725 -> 609.523725,RDH12_200_vs_RDH12_100,-0.122,0.217061159,0.519630609
PE O-38:6,750.543725 -> 609.523725,RDH12_200_vs_RDH12_Veh,-0.104,0.289492718,0.571487797
PE O-40:6,778.575025 -> 637.555025,RDH12_100_vs_RDH12_Veh,0.0602,0.589660333,0.829953473
PE O-40:6,778.575025 -> 637.555025,RDH12_200_vs_RDH12_100,-0.184,0.122742491,0.388684556
PE O-40:6,778.575025 -> 637.555025,RDH12_200_vs_RDH12_Veh,-0.124,0.280647382,0.571487797
PG 34:1,766.59617 -> 577.555943,RDH12_100_vs_RDH12_Veh,-0.0828,0.366061088,0.735098282
PG 34:1,766.59617 -> 577.555943,RDH12_200_vs_RDH12_100,-0.0865,0.345801567,0.63100758
PG 34:1,766.59617 -> 577.555943,RDH12_200_vs_RDH12_Veh,-0.169,0.084261819,0.390902632
PI 32:1,826.58097 -> 549.524698,RDH12_100_vs_RDH12_Veh,-0.0202,0.844990777,0.898721274
PI 32:1,826.58097 -> 549.524698,RDH12_200_vs_RDH12_100,-0.14,0.198615507,0.500592144
PI 32:1,826.58097 -> 549.524698,RDH12_200_vs_RDH12_Veh,-0.16,0.146887785,0.407763863
PI 34:0,856.62787 -> 579.571598,RDH12_100_vs_RDH12_Veh,-0.0515,0.549111665,0.814588646
PI 34:0,856.62787 -> 579.571598,RDH12_200_vs_RDH12_100,-0.0547,0.525263497,0.720778243
PI 34:0,856.62787 -> 579.571598,RDH12_200_vs_RDH12_Veh,-0.106,0.232118229,0.527635881
PI 34:1,854.61227 -> 577.555998,RDH12_100_vs_RDH12_Veh,-0.165,0.062963058,0.482615795
PI 34:1,854.61227 -> 577.555998,RDH12_200_vs_RDH12_100,-0.0882,0.283469431,0.595286766
PI 34:1,854.61227 -> 577.555998,RDH12_200_vs_RDH12_Veh,-0.253,0.010157202,0.147578174
PI 34:2,852.59657 -> 575.540298,RDH12_100_vs_RDH12_Veh,-0.0604,0.513871343,0.814162794
PI 34:2,852.59657 -> 575.540298,RDH12_200_vs_RDH12_100,-0.0835,0.37270811,0.63100758
PI 34:2,852.59657 -> 575.540298,RDH12_200_vs_RDH12_Veh,-0.144,0.140999393,0.407763863
PI 36:1,882.64357 -> 605.587298,RDH12_100_vs_RDH12_Veh,-0.0561,0.517976239,0.814162794
PI 36:1,882.64357 -> 605.587298,RDH12_200_vs_RDH12_100,0.101,0.257792372,0.578861053
PI 36:1,882.64357 -> 605.587298,RDH12_200_vs_RDH12_Veh,0.0447,0.6043186,0.793971778
PI 36:2,880.62787 -> 603.571598,RDH12_100_vs_RDH12_Veh,-0.336,0.020789738,0.333732188
PI 36:2,880.62787 -> 603.571598,RDH12_200_vs_RDH12_100,-0.0449,0.715253743,0.850701003
PI 36:2,880.62787 -> 603.571598,RDH12_200_vs_RDH12_Veh,-0.381,0.01144934,0.157110386
PI 36:3,878.61227 -> 601.555998,RDH12_100_vs_RDH12_Veh,-0.0706,0.502616764,0.814162794
PI 36:3,878.61227 -> 601.555998,RDH12_200_vs_RDH12_100,-0.0904,0.394809825,0.63100758
PI 36:3,878.61227 -> 601.555998,RDH12_200_vs_RDH12_Veh,-0.161,0.146671394,0.407763863
PI 36:4,876.56017 -> 599.503898,RDH12_100_vs_RDH12_Veh,0.0715,0.337779355,0.728808237
PI 36:4,876.56017 -> 599.503898,RDH12_200_vs_RDH12_100,-0.277,0.003818319,0.131052066
PI 36:4,876.56017 -> 599.503898,RDH12_200_vs_RDH12_Veh,-0.205,0.018202391,0.183485941
PI 38:2,908.65917 -> 631.602898,RDH12_100_vs_RDH12_Veh,-0.147,0.190140961,0.587588021
PI 38:2,908.65917 -> 631.602898,RDH12_200_vs_RDH12_100,-0.0373,0.726319065,0.850701003
PI 38:2,908.65917 -> 631.602898,RDH12_200_vs_RDH12_Veh,-0.184,0.10962793,0.403684265
PI 38:3,906.60717 -> 629.550898,RDH12_100_vs_RDH12_Veh,-0.134,0.250145176,0.636967614
PI 38:3,906.60717 -> 629.550898,RDH12_200_vs_RDH12_100,-0.0574,0.609576056,0.786018495
PI 38:3,906.60717 -> 629.550898,RDH12_200_vs_RDH12_Veh,-0.191,0.113274363,0.403684265
PI 38:4,904.59147 -> 627.535198,RDH12_100_vs_RDH12_Veh,0.115,0.180458823,0.578874408
PI 38:4,904.59147 -> 627.535198,RDH12_200_vs_RDH12_100,-0.0155,0.848658902,0.935797986
PI 38:4,904.59147 -> 627.535198,RDH12_200_vs_RDH12_Veh,0.0997,0.240438563,0.539893864
PI 38:5,902.57587 -> 625.519598,RDH12_100_vs_RDH12_Veh,-0.192,0.083517829,0.482615795
PI 38:5,902.57587 -> 625.519598,RDH12_200_vs_RDH12_100,-0.013,0.897701792,0.953774807
PI 38:5,902.57587 -> 625.519598,RDH12_200_vs_RDH12_Veh,-0.205,0.067659298,0.389044347
PI 40:5,930.60717 -> 653.550898,RDH12_100_vs_RDH12_Veh,0.167,0.079123027,0.482615795
PI 40:5,930.60717 -> 653.550898,RDH12_200_vs_RDH12_100,-0.338,0.003251267,0.131052066
PI 40:5,930.60717 -> 653.550898,RDH12_200_vs_RDH12_Veh,-0.171,0.073041707,0.389044347
PI O-36:1,868.62787 -> 591.571598,RDH12_100_vs_RDH12_Veh,0.0398,0.66212312,0.840204003
PI O-36:1,868.62787 -> 591.571598,RDH12_200_vs_RDH12_100,-0.147,0.129712538,0.392611556
PI O-36:1,868.62787 -> 591.571598,RDH12_200_vs_RDH12_Veh,-0.108,0.253748733,0.545008149
PS 28:0,680.486625 -> 495.477698,RDH12_100_vs_RDH12_Veh,0.285,0.011258682,0.278089447
PS 28:0,680.486625 -> 495.477698,RDH12_200_vs_RDH12_100,-0.0155,0.865423095,0.945838515
PS 28:0,680.486625 -> 495.477698,RDH12_200_vs_RDH12_Veh,0.27,0.014815935,0.183485941
PS 34:1,762.564925 -> 577.555998,RDH12_100_vs_RDH12_Veh,0.0159,0.857159743,0.898721274
PS 34:1,762.564925 -> 577.555998,RDH12_200_vs_RDH12_100,-0.0779,0.387156229,0.63100758
PS 34:1,762.564925 -> 577.555998,RDH12_200_vs_RDH12_Veh,-0.062,0.487443983,0.747817788
PS 36:1,790.596225 -> 605.587298,RDH12_100_vs_RDH12_Veh,-0.0734,0.474567232,0.809666482
PS 36:1,790.596225 -> 605.587298,RDH12_200_vs_RDH12_100,0.105,0.31589244,0.62243324
PS 36:1,790.596225 -> 605.587298,RDH12_200_vs_RDH12_Veh,0.0312,0.758660493,0.858157461
PS 36:2,788.580525 -> 603.571598,RDH12_100_vs_RDH12_Veh,0.118,0.280375224,0.665891157
PS 36:2,788.580525 -> 603.571598,RDH12_200_vs_RDH12_100,-0.00289,0.9781403,0.998054198
PS 36:2,788.580525 -> 603.571598,RDH12_200_vs_RDH12_Veh,0.115,0.291528188,0.571487797
PS 36:8,776.580525 -> 591.571598,RDH12_100_vs_RDH12_Veh,-0.0216,0.824974721,0.898721274
PS 36:8,776.580525 -> 591.571598,RDH12_200_vs_RDH12_100,-0.0011,0.991000857,0.998054198
PS 36:8,776.580525 -> 591.571598,RDH12_200_vs_RDH12_Veh,-0.0227,0.816244998,0.880403993
PS 38:3,814.559825 -> 629.550898,RDH12_100_vs_RDH12_Veh,0.0354,0.813133961,0.898721274
PS 38:3,814.559825 -> 629.550898,RDH12_200_vs_RDH12_100,-0.133,0.383512878,0.63100758
PS 38:3,814.559825 -> 629.550898,RDH12_200_vs_RDH12_Veh,-0.0979,0.517708093,0.76115416
PS 40:5,838.559825 -> 653.550898,RDH12_100_vs_RDH12_Veh,0.0282,0.790728111,0.898721274
PS 40:5,838.559825 -> 653.550898,RDH12_200_vs_RDH12_100,-0.075,0.4861378,0.698116492
PS 40:5,838.559825 -> 653.550898,RDH12_200_vs_RDH12_Veh,-0.0468,0.661113722,0.802706202
PS 40:6,836.544125 -> 651.535198,RDH12_100_vs_RDH12_Veh,0.141,0.123966966,0.518980348
PS 40:6,836.544125 -> 651.535198,RDH12_200_vs_RDH12_100,-0.0934,0.289208145,0.595286766
PS 40:6,836.544125 -> 651.535198,RDH12_200_vs_RDH12_Veh,0.0476,0.579727426,0.793971778
SM(32:0,677.559725 -> 184.1,RDH12_100_vs_RDH12_Veh,0.124,0.362436972,0.735098282
SM(32:0,677.559725 -> 184.1,RDH12_200_vs_RDH12_100,-0.044,0.740110043,0.854239162
SM(32:0,677.559725 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0796,0.551876771,0.779406722
SM(32:1,675.544125 -> 184.1,RDH12_100_vs_RDH12_Veh,0.058,0.777874706,0.893651407
SM(32:1,675.544125 -> 184.1,RDH12_200_vs_RDH12_100,0.214,0.312041424,0.62243324
SM(32:1,675.544125 -> 184.1,RDH12_200_vs_RDH12_Veh,0.272,0.20687262,0.510975371
SM(34:0,705.591025 -> 184.1,RDH12_100_vs_RDH12_Veh,0.0109,0.92234108,0.945303928
SM(34:0,705.591025 -> 184.1,RDH12_200_vs_RDH12_100,0.189,0.117924925,0.378278655
SM(34:0,705.591025 -> 184.1,RDH12_200_vs_RDH12_Veh,0.2,0.100833084,0.39532971
SM(34:1,703.575425 -> 184.1,RDH12_100_vs_RDH12_Veh,0.0239,0.849938172,0.898721274
SM(34:1,703.575425 -> 184.1,RDH12_200_vs_RDH12_100,0.0428,0.735773552,0.853220973
SM(34:1,703.575425 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0667,0.600538587,0.793971778
SM(34:1.1,719.606725 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.116,0.283740237,0.667465129
SM(34:1.1,719.606725 -> 184.1,RDH12_200_vs_RDH12_100,0.3,0.017107641,0.179872799
SM(34:1.1,719.606725 -> 184.1,RDH12_200_vs_RDH12_Veh,0.183,0.106295903,0.403684265
SM(34:2,701.559725 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.168,0.13529555,0.534105211
SM(34:2,701.559725 -> 184.1,RDH12_200_vs_RDH12_100,-0.000256,0.998054198,0.998054198
SM(34:2,701.559725 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.169,0.134775412,0.407763863
SM(36:0,733.622325 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.231,0.061962637,0.482615795
SM(36:0,733.622325 -> 184.1,RDH12_200_vs_RDH12_100,0.353,0.01009107,0.154719225
SM(36:0,733.622325 -> 184.1,RDH12_200_vs_RDH12_Veh,0.122,0.285760217,0.571487797
SM(36:1,731.606725 -> 184.1,RDH12_100_vs_RDH12_Veh,0.0501,0.651763903,0.840204003
SM(36:1,731.606725 -> 184.1,RDH12_200_vs_RDH12_100,0.121,0.288274,0.595286766
SM(36:1,731.606725 -> 184.1,RDH12_200_vs_RDH12_Veh,0.171,0.145780755,0.407763863
SM(36:2,729.591025 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0675,0.535223604,0.814162794
SM(36:2,729.591025 -> 184.1,RDH12_200_vs_RDH12_100,0.154,0.176040334,0.469421566
SM(36:2,729.591025 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0865,0.429803909,0.688179628
SM(38:0,761.653625 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.105,0.361619178,0.735098282
SM(38:0,761.653625 -> 184.1,RDH12_200_vs_RDH12_100,0.181,0.132938282,0.392611556
SM(38:0,761.653625 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0759,0.504719386,0.755846612
SM(38:1,759.638025 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0517,0.713397608,0.866162507
SM(38:1,759.638025 -> 184.1,RDH12_200_vs_RDH12_100,0.0631,0.65463995,0.812543053
SM(38:1,759.638025 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0114,0.935251328,0.974713409
SM(38:2,757.622325 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0305,0.763536774,0.889208933
SM(38:2,757.622325 -> 184.1,RDH12_200_vs_RDH12_100,0.0942,0.363607226,0.63100758
SM(38:2,757.622325 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0637,0.533447397,0.766055273
SM(40:0,789.684925 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.245,0.020947606,0.333732188
SM(40:0,789.684925 -> 184.1,RDH12_200_vs_RDH12_100,0.332,0.004367258,0.131052066
SM(40:0,789.684925 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0878,0.338925771,0.631395558
SM(40:1,787.669325 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.222,0.121056925,0.515535525
SM(40:1,787.669325 -> 184.1,RDH12_200_vs_RDH12_100,0.0163,0.90254098,0.953774807
SM(40:1,787.669325 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.206,0.14692706,0.407763863
SM(40:2,785.653625 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.163,0.112586615,0.488119553
SM(40:2,785.653625 -> 184.1,RDH12_200_vs_RDH12_100,-0.00734,0.938392231,0.973877651
SM(40:2,785.653625 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.17,0.099418505,0.39532971
SM(40:3,783.638025 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0207,0.8541618,0.898721274
SM(40:3,783.638025 -> 184.1,RDH12_200_vs_RDH12_100,-0.0296,0.792236832,0.897626136
SM(40:3,783.638025 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.0503,0.656131652,0.802299594
SM(42:0,817.716225 -> 184.1,RDH12_100_vs_RDH12_Veh,0.059,0.665599212,0.840204003
SM(42:0,817.716225 -> 184.1,RDH12_200_vs_RDH12_100,0.0618,0.650578623,0.812543053
SM(42:0,817.716225 -> 184.1,RDH12_200_vs_RDH12_Veh,0.121,0.38429597,0.648394851
SM(42:1,815.700625 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.238,0.022969498,0.333733288
SM(42:1,815.700625 -> 184.1,RDH12_200_vs_RDH12_100,0.162,0.094665224,0.338707716
SM(42:1,815.700625 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.0761,0.400418555,0.668266103
SM(42:2,813.684925 -> 184.1,RDH12_100_vs_RDH12_Veh,0.0797,0.342580001,0.728808237
SM(42:2,813.684925 -> 184.1,RDH12_200_vs_RDH12_100,0.0606,0.465308465,0.683180336
SM(42:2,813.684925 -> 184.1,RDH12_200_vs_RDH12_Veh,0.14,0.112335351,0.403684265
SM(42:3,811.669325 -> 184.1,RDH12_100_vs_RDH12_Veh,0.106,0.392201589,0.764451382
SM(42:3,811.669325 -> 184.1,RDH12_200_vs_RDH12_100,-0.0597,0.624186982,0.798123965
SM(42:3,811.669325 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0462,0.704035183,0.828079477
SM(44:1,843.731925 -> 184.1,RDH12_100_vs_RDH12_Veh,0.153,0.212833761,0.597480432
SM(44:1,843.731925 -> 184.1,RDH12_200_vs_RDH12_100,-0.0716,0.544220735,0.737056779
SM(44:1,843.731925 -> 184.1,RDH12_200_vs_RDH12_Veh,0.081,0.494005399,0.753205763
TG 34:1 NL 16:1,626.57237 -> 355.321241,RDH12_100_vs_RDH12_Veh,0.136,0.77153497,0.890509989
TG 34:1 NL 16:1,626.57237 -> 355.321241,RDH12_200_vs_RDH12_100,-0.358,0.453440302,0.683180336
TG 34:1 NL 16:1,626.57237 -> 355.321241,RDH12_200_vs_RDH12_Veh,-0.221,0.639458406,0.797708213
TG48:1] NL 16:0,822.75507 -> 549.488291,RDH12_100_vs_RDH12_Veh,0.0298,0.83487414,0.898721274
TG48:1] NL 16:0,822.75507 -> 549.488291,RDH12_200_vs_RDH12_100,-0.105,0.467439178,0.683180336
TG48:1] NL 16:0,822.75507 -> 549.488291,RDH12_200_vs_RDH12_Veh,-0.0755,0.59935623,0.793971778
TG50:0] NL 16:0,852.80197 -> 579.535191,RDH12_100_vs_RDH12_Veh,0.158,0.332398921,0.728808237
TG50:0] NL 16:0,852.80197 -> 579.535191,RDH12_200_vs_RDH12_100,-0.236,0.160256251,0.439814377
TG50:0] NL 16:0,852.80197 -> 579.535191,RDH12_200_vs_RDH12_Veh,-0.0782,0.623008992,0.79409564
TG50:1] NL 16:0,850.78637 -> 577.519591,RDH12_100_vs_RDH12_Veh,-0.134,0.158555765,0.560940863
TG50:1] NL 16:0,850.78637 -> 577.519591,RDH12_200_vs_RDH12_100,-0.23,0.027380479,0.179872799
TG50:1] NL 16:0,850.78637 -> 577.519591,RDH12_200_vs_RDH12_Veh,-0.363,0.002564064,0.06742574
TG50:1] NL 18:1,850.78637 -> 551.503941,RDH12_100_vs_RDH12_Veh,0.025,0.761791173,0.889208933
TG50:1] NL 18:1,850.78637 -> 551.503941,RDH12_200_vs_RDH12_100,-0.0909,0.286003264,0.595286766
TG50:1] NL 18:1,850.78637 -> 551.503941,RDH12_200_vs_RDH12_Veh,-0.0659,0.431853613,0.688179628
TG52:2] NL 16:0,876.80197 -> 603.535191,RDH12_100_vs_RDH12_Veh,0.109,0.363863702,0.735098282
TG52:2] NL 16:0,876.80197 -> 603.535191,RDH12_200_vs_RDH12_100,-0.137,0.260619447,0.579936968
