"","name","ID","RDH12_100_vs_RDH12_Veh_p.val","RDH12_200_vs_RDH12_100_p.val","RDH12_200_vs_RDH12_Veh_p.val","RDH12_100_vs_RDH12_Veh_p.adj","RDH12_200_vs_RDH12_100_p.adj","RDH12_200_vs_RDH12_Veh_p.adj","RDH12_100_vs_RDH12_Veh_significant","RDH12_200_vs_RDH12_100_significant","RDH12_200_vs_RDH12_Veh_significant","significant","RDH12_100_vs_RDH12_Veh_ratio","RDH12_200_vs_RDH12_100_ratio","RDH12_200_vs_RDH12_Veh_ratio","RDH12_100_centered","RDH12_200_centered","RDH12_Veh_centered"
"11","[CE 22:6 +NH4]","714.61887 -> 369.2",0.401613763532785,0.269005010452094,0.770032667743147,0.93,0.894,0.737,FALSE,FALSE,FALSE,FALSE,0.0996,-0.134,-0.034,0.0777,-0.0559,-0.0219
"12","[CE 24:1 +Na]","757.68387 -> 369.2",0.169512763650637,0.521462500736203,0.425021098050403,0.878,0.926,0.628,FALSE,FALSE,FALSE,FALSE,0.429,-0.19,0.239,0.207,0.0161,-0.223
"13","[DG 38:1","668.56177 -> 369.26177",0.475372310055467,0.462007345827768,0.166922852021766,0.938,0.921,0.417,FALSE,FALSE,FALSE,FALSE,-0.079,-0.0815,-0.161,0.000833,-0.0807,0.0798
"14","[TG24:2]","484.36377 -> 323.222191",0.916417102198551,0.333484747991761,0.383959148403842,0.959,0.906,0.607,FALSE,FALSE,FALSE,FALSE,0.0263,-0.25,-0.224,0.0923,-0.158,0.0659
"15","[TG34:2] NL 20:0","624.52027 -> 295.190891",0.227140922159385,0.408542235952134,0.673878916410255,0.899,0.916,0.714,FALSE,FALSE,FALSE,FALSE,0.225,-0.15,0.075,0.125,-0.0249,-0.0999
"16","[TG38:0] NL 20:0","684.61417 -> 355.284791",0.40709404902733,0.729844473284108,0.252883162355827,0.931,0.939,0.515,FALSE,FALSE,FALSE,FALSE,0.457,0.187,0.643,0.09,0.277,-0.367
"17","[TG44:1]","766.69247 -> 577.519591",0.108752173015016,0.944641770018561,0.0974781735333702,0.835,0.948,0.351,FALSE,FALSE,FALSE,FALSE,-0.115,-0.00455,-0.119,-0.0368,-0.0413,0.0781
"18","[TG44:4] NL 20:0","760.64547 -> 431.316091",0.227221567079888,0.796394998019112,0.154124579836158,0.899,0.942,0.398,FALSE,FALSE,FALSE,FALSE,0.461,0.094,0.555,0.122,0.216,-0.339
"19","[TG44:5] NL 20:0","758.62987 -> 429.300491",0.313160187801975,0.386214587685772,0.0817079835335481,0.918,0.913,0.33,FALSE,FALSE,FALSE,FALSE,0.373,0.317,0.69,0.0185,0.336,-0.354
"20","[TG46:0] NL 16:0","796.73937 -> 523.472591",0.177802479681936,0.29303410267442,0.733377796709676,0.881,0.899,0.729,FALSE,FALSE,FALSE,FALSE,-0.794,0.604,-0.189,-0.466,0.138,0.328
"21","[TG48:7","810.75507 -> 537.488291",0.101207110425818,0.230608500508417,0.593560336084015,0.831,0.885,0.692,FALSE,FALSE,FALSE,FALSE,-0.894,0.626,-0.268,-0.507,0.119,0.387
"22","[TG50:8","836.77067 -> 563.503891",0.153055074617872,0.306151034705624,0.639586689438038,0.869,0.901,0.705,FALSE,FALSE,FALSE,FALSE,-0.661,0.458,-0.204,-0.373,0.0847,0.288
"23","[TG50:9","834.75507 -> 563.503941",0.103662741930577,0.285434493792594,0.50782203480419,0.832,0.898,0.663,FALSE,FALSE,FALSE,FALSE,0.228,-0.142,0.0861,0.124,-0.0187,-0.105
"24","CAR 20:1","454.389625 -> 85.1",0.89514926098513,0.322677486118417,0.2682309669533,0.959,0.904,0.529,FALSE,FALSE,FALSE,FALSE,0.0489,0.379,0.428,-0.11,0.269,-0.159
"25","CAR 22:0","484.436625 -> 85.1",0.419329282075868,0.733864814053271,0.263379084078979,0.932,0.939,0.524,FALSE,FALSE,FALSE,FALSE,0.177,0.0732,0.25,0.0346,0.108,-0.142
"26","Cer(d14:1/16:0)","482.457325 -> 208.3",0.00669675789402723,0.0132140670101825,0.65494623522754,0.39,0.535,0.709,FALSE,FALSE,FALSE,FALSE,0.438,-0.382,0.0557,0.273,-0.109,-0.164
"27","Cer(d14:1/20:0)","538.519925 -> 208.3",0.160367421484247,0.729375182260709,0.268218166601424,0.873,0.939,0.529,FALSE,FALSE,FALSE,FALSE,0.584,-0.135,0.449,0.24,0.105,-0.344
"28","Cer(d14:1/24:0(2OH))","610.577425 -> 208.3",0.106008552349231,0.336484548864898,0.446359411783628,0.833,0.906,0.638,FALSE,FALSE,FALSE,FALSE,0.405,-0.227,0.178,0.211,-0.0164,-0.194
"29","Cer(d14:2/16:0)","480.441625 -> 206.3",0.0116751176909221,0.0232454265593,0.66018498665548,0.503,0.614,0.711,FALSE,FALSE,FALSE,FALSE,0.659,-0.567,0.0922,0.408,-0.158,-0.25
"30","Cer(d14:2/20:0)","536.504225 -> 206.3",0.176904369444955,0.406684053345769,0.561223304184612,0.881,0.916,0.682,FALSE,FALSE,FALSE,FALSE,0.59,-0.349,0.241,0.313,-0.0358,-0.277
"31","Cer(d18:0/20:0(2OH))","612.593125 -> 266.3",0.109298170431518,0.19998273534409,0.695482373288924,0.835,0.875,0.72,FALSE,FALSE,FALSE,FALSE,0.804,-0.623,0.181,0.475,-0.147,-0.328
"32","Cer(d18:0/20:0)","596.598125 -> 266.3",0.213253992718085,0.163017535255376,0.858254018949048,0.895,0.861,0.754,FALSE,FALSE,FALSE,FALSE,0.268,-0.305,-0.0365,0.191,-0.114,-0.0772
"33","Cer(d18:1/16:0)","538.519925 -> 264.3",0.0790602303755549,0.465029718843674,0.0241231888290854,0.814,0.922,0.144,FALSE,FALSE,FALSE,FALSE,0.263,0.1,0.363,0.0542,0.154,-0.209
"34","Cer(d18:1/18:0)","566.551225 -> 264.3",0.193528269683107,0.792579353659961,0.129379206145864,0.888,0.942,0.381,FALSE,FALSE,FALSE,FALSE,0.12,0.023,0.143,0.0323,0.0553,-0.0876
"35","Cer(d18:1/20:0(OH)","610.577425 -> 264.3",0.481316066896976,0.647142785031088,0.799109103825067,0.938,0.935,0.743,FALSE,FALSE,FALSE,FALSE,0.174,-0.112,0.0619,0.0952,-0.0167,-0.0785
"36","Cer(d18:1/22:0)","622.613825 -> 264.3",0.650567984140354,0.734714802322004,0.435310721379097,0.949,0.939,0.633,FALSE,FALSE,FALSE,FALSE,0.07,0.0522,0.122,0.00593,0.0581,-0.064
"37","Cer(d18:1/24:0)","650.645125 -> 264.3",0.731260020287134,0.0349206998352662,0.0202190043270009,0.953,0.667,0.121,FALSE,FALSE,FALSE,FALSE,0.0393,0.281,0.32,-0.0806,0.2,-0.12
"38","Cer(d18:1/24:1)","648.629425 -> 264.3",0.533206613430079,0.925180019895828,0.594538380078322,0.942,0.947,0.692,FALSE,FALSE,FALSE,FALSE,0.0809,-0.012,0.0688,0.031,0.0189,-0.0499
"39","DG 30:1 NL 16:0","556.49407 -> 283.227291",0.24287253245644,0.0159152830567576,0.110932966612961,0.904,0.562,0.365,FALSE,FALSE,FALSE,FALSE,0.461,-1.12,-0.656,0.526,-0.591,0.0649
"40","DG 30:2 NL 16:0","554.47847 -> 281.211691",0.552474761593033,0.048635438916928,0.126330719794651,0.943,0.723,0.379,FALSE,FALSE,FALSE,FALSE,0.35,-1.32,-0.966,0.555,-0.761,0.205
"41","DG 30:2 NL 16:1","554.47847 -> 283.227341",0.351329638276714,0.0882438805481192,0.368369331412731,0.924,0.803,0.598,FALSE,FALSE,FALSE,FALSE,0.272,-0.534,-0.262,0.269,-0.265,-0.00334
"42","DG 30:3 NL 16:1","552.46277 -> 281.211641",0.846242862436722,0.22111998508638,0.292362731998926,0.957,0.882,0.548,FALSE,FALSE,FALSE,FALSE,0.0777,-0.515,-0.438,0.198,-0.318,0.12
"43","DG 32:0 NL 16:0","586.54107 -> 313.274291",0.00206293006227996,0.512498948114236,0.000870741698647194,0.169,0.926,0.000978,FALSE,FALSE,FALSE,FALSE,-0.422,-0.0642,-0.486,-0.119,-0.183,0.303
"44","DG 32:5 NL 18:1","576.46277 -> 277.16277",0.623614705725548,0.117591445693211,0.248500081128298,0.948,0.833,0.511,FALSE,FALSE,FALSE,FALSE,0.139,-0.479,-0.34,0.206,-0.273,0.0669
"45","DG 34:0 NL 16:0","614.57237 -> 341.305591",0.837454241048168,0.0277257031346787,0.0384648018492962,0.957,0.634,0.218,FALSE,FALSE,FALSE,FALSE,0.0369,-0.468,-0.432,0.168,-0.3,0.132
"46","DG 34:0 NL 18:0","614.57237 -> 313.27237",0.524623721280629,0.12614928105212,0.0452737816653119,0.941,0.839,0.244,FALSE,FALSE,FALSE,FALSE,-0.124,-0.317,-0.441,0.0646,-0.253,0.188
"47","DG 34:0 NL 20:0","614.57237 -> 285.24297",0.102540620966773,0.753160531568412,0.167299852592034,0.831,0.94,0.417,FALSE,FALSE,FALSE,FALSE,1.55,-0.273,1.28,0.608,0.334,-0.942
"48","DG 34:1 NL 16:0","612.55667 -> 339.289891",0.0831941247481696,0.387683684828483,0.0202850380896872,0.818,0.913,0.121,FALSE,FALSE,FALSE,FALSE,-0.262,-0.121,-0.383,-0.0471,-0.168,0.215
"49","DG 34:1 NL 16:1","612.55667 -> 341.305541",0.638070664277518,0.457114725861565,0.777258048280336,0.948,0.921,0.738,FALSE,FALSE,FALSE,FALSE,0.149,-0.238,-0.0891,0.129,-0.109,-0.0199
"50","DG 34:1 NL 18:1","612.55667 -> 313.25667",0.00650225139501318,0.458101440280687,0.00222671355698141,0.386,0.921,0.00508,FALSE,FALSE,FALSE,FALSE,-0.381,-0.0811,-0.462,-0.1,-0.181,0.281
"51","DG 34:1 NL 20:0","612.55667 -> 283.22727",0.104729790336442,0.874676767646443,0.13404249901132,0.833,0.945,0.384,FALSE,FALSE,FALSE,FALSE,2.82,-0.251,2.57,1.02,0.773,-1.8
"52","DG 34:2 NL 16:1","610.54107 -> 339.289941",0.484571362376488,0.617179059263583,0.836648899618129,0.938,0.933,0.75,FALSE,FALSE,FALSE,FALSE,0.261,-0.185,0.0759,0.149,-0.0365,-0.112
"53","DG 34:2 NL 20:0","610.54107 -> 281.21167",0.119068303219391,0.882468597467092,0.149771858706481,0.845,0.945,0.394,FALSE,FALSE,FALSE,FALSE,3.77,-0.329,3.44,1.37,1.04,-2.4
"54","DG 34:5 NL 20:4","604.49407 -> 283.22727",0.566384453011166,0.815381057286213,0.425751523837244,0.944,0.943,0.628,FALSE,FALSE,FALSE,FALSE,0.124,0.0501,0.174,0.0247,0.0749,-0.0996
"55","DG 36:0 NL 16:0","642.60367 -> 369.336891",0.614960799605109,0.697231215192414,0.907496823518965,0.947,0.937,0.763,FALSE,FALSE,FALSE,FALSE,0.0547,-0.0422,0.0125,0.0323,-0.00988,-0.0224
"56","DG 36:0 NL 18:0","642.50977 -> 341.20977",0.854902012593732,0.176073956323105,0.132982673499793,0.957,0.866,0.383,FALSE,FALSE,FALSE,FALSE,-0.103,-0.813,-0.917,0.237,-0.577,0.34
"57","DG 36:1 NL 16:1","640.53047 -> 369.279341",0.0829083728901345,0.0552751058904287,0.800012318978127,0.818,0.743,0.743,FALSE,FALSE,FALSE,FALSE,0.162,-0.183,-0.0214,0.115,-0.0682,-0.0468
"58","DG 36:1 NL 18:0","640.53047 -> 339.23047",0.760008069514118,0.990425800320524,0.750974979701679,0.954,0.949,0.733,FALSE,FALSE,FALSE,FALSE,-0.0484,-0.00189,-0.0503,-0.0155,-0.0174,0.0329
"59","DG 36:2 NL 18:1","638.51487 -> 339.21487",0.609176368101256,0.124785419987353,0.0550606758380394,0.947,0.838,0.274,FALSE,FALSE,FALSE,FALSE,-0.0481,-0.155,-0.203,0.0357,-0.119,0.0837
"60","DG 36:5 NL 16:0","632.52537 -> 359.258591",0.175269274073821,0.0330998782003933,0.308411265992917,0.88,0.657,0.56,FALSE,FALSE,FALSE,FALSE,0.483,-0.836,-0.353,0.44,-0.396,-0.0433
"61","DG 36:5 NL 20:4","632.52537 -> 311.25857",0.615509056041182,0.660388645214592,0.356568155274229,0.947,0.935,0.592,FALSE,FALSE,FALSE,FALSE,0.0809,0.0707,0.152,0.00342,0.0741,-0.0775
"62","DG 36:6 NL 16:0","630.50977 -> 357.242991",0.615629363752549,0.0655956177323308,0.145698235402152,0.947,0.767,0.392,FALSE,FALSE,FALSE,FALSE,0.34,-1.39,-1.05,0.576,-0.813,0.237
"63","DG 36:6 NL 16:1","630.50977 -> 359.258641",0.103258088994759,0.264707583078431,0.539449732366682,0.832,0.893,0.674,FALSE,FALSE,FALSE,FALSE,0.303,-0.198,0.106,0.167,-0.0307,-0.136
"64","DG 36:6 NL 22:5","630.50977 -> 283.22737",0.214378563370353,0.0318029174121787,0.245867890349143,0.895,0.649,0.509,FALSE,FALSE,FALSE,FALSE,0.328,-0.632,-0.304,0.32,-0.312,-0.00783
"65","DG 36:7 NL 16:0","628.49407 -> 355.227291",0.656250930528722,0.0686820348051884,0.139218575106528,0.949,0.773,0.388,FALSE,FALSE,FALSE,FALSE,0.324,-1.48,-1.15,0.6,-0.877,0.276
"66","DG 36:7 NL 16:1","628.49407 -> 357.242941",0.692474951175712,0.375498869926303,0.611461815929573,0.951,0.912,0.697,FALSE,FALSE,FALSE,FALSE,0.147,-0.337,-0.19,0.161,-0.176,0.0142
"67","DG 36:7 NL 22:5","628.49407 -> 281.21167",0.568174028005001,0.0917475363062698,0.222681004329414,0.944,0.807,0.485,FALSE,FALSE,FALSE,FALSE,0.237,-0.764,-0.527,0.334,-0.43,0.0966
"68","DG 38:0 NL 20:0","670.59857 -> 341.269191",0.358535692560883,0.23097803168135,0.0531118328868385,0.925,0.885,0.269,FALSE,FALSE,FALSE,FALSE,0.298,0.397,0.695,-0.0329,0.364,-0.331
"69","DG 38:2 NL 16:1","666.54617 -> 369.24617",0.971467305538628,0.0604740306871737,0.0571091044824095,0.961,0.756,0.28,FALSE,FALSE,FALSE,FALSE,-0.00227,-0.135,-0.137,0.0442,-0.0906,0.0465
"70","DG 40:5 NL 20:0","688.58797 -> 359.25857",0.0793624263191521,0.893621205517251,0.0981263437215199,0.815,0.946,0.352,FALSE,FALSE,FALSE,FALSE,1.38,-0.0947,1.29,0.492,0.397,-0.889
"71","DG 40:5 NL 22:5","688.58797 -> 341.30557",0.193773658826242,0.938938517486049,0.17265153887146,0.888,0.947,0.425,FALSE,FALSE,FALSE,FALSE,0.342,0.019,0.361,0.108,0.127,-0.234
"72","DG 40:6 NL 20:0","686.57237 -> 357.24297",0.128672324618886,0.965480129156697,0.137608761491385,0.853,0.948,0.387,FALSE,FALSE,FALSE,FALSE,3.01,-0.0793,2.93,1.03,0.951,-1.98
"73","DG 40:6 NL 22:6","686.57237 -> 341.30587",0.43313620057233,0.903524971707439,0.369807106415471,0.934,0.946,0.599,FALSE,FALSE,FALSE,FALSE,0.412,0.0624,0.474,0.117,0.179,-0.296
"74","DG 40:7 NL 22:6","684.55667 -> 339.29017",0.323236712417441,0.832493235332231,0.239492613648243,0.92,0.943,0.502,FALSE,FALSE,FALSE,FALSE,0.225,0.0467,0.272,0.0595,0.106,-0.166
"75","DG 42:10 NL 16:0","706.54107 -> 433.274291",0.123167423667187,0.0585860012727291,0.641769368088675,0.848,0.751,0.706,FALSE,FALSE,FALSE,FALSE,0.405,-0.519,-0.114,0.308,-0.211,-0.0973
"76","DG 42:11 NL 16:0","704.52537 -> 431.258591",0.567319423533619,0.083873554223017,0.205224932469816,0.944,0.797,0.466,FALSE,FALSE,FALSE,FALSE,0.345,-1.14,-0.797,0.496,-0.646,0.151
"77","DG 42:11 NL 22:5","704.52537 -> 357.24297",0.443589786083322,0.0886924143256311,0.289770793736406,0.935,0.804,0.546,FALSE,FALSE,FALSE,FALSE,0.342,-0.824,-0.482,0.389,-0.435,0.0464
"78","DG 42:6 NL 22:6","714.60367 -> 369.33717",0.0875327449249279,0.0467316741374985,0.695880788196787,0.821,0.717,0.72,FALSE,FALSE,FALSE,FALSE,0.138,-0.167,-0.0287,0.102,-0.0652,-0.0365
"79","DG O-36:4 NL 18:1","620.56177 -> 321.26177",0.480927633303535,0.129812411233957,0.369602157794835,0.938,0.842,0.599,FALSE,FALSE,FALSE,FALSE,0.0899,-0.205,-0.116,0.0985,-0.107,0.00858
"80","LPC 14:0","468.345425 -> 184.07",0.398342424762919,0.443040011983507,0.128018696975453,0.93,0.919,0.38,FALSE,FALSE,FALSE,FALSE,0.11,0.099,0.209,0.00349,0.103,-0.106
"81","LPC 16:0","496.376725 -> 184.07",0.677234780652733,0.00419327299835941,0.00773322295144858,0.95,0.355,0.0422,FALSE,FALSE,FALSE,FALSE,-0.0608,0.56,0.499,-0.207,0.353,-0.146
"82","LPC 16:1","494.361025 -> 184.07",0.466318567400532,0.15025065305369,0.0464747832512407,0.937,0.854,0.248,FALSE,FALSE,FALSE,FALSE,0.0911,0.19,0.281,-0.0329,0.157,-0.124
"83","LPC 18:0","524.408025 -> 184.07",0.00331237543081423,0.000721904471568943,0.265946280810416,0.261,0.0814,0.527,FALSE,FALSE,FALSE,FALSE,-0.274,0.354,0.0792,-0.209,0.144,0.0651
"84","LPC 20:1","550.387225 -> 184.07",0.395602981013028,0.34925376993204,0.0954582668233014,0.93,0.908,0.349,FALSE,FALSE,FALSE,FALSE,-0.0983,-0.109,-0.207,0.00353,-0.105,0.102
"85","LPC 26:0","636.496825 -> 184.07",0.597412378001929,0.483873575908369,0.235323246317088,0.946,0.923,0.498,FALSE,FALSE,FALSE,FALSE,-0.0837,-0.112,-0.195,0.00935,-0.102,0.093
"86","LPC O-18:1","508.376725 -> 184.07",0.406345628293171,0.392340489066743,0.978556053496319,0.931,0.914,0.774,FALSE,FALSE,FALSE,FALSE,0.087,-0.0897,-0.00275,0.0589,-0.0308,-0.0281
"87","LPE 22:5","528.309025 -> 387.289025",0.332601755097879,0.4696228740926,0.7921342581382,0.921,0.922,0.741,FALSE,FALSE,FALSE,FALSE,0.127,-0.0936,0.0336,0.0736,-0.02,-0.0536
"88","PC 24:0","622.444825 -> 184.07",0.551893375415394,0.191165546386133,0.0748778733859924,0.943,0.872,0.318,FALSE,FALSE,FALSE,FALSE,-0.0779,-0.179,-0.257,0.0338,-0.145,0.112
"89","PC 26:0","650.476125 -> 184.07",0.0516223176272373,0.272772953477641,0.00863065020557724,0.776,0.895,0.0473,FALSE,FALSE,FALSE,FALSE,-0.268,-0.138,-0.406,-0.0434,-0.181,0.225
"90","PC 28:0","678.543725 -> 184.07",0.000710970812793036,0.327301884259492,0.00264880833126098,0.0351,0.905,0.0069,FALSE,FALSE,FALSE,FALSE,-0.457,0.089,-0.368,-0.182,-0.093,0.275
"91","PC 28:1","676.528125 -> 184.07",0.0865146149374935,0.617924635620238,0.188809237150973,0.821,0.933,0.446,FALSE,FALSE,FALSE,FALSE,-0.3,0.0796,-0.22,-0.127,-0.047,0.173
"92","PC 30:0","706.575025 -> 184.07",0.545880090015364,0.313617869683461,0.126694539196849,0.943,0.903,0.379,FALSE,FALSE,FALSE,FALSE,0.0997,0.17,0.27,-0.0234,0.147,-0.123
"93","PC 30:1","704.559425 -> 184.07",0.0899484275748657,0.0307355758440876,0.507651186021895,0.823,0.645,0.663,FALSE,FALSE,FALSE,FALSE,-0.281,0.382,0.101,-0.221,0.161,0.0601
"94","PC 30:2","702.543725 -> 184.07",0.35099010051326,0.021290222179487,0.0983152804912174,0.924,0.603,0.352,FALSE,FALSE,FALSE,FALSE,-0.119,0.343,0.224,-0.154,0.189,-0.0352
"95","PC 32:1","732.590725 -> 184.07",0.139839716250765,0.0589961900462748,0.588727448237978,0.861,0.752,0.69,FALSE,FALSE,FALSE,FALSE,-0.27,0.362,0.0925,-0.211,0.152,0.059
"96","PC 32:2","730.575025 -> 184.07",0.57905085631335,0.0354484554206028,0.0868197087523812,0.945,0.669,0.337,FALSE,FALSE,FALSE,FALSE,-0.0924,0.405,0.312,-0.166,0.239,-0.0733
"97","PC 32:3","728.559425 -> 184.07",0.26365342223995,0.0555455384245776,0.00891987641288913,0.909,0.743,0.0489,FALSE,FALSE,FALSE,FALSE,0.101,0.189,0.291,-0.0292,0.16,-0.131
"98","PC 32:4","726.580125 -> 184.07",0.818430991090395,0.506403752146191,0.378315484838209,0.956,0.925,0.604,FALSE,FALSE,FALSE,FALSE,0.0265,0.0777,0.104,-0.0171,0.0606,-0.0435
"99","PC 34:0","762.637625 -> 184.07",0.222430609489242,0.0563994879173725,0.389943929668088,0.898,0.746,0.61,FALSE,FALSE,FALSE,FALSE,-0.167,0.281,0.114,-0.149,0.132,0.0174
"100","PC 34:1","760.622025 -> 184.07",0.0951367979842179,0.0383593538464486,0.573540392276127,0.827,0.684,0.686,FALSE,FALSE,FALSE,FALSE,-0.248,0.325,0.0768,-0.191,0.134,0.057
"101","PC 34:2","758.606325 -> 184.07",0.108587586634809,0.109351212950758,0.996441698062385,0.835,0.826,0.777,FALSE,FALSE,FALSE,FALSE,-0.253,0.252,-0.000643,-0.168,0.0838,0.0844
"102","PC 34:3","756.590725 -> 184.07",0.445671386616887,0.0281125068410653,0.0972436069593586,0.935,0.636,0.351,FALSE,FALSE,FALSE,FALSE,-0.0875,0.293,0.205,-0.127,0.166,-0.0392
"103","PC 34:4","754.611425 -> 184.07",0.345539965661483,0.0925882245713178,0.0196959210176499,0.923,0.808,0.118,FALSE,FALSE,FALSE,FALSE,0.12,0.228,0.347,-0.0361,0.192,-0.156
"104","PC 34:6","750.507425 -> 184.07",0.405508248026371,0.889744872797272,0.337134890273289,0.931,0.946,0.579,FALSE,FALSE,FALSE,FALSE,0.0996,0.0162,0.116,0.0278,0.044,-0.0718
"105","PC 36:0","790.668925 -> 184.07",0.609470645784308,0.0656023466268427,0.147746270117066,0.947,0.767,0.393,FALSE,FALSE,FALSE,FALSE,-0.0604,0.243,0.182,-0.101,0.142,-0.0406
"106","PC 36:1","788.653325 -> 184.07",0.038796660549922,0.00562806721829809,0.232803313965715,0.742,0.38,0.496,FALSE,FALSE,FALSE,FALSE,-0.296,0.45,0.154,-0.249,0.202,0.0471
"107","PC 36:2","786.637625 -> 184.07",0.0121389155558839,0.390363617827831,0.0486443718810448,0.509,0.914,0.255,FALSE,FALSE,FALSE,FALSE,-0.407,0.114,-0.293,-0.174,-0.0595,0.233
"108","PC 36:3","784.622025 -> 184.07",0.02045364765155,0.978958646593143,0.0196238705958249,0.631,0.949,0.118,FALSE,FALSE,FALSE,FALSE,-0.291,-0.00274,-0.294,-0.0961,-0.0989,0.195
"109","PC 36:4","782.606325 -> 184.07",0.633180624664416,0.90432606344072,0.552449342707043,0.948,0.946,0.679,FALSE,FALSE,FALSE,FALSE,-0.043,-0.0108,-0.0538,-0.0108,-0.0215,0.0323
"110","PC 36:5","780.554325 -> 184.07",0.660903592940536,0.944088558765601,0.61197668989394,0.95,0.948,0.697,FALSE,FALSE,FALSE,FALSE,0.0428,0.0068,0.0496,0.012,0.0188,-0.0308
"111","PC 36:6","778.538725 -> 184.07",0.843739073946797,0.375154470440724,0.286304945800415,0.957,0.912,0.543,FALSE,FALSE,FALSE,FALSE,0.0225,0.104,0.126,-0.0271,0.0766,-0.0495
"112","PC 36:7","776.653325 -> 184.07",0.861677609877026,0.389462382248112,0.486137131127534,0.958,0.914,0.655,FALSE,FALSE,FALSE,FALSE,-0.0293,0.148,0.119,-0.0591,0.0889,-0.0298
"113","PC 38:0","818.736625 -> 184.07",0.944045278946239,0.904901067310752,0.960658355707305,0.96,0.946,0.771,FALSE,FALSE,FALSE,FALSE,-0.00934,0.0159,0.00656,-0.00841,0.00749,0.000925
"114","PC 38:1","816.684625 -> 184.07",0.853483282400658,0.479823990737478,0.59703447248564,0.957,0.923,0.693,FALSE,FALSE,FALSE,FALSE,-0.0158,0.0612,0.0455,-0.0257,0.0356,-0.00991
"115","PC 38:2","814.705325 -> 184.07",0.0468374906399907,0.0266591766803869,0.725002259613472,0.766,0.63,0.727,FALSE,FALSE,FALSE,FALSE,-0.252,0.291,0.039,-0.181,0.11,0.0709
"116","PC 38:3","812.616925 -> 184.07",0.30912765637095,0.0127661175419826,0.067582059080923,0.918,0.53,0.304,FALSE,FALSE,FALSE,FALSE,-0.143,0.42,0.278,-0.188,0.233,-0.045
"117","PC 38:4","810.674025 -> 184.07",0.106745742201106,0.117202078176054,0.952512321331604,0.834,0.832,0.77,FALSE,FALSE,FALSE,FALSE,-0.215,0.207,-0.00725,-0.141,0.0667,0.074
"118","PC 38:5","808.585625 -> 184.07",0.0589183584162139,0.0584054324879572,0.995641235484512,0.79,0.751,0.777,FALSE,FALSE,FALSE,FALSE,-0.213,0.213,0.000543,-0.142,0.0712,0.0707
"119","PC 38:6","806.642725 -> 184.07",0.59704587424774,0.3697336196728,0.699455463494319,0.946,0.911,0.721,FALSE,FALSE,FALSE,FALSE,0.0781,-0.135,-0.0568,0.071,-0.0639,-0.0071
