"","name","ID","lipid_class1","lipid_class","contrast","p.val","p.adj","ratio"
"632","PS 28:0","680.486625 -> 495.477698","PS","PS","RDH12_200_vs_RDH12_100",0.451662173588227,0.73,-0.0685
"633","PS 28:0","680.486625 -> 495.477698","PS","PS","RDH12_200_vs_RDH12_Veh",0.0189609249722167,1,0.255
"634","PS 34:1","762.564925 -> 577.555998","PS","PS","RDH12_100_vs_RDH12_Veh",0.880086206140786,0.989,0.0123
"635","PS 34:1","762.564925 -> 577.555998","PS","PS","RDH12_200_vs_RDH12_100",0.391314187266282,0.706,-0.0714
"636","PS 34:1","762.564925 -> 577.555998","PS","PS","RDH12_200_vs_RDH12_Veh",0.474373225799713,1,-0.0591
"637","PS 36:1","790.596225 -> 605.587298","PS","PS","RDH12_100_vs_RDH12_Veh",0.753106377566451,0.988,-0.0325
"638","PS 36:1","790.596225 -> 605.587298","PS","PS","RDH12_200_vs_RDH12_100",0.6514849146022,0.784,0.0468
"639","PS 36:1","790.596225 -> 605.587298","PS","PS","RDH12_200_vs_RDH12_Veh",0.889348536443589,1,0.0143
"640","PS 36:2","788.580525 -> 603.571598","PS","PS","RDH12_100_vs_RDH12_Veh",0.284198654748923,0.977,0.101
"641","PS 36:2","788.580525 -> 603.571598","PS","PS","RDH12_200_vs_RDH12_100",0.898653983957704,0.825,0.0115
"642","PS 36:2","788.580525 -> 603.571598","PS","PS","RDH12_200_vs_RDH12_Veh",0.236759485472486,1,0.112
"643","PS 36:8","776.580525 -> 591.571598","PS","PS","RDH12_100_vs_RDH12_Veh",0.655487766473517,0.987,-0.0423
"644","PS 36:8","776.580525 -> 591.571598","PS","PS","RDH12_200_vs_RDH12_100",0.693432273512077,0.793,0.0373
"645","PS 36:8","776.580525 -> 591.571598","PS","PS","RDH12_200_vs_RDH12_Veh",0.95782910178618,1,-0.00498
"646","PS 38:3","814.559825 -> 629.550898","PS","PS","RDH12_100_vs_RDH12_Veh",0.917427644661325,0.99,-0.0126
"647","PS 38:3","814.559825 -> 629.550898","PS","PS","RDH12_200_vs_RDH12_100",0.553177893619009,0.761,-0.073
"648","PS 38:3","814.559825 -> 629.550898","PS","PS","RDH12_200_vs_RDH12_Veh",0.488631491098538,1,-0.0856
"649","PS 40:5","838.559825 -> 653.550898","PS","PS","RDH12_100_vs_RDH12_Veh",0.938032858462709,0.99,0.00668
"650","PS 40:5","838.559825 -> 653.550898","PS","PS","RDH12_200_vs_RDH12_100",0.664986910082211,0.787,-0.0374
"651","PS 40:5","838.559825 -> 653.550898","PS","PS","RDH12_200_vs_RDH12_Veh",0.721470232337555,1,-0.0308
"652","PS 40:6","836.544125 -> 651.535198","PS","PS","RDH12_100_vs_RDH12_Veh",0.115714162470839,0.956,0.121
"653","PS 40:6","836.544125 -> 651.535198","PS","PS","RDH12_200_vs_RDH12_100",0.351824833304994,0.687,-0.0675
"654","PS 40:6","836.544125 -> 651.535198","PS","PS","RDH12_200_vs_RDH12_Veh",0.459040716617245,1,0.0531
"655","SM(32:0","677.559725 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.886411186305438,0.989,0.0162
"656","SM(32:0","677.559725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.367876316668521,0.695,0.105
"657","SM(32:0","677.559725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.302720494711784,1,0.121
"658","SM(32:1","675.544125 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.941708355164191,0.99,0.0146
"659","SM(32:1","675.544125 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.199674455250652,0.572,0.27
"660","SM(32:1","675.544125 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.178938687683194,1,0.285
"661","SM(34:0","705.591025 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.593414921003194,0.986,0.0495
"662","SM(34:0","705.591025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.152292586040306,0.51,0.141
"663","SM(34:0","705.591025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.0652696391958046,1,0.19
"664","SM(34:1","703.575425 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.276287144263489,0.976,0.106
"665","SM(34:1","703.575425 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.480344639634967,0.74,-0.067
"666","SM(34:1","703.575425 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.679326197426495,1,0.0388
"667","SM(34:1.1","719.606725 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.506834331311184,0.984,-0.0572
"668","SM(34:1.1","719.606725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.0298144085586056,0.197,0.218
"669","SM(34:1.1","719.606725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.0872542047620971,1,0.161
"670","SM(34:2","701.559725 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.123712728349899,0.958,-0.234
"671","SM(34:2","701.559725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.570521392424366,0.766,0.0804
"672","SM(34:2","701.559725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.290968602805228,1,-0.154
"673","SM(36:0","733.622325 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.0436193648162802,0.902,-0.148
"674","SM(36:0","733.622325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.0046946030820277,0.0495,0.24
"675","SM(36:0","733.622325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.172205773005138,1,0.0924
"676","SM(36:1","731.606725 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.372501773065468,0.981,0.0922
"677","SM(36:1","731.606725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.529153031293324,0.755,0.0642
"678","SM(36:1","731.606725 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.148114520369916,1,0.156
"679","SM(36:2","729.591025 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.170209306942706,0.967,-0.134
"680","SM(36:2","729.591025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.0265105014053797,0.184,0.241
"681","SM(36:2","729.591025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.259530549322205,1,0.108
"682","SM(38:0","761.653625 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.866088476923861,0.989,-0.014
"683","SM(38:0","761.653625 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.499834980343686,0.746,0.0569
"684","SM(38:0","761.653625 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.608741555856853,1,0.0429
"685","SM(38:1","759.638025 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.846715474362593,0.989,0.0212
"686","SM(38:1","759.638025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.774697876939762,0.807,-0.0314
"687","SM(38:1","759.638025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.925551164164779,1,-0.0102
"688","SM(38:2","757.622325 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.44878631332756,0.983,-0.0902
"689","SM(38:2","757.622325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.165433029083635,0.529,0.173
"690","SM(38:2","757.622325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.485335749637704,1,0.0829
"691","SM(40:0","789.684925 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.0415683395999431,0.898,-0.188
"692","SM(40:0","789.684925 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.0119535481404788,0.0969,0.251
"693","SM(40:0","789.684925 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.436228580067419,1,0.0633
"694","SM(40:1","787.669325 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.18267448769733,0.968,-0.143
"695","SM(40:1","787.669325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.385539533463681,0.703,-0.09
"696","SM(40:1","787.669325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.0451011346708767,1,-0.233
"697","SM(40:2","785.653625 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.175815526692151,0.968,-0.138
"698","SM(40:2","785.653625 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.659322516842416,0.786,-0.0423
"699","SM(40:2","785.653625 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.0882491507034159,1,-0.18
"700","SM(40:3","783.638025 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.942768198948758,0.99,-0.00804
"701","SM(40:3","783.638025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.764216309422527,0.806,-0.0337
"702","SM(40:3","783.638025 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.710682244376233,1,-0.0417
"703","SM(42:0","817.716225 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.730937314342241,0.988,-0.0387
"704","SM(42:0","817.716225 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.190062888610051,0.561,0.156
"705","SM(42:0","817.716225 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.313008137456317,1,0.117
"706","SM(42:1","815.700625 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.0144112476562348,0.737,-0.212
"707","SM(42:1","815.700625 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.0893822277695779,0.379,0.132
"708","SM(42:1","815.700625 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.268716398089132,1,-0.0808
"709","SM(42:2","813.684925 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.20110061369486,0.971,0.118
"710","SM(42:2","813.684925 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.948271353776597,0.832,0.00565
"711","SM(42:2","813.684925 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.182486896461608,1,0.123
"712","SM(42:3","811.669325 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.378071619514305,0.981,0.105
"713","SM(42:3","811.669325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.637016233941316,0.781,-0.0553
"714","SM(42:3","811.669325 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.669448538575486,1,0.05
"715","SM(44:1","843.731925 -> 184.1","SM","SM","RDH12_100_vs_RDH12_Veh",0.696103654054287,0.987,0.0416
"716","SM(44:1","843.731925 -> 184.1","SM","SM","RDH12_200_vs_RDH12_100",0.389373628461254,0.705,0.0936
"717","SM(44:1","843.731925 -> 184.1","SM","SM","RDH12_200_vs_RDH12_Veh",0.225206029056297,1,0.135
"718","TG 34:1 NL 16:1","626.57237 -> 355.321241","TG","TG","RDH12_100_vs_RDH12_Veh",0.62589673795103,0.986,0.22
"719","TG 34:1 NL 16:1","626.57237 -> 355.321241","TG","TG","RDH12_200_vs_RDH12_100",0.309532235108677,0.663,-0.471
"720","TG 34:1 NL 16:1","626.57237 -> 355.321241","TG","TG","RDH12_200_vs_RDH12_Veh",0.578726163845838,1,-0.251
"721","TG48:1] NL 16:0","822.75507 -> 549.488291","TG","TG","RDH12_100_vs_RDH12_Veh",0.179296362958489,0.968,-0.703
"722","TG48:1] NL 16:0","822.75507 -> 549.488291","TG","TG","RDH12_200_vs_RDH12_100",0.21276375683205,0.586,0.646
"723","TG48:1] NL 16:0","822.75507 -> 549.488291","TG","TG","RDH12_200_vs_RDH12_Veh",0.908790321267328,1,-0.0564
"724","TG50:0] NL 16:0","852.80197 -> 579.535191","TG","TG","RDH12_100_vs_RDH12_Veh",0.280786972579577,0.977,-1.01
"725","TG50:0] NL 16:0","852.80197 -> 579.535191","TG","TG","RDH12_200_vs_RDH12_100",0.310352409451332,0.664,0.941
"726","TG50:0] NL 16:0","852.80197 -> 579.535191","TG","TG","RDH12_200_vs_RDH12_Veh",0.943002063636088,1,-0.0641
"727","TG50:1] NL 16:0","850.78637 -> 577.519591","TG","TG","RDH12_100_vs_RDH12_Veh",0.147675368035296,0.963,-1.15
"728","TG50:1] NL 16:0","850.78637 -> 577.519591","TG","TG","RDH12_200_vs_RDH12_100",0.299980499632028,0.657,0.797
"729","TG50:1] NL 16:0","850.78637 -> 577.519591","TG","TG","RDH12_200_vs_RDH12_Veh",0.633242476591306,1,-0.356
"730","TG50:1] NL 18:1","850.78637 -> 551.503941","TG","TG","RDH12_100_vs_RDH12_Veh",0.713424246456228,0.988,-0.0213
"731","TG50:1] NL 18:1","850.78637 -> 551.503941","TG","TG","RDH12_200_vs_RDH12_100",0.567358446329756,0.765,-0.0334
"732","TG50:1] NL 18:1","850.78637 -> 551.503941","TG","TG","RDH12_200_vs_RDH12_Veh",0.357359181251002,1,-0.0547
"733","TG52:2] NL 16:0","876.80197 -> 603.535191","TG","TG","RDH12_100_vs_RDH12_Veh",0.270100783718484,0.976,-0.629
"734","TG52:2] NL 16:0","876.80197 -> 603.535191","TG","TG","RDH12_200_vs_RDH12_100",0.273122925581314,0.639,0.624
"735","TG52:2] NL 16:0","876.80197 -> 603.535191","TG","TG","RDH12_200_vs_RDH12_Veh",0.993757563271811,1,-0.00428
"736","TG52:2] NL 18:1","876.80197 -> 577.519541","TG","TG","RDH12_100_vs_RDH12_Veh",0.0538695796786209,0.918,0.211
"737","TG52:2] NL 18:1","876.80197 -> 577.519541","TG","TG","RDH12_200_vs_RDH12_100",0.116402317042716,0.445,-0.165
"738","TG52:2] NL 18:1","876.80197 -> 577.519541","TG","TG","RDH12_200_vs_RDH12_Veh",0.629847581166143,1,0.0468
"739","TG52:3] NL 18:1","874.78637 -> 575.503941","TG","TG","RDH12_100_vs_RDH12_Veh",0.310861322312105,0.978,0.103
"740","TG52:3] NL 18:1","874.78637 -> 575.503941","TG","TG","RDH12_200_vs_RDH12_100",0.144808423171933,0.498,0.154
"741","TG52:3] NL 18:1","874.78637 -> 575.503941","TG","TG","RDH12_200_vs_RDH12_Veh",0.0274597192978955,1,0.258
"742","TG54:3] NL 18:1","902.81767 -> 603.535241","TG","TG","RDH12_100_vs_RDH12_Veh",0.166186651529436,0.966,0.144
"743","TG54:3] NL 18:1","902.81767 -> 603.535241","TG","TG","RDH12_200_vs_RDH12_100",0.588883176027487,0.77,-0.0531
"744","TG54:3] NL 18:1","902.81767 -> 603.535241","TG","TG","RDH12_200_vs_RDH12_Veh",0.364332669174691,1,0.0907
