"name","Class","Contrast","UpGroup","DownGroup","Direction","EnrichedIn","p_value","ratio"
"PC O-36:4","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.000198845,0.859
"PC O-36:5","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.003297167,0.555
"PC O-38:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",4.83e-05,0.927
"PC(20:0/8:0(COOH))","Oxidized PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.001251341,0.791
"PE 32:1","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.008561968,0.382
"PE 34:1","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.000732532,0.771
"PE 34:4","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.000885933,-0.773
"PI 34:1","PI","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.009708268,0.356
"PI 36:2","PI","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.38176983,0.142
"PI 36:4","PI","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.001659825,0.489
"PI 38:3","PI","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.002586743,0.592
"PI 38:5","PI","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.780708156,0.0405
"[CE 14:0 +NH4]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.726453399,-0.0353
"[CE 16:0 +H]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.025043778,-0.432
"[CE 16:0 +NH4]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.495724195,-0.0864
"[CE 16:1 +NH4]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.537694695,-0.0646
"[CE 16:3 +K]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.859292728,-0.0202
"[CE 18:0 +Na]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.260004857,-0.35
"[CE 18:0 +NH4]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.389758613,-0.1
"[CE 18:3 +Na]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.159209679,-0.158
"[CE 20:3 +Na]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.000896228,-0.427
"[CE 20:4 +NH4]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.597424004,-0.0525
"[CE 22:2 +K]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.390371318,-0.0801
"[CE 22:6 +NH4]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.128251091,-0.152
"[CE 24:1 +Na]","CE","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.076480807,-0.499
"[TG34:2] NL 20:0","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.000911183,-0.42
"[TG36:0] NL 18:0","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.650955244,-0.0703
"[TG38:0] NL 20:0","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.04670821,-0.83
"[TG44:4] NL 20:0","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.055589094,-0.724
"[TG44:5] NL 20:0","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.066042918,-0.817
"[TG46:0] NL 16:0","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.374800806,-0.101
"[TG48:7","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.83216498,0.0348
"[TG48:8","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.273191769,-0.0976
"[TG50:7","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.071538498,-0.234
"[TG50:8","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.693447041,-0.0383
"[TG50:8.1","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.237715405,-0.139
"[TG52:8","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.542559268,-0.0577
"[TG52:8.1","TG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.986016711,-0.00164
"Cer(d14:1/20:0)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.517699779,-0.182
"Cer(d14:1/24:0(2OH))","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.820380818,-0.0427
"Cer(d14:2/20:0)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.147130611,-0.56
"Cer(d18:0/20:0(2OH))","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.088173952,-0.578
"Cer(d18:1/16:0)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.146210269,0.324
"Cer(d18:1/18:0)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.26888442,0.131
"Cer(d18:1/22:0)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.261649588,0.232
"Cer(d18:1/24:0)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.559902065,0.0713
"Cer(d18:1/24:1)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.779925479,-0.0471
"Cer(d18:2/24:0)","Cer","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.106940078,0.29
"CerP(d18:1/24:1)","Other","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.076926535,0.245
"DG 30:0 NL 14:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.269502018,-0.16
"DG 30:1 NL 14:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.07029707,-0.214
"DG 30:1 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.141769939,-0.405
"DG 30:2 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.079185346,-0.762
"DG 30:2 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.00622637,-0.624
"DG 30:2 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.002021979,-0.793
"DG 30:3 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.002568714,-1.14
"DG 30:3 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.003222255,-1.08
"DG 32:1 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.076229215,-0.203
"DG 32:1 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.361927803,-0.13
"DG 32:5 NL 18:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.001910503,-0.899
"DG 34:0 NL 18:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.000152508,-0.785
"DG 34:0 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.001612024,-0.548
"DG 34:1 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.907663994,-0.0148
"DG 34:1 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",8.29e-06,-0.662
"DG 34:1 NL 18:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.705851076,0.0515
"DG 34:1 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.020431561,-0.671
"DG 34:2 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",3.23e-05,-0.923
"DG 34:2 NL 18:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.011215193,-0.372
"DG 34:2 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.006466918,-0.891
"DG 34:3 NL 18:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.111808682,-0.497
"DG 36:0 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.001977705,-0.448
"DG 36:0 NL 18:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.000109672,-0.669
"DG 36:1 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.001666277,-0.427
"DG 36:1 NL 18:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.090717198,-0.164
"DG 36:1 NL 18:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.177211547,-0.199
"DG 36:2 NL 18:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.084618091,-0.231
"DG 36:5 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.039950432,-0.479
"DG 36:6 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.49959277,-0.377
"DG 36:6 NL 22:5","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.04004325,-0.665
"DG 36:7 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.406897772,-0.523
"DG 36:7 NL 16:1","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.019943367,-0.82
"DG 36:7 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.001473713,-0.548
"DG 36:7 NL 22:5","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.149871487,-0.617
"DG 36:8 NL 22:6","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.007633065,-1.05
"DG 38:0 NL 18:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.038269907,-0.283
"DG 38:0 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.311972047,-0.254
"DG 40:5 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",7.76e-05,-0.839
"DG 40:5 NL 22:5","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",1.81e-05,-0.757
"DG 40:6 NL 20:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.011111891,-0.878
"DG 40:6 NL 22:6","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.004733362,-0.993
"DG 40:7 NL 22:6","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",8.01e-05,-0.699
"DG 42:10 NL 22:5","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.036010014,-0.581
"DG 42:11 NL 16:0","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.08391386,-0.697
"DG 42:11 NL 22:5","DG","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.28079235,-0.604
"LPC 16:0","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.085432285,-0.6
"LPC 16:1","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.054980016,-0.587
"LPC 18:0","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.025646347,-0.547
"LPC 18:1","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.099325086,-0.817
"LPC 18:2","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.024501528,-0.305
"LPC 20:0","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.029108817,-0.229
"LPC 24:0","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.551866268,-0.0845
"LPC 26:0","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.329906077,0.252
"LPC O-18:1","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.01917063,-0.31
"LPC O-20:4","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.01384089,-0.511
"LPC O-20:5","LPC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.002975578,-0.497
"LPC(14:0)","Other","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.053108461,-0.355
"LPC(20:1)","Other","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.90251059,0.0181
"LPE 18:0","LPE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.199311982,-0.224
"LPE 18:1","LPE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.775838691,-0.0552
"LPE 20:1","LPE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.495314881,0.0868
"LPE(O-20:4)","Other","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.034960992,-0.507
"LPI O-20:0","Other","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.166203792,-0.316
"PC 14:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.467724912,-0.132
"PC 18:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.420237092,0.132
"PC 22:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.77621155,-0.0354
"PC 24:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.799642051,-0.0414
"PC 26:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.272213622,0.412
"PC 26:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.074038805,-0.172
"PC 28:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",5.94e-05,0.8
"PC 28:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.302804415,0.189
"PC 28:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.147757751,-0.136
"PC 28:6","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.349974257,0.116
"PC 30:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",1.64e-05,1.01
"PC 30:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.090878006,0.273
"PC 30:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.069067137,0.258
"PC 30:3","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.985199401,-0.00229
"PC 32:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",3.87e-05,0.943
"PC 32:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.00683154,0.614
"PC 32:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.324154511,-0.174
"PC 32:3","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Down","WT 200",0.001324567,-0.437
"PC 32:4","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.145760033,-0.174
"PC 32:5","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.973961999,0.00389
"PC 32:6","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.13786839,0.872
"PC 34:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",2.78e-05,0.954
"PC 34:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",2.13e-05,1.2
"PC 34:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.112631521,0.261
"PC 34:3","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.180660587,-0.229
"PC 34:6","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",7.11e-05,0.763
"PC 36:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.000525968,0.895
"PC 36:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.017812317,0.464
"PC 36:3","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.00485894,0.559
"PC 36:4","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.965345849,-0.00569
"PC 36:5","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.462879661,0.118
"PC 36:6","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.004266659,0.549
"PC 36:7","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.003076171,0.679
"PC 38:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",5.48e-05,0.871
"PC 38:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.011586242,0.551
"PC 38:3","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.736391709,0.0601
"PC 38:4","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.378315488,0.132
"PC 38:5","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.757548774,0.0496
"PC 38:6","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.369486261,0.142
"PC 38:7","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.019412341,0.508
"PC 40:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.000868494,0.494
"PC 40:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.452630308,0.145
"PC 40:3","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.71583698,-0.0462
"PC 40:4","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.231813528,0.191
"PC 40:5","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.091958678,0.247
"PC 40:6","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.701632077,-0.036
"PC 40:7","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.099933176,-0.225
"PC 42:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.02299453,0.348
"PC 42:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.004973779,0.374
"PC 42:10","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.756561498,-0.0406
"PC 42:11","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.796162019,0.0328
"PC 42:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.506645401,-0.073
"PC 42:3","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.377450419,-0.114
"PC 42:4","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.659546817,0.0472
"PC 42:5","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.91037254,0.0111
"PC 42:6","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.802720618,-0.0326
"PC 42:7","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.632059416,0.0644
"PC 42:8","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.864551573,0.017
"PC 42:9","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.609547484,-0.0816
"PC 44:0","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.174768964,0.116
"PC 44:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.040710946,0.254
"PC 44:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.246505149,-0.112
"PC 44:5","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.431843471,0.0734
"PC 44:8","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.7568738,-0.0238
"PC 46:1","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.797416643,-0.0253
"PC 46:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.471217692,-0.0791
"PC 48:2","PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.839665357,-0.0194
"PC O-24:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.186626735,0.684
"PC O-28:0","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.095351167,0.255
"PC O-28:1","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.171144886,0.242
"PC O-30:1","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",1.39e-05,0.881
"PC O-30:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.162579769,0.215
"PC O-32:0","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.000978215,0.863
"PC O-32:1","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",4.78e-05,1.08
"PC O-32:2","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",3.27e-05,0.706
"PC O-32:3","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.247902672,-0.153
"PC O-32:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.111515805,0.774
"PC O-34:0","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.003861021,0.609
"PC O-34:1","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",6.9e-05,1.1
"PC O-34:2","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.000491128,0.795
"PC O-34:3","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.149744941,0.214
"PC O-34:5","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.815118091,-0.238
"PC O-36:1","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.002430524,0.768
"PC O-36:2","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.006885148,0.571
"PC O-36:3","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.002646401,0.692
"PC O-36:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.000356089,0.763
"PC O-38:1","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.006862132,0.605
"PC O-38:2","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.045060557,0.298
"PC O-38:3","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.134070982,0.273
"PC O-38:4","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.006357321,0.53
"PC O-38:5","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.00175013,0.676
"PC O-38:7","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",9.14e-05,0.823
"PC O-40:2","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.773717709,-0.0506
"PC O-40:3","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.329885737,0.113
"PC O-40:4","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.032924586,0.416
"PC O-40:5","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",6.64e-05,0.682
"PC O-40:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.009328028,0.703
"PC O-40:7","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",2.16e-05,0.897
"PC O-42:5","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.113340607,0.182
"PC O-42:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.001378344,0.325
"PC O-42:7","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",7.88e-05,0.534
"PC O-44:2","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.936086557,0.00689
"PC O-44:6","PC ether","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.709963943,-0.0367
"PC(16:0)","Oxidized PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.177394909,-0.245
"PC(16:0/8:0(COOH))","Oxidized PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.238656826,0.169
"PC(34:4)","Oxidized PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.287941102,-0.588
"PC(O-40:1)","Oxidized PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.801253607,-0.0801
"PC(P-30:1)","Oxidized PC","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.700789749,-0.0424
"PE 32:0","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.318048548,0.108
"PE 32:2","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.008557806,-0.226
"PE 34:0","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.113595514,0.236
"PE 34:2","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.117464599,0.323
"PE 34:3","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.137507389,-0.208
"PE 36:0","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.006798527,0.526
"PE 36:1","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",2.04e-05,0.94
"PE 36:2","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",5.08e-05,0.744
"PE 36:3","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.76175091,0.0484
"PE 36:4","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.191763741,0.199
"PE 36:5","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.110422827,-0.189
"PE 36:7","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.760703114,-0.0311
"PE 38:0","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.849237442,0.0169
"PE 38:1","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.249235407,0.115
"PE 38:2","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.375827339,0.124
"PE 38:3","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.101961944,0.23
"PE 38:4","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","Up","RDH12 200",0.00074849,0.668
"PE 38:5","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.375008681,0.133
"PE 38:6","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.169766439,0.177
"PE 40:1","PE","RDH12 200 vs WT 200","RDH12 200","WT 200","NS","NS",0.782562389,0.0325
