"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"NT5C2",-0.622,0.120956806501647,-0.6,0.12,"-0.6","0.12","NS",NA
"NT5C3A",-0.0426,0.911260381371288,0,0.91,"-0.0","0.91","NS",NA
"NT5C3B",-0.256,0.64093150203475,-0.3,0.64,"-0.3","0.64","NS",NA
"NT5DC1",-0.12,0.745907475408092,-0.1,0.75,"-0.1","0.75","NS",NA
"NT5DC3",0.256,0.277995088787211,0.3,0.28,"0.3","0.28","NS",NA
"NTMT1",-0.584,0.077139341070574,-0.6,0.08,"-0.6","0.08","NS",NA
"NTN3",-5.07,0.000176841617101969,-5.1,0,"-5.1","<0.01","Down",NA
"NTPCR",-0.293,0.0996090280832741,-0.3,0.1,"-0.3","0.10","NS",NA
"NUB1",-0.602,0.104391318862078,-0.6,0.1,"-0.6","0.10","NS",NA
"NUBP1",-0.835,0.0178948105000129,-0.8,0.02,"-0.8","0.02","NS",NA
"NUBP2",-0.522,0.152065560344217,-0.5,0.15,"-0.5","0.15","NS",NA
"NUBPL",0.341,0.523872720232548,0.3,0.52,"0.3","0.52","NS",NA
"NUCB1",0.108,0.886588548214825,0.1,0.89,"0.1","0.89","NS",NA
"NUCB2",1.01,0.123666365097768,1,0.12,"1.0","0.12","NS",NA
"NUCKS1",1.76,0.00168580733786737,1.8,0,"1.8","<0.01","Up",NA
"NUDC",-0.397,0.470496574015923,-0.4,0.47,"-0.4","0.47","NS",NA
"NUDCD1",-0.597,0.10242385626758,-0.6,0.1,"-0.6","0.10","NS",NA
"NUDCD2",-0.404,0.0602314666952048,-0.4,0.06,"-0.4","0.06","NS",NA
"NUDCD3",-0.365,0.112522795407367,-0.4,0.11,"-0.4","0.11","NS",NA
"NUDT1",-0.346,0.134426529284233,-0.3,0.13,"-0.3","0.13","NS",NA
"NUDT10",-0.353,0.282001947723717,-0.4,0.28,"-0.4","0.28","NS",NA
"NUDT11",-0.358,0.356227448219871,-0.4,0.36,"-0.4","0.36","NS",NA
"NUDT12",-0.163,0.924389926228759,-0.2,0.92,"-0.2","0.92","NS",NA
