"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"PS 40:5",-0.068,0.498941712,-0.1,0.5,"-0.1","0.50","NS",NA
"PS 40:6",-0.155,0.304830815,-0.2,0.3,"-0.2","0.30","NS",NA
"PS 42:1",-0.139,0.191592377,-0.1,0.19,"-0.1","0.19","NS",NA
"PS O-34:1",-0.0952,0.191470066,-0.1,0.19,"-0.1","0.19","NS",NA
"SM(32:0",0.36,0.09272826,0.4,0.09,"0.4","0.09","NS",NA
"SM(32:1",0.341,0.352563681,0.3,0.35,"0.3","0.35","NS",NA
"SM(32:2",0.265,0.122335814,0.3,0.12,"0.3","0.12","NS",NA
"SM(34:0",0.201,0.728053228,0.2,0.73,"0.2","0.73","NS",NA
"SM(34:1",-0.272,0.688162058,-0.3,0.69,"-0.3","0.69","NS",NA
"SM(34:1.1",-0.327,0.765418559,-0.3,0.77,"-0.3","0.77","NS",NA
"SM(34:2",0.989,0.016420898,1,0.02,"1.0","0.02","Up",NA
"SM(36:0",0.495,0.729899195,0.5,0.73,"0.5","0.73","NS",NA
"SM(36:1",0.277,0.792899179,0.3,0.79,"0.3","0.79","NS",NA
"SM(36:2",0.137,0.758000923,0.1,0.76,"0.1","0.76","NS",NA
"SM(38:0",1.6,0.257483423,1.6,0.26,"1.6","0.26","NS",NA
"SM(38:1",1.11,0.376077489,1.1,0.38,"1.1","0.38","NS",NA
"SM(38:2",0.636,0.249946822,0.6,0.25,"0.6","0.25","NS",NA
"SM(38:3",0.676,0.306404373,0.7,0.31,"0.7","0.31","NS",NA
"SM(40:0",-0.292,0.625102224,-0.3,0.63,"-0.3","0.63","NS",NA
"SM(40:1",-0.315,0.692260297,-0.3,0.69,"-0.3","0.69","NS",NA
"SM(40:2",-0.333,0.613965192,-0.3,0.61,"-0.3","0.61","NS",NA
"SM(40:3",-0.365,0.493260372,-0.4,0.49,"-0.4","0.49","NS",NA
"SM(42:0",-0.21,0.471534422,-0.2,0.47,"-0.2","0.47","NS",NA
"SM(42:1",-0.775,0.177400983,-0.8,0.18,"-0.8","0.18","NS",NA
"SM(42:2",-0.866,0.150496136,-0.9,0.15,"-0.9","0.15","NS",NA
"SM(42:3",-0.544,0.232289854,-0.5,0.23,"-0.5","0.23","NS",NA
"SM(44:0",0.0393,0.861631797,0,0.86,"0.0","0.86","NS",NA
"SM(44:1",0.0643,0.752009191,0.1,0.75,"0.1","0.75","NS",NA
"SM(44:2",-0.0442,0.772735614,0,0.77,"-0.0","0.77","NS",NA
"TG 32:0 NL 16:0",-0.022,0.812246578,0,0.81,"-0.0","0.81","NS",NA
"TG 34:1 NL 16:1",-0.158,0.708447092,-0.2,0.71,"-0.2","0.71","NS",NA
"TG48:0] NL 16:0",0.225,0.091905706,0.2,0.09,"0.2","0.09","NS",NA
"TG48:1] NL 14:0",0.101,0.258856098,0.1,0.26,"0.1","0.26","NS",NA
"TG48:1] NL 16:0",0.229,0.106020538,0.2,0.11,"0.2","0.11","NS",NA
"TG50:1] NL 16:0",0.516,0.000728059,0.5,0,"0.5","<0.01","Up","TG50:1] NL 16:0"
"TG50:1] NL 18:1",0.341,0.0084166,0.3,0.01,"0.3","<0.01","NS",NA
"TG50:2]",0.0585,0.609846769,0.1,0.61,"0.1","0.61","NS",NA
"TG50:2] NL 16:0",0.141,0.18194487,0.1,0.18,"0.1","0.18","NS",NA
"TG50:2] NL 18:1",0.0285,0.806588467,0,0.81,"0.0","0.81","NS",NA
"TG52:1] NL 16:0",0.4,0.001513464,0.4,0,"0.4","<0.01","Up",NA
"TG52:1] NL 18:0",0.254,0.018909093,0.3,0.02,"0.3","0.02","NS",NA
"TG52:1] NL 18:1",0.158,0.156375261,0.2,0.16,"0.2","0.16","NS",NA
"TG52:2] NL 16:0",0.297,0.006415609,0.3,0.01,"0.3","<0.01","NS",NA
"TG52:2] NL 18:1",0.429,0.005424208,0.4,0.01,"0.4","<0.01","Up",NA
"TG52:3] NL 18:1",-0.0891,0.481866542,-0.1,0.48,"-0.1","0.48","NS",NA
"TG54:1] NL 20:0",-0.0881,0.503073083,-0.1,0.5,"-0.1","0.50","NS",NA
"TG54:2] NL 18:1",0.299,0.030367417,0.3,0.03,"0.3","0.03","NS",NA
"TG54:3] NL 18:1",0.0716,0.67138564,0.1,0.67,"0.1","0.67","NS",NA
